# Receiving,Rushing,Fumbles
# PID,TID,Season,Week,Rec,Tgt,Yds,Y/R,Lng,TD,Att,Yds,Y/A,Lng,TD,Fum,FumL
MINTE007,MIN,2003,10,5,N/A,61,12.2,19,0,0,0,N/A,N/A,0,0,0
KANTE008,NYJ,2003,10,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
TENTE011,TEN,2003,10,1,N/A,11,11.0,11,0,0,0,N/A,N/A,0,0,0
CHITE003,CHI,2003,10,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
NYJTE007,GNB,2003,10,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
NORTE007,BUF,2003,10,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
DETTE009,DAL,2003,10,3,N/A,7,2.3,6,1,0,0,N/A,N/A,0,0,0
CHITE006,CHI,2003,10,4,N/A,39,9.8,12,1,0,0,N/A,N/A,0,0,0
NORTE010,HOU,2003,10,1,N/A,11,11.0,11,0,0,0,N/A,N/A,0,0,0
GNBTE009,GNB,2003,10,2,N/A,15,7.5,14,0,0,0,N/A,N/A,0,0,0
TAMTE002,OAK,2003,11,1,N/A,25,25.0,25,0,0,0,N/A,N/A,0,0,0
PHITE002,CIN,2003,11,1,N/A,5,5.0,5,0,0,0,N/A,N/A,0,0,0
SEATE005,NYJ,2003,11,1,N/A,5,5.0,5,0,0,0,N/A,N/A,0,0,0
SDGTE005,MIA,2003,11,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
TENTE008,NWE,2003,11,1,N/A,5,5.0,5,0,0,0,N/A,N/A,0,0,0
INDTE002,IND,2003,11,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
NWETE009,ATL,2003,11,1,N/A,10,10.0,10,0,0,0,N/A,N/A,0,0,0
HOUTE003,HOU,2003,11,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
CHITE008,STL,2003,11,2,N/A,7,3.5,4,1,0,0,N/A,N/A,0,0,0
HOUTE007,NYG,2003,11,3,N/A,16,5.3,7,0,0,0,N/A,N/A,0,0,0
CLETE003,CLE,2003,11,5,N/A,45,9.0,17,0,0,0,N/A,N/A,0,0,0
BALTE001,IND,2003,11,5,N/A,100,20.0,27,0,0,0,N/A,N/A,0,0,0
STLTE010,STL,2003,11,0,N/A,0,N/A,N/A,0,0,0,N/A,N/A,0,1,1
DETTE006,DET,2003,11,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
SFOTE009,WAS,2003,11,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
DENTE004,CLE,2003,11,2,N/A,17,8.5,12,0,0,0,N/A,N/A,0,0,0
STLTE001,SFO,2003,11,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
JACTE008,JAC,2003,11,2,N/A,20,10.0,12,0,0,0,N/A,N/A,0,0,0
BALTE008,PHI,2003,11,2,N/A,29,14.5,24,0,0,0,N/A,N/A,0,0,0
DALTE002,DAL,2003,11,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
CARTE002,CAR,2003,11,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
ARITE006,BAL,2003,11,8,N/A,64,8.0,18,0,0,0,N/A,N/A,0,0,0
WASTE007,WAS,2003,11,1,N/A,5,5.0,5,0,0,0,N/A,N/A,0,0,0
OAKTE009,OAK,2003,11,2,N/A,53,26.5,36,0,0,0,N/A,N/A,0,0,0
CARTE005,CAR,2003,11,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
PHITE007,PHI,2003,11,2,N/A,16,8.0,12,0,0,0,N/A,N/A,0,0,0
STLTE007,STL,2003,11,0,N/A,0,N/A,N/A,0,1,-5,-5.0,-5,0,1,0
ATLTE003,KAN,2003,11,7,N/A,86,12.3,15,1,0,0,N/A,N/A,0,0,0
ARITE005,ARI,2003,11,3,N/A,7,2.3,6,0,0,0,N/A,N/A,0,0,0
TAMTE007,TAM,2003,11,1,N/A,18,18.0,18,0,0,0,N/A,N/A,0,0,0
NWETE002,JAC,2003,11,3,N/A,35,11.7,12,0,0,0,N/A,N/A,0,0,0
CARTE006,NWE,2003,11,3,N/A,24,8.0,11,0,0,0,N/A,N/A,0,0,0
KANTE005,KAN,2003,11,1,N/A,3,3.0,3,1,0,0,N/A,N/A,0,0,0
DETTE008,DET,2003,11,4,N/A,45,11.3,28,0,0,0,N/A,N/A,0,0,0
SEATE011,SEA,2003,11,4,N/A,29,7.3,11,0,0,0,N/A,N/A,0,0,0
NORTE007,BUF,2003,11,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
KANTE008,NYJ,2003,11,1,N/A,-1,-1.0,-1,0,0,0,N/A,N/A,0,0,0
TENTE011,TEN,2003,11,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
MINTE002,CAR,2003,11,1,N/A,2,2.0,2,0,0,0,N/A,N/A,0,0,0
NWETE005,SFO,2003,11,4,N/A,28,7.0,12,0,0,0,N/A,N/A,0,0,0
CHITE006,CHI,2003,11,4,N/A,44,11.0,27,0,0,0,N/A,N/A,0,0,0
MINTE007,MIN,2003,11,7,N/A,67,9.6,14,0,0,0,N/A,N/A,0,0,0
DETTE009,DAL,2003,11,1,N/A,12,12.0,12,0,0,0,N/A,N/A,0,0,0
ARITE012,PIT,2003,11,1,N/A,10,10.0,10,0,0,0,N/A,N/A,0,0,0
DENTE010,DEN,2003,11,7,N/A,101,14.4,26,3,0,0,N/A,N/A,0,0,0
BUFTE016,GNB,2003,12,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
HOUTE007,NYG,2003,12,2,N/A,26,13.0,18,0,0,0,N/A,N/A,0,0,0
NORTE002,NOR,2003,12,9,N/A,110,12.2,23,1,0,0,N/A,N/A,0,0,0
TENTE008,NWE,2003,12,4,N/A,53,13.3,33,1,0,0,N/A,N/A,0,0,0
CHITE008,STL,2003,12,2,N/A,26,13.0,16,0,0,0,N/A,N/A,0,0,0
HOUTE003,HOU,2003,12,1,N/A,5,5.0,5,0,0,0,N/A,N/A,0,0,0
TENTE011,TEN,2003,12,2,N/A,37,18.5,27,0,0,0,N/A,N/A,0,0,0
ARITE006,BAL,2003,12,1,N/A,22,22.0,22,0,1,7,7.0,7,0,0,0
NWETE009,ATL,2003,12,2,N/A,18,9.0,12,0,0,0,N/A,N/A,0,0,0
TAMTE002,OAK,2003,12,1,N/A,11,11.0,11,0,0,0,N/A,N/A,0,0,0
SEATE005,NYJ,2003,12,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
JACTE008,JAC,2003,12,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
DETTE006,DET,2003,12,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
SDGTE004,SDG,2003,12,1,N/A,12,12.0,12,0,0,0,N/A,N/A,0,0,0
DENTE004,CLE,2003,12,2,N/A,12,6.0,7,0,0,0,N/A,N/A,0,0,0
DALTE002,DAL,2003,12,6,N/A,49,8.2,13,0,0,0,N/A,N/A,0,0,0
BALTE008,PHI,2003,12,1,N/A,28,28.0,28,0,0,0,N/A,N/A,0,0,0
SDGTE005,MIA,2003,12,3,N/A,15,5.0,7,0,0,0,N/A,N/A,0,0,0
CLETE007,CLE,2003,12,2,N/A,16,8.0,9,0,0,0,N/A,N/A,0,0,0
BALTE001,IND,2003,12,3,N/A,17,5.7,13,0,0,0,N/A,N/A,0,0,0
KANTE008,NYJ,2003,12,5,N/A,63,12.6,29,0,0,0,N/A,N/A,0,0,0
NYJTE007,GNB,2003,12,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
CARTE006,NWE,2003,12,1,N/A,10,10.0,10,0,0,0,N/A,N/A,0,0,0
TAMTE004,TAM,2003,12,1,N/A,5,5.0,5,0,0,0,N/A,N/A,0,0,0
KANTE005,KAN,2003,12,2,N/A,14,7.0,12,1,0,0,N/A,N/A,0,0,0
ARITE005,ARI,2003,12,2,N/A,11,5.5,6,0,0,0,N/A,N/A,0,0,0
HOUTE002,PIT,2003,12,1,N/A,1,1.0,1,1,0,0,N/A,N/A,0,0,0
WASTE013,ATL,2003,12,1,N/A,19,19.0,19,0,0,0,N/A,N/A,0,0,0
DENTE010,DEN,2003,12,3,N/A,50,16.7,28,0,0,0,N/A,N/A,0,0,0
DALTE009,DAL,2003,12,1,N/A,5,5.0,5,1,0,0,N/A,N/A,0,0,0
TENTE009,TEN,2003,12,5,N/A,39,7.8,12,2,0,0,N/A,N/A,0,0,0
ATLTE003,KAN,2003,12,4,N/A,36,9.0,16,0,0,0,N/A,N/A,0,0,0
PHITE007,PHI,2003,12,2,N/A,37,18.5,23,0,0,0,N/A,N/A,0,0,0
ARITE012,PIT,2003,12,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
CHITE006,CHI,2003,12,4,N/A,33,8.3,16,0,0,0,N/A,N/A,0,0,0
NWETE005,SFO,2003,12,1,N/A,14,14.0,14,0,0,0,N/A,N/A,0,0,0
NORTE010,HOU,2003,12,1,N/A,16,16.0,16,1,0,0,N/A,N/A,0,0,0
DETTE009,DAL,2003,12,3,N/A,22,7.3,17,0,0,0,N/A,N/A,0,0,0
MINTE007,MIN,2003,12,2,N/A,17,8.5,10,0,0,0,N/A,N/A,0,0,0
DENTE009,DEN,2003,12,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
DETTE008,DET,2003,12,5,N/A,46,9.2,14,0,0,0,N/A,N/A,0,0,0
SEATE011,SEA,2003,12,4,N/A,54,13.5,20,0,0,0,N/A,N/A,0,0,0
GNBTE009,GNB,2003,12,1,N/A,5,5.0,5,0,0,0,N/A,N/A,0,0,0
NORTE002,NOR,2003,13,3,N/A,43,14.3,17,1,0,0,N/A,N/A,0,0,0
TAMTE006,SEA,2003,13,2,N/A,20,10.0,15,0,0,0,N/A,N/A,0,0,0
PHITE002,CIN,2003,13,1,N/A,18,18.0,18,1,0,0,N/A,N/A,0,0,0
SEATE005,NYJ,2003,13,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
HOUTE007,NYG,2003,13,2,N/A,22,11.0,13,0,0,0,N/A,N/A,0,0,0
OAKTE010,CIN,2003,13,1,N/A,10,10.0,10,0,0,0,N/A,N/A,0,0,0
MINTE002,CAR,2003,13,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
WASTE007,WAS,2003,13,2,N/A,14,7.0,7,0,0,0,N/A,N/A,0,0,0
ARITE006,BAL,2003,13,4,N/A,38,9.5,11,0,0,0,N/A,N/A,0,0,0
NWETE009,ATL,2003,13,4,N/A,48,12.0,24,0,0,0,N/A,N/A,0,0,0
SDGTE005,MIA,2003,13,2,N/A,24,12.0,12,0,0,0,N/A,N/A,0,0,0
CLETE007,CLE,2003,13,3,N/A,18,6.0,12,0,0,0,N/A,N/A,0,1,1
CARTE002,CAR,2003,13,1,N/A,1,1.0,1,0,0,0,N/A,N/A,0,0,0
STLTE001,SFO,2003,13,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
DETTE006,DET,2003,13,3,N/A,13,4.3,6,0,0,0,N/A,N/A,0,0,0
SDGTE004,SDG,2003,13,3,N/A,49,16.3,18,1,0,0,N/A,N/A,0,0,0
DALTE002,DAL,2003,13,8,N/A,58,7.3,17,0,0,0,N/A,N/A,0,0,0
ARITE011,OAK,2003,13,2,N/A,28,14.0,21,0,0,0,N/A,N/A,0,0,0
SFOTE001,BAL,2003,13,2,N/A,12,6.0,6,1,0,0,N/A,N/A,0,0,0
BALTE001,IND,2003,13,2,N/A,18,9.0,10,0,0,0,N/A,N/A,0,0,0
BALTE008,PHI,2003,13,1,N/A,15,15.0,15,0,0,0,N/A,N/A,0,0,0
TENTE011,TEN,2003,13,2,N/A,28,14.0,18,0,0,0,N/A,N/A,0,0,0
NYJTE007,GNB,2003,13,4,N/A,32,8.0,9,1,0,0,N/A,N/A,0,0,0
HOUTE002,PIT,2003,13,1,N/A,0,0.0,0,0,0,0,N/A,N/A,0,0,0
CARTE006,NWE,2003,13,5,N/A,45,9.0,16,0,0,0,N/A,N/A,0,0,0
SEATE007,IND,2003,13,4,N/A,36,9.0,15,1,0,0,N/A,N/A,0,0,0
ARITE005,ARI,2003,13,6,N/A,62,10.3,28,0,0,0,N/A,N/A,0,0,0
NWETE002,JAC,2003,13,3,N/A,32,10.7,16,1,0,0,N/A,N/A,0,1,1
TAMTE007,TAM,2003,13,1,N/A,0,0.0,0,0,0,0,N/A,N/A,0,0,0
DENTE010,DEN,2003,13,2,N/A,24,12.0,20,1,0,0,N/A,N/A,0,0,0
BUFTE017,BUF,2003,13,2,N/A,27,13.5,24,1,0,0,N/A,N/A,0,0,0
TENTE009,TEN,2003,13,1,N/A,10,10.0,10,0,0,0,N/A,N/A,0,0,0
ATLTE003,KAN,2003,13,4,N/A,28,7.0,16,2,0,0,N/A,N/A,0,0,0
PHITE007,PHI,2003,13,1,N/A,29,29.0,29,0,0,0,N/A,N/A,0,0,0
CHITE006,CHI,2003,13,3,N/A,19,6.3,10,0,0,0,N/A,N/A,0,0,0
NWETE005,SFO,2003,13,4,N/A,27,6.8,9,0,0,0,N/A,N/A,0,0,0
NORTE010,HOU,2003,13,4,N/A,40,10.0,23,0,0,0,N/A,N/A,0,0,0
BUFTE003,BUF,2003,13,1,N/A,9,9.0,9,0,1,14,14.0,14,0,0,0
ARITE012,PIT,2003,13,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
MINTE007,MIN,2003,13,10,N/A,79,7.9,12,0,0,0,N/A,N/A,0,0,0
DETTE008,DET,2003,13,3,N/A,56,18.7,38,0,0,0,N/A,N/A,0,0,0
SEATE011,SEA,2003,13,1,N/A,2,2.0,2,1,0,0,N/A,N/A,0,0,0
CINTE008,CIN,2003,13,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
GNBTE009,GNB,2003,13,5,N/A,67,13.4,30,0,0,0,N/A,N/A,0,0,0
TENTE005,TEN,2003,14,3,N/A,28,9.3,16,0,0,0,N/A,N/A,0,1,1
CHITE008,STL,2003,14,1,N/A,13,13.0,13,0,0,0,N/A,N/A,0,0,0
NORTE002,NOR,2003,14,4,N/A,59,14.8,31,1,0,0,N/A,N/A,0,0,0
TENTE008,NWE,2003,14,6,N/A,24,4.0,13,0,0,0,N/A,N/A,0,0,0
NWETE009,ATL,2003,14,5,N/A,57,11.4,19,0,0,0,N/A,N/A,0,0,0
ARITE006,BAL,2003,14,1,N/A,14,14.0,14,0,0,0,N/A,N/A,0,0,0
NYJTE007,GNB,2003,14,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
KANTE008,NYJ,2003,14,1,N/A,14,14.0,14,0,0,0,N/A,N/A,0,0,0
TENTE011,TEN,2003,14,4,N/A,41,10.3,19,0,0,0,N/A,N/A,0,0,0
MINTE002,CAR,2003,14,1,N/A,16,16.0,16,1,0,0,N/A,N/A,0,0,0
PHITE002,CIN,2003,14,2,N/A,22,11.0,13,0,0,0,N/A,N/A,0,0,0
CLETE007,CLE,2003,14,2,N/A,15,7.5,8,0,0,0,N/A,N/A,0,0,0
JACTE008,JAC,2003,14,1,N/A,11,11.0,11,0,0,0,N/A,N/A,0,0,0
STLTE001,SFO,2003,14,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
DETTE006,DET,2003,14,3,N/A,9,3.0,4,1,0,0,N/A,N/A,0,0,0
SDGTE004,SDG,2003,14,2,N/A,18,9.0,10,0,0,0,N/A,N/A,0,0,0
DALTE002,DAL,2003,14,3,N/A,35,11.7,18,0,0,0,N/A,N/A,0,0,0
ARITE011,OAK,2003,14,1,N/A,1,1.0,1,0,0,0,N/A,N/A,0,0,0
CLETE003,CLE,2003,14,1,N/A,2,2.0,2,1,0,0,N/A,N/A,0,0,0
SDGTE006,SDG,2003,14,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
BALTE008,PHI,2003,14,1,N/A,6,6.0,6,1,0,0,N/A,N/A,0,0,0
NORTE010,HOU,2003,14,4,N/A,29,7.3,10,0,0,0,N/A,N/A,0,0,0
NWETE005,SFO,2003,14,4,N/A,76,19.0,26,0,0,0,N/A,N/A,0,0,0
HOUTE002,PIT,2003,14,0,N/A,11,N/A,11,0,0,0,N/A,N/A,0,0,0
SEATE007,IND,2003,14,2,N/A,30,15.0,24,0,0,0,N/A,N/A,0,0,0
TAMTE004,TAM,2003,14,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
MINTE005,MIN,2003,14,1,N/A,12,12.0,12,0,0,0,N/A,N/A,0,0,0
NWETE002,JAC,2003,14,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
TAMTE007,TAM,2003,14,2,N/A,26,13.0,14,1,0,0,N/A,N/A,0,0,0
DENTE010,DEN,2003,14,6,N/A,73,12.2,14,0,0,0,N/A,N/A,0,0,0
DALTE009,DAL,2003,14,1,N/A,3,3.0,3,1,0,0,N/A,N/A,0,0,0
TENTE009,TEN,2003,14,3,N/A,20,6.7,9,0,0,0,N/A,N/A,0,0,0
NORTE015,NOR,2003,14,2,N/A,31,15.5,17,0,0,0,N/A,N/A,0,0,0
PITTE005,PIT,2003,14,1,N/A,24,24.0,24,0,0,0,N/A,N/A,0,0,0
ARITE005,ARI,2003,14,3,N/A,14,4.7,14,0,0,0,N/A,N/A,0,0,0
SEATE011,SEA,2003,14,1,N/A,3,3.0,3,0,0,0,N/A,N/A,0,0,0
MINTE007,MIN,2003,14,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
DETTE009,DAL,2003,14,1,N/A,1,1.0,1,0,0,0,N/A,N/A,0,0,0
CHITE006,CHI,2003,14,3,N/A,33,11.0,19,0,0,0,N/A,N/A,0,1,1
DETTE008,DET,2003,14,2,N/A,25,12.5,21,0,0,0,N/A,N/A,0,0,0
STLTE007,STL,2003,14,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
ATLTE003,KAN,2003,14,6,N/A,73,12.2,31,0,0,0,N/A,N/A,0,0,0
OAKTE009,OAK,2003,14,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
PHITE007,PHI,2003,14,1,N/A,28,28.0,28,0,0,0,N/A,N/A,0,0,0
GNBTE009,GNB,2003,14,2,N/A,13,6.5,9,0,0,0,N/A,N/A,0,0,0
BUFTE016,GNB,2003,15,2,N/A,6,3.0,9,0,0,0,N/A,N/A,0,0,0
NORTE002,NOR,2003,15,5,N/A,47,9.4,25,0,0,0,N/A,N/A,0,0,0
TENTE008,NWE,2003,15,5,N/A,69,13.8,30,1,0,0,N/A,N/A,0,0,0
TAMTE006,SEA,2003,15,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
CHITE008,STL,2003,15,1,N/A,-5,-5.0,-5,0,0,0,N/A,N/A,0,0,0
NWETE009,ATL,2003,15,2,N/A,2,1.0,2,0,0,0,N/A,N/A,0,0,0
KANTE008,NYJ,2003,15,2,N/A,11,5.5,9,0,0,0,N/A,N/A,0,0,0
TENTE011,TEN,2003,15,4,N/A,44,11.0,14,1,0,0,N/A,N/A,0,0,0
WASTE007,WAS,2003,15,2,N/A,27,13.5,17,0,0,0,N/A,N/A,0,1,1
ARITE006,BAL,2003,15,6,N/A,93,15.5,31,1,0,0,N/A,N/A,0,0,0
TAMTE002,OAK,2003,15,1,N/A,26,26.0,26,0,0,0,N/A,N/A,0,0,0
PHITE002,CIN,2003,15,2,N/A,15,7.5,9,0,0,0,N/A,N/A,0,0,0
CLETE003,CLE,2003,15,1,N/A,1,1.0,1,1,0,0,N/A,N/A,0,0,0
BALTE008,PHI,2003,15,3,N/A,16,5.3,9,0,0,0,N/A,N/A,0,1,0
TENTE007,NYG,2003,15,3,N/A,19,6.3,10,1,0,0,N/A,N/A,0,0,0
SDGTE004,SDG,2003,15,5,N/A,117,23.4,48,0,0,0,N/A,N/A,0,0,0
SFOTE001,BAL,2003,15,1,N/A,25,25.0,25,0,0,0,N/A,N/A,0,0,0
CLETE007,CLE,2003,15,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
SFOTE007,SDG,2003,15,1,N/A,1,1.0,1,0,0,0,N/A,N/A,0,0,0
SDGTE005,MIA,2003,15,7,N/A,95,13.6,35,0,0,0,N/A,N/A,0,0,0
JACTE009,JAC,2003,15,1,N/A,21,21.0,21,0,0,0,N/A,N/A,0,0,0
NORTE007,BUF,2003,15,4,N/A,28,7.0,10,1,0,0,N/A,N/A,0,0,0
NORTE010,HOU,2003,15,2,N/A,10,5.0,11,0,0,0,N/A,N/A,0,0,0
TAMTE004,TAM,2003,15,2,N/A,14,7.0,9,0,0,0,N/A,N/A,0,0,0
ARITE005,ARI,2003,15,2,N/A,35,17.5,22,0,0,0,N/A,N/A,0,0,0
ATLTE003,KAN,2003,15,6,N/A,93,15.5,32,2,0,0,N/A,N/A,0,0,0
OAKTE009,OAK,2003,15,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
SEATE007,IND,2003,15,3,N/A,24,8.0,9,0,0,0,N/A,N/A,0,0,0
NWETE002,JAC,2003,15,2,N/A,8,4.0,6,0,0,0,N/A,N/A,0,0,0
DENTE010,DEN,2003,15,8,N/A,97,12.1,16,0,0,0,N/A,N/A,0,0,0
TENTE009,TEN,2003,15,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
WASTE013,ATL,2003,15,1,N/A,0,0.0,0,0,0,0,N/A,N/A,0,0,0
CARTE005,CAR,2003,15,2,N/A,30,15.0,19,0,0,0,N/A,N/A,0,0,0
PHITE007,PHI,2003,15,2,N/A,31,15.5,16,0,0,0,N/A,N/A,0,0,0
MINTE007,MIN,2003,15,5,N/A,30,6.0,9,0,0,0,N/A,N/A,0,0,0
DETTE009,DAL,2003,15,1,N/A,23,23.0,23,0,0,0,N/A,N/A,0,0,0
CHITE006,CHI,2003,15,3,N/A,30,10.0,11,0,0,0,N/A,N/A,0,0,0
NWETE005,SFO,2003,15,2,N/A,27,13.5,18,0,0,0,N/A,N/A,0,0,0
CINTE008,CIN,2003,15,1,N/A,2,2.0,2,0,0,0,N/A,N/A,0,0,0
SEATE011,SEA,2003,15,5,N/A,69,13.8,22,0,0,0,N/A,N/A,0,0,0
DENTE009,DEN,2003,15,2,N/A,21,10.5,12,0,0,0,N/A,N/A,0,0,0
STLTE007,STL,2003,15,1,N/A,10,10.0,10,0,0,0,N/A,N/A,0,0,0
DETTE008,DET,2003,15,4,N/A,27,6.8,12,0,0,0,N/A,N/A,0,0,0
GNBTE009,GNB,2003,15,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
OAKTE010,CIN,2003,16,1,N/A,21,21.0,21,0,0,0,N/A,N/A,0,0,0
BUFTE016,GNB,2003,16,2,N/A,4,2.0,6,1,0,0,N/A,N/A,0,0,0
NORTE002,NOR,2003,16,5,N/A,54,10.8,18,1,0,0,N/A,N/A,0,0,0
TENTE008,NWE,2003,16,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
CHITE008,STL,2003,16,2,N/A,10,5.0,7,0,1,8,8.0,8,0,0,0
NWETE009,ATL,2003,16,1,N/A,6,6.0,6,1,0,0,N/A,N/A,0,0,0
MINTE002,CAR,2003,16,2,N/A,6,3.0,5,0,0,0,N/A,N/A,0,0,0
WASTE007,WAS,2003,16,2,N/A,29,14.5,18,0,0,0,N/A,N/A,0,0,0
ARITE006,BAL,2003,16,1,N/A,14,14.0,14,0,0,0,N/A,N/A,0,0,0
TAMTE006,SEA,2003,16,1,N/A,26,26.0,26,0,0,0,N/A,N/A,0,0,0
SEATE005,NYJ,2003,16,3,N/A,31,10.3,16,0,0,0,N/A,N/A,0,0,0
DALTE002,DAL,2003,16,1,N/A,36,36.0,36,1,0,0,N/A,N/A,0,0,0
TENTE007,NYG,2003,16,3,N/A,20,6.7,8,0,0,0,N/A,N/A,0,0,0
JACTE008,JAC,2003,16,1,N/A,30,30.0,30,0,0,0,N/A,N/A,0,0,0
SDGTE004,SDG,2003,16,5,N/A,64,12.8,20,0,0,0,N/A,N/A,0,0,0
ARITE011,OAK,2003,16,1,N/A,0,0.0,0,0,0,0,N/A,N/A,0,0,0
CLETE003,CLE,2003,16,1,N/A,16,16.0,16,0,0,0,N/A,N/A,0,0,0
SFOTE007,SDG,2003,16,2,N/A,29,14.5,24,0,0,0,N/A,N/A,0,0,0
SDGTE005,MIA,2003,16,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,0,0
SFOTE001,BAL,2003,16,2,N/A,11,5.5,10,1,0,0,N/A,N/A,0,0,0
TENTE011,TEN,2003,16,1,N/A,2,2.0,2,1,0,0,N/A,N/A,0,0,0
KANTE008,NYJ,2003,16,4,N/A,29,7.3,15,0,0,0,N/A,N/A,0,0,0
NWETE002,JAC,2003,16,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
CARTE006,NWE,2003,16,1,N/A,10,10.0,10,0,0,0,N/A,N/A,0,0,0
SEATE007,IND,2003,16,4,N/A,55,13.8,27,0,0,0,N/A,N/A,0,0,0
TAMTE004,TAM,2003,16,1,N/A,3,3.0,3,1,0,0,N/A,N/A,0,0,0
TAMTE007,TAM,2003,16,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,1,0
NORTE015,NOR,2003,16,1,N/A,7,7.0,7,0,0,0,N/A,N/A,0,0,0
DENTE010,DEN,2003,16,2,N/A,30,15.0,26,0,0,0,N/A,N/A,0,0,0
TENTE009,TEN,2003,16,1,N/A,25,25.0,25,0,0,0,N/A,N/A,0,0,0
WASTE013,ATL,2003,16,1,N/A,8,8.0,8,0,0,0,N/A,N/A,0,0,0
ARITE005,ARI,2003,16,2,N/A,11,5.5,9,0,0,0,N/A,N/A,0,0,0
ATLTE003,KAN,2003,16,5,N/A,65,13.0,27,0,0,0,N/A,N/A,0,0,0
NWETE005,SFO,2003,16,3,N/A,61,20.3,30,0,0,0,N/A,N/A,0,0,0
NORTE010,HOU,2003,16,3,N/A,33,11.0,20,0,0,0,N/A,N/A,0,0,0
NORTE007,BUF,2003,16,3,N/A,55,18.3,31,0,0,0,N/A,N/A,0,0,0
NYJTE007,GNB,2003,16,3,N/A,23,7.7,15,0,0,0,N/A,N/A,0,0,0
CHITE006,CHI,2003,16,1,N/A,4,4.0,4,0,0,0,N/A,N/A,0,0,0
DETTE009,DAL,2003,16,2,N/A,18,9.0,10,0,0,0,N/A,N/A,0,0,0
PHITE007,PHI,2003,16,1,N/A,12,12.0,12,0,0,0,N/A,N/A,0,0,0
SEATE011,SEA,2003,16,6,N/A,70,11.7,28,0,0,0,N/A,N/A,0,0,0
MINTE007,MIN,2003,16,2,N/A,13,6.5,9,1,0,0,N/A,N/A,0,0,0
GNBTE009,GNB,2003,16,1,N/A,22,22.0,22,1,0,0,N/A,N/A,0,0,0
TENTE008,NWE,2003,17,1,N/A,1,1.0,1,1,0,0,N/A,N/A,0,0,0
NORTE002,NOR,2003,17,3,N/A,34,11.3,15,0,0,0,N/A,N/A,0,0,0
TAMTE002,OAK,2003,17,1,N/A,3,3.0,3,0,0,0,N/A,N/A,0,0,0
PHITE002,CIN,2003,17,4,N/A,42,10.5,19,0,0,0,N/A,N/A,0,1,0
SDGTE005,MIA,2003,17,3,N/A,40,13.3,27,0,0,0,N/A,N/A,0,0,0
OAKTE010,CIN,2003,17,1,N/A,9,9.0,9,0,0,0,N/A,N/A,0,0,0
TAMTE001,KAN,2003,17,1,N/A,20,20.0,20,0,0,0,N/A,N/A,0,0,0
TENTE011,TEN,2003,17,3,N/A,24,8.0,9,0,0,0,N/A,N/A,0,0,0
