# Receiving,Rushing,Fumbles
# PID,TID,Season,Week,Rec,Tgt,Yds,Y/R,Lng,TD,Att,Yds,Y/A,Lng,TD,Fum,FumL
NORTE019,CLE,2012,3,4,8,15,3.8,9,0,0,0,N/A,0,0,1,0
BALTE001,TAM,2012,3,1,4,0,0.0,0,0,0,0,N/A,0,0,0,0
SDGTE005,SDG,2012,3,1,1,5,5.0,5,0,0,0,N/A,0,0,0,0
DALTE002,DAL,2012,3,2,6,8,4.0,5,0,0,0,N/A,0,0,0,0
SDGTE004,SDG,2012,3,3,7,22,7.3,14,0,0,0,N/A,0,0,0,0
NYJTE003,NWE,2012,3,1,2,12,12.0,12,0,0,0,N/A,0,0,0,0
DETTE003,DET,2012,3,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
TENTE004,SFO,2012,3,1,2,1,1.0,1,0,0,0,N/A,0,0,0,0
CARTE009,CAR,2012,3,7,14,98,14.0,23,0,0,0,N/A,0,0,0,0
GNBTE004,GNB,2012,3,4,5,60,15.0,31,0,0,0,N/A,0,0,0,0
TENTE001,TEN,2012,3,5,7,63,12.6,24,0,0,0,N/A,0,0,0,0
DENTE012,DEN,2012,3,3,10,31,10.3,14,0,0,0,N/A,0,0,0,0
SEATE010,CHI,2012,3,2,3,20,10.0,12,0,0,0,N/A,0,0,0,0
DETTE004,DET,2012,3,8,12,61,7.6,17,0,0,0,N/A,0,0,1,1
NWETE001,STL,2012,3,1,1,12,12.0,12,0,0,0,N/A,0,0,0,0
CHITE005,NYG,2012,3,6,7,73,12.2,29,1,0,0,N/A,0,0,0,0
WASTE003,WAS,2012,3,7,7,90,12.9,29,0,0,0,N/A,0,0,0,0
BUFTE014,BUF,2012,3,2,4,22,11.0,12,0,0,0,N/A,0,0,0,0
SEATE006,SEA,2012,3,2,4,12,6.0,8,0,0,0,N/A,0,0,0,0
CHITE002,SDG,2012,3,1,1,0,0.0,0,0,0,0,N/A,0,0,1,1
PHITE008,PHI,2012,3,2,6,36,18.0,34,0,0,0,N/A,0,0,0,0
MINTE009,MIN,2012,3,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
ATLTE003,ATL,2012,3,9,12,91,10.1,15,1,0,0,N/A,0,0,0,0
BALTE004,BAL,2012,4,0,2,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NORTE005,NOR,2012,4,7,9,76,10.9,24,0,0,0,N/A,0,0,0,0
HOUTE008,HOU,2012,4,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
JACTE002,PHI,2012,4,1,1,7,7.0,7,0,0,0,N/A,0,0,0,0
SEATE009,SEA,2012,4,2,3,20,10.0,15,0,0,0,N/A,0,0,0,0
KANTE001,KAN,2012,4,3,4,18,6.0,12,0,0,0,N/A,0,0,0,0
NWETE006,NWE,2012,4,5,11,104,20.8,41,1,0,0,N/A,0,0,1,1
NYGTE004,NYG,2012,4,1,2,6,6.0,6,1,0,0,N/A,0,0,0,0
PHITE005,HOU,2012,4,5,5,36,7.2,11,1,0,0,N/A,0,0,0,0
NYGTE005,OAK,2012,4,1,2,22,22.0,22,0,0,0,N/A,0,0,0,0
TAMTE010,GNB,2012,4,1,1,16,16.0,16,0,0,0,N/A,0,0,0,0
CINTE003,CIN,2012,4,5,5,47,9.4,16,0,0,0,N/A,0,0,0,0
DETTE011,BUF,2012,4,2,2,36,18.0,24,0,0,0,N/A,0,0,0,0
NYJTE009,NYJ,2012,4,1,1,9,9.0,9,0,0,0,N/A,0,0,1,1
WASTE012,WAS,2012,4,1,2,30,30.0,30,0,0,0,N/A,0,0,0,0
TAMTE008,TAM,2012,4,1,2,5,5.0,5,0,0,0,N/A,0,0,0,0
MIATE005,MIA,2012,4,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
OAKTE003,OAK,2012,4,1,2,9,9.0,9,0,0,0,N/A,0,0,0,0
TENTE012,TEN,2012,4,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
CLETE011,CLE,2012,4,1,6,15,15.0,15,0,0,0,N/A,N/A,0,0,0
ARITE007,ARI,2012,4,2,3,48,24.0,33,0,0,0,N/A,0,0,0,0
NYJTE008,NYJ,2012,4,4,5,17,4.3,9,0,0,0,N/A,0,0,0,0
CHITE010,KAN,2012,4,0,3,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
MINTE001,MIN,2012,4,2,5,8,4.0,7,0,0,0,N/A,0,0,0,0
STLTE005,STL,2012,4,2,2,22,11.0,26,0,0,0,N/A,0,0,0,0
STLTE008,TEN,2012,4,3,4,36,12.0,25,0,0,0,N/A,0,0,0,0
DETTE004,DET,2012,4,7,9,67,9.6,15,0,0,0,N/A,0,0,0,0
DETTE010,DET,2012,4,1,3,16,16.0,16,0,0,0,N/A,0,0,0,0
KANTE003,MIA,2012,4,5,5,30,6.0,8,0,0,0,N/A,0,0,0,0
NORTE016,NOR,2012,4,1,2,6,6.0,6,0,0,0,N/A,0,0,0,0
HOUTE005,HOU,2012,4,6,6,72,12.0,28,1,0,0,N/A,0,0,0,0
ARITE009,ARI,2012,4,2,2,22,11.0,20,0,0,0,N/A,0,0,0,0
JACTE010,JAC,2012,4,3,3,32,10.7,23,1,0,0,N/A,0,0,0,0
SFOTE003,SFO,2012,4,2,2,28,14.0,23,0,0,0,N/A,0,0,0,0
DALTE002,DAL,2012,4,13,14,112,8.6,21,1,0,0,N/A,0,0,0,0
BALTE001,TAM,2012,4,3,4,15,5.0,6,0,0,0,N/A,0,0,0,0
SDGTE004,SDG,2012,4,3,3,59,19.7,33,0,0,0,N/A,0,0,0,0
NORTE019,CLE,2012,4,5,6,52,10.4,17,0,0,0,N/A,N/A,0,0,0
DENTE002,DEN,2012,4,2,3,17,8.5,22,1,0,0,N/A,0,0,0,0
TENTE004,SFO,2012,4,2,4,31,15.5,25,0,0,0,N/A,0,0,0,0
NWETE008,NWE,2012,4,1,2,18,18.0,18,0,0,0,N/A,0,0,0,0
TENTE001,TEN,2012,4,2,2,24,12.0,19,1,0,0,N/A,0,0,0,0
CHITE005,NYG,2012,4,1,3,2,2.0,2,0,0,0,N/A,0,0,0,0
GNBTE004,GNB,2012,4,4,5,54,13.5,20,0,0,0,N/A,0,0,0,0
DENTE012,DEN,2012,4,5,6,38,7.6,10,0,0,0,N/A,0,0,0,0
SEATE010,CHI,2012,4,3,4,62,20.7,25,0,0,0,N/A,0,0,0,0
WASTE003,WAS,2012,4,4,4,70,17.5,26,0,0,0,N/A,0,0,0,0
MINTE009,MIN,2012,4,1,1,-1,-1.0,-1,0,0,0,N/A,0,0,0,0
CARTE009,CAR,2012,4,6,7,89,14.8,34,1,0,0,N/A,0,0,0,0
SEATE006,SEA,2012,4,3,3,32,10.7,13,0,0,0,N/A,0,0,0,0
BUFTE014,BUF,2012,4,4,8,62,15.5,24,2,0,0,N/A,0,0,0,0
PHITE008,PHI,2012,4,4,5,57,14.3,27,0,0,0,N/A,0,0,0,0
ATLTE003,ATL,2012,4,5,5,51,10.2,14,0,0,0,N/A,0,0,0,0
SEATE009,SEA,2012,5,0,2,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
JACTE002,PHI,2012,5,1,1,8,8.0,8,0,0,0,N/A,N/A,0,0,0
NYJTE008,NYJ,2012,5,2,4,51,25.5,27,1,0,0,N/A,N/A,0,0,0
MINTE001,MIN,2012,5,4,7,23,5.8,15,1,0,0,N/A,N/A,0,0,0
STLTE005,STL,2012,5,1,2,7,7.0,7,1,0,0,N/A,0,0,0,0
BALTE004,BAL,2012,5,3,4,22,7.3,11,0,0,0,N/A,N/A,0,0,0
NORTE005,NOR,2012,5,1,2,4,4.0,4,0,0,0,N/A,N/A,0,0,0
CINTE003,CIN,2012,5,5,6,60,12.0,20,0,0,0,N/A,N/A,0,0,0
JACTE015,JAC,2012,5,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NWETE006,NWE,2012,5,4,5,35,8.8,13,0,0,0,N/A,N/A,0,0,0
BALTE005,BAL,2012,5,1,1,11,11.0,11,0,0,0,N/A,N/A,0,0,0
KANTE001,KAN,2012,5,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
ARITE007,ARI,2012,5,3,6,45,15.0,25,0,0,0,N/A,0,0,0,0
CLETE011,CLE,2012,5,2,2,26,13.0,21,0,0,0,N/A,N/A,0,0,0
MINTE008,MIN,2012,5,2,2,35,17.5,29,0,0,0,N/A,N/A,0,0,0
INDTE012,IND,2012,5,4,5,38,9.5,11,1,0,0,N/A,N/A,0,0,0
TENTE012,TEN,2012,5,1,2,7,7.0,7,0,0,0,N/A,N/A,0,0,0
PITTE006,PIT,2012,5,1,1,8,8.0,8,0,0,0,N/A,N/A,0,0,0
SFOTE004,SFO,2012,5,1,1,4,4.0,4,0,0,0,N/A,N/A,0,0,0
INDTE009,IND,2012,5,5,9,41,8.2,18,0,0,0,N/A,N/A,0,0,0
NYJTE001,NYJ,2012,5,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NWETE004,GNB,2012,5,2,4,20,10.0,12,0,0,0,N/A,N/A,0,0,0
MIATE005,MIA,2012,5,3,5,35,11.7,24,0,0,0,N/A,N/A,0,0,0
CHITE009,CHI,2012,5,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
ATLTE002,ATL,2012,5,1,2,7,7.0,7,0,0,0,N/A,N/A,0,0,0
TAMTE010,GNB,2012,5,1,1,6,6.0,6,0,0,0,N/A,N/A,0,0,0
NYGTE004,NYG,2012,5,1,1,7,7.0,7,0,0,0,N/A,N/A,0,0,0
HOUTE005,HOU,2012,5,4,5,79,19.8,34,1,0,0,N/A,N/A,0,0,0
KANTE003,MIA,2012,5,3,4,28,9.3,13,0,0,0,N/A,N/A,0,0,0
ARITE009,ARI,2012,5,1,1,4,4.0,4,0,0,0,N/A,0,0,0,0
NWETE008,NWE,2012,5,0,2,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
CARTE009,CAR,2012,5,2,3,37,18.5,24,0,0,0,N/A,N/A,0,0,0
JACTE010,JAC,2012,5,5,7,24,4.8,14,0,0,0,N/A,N/A,0,0,0
SFOTE003,SFO,2012,5,5,7,106,21.2,53,0,0,0,N/A,N/A,0,0,0
NORTE019,CLE,2012,5,1,3,1,1.0,1,0,0,0,N/A,N/A,0,0,0
SDGTE004,SDG,2012,5,3,7,19,6.3,13,0,0,0,N/A,N/A,0,0,0
CARTE004,CAR,2012,5,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
PITTE008,PIT,2012,5,4,5,41,10.3,18,0,0,0,N/A,N/A,0,0,0
DENTE002,DEN,2012,5,4,4,21,5.3,9,1,0,0,N/A,N/A,0,0,0
SEATE006,SEA,2012,5,3,3,59,19.7,30,0,0,0,N/A,N/A,0,0,0
BUFTE014,BUF,2012,5,4,6,40,10.0,20,0,0,0,N/A,N/A,0,1,1
DENTE012,DEN,2012,5,6,11,50,8.3,17,0,0,0,N/A,N/A,0,0,0
GNBTE004,GNB,2012,5,3,5,11,3.7,6,0,0,0,N/A,N/A,0,0,0
SEATE010,CHI,2012,5,2,4,26,13.0,15,0,0,0,N/A,N/A,0,0,0
STLTE008,TEN,2012,5,5,8,37,7.4,10,1,0,0,N/A,N/A,0,0,0
PHITE005,HOU,2012,5,4,5,53,13.3,30,0,0,0,N/A,N/A,0,0,0
TENTE001,TEN,2012,5,2,4,14,7.0,18,0,0,0,N/A,N/A,0,1,0
CHITE005,NYG,2012,5,3,4,30,10.0,17,0,0,0,N/A,N/A,0,0,0
CHITE002,SDG,2012,5,1,1,16,16.0,16,0,0,0,N/A,N/A,0,0,0
PHITE008,PHI,2012,5,3,5,9,3.0,5,1,0,0,N/A,N/A,0,0,0
MINTE009,MIN,2012,5,1,1,2,2.0,2,0,0,0,N/A,N/A,0,0,0
WASTE003,WAS,2012,5,5,7,54,10.8,18,0,0,0,N/A,N/A,0,0,0
ATLTE003,ATL,2012,5,13,14,123,9.5,21,1,0,0,N/A,N/A,0,0,0
BALTE004,BAL,2012,6,4,5,33,8.3,9,0,0,0,N/A,N/A,0,0,0
NWETE007,NWE,2012,6,6,9,30,5.0,10,1,0,0,N/A,N/A,0,0,0
HOUTE008,HOU,2012,6,3,5,25,8.3,11,0,0,0,N/A,N/A,0,0,0
JACTE002,PHI,2012,6,2,2,9,4.5,6,0,0,0,N/A,N/A,0,0,0
NYJTE008,NYJ,2012,6,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
SEATE009,SEA,2012,6,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
KANTE001,KAN,2012,6,1,2,18,18.0,18,0,0,0,N/A,N/A,0,0,0
BALTE005,BAL,2012,6,1,2,8,8.0,8,0,0,0,N/A,N/A,0,0,0
SDGTE001,DAL,2012,6,1,2,19,19.0,19,0,0,0,N/A,N/A,0,0,0
NYGTE005,OAK,2012,6,5,7,62,12.4,18,0,0,0,N/A,N/A,0,0,0
TAMTE010,GNB,2012,6,2,3,62,31.0,48,1,0,0,N/A,N/A,0,0,0
CINTE003,CIN,2012,6,3,7,68,22.7,55,1,0,0,N/A,N/A,0,0,0
NWETE006,NWE,2012,6,6,9,61,10.2,20,0,0,0,N/A,N/A,0,0,0
CHITE010,KAN,2012,6,4,5,41,10.3,19,0,0,0,N/A,N/A,0,0,0
MINTE001,MIN,2012,6,6,11,56,9.3,18,1,0,0,N/A,N/A,0,0,0
MINTE008,MIN,2012,6,1,2,16,16.0,16,0,0,0,N/A,N/A,0,0,0
INDTE012,IND,2012,6,2,4,33,16.5,21,0,0,0,N/A,N/A,0,0,0
TENTE012,TEN,2012,6,1,1,5,5.0,5,0,0,0,N/A,N/A,0,0,0
PITTE006,PIT,2012,6,1,1,8,8.0,8,0,0,0,N/A,N/A,0,0,0
SFOTE004,SFO,2012,6,1,2,6,6.0,6,0,0,0,N/A,N/A,0,0,0
INDTE009,IND,2012,6,4,6,42,10.5,12,0,0,0,N/A,N/A,0,0,0
ATLTE002,ATL,2012,6,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
ARITE007,ARI,2012,6,2,3,12,6.0,6,0,0,0,N/A,N/A,0,0,0
STLTE005,STL,2012,6,4,4,40,10.0,23,0,0,0,N/A,N/A,0,0,0
CLETE011,CLE,2012,6,2,3,38,19.0,23,0,0,0,N/A,N/A,0,0,0
MIATE005,MIA,2012,6,1,2,8,8.0,8,0,0,0,N/A,N/A,0,0,0
OAKTE003,OAK,2012,6,1,2,12,12.0,12,0,0,0,N/A,N/A,0,0,0
PHITE005,HOU,2012,6,2,2,27,13.5,15,0,0,0,N/A,N/A,0,0,0
STLTE008,TEN,2012,6,4,4,54,13.5,25,0,0,0,N/A,N/A,0,0,0
KANTE003,MIA,2012,6,4,6,33,8.3,13,1,0,0,N/A,N/A,0,0,0
SFOTE003,SFO,2012,6,3,5,37,12.3,24,0,0,0,N/A,N/A,0,0,0
DETTE010,DET,2012,6,3,5,81,27.0,57,0,0,0,N/A,N/A,0,0,0
HOUTE005,HOU,2012,6,3,5,46,15.3,27,0,0,0,N/A,N/A,0,0,0
TENTE004,SFO,2012,6,0,2,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
ARITE009,ARI,2012,6,2,4,10,5.0,9,0,0,0,N/A,N/A,0,0,0
DENTE002,DEN,2012,6,6,7,57,9.5,19,0,0,0,N/A,N/A,0,0,0
PITTE008,PIT,2012,6,6,9,67,11.2,17,0,0,0,N/A,N/A,0,0,0
BALTE001,TAM,2012,6,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
SDGTE005,SDG,2012,6,2,2,6,3.0,4,0,0,0,N/A,N/A,0,1,0
DALTE002,DAL,2012,6,6,7,88,14.7,35,0,0,0,N/A,N/A,0,0,0
SDGTE004,SDG,2012,6,6,10,81,13.5,23,2,0,0,N/A,N/A,0,0,0
NORTE019,CLE,2012,6,2,5,6,3.0,3,1,0,0,N/A,N/A,0,0,0
NWETE008,NWE,2012,6,1,1,35,35.0,35,0,0,0,N/A,N/A,0,0,0
SEATE006,SEA,2012,6,2,2,29,14.5,22,0,0,0,N/A,N/A,0,1,1
GNBTE004,GNB,2012,6,2,4,12,6.0,11,0,0,0,N/A,N/A,0,0,0
TENTE001,TEN,2012,6,1,2,4,4.0,4,0,0,0,N/A,N/A,0,0,0
DENTE012,DEN,2012,6,2,2,27,13.5,25,0,0,0,N/A,N/A,0,0,0
NWETE001,STL,2012,6,2,2,15,7.5,9,0,0,0,N/A,N/A,0,0,0
DETTE004,DET,2012,6,3,7,38,12.7,16,0,0,0,N/A,N/A,0,0,0
CHITE005,NYG,2012,6,1,2,9,9.0,9,0,0,0,N/A,N/A,0,0,0
WASTE003,WAS,2012,6,3,4,46,15.3,16,0,0,0,N/A,N/A,0,0,0
CHITE002,SDG,2012,6,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
BUFTE014,BUF,2012,6,1,3,4,4.0,4,0,0,0,N/A,N/A,0,0,0
PHITE008,PHI,2012,6,4,8,33,8.3,11,0,0,0,N/A,N/A,0,0,0
NYJTE002,NYJ,2012,6,1,1,6,6.0,6,0,0,0,N/A,N/A,0,0,0
MINTE009,MIN,2012,6,1,2,7,7.0,7,0,0,0,N/A,N/A,0,0,0
ATLTE003,ATL,2012,6,4,7,42,10.5,13,0,0,0,N/A,N/A,0,0,0
HOUTE008,HOU,2012,7,2,2,32,16.0,20,0,0,0,N/A,N/A,0,0,0
SEATE009,SEA,2012,7,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NYJTE008,NYJ,2012,7,1,1,4,4.0,4,0,0,0,N/A,N/A,0,0,0
WASTE009,WAS,2012,7,4,6,76,19.0,23,0,0,0,N/A,N/A,0,0,0
BALTE004,BAL,2012,7,5,8,33,6.6,9,0,0,0,N/A,N/A,0,0,0
NWETE007,NWE,2012,7,5,7,54,10.8,17,0,0,0,N/A,N/A,0,0,0
JACTE015,JAC,2012,7,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
CINTE003,CIN,2012,7,3,5,19,6.3,14,0,0,0,N/A,N/A,0,0,0
NWETE006,NWE,2012,7,6,9,78,13.0,19,2,0,0,N/A,N/A,0,0,0
BALTE005,BAL,2012,7,1,5,5,5.0,5,0,0,0,N/A,N/A,0,0,0
MINTE001,MIN,2012,7,0,4,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
STLTE005,STL,2012,7,2,4,5,2.5,5,0,0,0,N/A,N/A,0,0,0
INDTE009,IND,2012,7,2,2,17,8.5,10,0,0,0,N/A,N/A,0,0,0
INDTE012,IND,2012,7,1,2,9,9.0,9,0,0,0,N/A,N/A,0,0,0
TENTE012,TEN,2012,7,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
PITTE006,PIT,2012,7,1,1,7,7.0,7,0,0,0,N/A,N/A,0,0,0
NYJTE001,NYJ,2012,7,1,1,11,11.0,11,0,0,0,N/A,N/A,0,0,0
CHITE009,CHI,2012,7,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
ARITE007,ARI,2012,7,5,7,54,10.8,22,0,0,0,N/A,N/A,0,0,0
CLETE011,CLE,2012,7,1,1,4,4.0,4,0,0,0,N/A,N/A,0,0,0
TAMTE008,TAM,2012,7,1,1,33,33.0,33,0,0,0,N/A,N/A,0,0,0
WASTE012,WAS,2012,7,0,1,0,N/A,N/A,0,1,-1,-1.0,-1,0,0,0
PHITE006,SEA,2012,7,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NYGTE005,OAK,2012,7,7,10,44,6.3,17,0,0,0,N/A,N/A,0,0,0
HOUTE005,HOU,2012,7,7,10,59,8.4,19,1,0,0,N/A,N/A,0,0,0
TENTE004,SFO,2012,7,1,1,12,12.0,12,1,0,0,N/A,N/A,0,0,0
CARTE009,CAR,2012,7,4,5,31,7.8,14,0,0,0,N/A,N/A,0,0,0
SEATE006,SEA,2012,7,0,2,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NORTE016,NOR,2012,7,2,4,27,13.5,20,1,0,0,N/A,N/A,0,0,0
DETTE010,DET,2012,7,1,3,6,6.0,6,0,0,0,N/A,N/A,0,0,0
DALTE002,DAL,2012,7,6,8,44,7.3,11,0,0,0,N/A,N/A,0,0,0
NORTE019,CLE,2012,7,3,3,36,12.0,25,0,0,0,N/A,N/A,0,0,0
PITTE008,PIT,2012,7,6,8,53,8.8,30,1,0,0,N/A,N/A,0,0,0
JACTE010,JAC,2012,7,3,3,20,6.7,9,0,0,0,N/A,N/A,0,0,0
CHITE011,CHI,2012,7,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
BUFTE014,BUF,2012,7,2,4,15,7.5,13,0,0,0,N/A,N/A,0,0,0
DETTE004,DET,2012,7,5,6,39,7.8,13,0,0,0,N/A,N/A,0,2,0
STLTE008,TEN,2012,7,2,5,37,18.5,29,0,0,0,N/A,N/A,0,0,0
PHITE005,HOU,2012,7,0,2,0,N/A,N/A,0,1,6,6.0,6,0,0,0
NYGTE004,NYG,2012,7,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
SEATE010,CHI,2012,7,1,2,3,3.0,3,0,0,0,N/A,N/A,0,0,0
GNBTE004,GNB,2012,7,2,2,31,15.5,18,0,0,0,N/A,N/A,0,0,0
NYJTE002,NYJ,2012,7,7,7,93,13.3,23,1,0,0,N/A,N/A,0,0,0
WASTE003,WAS,2012,7,1,1,13,13.0,13,0,0,0,N/A,N/A,0,0,0
CHITE005,NYG,2012,7,5,7,79,15.8,31,0,0,0,N/A,N/A,0,0,0
TENTE001,TEN,2012,7,1,1,17,17.0,17,0,0,0,N/A,N/A,0,0,0
BALTE001,TAM,2012,7,5,6,51,10.2,15,1,0,0,N/A,N/A,0,0,0
KANTE001,KAN,2012,8,4,8,57,14.3,20,0,0,0,N/A,N/A,0,0,0
NWETE006,NWE,2012,8,8,13,146,18.3,32,2,0,0,N/A,N/A,0,0,0
NORTE005,NOR,2012,8,5,10,63,12.6,20,1,0,0,N/A,N/A,0,0,0
NWETE010,NWE,2012,8,1,1,18,18.0,18,0,0,0,N/A,N/A,0,0,0
WASTE009,WAS,2012,8,4,6,43,10.8,31,0,0,0,N/A,N/A,0,0,0
SEATE009,SEA,2012,8,2,2,27,13.5,14,0,0,0,N/A,N/A,0,0,0
TAMTE010,GNB,2012,8,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
PHITE006,SEA,2012,8,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
STLTE008,TEN,2012,8,3,4,45,15.0,29,0,0,0,N/A,N/A,0,0,0
DETTE004,DET,2012,8,7,9,74,10.6,18,0,0,0,N/A,N/A,0,0,0
NYGTE005,OAK,2012,8,3,3,49,16.3,29,0,0,0,N/A,N/A,0,0,0
SDGTE001,DAL,2012,8,3,3,14,4.7,8,1,0,0,N/A,N/A,0,0,0
KANTE011,KAN,2012,8,3,3,18,6.0,11,0,0,0,N/A,N/A,0,0,0
MINTE001,MIN,2012,8,2,2,17,8.5,12,0,0,0,N/A,N/A,0,0,0
STLTE005,STL,2012,8,4,4,32,8.0,11,0,0,0,N/A,N/A,0,0,0
STLTE009,STL,2012,8,2,2,12,6.0,9,0,0,0,N/A,N/A,0,0,0
NYJTE001,NYJ,2012,8,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
INDTE009,IND,2012,8,2,3,24,12.0,15,0,0,0,N/A,N/A,0,0,0
INDTE012,IND,2012,8,4,5,56,14.0,20,0,0,0,N/A,N/A,0,1,0
DALTE008,DAL,2012,8,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
MINTE008,MIN,2012,8,1,1,5,5.0,5,0,0,0,N/A,N/A,0,0,0
INDTE010,IND,2012,8,1,1,11,11.0,11,0,0,0,N/A,N/A,0,0,0
DENTE003,DEN,2012,8,3,3,44,14.7,28,0,0,0,N/A,N/A,0,0,0
CLETE011,CLE,2012,8,1,4,12,12.0,12,0,0,0,N/A,N/A,0,0,0
ARITE007,ARI,2012,8,4,5,32,8.0,16,0,0,0,N/A,N/A,0,0,0
NWETE004,GNB,2012,8,0,2,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
WASTE012,WAS,2012,8,1,1,37,37.0,37,0,0,0,N/A,N/A,0,0,0
MIATE005,MIA,2012,8,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NWETE001,STL,2012,8,1,2,18,18.0,18,0,0,0,N/A,N/A,0,0,0
SEATE010,CHI,2012,8,1,1,12,12.0,12,1,0,0,N/A,N/A,0,0,0
DENTE002,DEN,2012,8,0,2,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
CINTE004,CLE,2012,8,1,3,1,1.0,1,0,0,0,N/A,N/A,0,0,0
SFOTE003,SFO,2012,8,2,2,34,17.0,25,0,0,0,N/A,N/A,0,0,0
JACTE010,JAC,2012,8,2,7,21,10.5,16,0,0,0,N/A,N/A,0,0,0
DETTE010,DET,2012,8,4,8,46,11.5,20,0,0,0,N/A,N/A,0,0,0
KANTE003,MIA,2012,8,1,2,4,4.0,4,1,0,0,N/A,N/A,0,0,0
PITTE008,PIT,2012,8,4,6,46,11.5,25,1,0,0,N/A,N/A,0,0,0
WASTE011,WAS,2012,8,0,1,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
DALTE002,DAL,2012,8,18,22,167,9.3,20,0,0,0,N/A,N/A,0,0,0
BALTE001,TAM,2012,8,3,3,40,13.3,17,0,0,0,N/A,N/A,0,0,0
SDGTE004,SDG,2012,8,2,4,14,7.0,9,0,0,0,N/A,N/A,0,0,0
NORTE019,CLE,2012,8,1,4,14,14.0,14,0,0,0,N/A,N/A,0,0,0
CARTE004,CAR,2012,8,1,1,25,25.0,25,0,0,0,N/A,N/A,0,0,0
PITTE001,PIT,2012,8,1,1,1,1.0,1,1,0,0,N/A,N/A,0,0,0
ARITE009,ARI,2012,8,3,3,43,14.3,27,0,0,0,N/A,N/A,0,0,0
TENTE001,TEN,2012,8,2,3,15,7.5,12,0,0,0,N/A,N/A,0,0,0
CHITE005,NYG,2012,8,4,6,29,7.3,12,0,0,0,N/A,N/A,0,0,0
GNBTE004,GNB,2012,8,2,6,24,12.0,20,0,0,0,N/A,N/A,0,0,0
CLETE014,CAR,2012,8,1,1,7,7.0,7,0,0,0,N/A,N/A,0,0,0
DENTE012,DEN,2012,8,3,4,33,11.0,23,0,0,0,N/A,N/A,0,0,0
NYJTE002,NYJ,2012,8,7,11,67,9.6,23,0,0,0,N/A,N/A,0,0,0
PHITE008,PHI,2012,8,3,5,32,10.7,16,0,0,0,N/A,N/A,0,0,0
CARTE009,CAR,2012,8,3,5,23,7.7,10,0,0,0,N/A,N/A,0,0,0
TENTE004,SFO,2012,8,2,3,38,19.0,23,0,0,0,N/A,N/A,0,0,0
SEATE006,SEA,2012,8,2,5,22,11.0,16,1,0,0,N/A,N/A,0,0,0
CHITE011,CHI,2012,8,0,2,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
CHITE002,SDG,2012,8,2,5,11,5.5,6,0,0,0,N/A,N/A,0,0,0
ATLTE003,ATL,2012,8,3,5,29,9.7,11,0,0,0,N/A,N/A,0,0,0
TAMTE005,TAM,2012,9,2,2,15,7.5,10,0,0,0,N/A,N/A,0,0,0
JACTE002,PHI,2012,9,3,4,20,6.7,12,0,0,0,N/A,N/A,0,0,0
DETTE011,BUF,2012,9,1,1,13,13.0,13,0,0,0,N/A,N/A,0,0,0
PITTE007,ATL,2012,9,1,1,5,5.0,5,0,0,0,N/A,N/A,0,0,0
WASTE009,WAS,2012,9,5,8,59,11.8,19,0,0,0,N/A,N/A,0,0,0
