# Receiving,Kickoff Returns,Punt Returns,Fumbles
# PID,TID,Season,Week,Rec,Tgt,Yds,Y/R,Lng,TD,KR,Yds,Avg,Long,TD,PR,Yds,Avg,Long,TD,Fum,FumL
PHIWR015,NYJ,2008,9,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR006,CHI,2008,9,3,N/A,42,14.0,18,0,4,65,16.3,22,0,2,21,10.5,20,0,1,1
MINWR009,GNB,2008,9,3,N/A,79,26.3,52,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR012,TEN,2008,9,4,N/A,36,9.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR019,BUF,2008,9,3,N/A,51,17.0,22,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
SEAWR014,CLE,2008,9,4,N/A,86,21.5,28,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR016,TAM,2008,9,1,N/A,22,22.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR007,DAL,2008,9,4,N/A,46,11.5,15,0,0,0,N/A,0,0,1,6,6.0,6,0,0,0
PITWR005,NYJ,2008,9,6,N/A,62,10.3,35,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR026,JAC,2008,9,7,N/A,69,9.9,16,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
STLWR007,BAL,2008,9,4,N/A,87,21.8,47,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR023,HOU,2008,9,2,N/A,12,6.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR003,PHI,2008,9,1,N/A,22,22.0,22,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR002,ATL,2008,9,5,N/A,54,10.8,17,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR014,CIN,2008,9,2,N/A,14,7.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR023,PHI,2008,9,1,N/A,25,25.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR017,DEN,2008,9,7,N/A,69,9.9,20,1,4,164,41.0,95,0,1,16,16.0,16,0,0,0
GNBWR011,GNB,2008,9,2,N/A,34,17.0,24,0,1,40,40.0,40,0,0,0,N/A,0,0,0,0
NYGWR017,WAS,2008,9,3,N/A,14,4.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR016,STL,2008,9,3,N/A,26,8.7,15,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR008,PHI,2008,9,2,N/A,20,10.0,14,0,0,0,N/A,0,0,5,50,10.0,14,0,1,0
ATLWR008,ATL,2008,9,1,N/A,12,12.0,12,0,0,0,N/A,0,0,2,13,6.5,7,0,0,0
CLEWR001,MIA,2008,9,2,N/A,28,14.0,17,0,0,0,N/A,0,0,1,5,5.0,5,0,0,0
BUFWR005,BUF,2008,9,1,N/A,8,8.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR014,TEN,2008,9,1,N/A,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR012,STL,2008,9,1,N/A,80,80.0,80,1,2,41,20.5,21,0,2,26,13.0,19,0,0,0
CLEWR007,CLE,2008,9,2,N/A,9,4.5,6,0,0,0,0,0,0,0,0,0,0,0,1,1
KANWR032,KAN,2008,9,2,N/A,29,14.5,22,1,0,0,0,0,0,0,0,0,0,0,0,0
CARWR017,MIA,2008,9,3,N/A,38,12.7,13,0,1,41,41.0,41,0,0,0,N/A,1,0,0,0
DETWR005,DET,2008,9,8,N/A,94,11.8,18,1,0,0,0,0,0,0,0,0,0,0,0,0
CINWR018,CIN,2008,9,0,N/A,0,N/A,0,0,2,34,17.0,18,0,0,0,N/A,0,0,1,1
INDWR018,IND,2008,9,4,N/A,55,13.8,24,2,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR011,MIN,2008,9,1,N/A,8,8.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
KANWR031,ARI,2008,9,2,N/A,39,19.5,34,0,2,34,17.0,17,0,5,15,3.0,10,0,0,0
BALWR015,HOU,2008,9,1,N/A,31,31.0,31,0,4,70,17.5,23,0,2,-1,-0.5,1,0,0,0
STLWR009,NYG,2008,9,5,N/A,29,5.8,8,1,0,0,0,0,0,0,0,0,0,0,1,0
MINWR021,MIN,2008,9,2,N/A,104,52.0,55,1,0,0,0,0,0,0,0,0,0,0,0,0
DENWR013,NWE,2008,9,7,N/A,37,5.3,10,0,0,0,N/A,0,0,2,24,12.0,15,0,0,0
JACWR001,JAC,2008,9,2,N/A,38,19.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR014,JAC,2008,9,4,N/A,29,7.3,9,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0
NYJWR023,NYG,2008,9,3,N/A,34,11.3,22,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR003,GNB,2008,9,7,N/A,136,19.4,44,1,0,0,0,0,0,0,0,0,0,0,0,0
CINWR002,NYJ,2008,9,3,N/A,40,13.3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR020,DEN,2008,9,1,N/A,23,23.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR013,IND,2008,9,5,N/A,65,13.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR024,WAS,2008,9,2,N/A,14,7.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR013,SEA,2008,9,4,N/A,105,26.3,90,1,0,0,0,0,0,0,0,0,0,0,0,0
MINWR025,ATL,2008,9,2,N/A,64,32.0,37,2,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR010,DEN,2008,9,2,N/A,18,9.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR029,STL,2008,9,6,N/A,58,9.7,15,1,0,0,0,0,0,0,0,0,0,0,0,0
CINWR007,DAL,2008,9,5,N/A,36,7.2,8,1,0,0,0,0,0,0,0,0,0,0,1,1
NYGWR008,NYG,2008,9,2,N/A,26,13.0,15,1,0,0,0,0,0,0,0,0,0,0,0,0
INDWR024,IND,2008,9,4,N/A,50,12.5,26,0,0,0,N/A,0,0,1,2,2.0,2,0,0,0
KANWR026,SEA,2008,9,3,N/A,20,6.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR010,TAM,2008,9,6,N/A,55,9.2,23,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR020,BAL,2008,9,9,N/A,136,15.1,28,1,0,0,0,0,0,0,0,0,0,0,0,0
PITWR012,PIT,2008,9,3,N/A,39,13.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR003,NWE,2008,9,6,N/A,65,10.8,20,0,0,0,0,0,0,0,0,0,0,0,1,1
WASWR010,WAS,2008,9,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR013,CIN,2008,9,5,N/A,37,7.4,11,2,0,0,0,0,0,0,0,0,0,0,0,0
STLWR016,STL,2008,9,1,N/A,4,4.0,4,0,5,105,21.0,26,0,2,8,4.0,5,0,0,0
KANWR033,ARI,2008,9,1,N/A,56,56.0,56,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR022,TEN,2008,9,3,N/A,42,14.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR015,CIN,2008,9,1,N/A,2,2.0,2,0,0,0,N/A,0,0,4,22,5.5,13,0,0,0
CLEWR013,DET,2008,9,4,N/A,40,10.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR019,ARI,2008,9,6,N/A,81,13.5,33,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR003,DAL,2008,9,1,N/A,28,28.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR014,TAM,2008,9,4,N/A,57,14.3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR010,BUF,2008,9,4,N/A,41,10.3,19,0,0,0,0,0,0,0,0,0,0,0,1,0
JACWR032,JAC,2008,9,2,N/A,12,6.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR016,HOU,2008,9,4,N/A,47,11.8,28,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR007,PHI,2008,9,2,N/A,16,8.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR006,WAS,2008,9,3,N/A,22,7.3,10,0,0,0,N/A,0,0,3,19,6.3,9,0,0,0
MIAWR002,NWE,2008,9,1,N/A,11,11.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR012,OAK,2008,9,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR018,MIN,2008,9,3,N/A,16,5.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR002,TAM,2008,9,8,N/A,115,14.4,24,1,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR008,CIN,2008,9,7,N/A,65,9.3,22,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR006,HOU,2008,9,4,N/A,62,15.5,23,1,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR016,PHI,2008,9,6,N/A,83,13.8,26,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR003,DET,2008,9,6,N/A,65,10.8,14,1,0,0,N/A,0,0,2,31,15.5,27,0,0,0
SFOWR016,ARI,2008,9,6,N/A,85,14.2,19,1,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR018,OAK,2008,9,0,0,0,0,0,0,4,107,26.8,39,0,0,0,N/A,0,0,0,0
MINWR003,MIN,2008,9,0,0,0,0,0,0,1,9,9.0,9,0,0,0,N/A,0,0,0,0
WASWR003,IND,2008,9,0,0,0,0,0,0,4,93,23.3,39,0,0,0,N/A,0,0,0,0
CLEWR004,BAL,2008,9,0,0,0,0,0,0,2,28,14.0,28,0,2,17,8.5,23,0,0,0
CARWR004,NYG,2008,9,0,0,0,0,0,0,0,0,N/A,0,0,3,13,4.3,13,0,0,0
NYJWR010,CLE,2008,9,0,0,0,0,0,0,7,237,33.9,92,1,3,41,13.7,32,0,0,0
DETWR027,DET,2008,9,0,0,0,0,0,0,6,137,22.8,31,0,0,0,N/A,0,0,0,0
DALWR009,DAL,2008,9,0,0,0,0,0,0,5,108,21.6,25,0,0,0,N/A,0,0,0,0
TAMWR012,TAM,2008,9,0,0,0,0,0,0,1,22,22.0,22,0,0,0,N/A,0,0,0,0
CHIWR002,DEN,2008,10,6,N/A,89,14.8,34,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR023,HOU,2008,10,4,N/A,46,11.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR004,PHI,2008,10,2,N/A,25,12.5,15,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR015,NYJ,2008,10,2,N/A,14,7.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR006,CHI,2008,10,4,N/A,54,13.5,29,0,4,99,24.8,41,0,2,13,6.5,13,0,0,0
NORWR012,NOR,2008,10,7,N/A,140,20.0,48,0,0,0,0,0,0,0,0,0,0,0,1,0
MINWR023,PHI,2008,10,1,N/A,7,7.0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
INDWR018,IND,2008,10,4,N/A,26,6.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR032,KAN,2008,10,6,N/A,72,12.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR017,MIA,2008,10,4,N/A,67,16.8,39,1,3,88,29.3,37,0,0,0,N/A,0,0,0,0
DETWR005,DET,2008,10,2,N/A,92,46.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR009,GNB,2008,10,3,N/A,37,12.3,15,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
NYJWR004,PIT,2008,10,4,N/A,29,7.3,23,0,0,0,N/A,0,0,4,40,10.0,23,0,0,0
SFOWR012,TEN,2008,10,8,N/A,82,10.3,25,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR016,SDG,2008,10,5,N/A,83,16.6,23,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR006,SFO,2008,10,2,N/A,14,7.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR024,KAN,2008,10,9,N/A,81,9.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR021,CHI,2008,10,1,N/A,15,15.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR010,CLE,2008,10,0,N/A,0,N/A,0,0,5,135,27.0,43,0,1,5,5.0,5,0,0,0
DETWR027,DET,2008,10,1,N/A,23,23.0,23,0,5,112,22.4,34,0,0,0,N/A,0,0,1,0
NORWR014,MIA,2008,10,4,N/A,21,5.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR016,NOR,2008,10,6,N/A,76,12.7,32,1,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
TENWR010,PIT,2008,10,3,N/A,30,10.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR011,MIN,2008,10,1,N/A,3,3.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
STLWR009,NYG,2008,10,1,N/A,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR008,PHI,2008,10,4,N/A,61,15.3,32,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR014,TEN,2008,10,2,N/A,26,13.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR017,DEN,2008,10,6,N/A,164,27.3,93,1,3,72,24.0,31,0,1,2,2.0,2,0,0,0
BUFWR003,BUF,2008,10,2,N/A,21,10.5,14,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR011,GNB,2008,10,2,N/A,17,8.5,9,0,2,28,14.0,14,0,0,0,N/A,0,0,0,0
STLWR022,STL,2008,10,1,N/A,28,28.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR014,SFO,2008,10,4,N/A,54,13.5,31,1,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR001,MIA,2008,10,2,N/A,25,12.5,13,0,0,0,N/A,0,0,3,18,6.0,11,0,0,0
NYJWR018,OAK,2008,10,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR005,BUF,2008,10,1,N/A,15,15.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR003,IND,2008,10,1,N/A,2,2.0,2,0,5,85,17.0,25,0,0,0,N/A,0,0,0,0
KANWR016,STL,2008,10,2,N/A,29,14.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR020,SFO,2008,10,1,N/A,22,22.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR001,GNB,2008,10,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR019,SFO,2008,10,6,N/A,82,13.7,24,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR004,BAL,2008,10,1,N/A,43,43.0,43,1,3,66,22.0,27,0,1,3,3.0,3,0,0,0
BALWR015,HOU,2008,10,1,N/A,45,45.0,45,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
OAKWR018,OAK,2008,10,0,N/A,0,N/A,0,0,4,72,18.0,24,0,7,17,2.4,11,0,1,1
KANWR031,ARI,2008,10,7,N/A,124,17.7,46,0,4,106,26.5,38,0,2,32,16.0,22,0,0,0
STLWR012,STL,2008,10,1,N/A,12,12.0,12,0,6,120,20.0,24,0,0,0,N/A,0,0,1,1
CLEWR007,CLE,2008,10,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR018,PIT,2008,10,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR003,MIN,2008,10,0,N/A,0,N/A,N/A,0,1,22,22.0,22,0,2,17,8.5,10,0,1,0
PHIWR003,PHI,2008,10,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR019,BUF,2008,10,4,N/A,31,7.8,14,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
CINWR002,NYJ,2008,10,1,N/A,14,14.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR003,STL,2008,10,2,N/A,21,10.5,16,0,0,0,N/A,0,0,1,4,4.0,4,0,0,0
JACWR001,JAC,2008,10,2,N/A,33,16.5,26,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR014,JAC,2008,10,1,N/A,20,20.0,20,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NYJWR023,NYG,2008,10,1,N/A,17,17.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR013,SEA,2008,10,5,N/A,38,7.6,13,1,0,0,0,0,0,0,0,0,0,0,0,0
INDWR013,IND,2008,10,6,N/A,114,19.0,65,1,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR002,NWE,2008,10,4,N/A,36,9.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR002,ATL,2008,10,5,N/A,68,13.6,16,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR019,CLE,2008,10,4,N/A,48,12.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR023,CAR,2008,10,1,N/A,9,9.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR009,ATL,2008,10,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR003,GNB,2008,10,5,N/A,46,9.2,19,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR008,NYG,2008,10,5,N/A,53,10.6,20,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR024,IND,2008,10,3,N/A,37,12.3,19,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR026,SEA,2008,10,5,N/A,63,12.6,15,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR013,CAR,2008,10,3,N/A,38,12.7,27,1,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR020,BAL,2008,10,3,N/A,41,13.7,21,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR011,NOR,2008,10,2,N/A,35,17.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR010,DEN,2008,10,2,N/A,16,8.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR029,STL,2008,10,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR012,PIT,2008,10,8,N/A,112,14.0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR003,NWE,2008,10,5,N/A,53,10.6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR006,HOU,2008,10,7,N/A,66,9.4,20,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR012,OAK,2008,10,2,N/A,27,13.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR012,CAR,2008,10,1,N/A,13,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR005,NYJ,2008,10,1,N/A,18,18.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR036,SEA,2008,10,1,N/A,11,11.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR015,SFO,2008,10,3,N/A,17,5.7,11,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR013,NWE,2008,10,9,N/A,107,11.9,27,0,0,0,N/A,0,0,1,10,10.0,10,0,0,0
SDGWR019,SDG,2008,10,4,N/A,76,19.0,31,1,0,0,0,0,0,0,0,0,0,0,0,0
STLWR007,BAL,2008,10,3,N/A,40,13.3,17,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR026,JAC,2008,10,5,N/A,62,12.4,22,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR007,JAC,2008,10,1,N/A,10,10.0,10,1,1,10,10.0,10,0,0,0,N/A,0,0,0,0
SEAWR014,CLE,2008,10,1,N/A,15,15.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR025,ATL,2008,10,6,N/A,72,12.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR017,NOR,2008,10,2,N/A,33,16.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR010,BUF,2008,10,2,N/A,22,11.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR003,DET,2008,10,4,N/A,37,9.3,14,0,0,0,N/A,0,0,1,8,8.0,8,0,0,0
MIAWR016,PHI,2008,10,3,N/A,25,8.3,17,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR016,ARI,2008,10,7,N/A,92,13.1,22,2,0,0,0,0,0,0,0,0,0,0,0,0
KANWR018,MIN,2008,10,3,N/A,24,8.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR002,NWE,2008,10,2,N/A,22,11.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR001,TEN,2008,10,4,N/A,47,11.8,16,1,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR019,ARI,2008,10,8,N/A,46,5.8,9,1,0,0,0,0,0,0,0,0,0,0,0,0
JACWR032,JAC,2008,10,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR033,ARI,2008,10,4,N/A,38,9.5,16,0,1,0,0.0,0,0,0,0,N/A,0,0,0,0
HOUWR016,HOU,2008,10,4,N/A,85,21.3,60,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR008,ATL,2008,10,0,0,0,0,0,0,0,0,N/A,0,0,2,33,16.5,25,0,0,0
KANWR020,KAN,2008,10,0,0,0,0,0,0,4,105,26.3,36,0,1,-1,-1.0,-1,0,0,0
NORWR018,NOR,2008,10,0,0,0,0,0,0,5,127,25.4,41,0,0,0,N/A,0,0,0,0
TENWR012,CAR,2008,10,0,0,0,0,0,0,1,59,59.0,59,0,7,123,17.6,55,0,0,0
CARWR004,NYG,2008,10,0,0,0,0,0,0,0,0,N/A,0,0,2,45,22.5,43,0,0,0
SEAWR011,MIN,2008,11,2,N/A,22,11.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR006,WAS,2008,11,1,N/A,24,24.0,24,0,0,0,N/A,0,0,2,14,7.0,12,0,0,0
CHIWR006,CHI,2008,11,1,N/A,7,7.0,7,0,5,114,22.8,31,0,1,7,7.0,7,0,0,0
PHIWR015,NYJ,2008,11,0,N/A,0,N/A,0,0,1,1,1.0,1,0,0,0,N/A,0,0,0,0
MINWR009,GNB,2008,11,5,N/A,64,12.8,29,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR004,PIT,2008,11,5,N/A,63,12.6,19,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
PHIWR004,PHI,2008,11,3,N/A,32,10.7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR004,NYG,2008,11,2,N/A,25,12.5,16,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
MINWR023,PHI,2008,11,2,N/A,74,37.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR012,NOR,2008,11,3,N/A,30,10.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR023,HOU,2008,11,2,N/A,26,13.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR014,MIA,2008,11,2,N/A,34,17.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR002,DEN,2008,11,6,N/A,89,14.8,47,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR012,DET,2008,11,2,N/A,48,24.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR024,KAN,2008,11,3,N/A,54,18.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR019,BUF,2008,11,1,N/A,21,21.0,21,0,0,0,N/A,0,0,1,34,34.0,34,0,0,0
SFOWR006,SFO,2008,11,1,N/A,20,20.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR002,ATL,2008,11,5,N/A,102,20.4,37,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR007,BAL,2008,11,1,N/A,10,10.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR016,SDG,2008,11,2,N/A,25,12.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR014,CIN,2008,11,1,N/A,8,8.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR010,PIT,2008,11,2,N/A,14,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR016,NOR,2008,11,8,N/A,102,12.8,47,1,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NYJWR010,CLE,2008,11,0,N/A,0,N/A,0,0,3,64,21.3,26,0,0,0,N/A,0,0,0,0
DETWR021,CHI,2008,11,1,N/A,36,36.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR012,TEN,2008,11,2,N/A,23,11.5,13,1,0,0,0,0,0,0,0,0,0,0,0,0
DALWR009,DAL,2008,11,2,N/A,26,13.0,18,0,2,26,13.0,14,0,0,0,N/A,0,0,0,0
DETWR005,DET,2008,11,6,N/A,65,10.8,29,1,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR017,WAS,2008,11,3,N/A,14,4.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR011,GNB,2008,11,1,N/A,19,19.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR016,STL,2008,11,9,N/A,93,10.3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR012,STL,2008,11,3,N/A,21,7.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR020,NYJ,2008,11,1,N/A,3,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR017,DEN,2008,11,4,N/A,34,8.5,18,0,5,159,31.8,58,0,0,0,N/A,0,0,0,0
PHIWR008,PHI,2008,11,4,N/A,66,16.5,25,0,0,0,N/A,0,0,6,43,7.2,16,0,0,0
CLEWR001,MIA,2008,11,3,N/A,50,16.7,27,0,0,0,N/A,0,0,2,13,6.5,13,0,0,0
BUFWR005,BUF,2008,11,3,N/A,41,13.7,21,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR022,STL,2008,11,2,N/A,13,6.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR022,KAN,2008,11,1,N/A,42,42.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR007,CLE,2008,11,1,N/A,8,8.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR005,SEA,2008,11,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR009,NYG,2008,11,2,N/A,17,8.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR004,BAL,2008,11,0,N/A,0,N/A,0,0,4,102,25.5,29,0,1,0,0.0,0,0,1,0
INDWR018,IND,2008,11,2,N/A,35,17.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR032,KAN,2008,11,7,N/A,53,7.6,14,2,0,0,0,0,0,0,0,0,0,0,0,0
CARWR017,MIA,2008,11,4,N/A,51,12.8,23,0,3,53,17.7,22,0,2,23,11.5,15,0,0,0
NYJWR019,SFO,2008,11,3,N/A,33,11.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR001,GNB,2008,11,2,N/A,26,13.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR019,SDG,2008,11,1,N/A,8,8.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR003,MIN,2008,11,1,N/A,-1,-1.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR031,ARI,2008,11,2,N/A,15,7.5,9,0,1,25,25.0,25,0,2,19,9.5,15,0,0,0
