# Rushing,Receiving,Fumbles
# PID,TID,Season,Week,Att,Yds,Y/A,Lng,TD,Rec,Tgt,Yds,Y/R,Lng,TD,Fum,FumL
SEARB012,SEA,2001,7,2,2,1.0,2,0,0,N/A,0,N/A,N/A,0,0,0
BALRB003,CIN,2001,7,3,6,2.0,4,0,1,N/A,4,4.0,4,0,0,0
DALRB015,NYJ,2001,7,2,12,6.0,8,0,4,N/A,16,4.0,7,0,1,1
DALRB006,TEN,2001,7,10,13,1.3,7,0,2,N/A,14,7.0,10,0,1,1
MINRB012,BAL,2001,7,1,-3,-3.0,-3,0,0,N/A,0,N/A,N/A,0,0,0
HOURB005,CHI,2001,7,1,15,15.0,15,0,3,N/A,23,7.7,8,0,0,0
BUFRB001,CHI,2001,7,0,0,N/A,N/A,0,1,N/A,3,3.0,3,1,0,0
KANRB013,KAN,2001,7,15,55,3.7,19,0,3,N/A,23,7.7,11,0,0,0
TENRB017,TEN,2001,7,3,11,3.7,13,0,0,N/A,0,N/A,N/A,0,0,0
TENRB016,STL,2001,7,1,7,7.0,7,0,1,N/A,14,14.0,14,0,0,0
SFORB008,SFO,2001,7,1,2,2.0,2,0,1,N/A,6,6.0,6,0,0,0
JACRB016,PIT,2001,7,3,9,3.0,6,0,0,N/A,0,N/A,N/A,0,0,0
DENRB012,ARI,2001,7,16,29,1.8,12,0,2,N/A,16,8.0,8,0,0,0
PITRB009,PHI,2001,7,3,19,6.3,17,1,2,N/A,35,17.5,29,0,0,0
GNBRB009,SEA,2001,7,1,-2,-2.0,-2,0,0,N/A,0,N/A,N/A,0,0,0
PITRB015,PIT,2001,7,0,0,N/A,N/A,0,1,N/A,6,6.0,6,0,0,0
DETRB015,CAR,2001,7,14,52,3.7,13,0,2,N/A,3,1.5,7,0,0,0
STLRB010,WAS,2001,7,29,107,3.7,16,0,2,N/A,9,4.5,13,0,0,0
CARRB008,CIN,2001,7,4,8,2.0,4,0,0,N/A,0,N/A,N/A,0,0,0
NORRB005,NWE,2001,7,12,56,4.7,15,0,2,N/A,11,5.5,7,0,0,0
CHIRB011,NWE,2001,7,2,6,3.0,3,0,1,N/A,6,6.0,6,0,0,0
NYGRB011,NYG,2001,7,7,14,2.0,6,0,9,N/A,74,8.2,24,0,0,0
NWERB001,CIN,2001,7,27,184,6.8,96,2,3,N/A,18,6.0,9,1,0,0
ARIRB008,DAL,2001,7,21,83,4.0,13,0,1,N/A,11,11.0,11,0,0,0
NORRB015,NOR,2001,8,0,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,0
DETRB012,DET,2001,8,3,3,1.0,3,0,1,N/A,-1,-1.0,-1,0,0,0
KANRB011,ARI,2001,8,6,14,2.3,5,0,0,N/A,0,N/A,N/A,0,1,0
HOURB023,NYG,2001,8,17,52,3.1,12,0,2,N/A,30,15.0,21,0,1,1
WASRB016,SEA,2001,8,13,60,4.6,41,1,4,N/A,42,10.5,18,0,0,0
NYGRB016,DET,2001,8,10,36,3.6,15,0,0,N/A,0,N/A,N/A,0,0,0
BALRB010,DEN,2001,8,5,44,8.8,18,0,1,N/A,12,12.0,12,0,0,0
DALRB002,DAL,2001,8,1,5,5.0,5,0,1,N/A,9,9.0,9,0,0,0
JACRB007,JAC,2001,8,4,20,5.0,14,1,0,N/A,0,N/A,N/A,0,0,0
HOURB001,JAC,2001,8,4,3,0.8,2,1,0,N/A,0,N/A,N/A,0,0,0
DETRB002,BUF,2001,8,3,15,5.0,9,0,0,N/A,0,N/A,N/A,0,0,0
TAMRB007,NYG,2001,8,0,0,N/A,N/A,0,1,N/A,8,8.0,8,0,0,0
WASRB008,CLE,2001,8,0,0,N/A,N/A,0,1,N/A,3,3.0,3,1,0,0
PHIRB011,OAK,2001,8,0,0,N/A,N/A,0,3,N/A,11,3.7,5,1,0,0
ARIRB006,BAL,2001,8,5,2,0.4,4,0,4,N/A,27,6.8,9,0,0,0
BALRB018,NOR,2001,8,19,58,3.1,16,1,1,N/A,6,6.0,6,0,0,0
ATLRB008,ATL,2001,8,16,84,5.3,58,0,0,N/A,0,N/A,N/A,0,0,0
NWERB010,NWE,2001,8,1,2,2.0,2,0,5,N/A,21,4.2,10,1,0,0
MIARB014,MIA,2001,8,1,1,1.0,1,0,2,N/A,13,6.5,8,1,0,0
PHIRB003,PHI,2001,8,0,0,N/A,N/A,0,2,N/A,16,8.0,10,0,0,0
BALRB017,CLE,2001,8,0,0,N/A,N/A,0,1,N/A,10,10.0,10,0,0,0
DENRB011,PHI,2001,8,4,14,3.5,9,0,1,N/A,-1,-1.0,-1,0,0,0
STLRB002,MIA,2001,8,4,13,3.3,5,0,2,N/A,20,10.0,17,0,0,0
NYJRB017,SFO,2001,8,8,53,6.6,16,0,2,N/A,22,11.0,14,0,0,0
HOURB024,TAM,2001,8,0,0,N/A,N/A,0,2,N/A,13,6.5,11,0,0,0
BALRB013,BAL,2001,8,16,40,2.5,7,0,0,N/A,0,N/A,N/A,0,0,0
OAKRB001,IND,2001,8,34,100,2.9,16,1,4,N/A,45,11.3,16,0,0,0
TENRB010,TEN,2001,8,0,0,N/A,N/A,0,1,N/A,3,3.0,3,0,0,0
JACRB010,JAC,2001,8,6,22,3.7,9,0,4,N/A,17,4.3,10,0,0,0
ARIRB003,CLE,2001,8,22,71,3.2,17,0,1,N/A,7,7.0,7,0,0,0
DENRB001,BUF,2001,8,13,61,4.7,13,0,0,N/A,0,N/A,N/A,0,0,0
ARIRB004,DAL,2001,8,30,77,2.6,16,0,1,N/A,1,1.0,1,0,0,0
NYGRB015,NYG,2001,8,0,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,1,0
SFORB008,SFO,2001,8,1,3,3.0,3,0,2,N/A,12,6.0,7,0,0,0
CHIRB010,WAS,2001,8,0,0,N/A,N/A,0,1,N/A,29,29.0,29,0,0,0
NYJRB001,SDG,2001,8,13,31,2.4,8,1,2,N/A,20,10.0,14,0,0,0
DENRB016,NYJ,2001,8,7,75,10.7,27,0,0,N/A,0,N/A,N/A,0,0,0
BUFRB006,CHI,2001,8,31,96,3.1,11,1,6,N/A,71,11.8,23,0,0,0
CARRB012,CAR,2001,8,3,8,2.7,4,0,1,N/A,6,6.0,6,0,0,0
JACRB016,PIT,2001,8,3,3,1.0,3,0,2,N/A,8,4.0,9,0,0,0
DENRB015,DEN,2001,8,0,0,N/A,N/A,0,1,N/A,3,3.0,3,0,0,0
NYGRB006,GNB,2001,8,1,2,2.0,2,0,0,N/A,0,N/A,N/A,0,0,0
TAMRB002,OAK,2001,8,10,44,4.4,12,0,4,N/A,49,12.3,27,0,1,1
NORRB020,WAS,2001,8,10,57,5.7,16,0,2,N/A,11,5.5,7,0,0,0
SDGRB008,SDG,2001,8,3,17,5.7,10,0,4,N/A,18,4.5,7,0,0,0
DENRB014,DEN,2001,8,17,70,4.1,16,0,1,N/A,16,16.0,16,0,0,0
NYJRB016,NYJ,2001,8,21,66,3.1,12,0,1,N/A,0,0.0,0,0,1,1
TAMRB009,OAK,2001,8,6,10,1.7,3,2,0,N/A,0,N/A,N/A,0,0,0
NORRB012,MIA,2001,8,18,37,2.1,11,0,0,N/A,0,N/A,N/A,0,0,0
WASRB017,WAS,2001,8,0,0,N/A,N/A,0,1,N/A,9,9.0,9,0,0,0
PITRB006,PIT,2001,8,23,91,4.0,25,0,1,N/A,8,8.0,8,0,1,0
DENRB009,SFO,2001,8,21,82,3.9,12,0,2,N/A,17,8.5,11,0,0,0
ATLRB007,ATL,2001,8,0,0,N/A,N/A,0,2,N/A,15,7.5,9,0,0,0
OAKRB004,OAK,2001,8,3,24,8.0,20,0,2,N/A,9,4.5,6,0,0,0
DALRB015,NYJ,2001,8,1,1,1.0,1,0,3,N/A,9,3.0,4,0,0,0
OAKRB013,OAK,2001,8,1,2,2.0,2,0,0,N/A,0,N/A,N/A,0,0,0
SEARB012,SEA,2001,8,0,0,N/A,N/A,0,1,N/A,5,5.0,5,0,0,0
DETRB001,DET,2001,8,4,13,3.3,7,0,2,N/A,8,4.0,8,0,0,0
NYJRB008,KAN,2001,8,8,23,2.9,8,2,4,N/A,33,8.3,19,0,0,0
KANRB013,KAN,2001,8,30,181,6.0,26,1,1,N/A,9,9.0,9,0,0,0
SDGRB003,CHI,2001,8,0,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,1,0
PITRB009,PHI,2001,8,12,49,4.1,18,0,0,N/A,0,N/A,N/A,0,0,0
TAMRB003,NYJ,2001,8,2,3,1.5,3,0,0,N/A,0,N/A,N/A,0,0,0
HOURB005,CHI,2001,8,1,3,3.0,3,0,5,N/A,65,13.0,34,1,0,0
DENRB012,ARI,2001,8,18,43,2.4,7,0,5,N/A,28,5.6,11,0,1,1
HOURB003,GNB,2001,8,24,169,7.0,63,1,6,N/A,49,8.2,15,0,1,1
TENRB017,TEN,2001,8,1,2,2.0,2,0,0,N/A,0,N/A,N/A,0,0,0
CHIRB011,NWE,2001,8,6,11,1.8,5,0,2,N/A,27,13.5,15,1,1,1
NYGRB011,NYG,2001,8,7,30,4.3,7,0,8,N/A,60,7.5,12,0,1,0
STLRB010,WAS,2001,8,32,142,4.4,20,1,2,N/A,22,11.0,12,0,0,0
DALRB006,TEN,2001,8,22,70,3.2,9,0,6,N/A,45,7.5,14,0,0,0
TAMRB010,TAM,2001,8,17,30,1.8,8,0,1,N/A,19,19.0,19,1,0,0
DETRB015,CAR,2001,8,12,49,4.1,12,0,2,N/A,13,6.5,7,0,0,0
PITRB015,PIT,2001,8,0,0,N/A,N/A,0,1,N/A,2,2.0,2,0,0,0
NORRB005,NWE,2001,8,23,117,5.1,22,0,3,N/A,28,9.3,18,0,1,1
ATLRB015,TAM,2001,8,3,5,1.7,4,0,5,N/A,30,6.0,19,0,0,0
NWERB011,BUF,2001,8,3,2,0.7,1,0,5,N/A,44,8.8,13,0,0,0
SDGRB003,CHI,2001,9,0,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,0
WASRB010,STL,2001,9,16,145,9.1,45,1,1,N/A,1,1.0,1,0,1,1
WASRB016,SEA,2001,9,35,266,7.6,88,3,1,N/A,7,7.0,7,0,0,0
HOURB023,NYG,2001,9,19,49,2.6,13,1,1,N/A,8,8.0,8,0,0,0
KANRB011,ARI,2001,9,5,15,3.0,8,0,0,N/A,0,N/A,N/A,0,0,0
MINRB018,MIN,2001,9,2,4,2.0,3,0,0,N/A,0,N/A,N/A,0,0,0
NYGRB016,DET,2001,9,13,30,2.3,11,0,3,N/A,17,5.7,8,1,0,0
JACRB007,JAC,2001,9,2,1,0.5,2,0,0,N/A,0,N/A,N/A,0,1,0
DETRB011,NOR,2001,9,0,0,N/A,N/A,0,1,N/A,12,12.0,12,0,0,0
MINRB009,MIN,2001,9,9,19,2.1,7,0,2,N/A,45,22.5,25,0,0,0
STLRB016,STL,2001,9,1,0,0.0,0,0,0,N/A,0,N/A,N/A,0,0,0
HOURB001,JAC,2001,9,15,71,4.7,17,2,1,N/A,6,6.0,6,0,0,0
MIARB014,MIA,2001,9,1,2,2.0,2,0,0,N/A,0,N/A,N/A,0,0,0
BALRB018,NOR,2001,9,24,121,5.0,18,0,3,N/A,52,17.3,34,0,1,1
ARIRB006,BAL,2001,9,6,10,1.7,3,0,1,N/A,-5,-5.0,-5,0,0,0
TAMRB007,NYG,2001,9,0,0,N/A,N/A,0,2,N/A,23,11.5,20,0,0,0
NWERB010,NWE,2001,9,2,3,1.5,7,0,7,N/A,29,4.1,12,1,1,1
NWERB012,PIT,2001,9,4,20,5.0,20,0,3,N/A,77,25.7,62,0,0,0
DALRB002,DAL,2001,9,7,85,12.1,58,0,1,N/A,0,0.0,0,0,0,0
PHIRB003,PHI,2001,9,0,0,N/A,N/A,0,1,N/A,17,17.0,17,0,0,0
SFORB014,SFO,2001,9,1,1,1.0,1,0,0,N/A,0,N/A,N/A,0,0,0
WASRB008,CLE,2001,9,0,0,N/A,N/A,0,1,N/A,7,7.0,7,0,0,0
BALRB010,DEN,2001,9,4,23,5.8,11,0,0,N/A,0,N/A,N/A,0,0,0
BALRB013,BAL,2001,9,14,57,4.1,25,0,0,N/A,0,N/A,N/A,0,0,0
DENRB011,PHI,2001,9,11,66,6.0,16,1,0,N/A,0,N/A,N/A,0,0,0
STLRB002,MIA,2001,9,7,71,10.1,56,1,2,N/A,18,9.0,10,0,0,0
NYJRB017,SFO,2001,9,3,12,4.0,7,0,3,N/A,80,26.7,61,1,0,0
JACRB010,JAC,2001,9,6,25,4.2,6,0,0,N/A,0,N/A,N/A,0,0,0
JACRB001,JAC,2001,9,0,0,N/A,N/A,0,1,N/A,7,7.0,7,0,0,0
DALRB004,DAL,2001,9,1,0,0.0,0,0,0,N/A,0,N/A,N/A,0,0,0
OAKRB001,IND,2001,9,14,42,3.0,14,0,0,N/A,0,N/A,N/A,0,1,1
CARRB004,CAR,2001,9,9,13,1.4,11,0,2,N/A,18,9.0,11,0,0,0
ARIRB003,CLE,2001,9,18,57,3.2,14,0,0,N/A,0,N/A,N/A,0,0,0
DENRB001,BUF,2001,9,16,51,3.2,8,0,1,N/A,-1,-1.0,-1,0,0,0
BALRB017,CLE,2001,9,2,2,1.0,2,0,1,N/A,26,26.0,26,0,0,0
CARRB012,CAR,2001,9,1,1,1.0,1,0,0,N/A,0,N/A,N/A,0,1,1
INDRB023,IND,2001,9,10,18,1.8,7,0,0,N/A,0,N/A,N/A,0,0,0
ATLRB008,ATL,2001,9,27,148,5.5,44,0,0,N/A,0,N/A,N/A,0,0,0
ARIRB004,DAL,2001,9,20,127,6.4,47,0,0,N/A,0,N/A,N/A,0,0,0
NYJRB001,SDG,2001,9,14,75,5.4,22,0,3,N/A,21,7.0,9,0,0,0
DENRB016,NYJ,2001,9,10,40,4.0,18,0,0,N/A,0,N/A,N/A,0,0,0
BUFRB006,CHI,2001,9,22,45,2.0,12,0,5,N/A,45,9.0,20,0,0,0
NORRB015,NOR,2001,9,4,15,3.8,11,0,1,N/A,17,17.0,17,0,0,0
PHIRB011,OAK,2001,9,0,0,N/A,N/A,0,3,N/A,43,14.3,17,0,0,0
SFORB008,SFO,2001,9,0,0,N/A,N/A,0,2,N/A,11,5.5,6,0,0,0
DENRB015,DEN,2001,9,0,0,N/A,N/A,0,2,N/A,28,14.0,15,0,0,0
NYGRB006,GNB,2001,9,3,9,3.0,6,0,1,N/A,7,7.0,7,0,0,0
TAMRB002,OAK,2001,9,13,57,4.4,13,0,4,N/A,27,6.8,17,0,0,0
NORRB012,MIA,2001,9,18,53,2.9,18,0,0,N/A,0,N/A,N/A,0,0,0
SDGRB008,SDG,2001,9,1,16,16.0,16,0,2,N/A,15,7.5,13,0,0,0
GNBRB001,GNB,2001,9,0,0,N/A,N/A,0,3,N/A,41,13.7,24,0,0,0
DENRB014,DEN,2001,9,33,83,2.5,13,0,5,N/A,36,7.2,11,0,1,0
NYJRB016,NYJ,2001,9,20,113,5.7,25,3,2,N/A,8,4.0,6,0,0,0
TAMRB009,OAK,2001,9,1,0,0.0,0,0,0,N/A,0,N/A,N/A,0,1,1
DETRB012,DET,2001,9,1,3,3.0,3,0,4,N/A,66,16.5,36,0,0,0
STLRB011,STL,2001,9,15,183,12.2,71,2,4,N/A,14,3.5,9,0,0,0
DENRB009,SFO,2001,9,17,145,8.5,23,0,3,N/A,15,5.0,6,0,0,0
ATLRB007,ATL,2001,9,3,4,1.3,3,0,0,N/A,0,N/A,N/A,0,0,0
BUFRB011,BAL,2001,9,0,0,N/A,N/A,0,1,N/A,16,16.0,16,0,0,0
NWERB011,BUF,2001,9,0,0,N/A,N/A,0,3,N/A,30,10.0,16,0,0,0
PITRB006,PIT,2001,9,29,163,5.6,27,0,1,N/A,0,0.0,0,0,0,0
OAKRB004,OAK,2001,9,1,3,3.0,3,0,1,N/A,5,5.0,5,0,0,0
OAKRB013,OAK,2001,9,0,0,N/A,N/A,0,2,N/A,6,3.0,6,0,0,0
BALRB003,CIN,2001,9,0,0,N/A,N/A,0,1,N/A,5,5.0,5,0,0,0
DALRB015,NYJ,2001,9,2,10,5.0,8,0,3,N/A,42,14.0,22,0,0,0
DETRB001,DET,2001,9,7,13,1.9,5,1,5,N/A,54,10.8,20,0,0,0
NYJRB008,KAN,2001,9,5,22,4.4,13,0,3,N/A,22,7.3,11,0,0,0
TAMRB003,NYJ,2001,9,1,2,2.0,2,0,0,N/A,0,N/A,N/A,0,0,0
BUFRB001,CHI,2001,9,0,0,N/A,N/A,0,1,N/A,4,4.0,4,0,1,1
KANRB013,KAN,2001,9,18,71,3.9,11,0,3,N/A,1,0.3,1,0,0,0
PITRB009,PHI,2001,9,17,146,8.6,44,1,6,N/A,85,14.2,20,0,0,0
HOURB005,CHI,2001,9,1,6,6.0,6,0,2,N/A,11,5.5,7,0,0,0
HOURB003,GNB,2001,9,18,93,5.2,24,0,2,N/A,17,8.5,14,0,1,1
JACRB016,PIT,2001,9,1,-1,-1.0,-1,0,0,N/A,0,N/A,N/A,0,0,0
DENRB012,ARI,2001,9,17,54,3.2,13,0,2,N/A,7,3.5,8,0,0,0
TENRB016,STL,2001,9,5,0,0.0,2,1,0,N/A,0,N/A,N/A,0,0,0
GNBRB009,SEA,2001,9,1,19,19.0,19,0,1,N/A,6,6.0,6,0,0,0
CHIRB011,NWE,2001,9,3,8,2.7,3,0,3,N/A,17,5.7,7,0,0,0
DETRB015,CAR,2001,9,6,7,1.2,4,0,2,N/A,7,3.5,6,0,0,0
DALRB006,TEN,2001,9,22,71,3.2,9,0,3,N/A,21,7.0,9,0,1,1
TAMRB010,TAM,2001,9,8,48,6.0,12,0,3,N/A,16,5.3,6,0,0,0
CARRB008,CIN,2001,9,3,14,4.7,8,0,2,N/A,19,9.5,13,0,0,0
ATLRB015,TAM,2001,9,17,51,3.0,9,0,5,N/A,60,12.0,23,1,0,0
NYGRB011,NYG,2001,9,17,118,6.9,21,0,2,N/A,8,4.0,5,0,0,0
NWERB001,CIN,2001,9,17,58,3.4,19,1,2,N/A,13,6.5,8,0,0,0
NORRB005,NWE,2001,9,20,100,5.0,42,2,0,N/A,0,N/A,N/A,0,0,0
BALRB006,BAL,2001,9,1,-1,-1.0,-1,0,0,N/A,0,N/A,N/A,0,0,0
HOURB023,NYG,2001,10,4,-3,-0.8,2,0,0,N/A,0,N/A,N/A,0,0,0
KANRB011,ARI,2001,10,2,3,1.5,3,1,0,N/A,0,N/A,N/A,0,0,0
NYJRB011,STL,2001,10,0,0,N/A,N/A,0,1,N/A,11,11.0,11,1,0,0
HOURB001,JAC,2001,10,8,6,0.8,9,0,1,N/A,19,19.0,19,0,0,0
WASRB016,SEA,2001,10,25,93,3.7,21,1,4,N/A,15,3.8,12,0,0,0
WASRB010,STL,2001,10,1,1,1.0,1,0,0,N/A,0,N/A,N/A,0,0,0
DALRB002,DAL,2001,10,2,13,6.5,9,0,0,N/A,0,N/A,N/A,0,0,0
NYGRB016,DET,2001,10,6,5,0.8,7,0,1,N/A,4,4.0,4,0,0,0
MINRB018,MIN,2001,10,2,7,3.5,6,0,0,N/A,0,N/A,N/A,0,0,0
PHIRB003,PHI,2001,10,0,0,N/A,N/A,0,1,N/A,4,4.0,4,0,0,0
SFORB014,SFO,2001,10,0,0,N/A,N/A,0,1,N/A,4,4.0,4,0,0,0
NWERB010,NWE,2001,10,2,7,3.5,4,0,3,N/A,19,6.3,11,0,0,0
BALRB018,NOR,2001,10,28,120,4.3,16,1,4,N/A,48,12.0,21,0,0,0
ARIRB006,BAL,2001,10,0,0,N/A,N/A,0,1,N/A,2,2.0,2,0,0,0
DETRB002,BUF,2001,10,2,8,4.0,7,0,1,N/A,12,12.0,12,0,0,0
NWERB012,PIT,2001,10,6,39,6.5,28,0,1,N/A,6,6.0,6,0,0,0
MIARB006,SEA,2001,10,0,0,N/A,N/A,0,1,N/A,7,7.0,7,0,0,0
DETRB028,DEN,2001,10,10,28,2.8,7,0,0,N/A,0,N/A,N/A,0,0,0
ARIRB017,ARI,2001,10,0,0,N/A,N/A,0,1,N/A,8,8.0,8,0,0,0
DALRB021,BUF,2001,10,2,13,6.5,9,0,1,N/A,11,11.0,11,0,0,0
BALRB010,DEN,2001,10,13,31,2.4,6,0,1,N/A,16,16.0,16,0,0,0
STLRB002,MIA,2001,10,6,9,1.5,3,0,5,N/A,23,4.6,8,0,0,0
NYJRB017,SFO,2001,10,7,19,2.7,6,0,2,N/A,13,6.5,11,0,0,0
DENRB001,BUF,2001,10,13,29,2.2,16,0,2,N/A,12,6.0,7,0,2,1
DENRB016,NYJ,2001,10,3,29,9.7,12,0,0,N/A,0,N/A,N/A,0,0,0
BALRB013,BAL,2001,10,21,89,4.2,22,0,0,N/A,0,N/A,N/A,0,0,0
PHIRB008,PHI,2001,10,0,0,N/A,N/A,0,1,N/A,3,3.0,3,0,0,0
OAKRB001,IND,2001,10,18,67,3.7,14,1,3,N/A,8,2.7,7,0,0,0
CLERB015,CLE,2001,10,18,56,3.1,21,1,1,N/A,7,7.0,7,0,0,0
JACRB010,JAC,2001,10,3,6,2.0,8,0,1,N/A,6,6.0,6,0,0,0
BUFRB006,CHI,2001,10,23,58,2.5,9,0,1,N/A,10,10.0,10,0,0,0
OAKRB005,MIN,2001,10,11,33,3.0,16,0,1,N/A,13,13.0,13,0,0,0
ATLRB008,ATL,2001,10,19,43,2.3,11,0,4,N/A,29,7.3,18,0,0,0
ATLRB003,TAM,2001,10,0,0,N/A,N/A,0,1,N/A,5,5.0,5,0,0,0
TENRB007,TEN,2001,10,0,0,N/A,N/A,0,1,N/A,4,4.0,4,0,0,0
CARRB012,CAR,2001,10,1,2,2.0,2,0,5,N/A,22,4.4,7,0,0,0
BALRB017,CLE,2001,10,9,29,3.2,7,1,4,N/A,18,4.5,7,0,0,0
NORRB015,NOR,2001,10,4,5,1.3,3,0,2,N/A,15,7.5,15,0,0,0
NYJRB001,SDG,2001,10,22,68,3.1,10,1,3,N/A,14,4.7,7,0,0,0
ARIRB004,DAL,2001,10,3,17,5.7,15,0,0,N/A,0,N/A,N/A,0,0,0
PHIRB011,OAK,2001,10,0,0,N/A,N/A,0,3,N/A,26,8.7,15,0,0,0
SFORB008,SFO,2001,10,1,9,9.0,9,0,3,N/A,18,6.0,13,0,1,1
TAMRB002,OAK,2001,10,18,59,3.3,14,0,4,N/A,41,10.3,18,0,0,0
NORRB012,MIA,2001,10,19,53,2.8,8,0,2,N/A,14,7.0,9,0,0,0
DETRB012,DET,2001,10,9,32,3.6,13,1,11,N/A,64,5.8,10,1,0,0
STLRB011,STL,2001,10,20,83,4.2,12,0,7,N/A,70,10.0,18,1,0,0
NYGRB006,GNB,2001,10,1,8,8.0,8,0,2,N/A,8,4.0,8,0,0,0
NORRB020,WAS,2001,10,2,16,8.0,10,0,1,N/A,5,5.0,5,0,0,0
NYJRB016,NYJ,2001,10,18,66,3.7,20,0,5,N/A,13,2.6,4,0,0,0
TAMRB009,OAK,2001,10,7,16,2.3,6,0,0,N/A,0,N/A,N/A,0,0,0
SDGRB008,SDG,2001,10,2,9,4.5,7,0,3,N/A,15,5.0,8,0,0,0
OAKRB013,OAK,2001,10,1,-2,-2.0,-2,0,1,N/A,19,19.0,19,0,0,0
SEARB012,SEA,2001,10,2,7,3.5,4,0,1,N/A,8,8.0,8,0,0,0
ATLRB007,ATL,2001,10,4,40,10.0,12,0,5,N/A,62,12.4,21,1,0,0
NWERB011,BUF,2001,10,3,11,3.7,5,0,8,N/A,66,8.3,16,0,0,0
NYGRB019,PHI,2001,10,2,-10,-5.0,-2,0,1,N/A,11,11.0,11,0,0,0
DENRB009,SFO,2001,10,17,92,5.4,31,0,6,N/A,21,3.5,6,0,0,0
PITRB006,PIT,2001,10,21,52,2.5,40,0,0,N/A,0,N/A,N/A,0,0,0
BALRB003,CIN,2001,10,0,0,N/A,N/A,0,1,N/A,12,12.0,12,0,0,0
DALRB015,NYJ,2001,10,1,5,5.0,5,0,1,N/A,13,13.0,13,0,0,0
OAKRB004,OAK,2001,10,0,0,N/A,N/A,0,1,N/A,9,9.0,9,0,0,0
DETRB001,DET,2001,10,6,9,1.5,5,1,4,N/A,60,15.0,38,0,0,0
TAMRB010,TAM,2001,10,4,2,0.5,3,1,4,N/A,36,9.0,15,0,1,1
BUFRB001,CHI,2001,10,0,0,N/A,N/A,0,2,N/A,18,9.0,16,0,0,0
SFORB012,ARI,2001,10,0,0,N/A,N/A,0,3,N/A,23,7.7,11,0,0,0
PITRB009,PHI,2001,10,26,102,3.9,18,0,4,N/A,31,7.8,14,0,0,0
CHIRB011,NWE,2001,10,1,2,2.0,2,0,1,N/A,6,6.0,6,0,0,0
HOURB005,CHI,2001,10,2,12,6.0,7,0,0,N/A,0,N/A,N/A,0,0,0
TENRB017,TEN,2001,10,3,0,0.0,5,0,1,N/A,4,4.0,4,0,0,0
JACRB016,PIT,2001,10,1,1,1.0,1,0,0,N/A,0,N/A,N/A,0,0,0
DENRB012,ARI,2001,10,23,81,3.5,10,0,1,N/A,3,3.0,3,0,0,0
HOURB003,GNB,2001,10,17,62,3.6,21,0,5,N/A,37,7.4,15,0,0,0
NYGRB011,NYG,2001,10,8,55,6.9,29,1,4,N/A,52,13.0,31,0,1,0
NWERB001,CIN,2001,10,17,38,2.2,9,0,2,N/A,23,11.5,12,0,0,0
STLRB010,WAS,2001,10,24,97,4.0,32,0,1,N/A,2,2.0,2,0,0,0
MINRB012,BAL,2001,10,5,19,3.8,9,0,1,N/A,15,15.0,15,0,0,0
DALRB006,TEN,2001,10,23,61,2.7,10,0,1,N/A,4,4.0,4,0,1,1
DETRB015,CAR,2001,10,13,63,4.8,18,0,5,N/A,31,6.2,13,1,0,0
