STATS,,,,,,,,,,,,,,,,,,,,,
PID,TID,Season,Week,K_0_19_Att,K_0_19_made,K_20_29_Att,K_20_29_made,K_30_39_Att, K_30_39_made,K_40_49_Att,K_40_49_made, K_50_Att, K_50_made,K_FGM,K_FGA,K_FG_Pct,K_Lng,K_XPM,K_XPA,K_XP_Pct,K_Pts
CHIKK002,CHI,2008,10,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,2,2,100.0,2
NYGKK001,NYG,2008,10,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
JACKK001,JAC,2008,10,0,0,0,0,1,1,0,0,0,0,1,1,100.0,34,5,5,100.0,8
NYGKK003,STL,2008,10,0,0,0,0,1,1,0,0,0,0,1,1,100.0,37,0,0,N/A,3
MIAKK001,SDG,2008,10,0,0,1,1,1,1,0,0,0,0,2,2,100.0,34,2,2,100.0,8
NWEKK001,NWE,2008,10,0,0,0,0,2,2,0,1,0,0,2,3,66.7,37,2,2,100.0,8
GNBKK001,GNB,2008,10,0,0,0,0,0,0,2,2,0,1,2,3,66.7,47,3,3,100.0,9
TAMKK004,KAN,2008,10,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
NORKK005,NOR,2008,10,0,0,1,1,0,0,1,1,0,0,2,2,100.0,44,2,2,100.0,8
SEAKK001,BAL,2008,10,0,0,0,0,0,0,0,0,1,1,1,1,100.0,54,0,0,N/A,3
BUFKK003,MIA,2008,10,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100.0,3
CARKK004,CAR,2008,10,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
DENKK001,DEN,2008,10,0,0,0,0,2,3,0,0,0,0,2,3,66.7,35,4,4,100.0,10
SFOKK001,PIT,2008,10,0,0,1,1,0,0,1,1,0,0,2,2,100.0,42,2,2,100.0,8
ARIKK001,NYJ,2008,10,0,0,1,1,0,0,2,2,1,1,4,4,100.0,55,5,5,100.0,17
SFOKK002,SFO,2008,10,0,0,0,0,0,0,1,1,0,0,1,1,100.0,41,3,3,100.0,6
INDKK002,IND,2008,10,0,0,0,0,1,1,0,0,0,0,1,1,100.0,36,3,3,100.0,6
ATLKK002,ATL,2008,10,0,0,2,2,0,0,0,0,0,0,2,2,100.0,27,4,4,100.0,10
DETKK002,DET,2008,10,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,2,2,100.0,2
INDKK003,BAL,2008,10,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,4,4,100.0,4
NORKK002,CAR,2008,10,0,0,0,0,1,1,0,0,0,1,1,2,50.0,32,2,2,100.0,5
CHIKK001,SEA,2008,10,0,0,1,1,1,1,0,0,0,0,2,2,100.0,37,1,1,100.0,7
MINKK002,MIN,2008,10,0,0,0,0,0,0,0,1,1,1,1,2,50.0,54,3,3,100.0,6
HOUKK002,ARI,2008,10,0,0,2,2,1,1,0,0,0,0,3,3,100.0,33,2,2,100.0,11
TAMKK001,BUF,2008,10,0,0,1,1,0,0,0,0,0,0,1,1,100.0,25,1,1,100.0,4
OAKKK001,OAK,2008,10,0,0,0,0,1,1,1,1,0,1,2,3,66.7,45,0,0,N/A,6
SDGKK001,HOU,2008,10,0,0,1,1,0,0,1,1,0,0,2,2,100.0,48,1,1,100.0,7
SFOKK003,CLE,2008,10,0,0,1,1,1,1,0,0,1,1,3,3,100.0,52,3,3,100.0,12
DETKK001,PHI,2008,10,0,0,1,1,0,0,0,0,0,0,1,1,100.0,29,4,4,100.0,7
NYGKK002,NYG,2008,10,0,0,3,3,0,0,0,0,0,0,3,3,100.0,28,3,3,100.0,12
TENKK002,TEN,2008,11,0,0,0,0,1,1,0,0,0,0,1,1,100.0,32,3,3,100.0,6
CHIKK002,CHI,2008,11,0,0,0,0,1,1,0,0,0,0,1,1,100.0,35,0,0,N/A,3
PITKK001,WAS,2008,11,0,0,0,0,0,0,1,2,0,0,1,2,50.0,41,1,1,100.0,4
NYGKK001,NYG,2008,11,1,1,0,0,0,0,0,0,0,0,1,1,100.0,19,3,3,100.0,6
JACKK001,JAC,2008,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
NYGKK003,STL,2008,11,0,0,1,1,0,0,2,3,0,0,3,4,75.0,48,1,1,100.0,10
MIAKK001,SDG,2008,11,0,0,1,1,0,0,0,1,0,0,1,2,50.0,22,1,1,100.0,4
NWEKK001,NWE,2008,11,0,0,0,0,1,1,2,2,0,0,3,3,100.0,47,2,2,100.0,11
NYJKK001,DAL,2008,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
SEAKK001,BAL,2008,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
TAMKK004,KAN,2008,11,0,0,2,2,0,0,0,0,0,0,2,2,100.0,21,2,2,100.0,8
NORKK005,NOR,2008,11,0,0,1,1,2,2,0,0,0,0,3,3,100.0,35,3,3,100.0,12
BUFKK003,MIA,2008,11,0,0,0,0,1,1,0,0,0,0,1,1,100.0,38,2,2,100.0,5
DENKK001,DEN,2008,11,0,0,1,1,0,0,0,1,0,0,1,2,50.0,20,3,3,100.0,6
GNBKK001,GNB,2008,11,0,0,0,0,1,1,1,1,1,1,3,3,100.0,53,4,4,100.0,13
CARKK004,CAR,2008,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
SFOKK001,PIT,2008,11,0,0,1,1,1,1,1,1,0,1,3,4,75.0,41,0,0,N/A,9
ATLKK003,TAM,2008,11,0,0,3,3,1,1,0,1,0,0,4,5,80.0,39,1,1,100.0,13
INDKK002,IND,2008,11,0,0,0,0,3,3,1,1,0,0,4,4,100.0,40,3,3,100.0,15
CHIKK001,SEA,2008,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
MINKK002,MIN,2008,11,0,0,0,0,1,1,1,1,0,0,2,2,100.0,43,1,1,100.0,7
SFOKK002,SFO,2008,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,5,5,100.0,5
ATLKK002,ATL,2008,11,0,0,0,0,1,1,1,1,0,0,2,2,100.0,46,2,2,100.0,8
NORKK002,CAR,2008,11,0,0,1,1,0,0,0,0,0,0,1,1,100.0,29,4,4,100.0,7
DETKK002,DET,2008,11,0,0,1,1,0,0,1,1,1,1,3,3,100.0,56,1,1,100.0,10
SFOKK003,CLE,2008,11,0,0,1,1,1,1,2,2,1,1,5,5,100.0,56,2,2,100.0,17
DETKK001,PHI,2008,11,0,0,1,1,0,0,1,1,0,0,2,2,100.0,42,1,1,100.0,7
ARIKK001,NYJ,2008,11,0,0,1,1,1,1,0,0,0,0,2,2,100.0,34,4,4,100.0,10
NORKK004,CIN,2008,11,0,0,1,1,0,0,1,2,0,0,2,3,66.7,41,1,1,100.0,7
TAMKK001,BUF,2008,11,0,0,1,1,1,1,0,1,0,0,2,3,66.7,31,3,3,100.0,9
HOUKK002,ARI,2008,11,0,0,1,1,1,1,1,1,1,1,4,4,100.0,54,2,2,100.0,14
SDGKK001,HOU,2008,11,0,0,1,1,1,1,0,0,0,0,2,2,100.0,34,3,3,100.0,9
OAKKK001,OAK,2008,11,0,0,1,1,1,1,0,1,0,0,2,3,66.7,37,1,1,100.0,7
INDKK003,BAL,2008,11,0,0,0,0,1,2,0,0,0,0,1,2,50.0,38,1,1,100.0,4
TENKK002,TEN,2008,12,0,0,0,0,0,0,2,2,0,0,2,2,100.0,49,1,1,100.0,7
CHIKK002,CHI,2008,12,0,0,0,0,1,1,1,1,0,0,2,2,100.0,43,3,3,100.0,9
PITKK001,WAS,2008,12,0,0,2,2,0,0,0,1,0,0,2,3,66.7,26,2,2,100.0,8
JACKK001,JAC,2008,12,0,0,1,1,0,1,0,1,0,0,1,3,33.3,21,1,1,100.0,4
MIAKK001,SDG,2008,12,0,0,0,0,1,1,1,1,0,0,2,2,100.0,47,2,2,100.0,8
SFOKK001,PIT,2008,12,0,0,0,0,2,2,0,0,0,0,2,2,100.0,38,3,3,100.0,9
NYGKK003,STL,2008,12,0,0,0,0,0,0,1,2,0,0,1,2,50.0,43,0,0,N/A,3
NWEKK001,NWE,2008,12,0,0,0,0,2,2,0,0,0,0,2,2,100.0,30,6,6,100.0,12
NYJKK001,DAL,2008,12,0,0,0,0,0,0,4,4,0,0,4,4,100.0,48,3,3,100.0,15
SEAKK001,BAL,2008,12,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,N/A,0
TAMKK004,KAN,2008,12,0,0,0,0,0,0,1,1,0,0,1,1,100.0,45,4,4,100.0,7
NORKK005,NOR,2008,12,0,0,0,0,1,1,0,0,0,0,1,1,100.0,30,6,6,100.0,9
BUFKK003,MIA,2008,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100.0,4
DENKK001,DEN,2008,12,0,0,0,0,0,0,1,3,0,0,1,3,33.3,44,1,1,100.0,4
GNBKK001,GNB,2008,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100.0,3
CARKK004,CAR,2008,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK003,TAM,2008,12,0,0,0,0,0,0,1,1,0,0,1,1,100.0,48,5,5,100.0,8
NORKK004,CIN,2008,12,0,0,1,1,0,0,0,0,0,0,1,1,100.0,26,1,1,100.0,4
SFOKK002,SFO,2008,12,0,0,2,2,1,1,0,0,0,1,3,4,75.0,35,1,1,100.0,10
INDKK002,IND,2008,12,0,0,1,1,1,1,0,0,1,1,3,3,100.0,51,2,2,100.0,11
CHIKK001,SEA,2008,12,0,0,0,0,0,0,1,1,0,1,1,2,50.0,45,2,2,100.0,5
ATLKK002,ATL,2008,12,0,0,1,1,0,0,0,0,0,0,1,1,100.0,23,6,6,100.0,9
DETKK002,DET,2008,12,0,0,0,0,1,1,1,1,0,0,2,2,100.0,40,2,2,100.0,8
INDKK003,BAL,2008,12,0,0,0,0,0,0,2,2,0,0,2,2,100.0,44,4,4,100.0,10
NORKK002,CAR,2008,12,0,0,2,2,0,0,0,0,0,0,2,2,100.0,23,2,2,100.0,8
MINKK002,MIN,2008,12,0,0,1,1,1,1,0,0,1,1,3,3,100.0,54,3,3,100.0,12
SFOKK003,CLE,2008,12,0,0,0,0,2,3,0,0,0,0,2,3,66.7,32,0,0,N/A,6
TAMKK001,BUF,2008,12,0,0,1,1,3,3,0,0,0,0,4,4,100.0,39,6,6,100.0,18
ARIKK001,NYJ,2008,12,0,0,1,1,1,1,0,0,0,0,2,2,100.0,30,4,4,100.0,10
HOUKK002,ARI,2008,12,0,0,1,1,1,1,1,1,0,1,3,4,75.0,44,2,2,100.0,11
OAKKK001,OAK,2008,12,0,0,1,1,0,0,0,0,0,0,1,1,100.0,26,4,4,100.0,7
DETKK001,PHI,2008,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
SDGKK001,HOU,2008,12,0,0,0,0,3,3,0,1,0,1,3,5,60.0,36,1,1,100.0,10
NYGKK002,NYG,2008,12,0,0,1,1,2,2,0,0,0,0,3,3,100.0,33,4,4,100.0,13
TENKK002,TEN,2008,13,0,0,0,0,0,0,4,4,0,0,4,4,100.0,49,5,5,100.0,17
CHIKK002,CHI,2008,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
PITKK001,WAS,2008,13,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,1,1,100.0,1
JACKK001,JAC,2008,13,0,0,1,1,0,0,0,1,0,0,1,2,50.0,29,2,2,100.0,5
MIAKK001,SDG,2008,13,0,0,1,1,0,0,0,1,0,0,1,2,50.0,28,1,1,100.0,4
SFOKK001,PIT,2008,13,0,0,3,3,0,0,1,2,0,0,4,5,80.0,45,3,3,100.0,15
NYGKK003,STL,2008,13,0,0,1,1,2,2,0,0,1,1,4,4,100.0,51,0,0,N/A,12
NWEKK001,NWE,2008,13,0,0,1,2,0,0,0,0,0,0,1,2,50.0,29,1,1,100.0,4
NYJKK001,DAL,2008,13,0,0,0,0,0,0,2,2,0,0,2,2,100.0,42,4,4,100.0,10
SEAKK001,BAL,2008,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
TAMKK004,KAN,2008,13,0,0,1,1,1,1,0,0,0,0,2,2,100.0,38,2,2,100.0,8
NORKK005,NOR,2008,13,0,0,0,0,0,0,2,2,0,0,2,2,100.0,47,2,2,100.0,8
BUFKK003,MIA,2008,13,0,0,0,0,1,1,2,2,0,0,3,3,100.0,47,1,1,100.0,10
DENKK001,DEN,2008,13,0,0,1,1,1,1,0,0,0,0,2,2,100.0,35,4,4,100.0,10
GNBKK001,GNB,2008,13,1,1,0,0,1,1,1,1,0,0,3,3,100.0,44,2,2,100.0,11
CARKK004,CAR,2008,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK003,TAM,2008,13,0,0,1,1,2,2,0,0,0,0,3,3,100.0,38,2,2,100.0,11
NORKK004,CIN,2008,13,0,0,1,1,0,0,0,0,0,0,1,1,100.0,21,0,0,N/A,3
SFOKK002,SFO,2008,13,0,0,0,0,0,0,0,0,1,1,1,1,100.0,50,1,1,100.0,4
INDKK002,IND,2008,13,0,0,0,0,1,1,0,1,0,0,1,2,50.0,30,1,1,100.0,4
CHIKK001,SEA,2008,13,0,0,1,1,1,1,1,1,0,0,3,3,100.0,44,0,0,N/A,9
ATLKK002,ATL,2008,13,0,0,0,0,1,1,1,1,0,0,2,2,100.0,40,2,2,100.0,8
DETKK002,DET,2008,13,0,0,0,0,0,0,0,0,1,1,1,1,100.0,53,1,1,100.0,4
INDKK003,BAL,2008,13,0,0,2,2,0,0,0,0,0,0,2,2,100.0,27,4,4,100.0,10
NORKK002,CAR,2008,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,5,5,100.0,5
MINKK002,MIN,2008,13,0,0,2,2,0,0,0,0,0,0,2,2,100.0,27,4,4,100.0,10
SFOKK003,CLE,2008,13,0,0,1,1,1,2,0,0,0,0,2,3,66.7,34,0,0,N/A,6
TAMKK001,BUF,2008,13,0,0,1,2,0,0,0,1,0,0,1,3,33.3,22,0,0,N/A,3
ARIKK001,NYJ,2008,13,0,0,0,0,1,1,0,0,0,0,1,1,100.0,30,2,2,100.0,5
HOUKK002,ARI,2008,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
OAKKK001,OAK,2008,13,0,0,1,1,0,0,0,0,1,1,2,2,100.0,51,1,1,100.0,7
DETKK001,PHI,2008,13,0,0,0,0,0,0,2,2,0,0,2,2,100.0,42,6,6,100.0,12
SDGKK001,HOU,2008,13,0,0,1,1,1,1,0,0,1,1,3,3,100.0,50,3,3,100.0,12
NYGKK002,NYG,2008,13,0,0,0,0,3,3,0,0,0,0,3,3,100.0,39,2,2,100.0,11
TENKK002,TEN,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100.0,4
CHIKK002,CHI,2008,14,0,0,1,1,2,2,0,0,0,0,3,3,100.0,36,2,2,100.0,11
PITKK001,WAS,2008,14,0,0,0,0,0,0,1,2,0,0,1,2,50.0,43,1,1,100.0,4
JACKK001,JAC,2008,14,0,0,0,0,0,0,1,1,0,0,1,1,100.0,42,1,1,100.0,4
MIAKK001,SDG,2008,14,0,0,1,1,1,1,0,0,0,0,2,2,100.0,39,4,4,100.0,10
SFOKK001,PIT,2008,14,0,0,1,1,0,0,1,2,0,0,2,3,66.7,41,2,2,100.0,8
NYGKK003,STL,2008,14,0,0,0,0,0,0,0,1,1,1,1,2,50.0,51,1,1,100.0,4
NWEKK001,NWE,2008,14,0,0,1,1,0,0,1,1,1,1,3,3,100.0,50,1,1,100.0,10
NYJKK001,DAL,2008,14,0,0,0,0,1,1,1,1,0,0,2,2,100.0,44,1,1,100.0,7
SEAKK001,BAL,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
TAMKK004,KAN,2008,14,0,0,1,1,0,0,0,0,0,0,1,1,100.0,26,2,2,100.0,5
NORKK005,NOR,2008,14,0,0,2,2,0,0,1,1,0,0,3,3,100.0,46,2,2,100.0,11
BUFKK003,MIA,2008,14,0,0,1,1,1,1,0,1,1,1,3,4,75.0,50,1,1,100.0,10
DENKK001,DEN,2008,14,0,0,0,0,1,1,0,1,0,0,1,2,50.0,33,3,3,100.0,6
GNBKK001,GNB,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100.0,3
CARKK004,CAR,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK003,TAM,2008,14,0,0,1,1,0,0,0,1,0,0,1,2,50.0,20,2,3,66.7,5
NORKK004,CIN,2008,14,1,1,0,0,0,0,0,0,0,0,1,1,100.0,19,0,0,N/A,3
SFOKK002,SFO,2008,14,0,0,0,0,1,1,0,0,0,0,1,1,100.0,32,3,3,100.0,6
INDKK002,IND,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,5,5,100.0,5
CHIKK001,SEA,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100.0,3
ATLKK002,ATL,2008,14,0,0,1,1,0,0,0,0,0,0,1,1,100.0,23,2,2,100.0,5
DETKK002,DET,2008,14,0,0,2,2,1,1,0,0,0,0,3,3,100.0,39,1,1,100.0,10
INDKK003,BAL,2008,14,0,0,0,0,1,1,0,0,0,0,1,1,100.0,32,3,3,100.0,6
NORKK002,CAR,2008,14,0,0,0,0,1,1,0,0,0,0,1,1,100.0,33,5,5,100.0,8
MINKK002,MIN,2008,14,0,0,0,0,1,1,0,0,1,1,2,2,100.0,50,2,2,100.0,8
SFOKK003,CLE,2008,14,0,0,0,0,1,1,2,3,0,0,3,4,75.0,47,0,0,N/A,9
TAMKK001,BUF,2008,14,0,0,0,0,0,0,1,1,0,0,1,1,100.0,40,0,0,N/A,3
ARIKK001,NYJ,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
HOUKK002,ARI,2008,14,0,0,1,1,0,0,1,1,0,0,2,2,100.0,44,4,4,100.0,10
OAKKK001,OAK,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
DETKK001,PHI,2008,14,0,0,0,0,1,3,0,0,1,1,2,4,50.0,51,2,2,100.0,8
SDGKK001,HOU,2008,14,0,0,0,0,1,1,2,3,0,0,3,4,75.0,41,1,1,100.0,10
NYGKK002,NYG,2008,14,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,2,2,100.0,2
TENKK002,TEN,2008,15,0,0,2,2,1,1,0,0,1,1,4,4,100.0,51,0,0,N/A,12
CHIKK002,CHI,2008,15,0,0,1,1,1,1,0,0,0,0,2,2,100.0,35,3,3,100.0,9
PITKK001,WAS,2008,15,0,0,1,1,1,1,0,0,0,0,2,2,100.0,36,1,1,100.0,7
JACKK001,JAC,2008,15,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,2,2,100.0,2
MIAKK001,SDG,2008,15,0,0,0,0,1,1,0,0,0,0,1,1,100.0,32,1,1,100.0,4
SFOKK001,PIT,2008,15,0,0,0,0,2,2,0,0,0,0,2,2,100.0,31,1,1,100.0,7
NYGKK003,STL,2008,15,0,0,0,0,1,1,1,1,0,0,2,2,100.0,48,2,2,100.0,8
NWEKK001,NWE,2008,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,7,7,100.0,7
NYJKK001,DAL,2008,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
SEAKK001,BAL,2008,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
TAMKK004,KAN,2008,15,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0,3,3,100.0,3
NORKK005,NOR,2008,15,0,0,0,0,1,1,0,0,0,0,1,1,100.0,30,3,3,100.0,6
BUFKK003,MIA,2008,15,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,2,2,100.0,2
DENKK001,DEN,2008,15,0,0,0,0,0,0,1,2,0,0,1,2,50.0,43,1,1,100.0,4
GNBKK001,GNB,2008,15,0,0,2,2,1,1,0,0,0,0,3,3,100.0,38,1,1,100.0,10
CARKK004,CAR,2008,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK003,TAM,2008,15,0,0,0,0,1,1,0,0,0,1,1,2,50.0,38,1,1,100.0,4
NORKK004,CIN,2008,15,0,0,0,0,1,1,1,1,0,0,2,2,100.0,45,2,2,100.0,8
SFOKK002,SFO,2008,15,0,0,2,2,1,1,0,0,0,0,3,3,100.0,38,0,0,N/A,9
INDKK002,IND,2008,15,0,0,0,0,1,1,0,0,0,0,1,1,100.0,31,4,4,100.0,7
CHIKK001,SEA,2008,15,0,0,2,2,0,0,0,0,1,1,3,3,100.0,50,2,2,100.0,11
ATLKK002,ATL,2008,15,0,0,1,1,1,1,0,0,0,0,2,2,100.0,34,1,1,100.0,7
DETKK002,DET,2008,15,0,0,0,0,1,1,0,0,1,1,2,2,100.0,51,1,1,100.0,7
INDKK003,BAL,2008,15,0,0,3,3,0,0,0,0,0,0,3,3,100.0,28,0,0,N/A,9
NORKK002,CAR,2008,15,0,0,0,0,1,1,2,2,0,0,3,3,100.0,44,3,3,100.0,12
MINKK002,MIN,2008,15,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,5,5,100.0,5
SFOKK003,CLE,2008,15,0,0,1,1,0,0,0,0,0,0,1,1,100.0,27,1,1,100.0,4
TAMKK001,BUF,2008,15,0,0,0,0,1,1,1,1,0,0,2,2,100.0,48,3,3,100.0,9
ARIKK001,NYJ,2008,15,0,0,0,0,1,1,0,0,0,0,1,1,100.0,31,4,4,100.0,7
HOUKK002,ARI,2008,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
OAKKK001,OAK,2008,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,3,66.7,2
DETKK001,PHI,2008,15,0,0,1,1,2,2,0,0,0,0,3,3,100.0,34,3,3,100.0,12
SDGKK001,HOU,2008,15,0,0,1,2,1,1,0,0,0,0,2,3,66.7,32,1,1,100.0,7
NYGKK002,NYG,2008,15,0,0,0,0,1,1,1,1,0,0,2,2,100.0,47,0,0,N/A,6
TENKK002,TEN,2008,16,0,0,0,0,0,0,1,1,0,0,1,1,100.0,42,4,4,100.0,7
CHIKK002,CHI,2008,16,0,0,0,0,2,2,0,0,0,0,2,2,100.0,38,2,2,100.0,8
PITKK001,WAS,2008,16,0,0,0,0,1,1,0,0,0,1,1,2,50.0,33,1,1,100.0,4
JACKK001,JAC,2008,16,0,0,0,0,0,0,1,1,0,0,1,1,100.0,44,3,3,100.0,6
MIAKK001,SDG,2008,16,0,0,1,1,0,0,0,0,1,1,2,2,100.0,57,5,5,100.0,11
SFOKK001,PIT,2008,16,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,2,2,100.0,2
NYGKK003,STL,2008,16,0,0,1,1,1,1,1,1,0,0,3,3,100.0,43,1,1,100.0,10
NWEKK001,NWE,2008,16,0,0,1,1,3,3,0,0,0,0,4,4,100.0,38,5,5,100.0,17
NYJKK001,DAL,2008,16,0,0,0,0,1,1,0,0,0,0,1,1,100.0,35,3,3,100.0,6
TAMKK004,KAN,2008,16,0,0,1,1,0,0,0,0,0,0,1,1,100.0,27,4,4,100.0,7
NORKK005,NOR,2008,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,6,6,100.0,6
BUFKK003,MIA,2008,16,0,0,0,0,1,1,0,0,0,0,1,1,100.0,34,5,5,100.0,8
DENKK001,DEN,2008,16,0,0,1,1,1,1,1,1,0,1,3,4,75.0,43,2,2,100.0,11
GNBKK001,GNB,2008,16,0,0,1,1,0,1,0,1,0,0,1,3,33.3,28,2,2,100.0,5
CARKK004,CAR,2008,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK003,TAM,2008,16,0,0,0,0,0,0,1,1,0,0,1,1,100.0,49,3,3,100.0,6
NORKK004,CIN,2008,16,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,2,2,100.0,2
SFOKK002,SFO,2008,16,0,0,0,0,0,0,1,1,0,0,1,1,100.0,48,2,2,100.0,5
INDKK002,IND,2008,16,0,0,0,0,0,1,1,1,0,0,1,2,50.0,45,4,4,100.0,7
CHIKK001,SEA,2008,16,0,0,0,0,2,2,0,0,0,0,2,2,100.0,38,1,1,100.0,7
ATLKK002,ATL,2008,16,0,0,1,1,0,0,0,0,0,0,1,1,100.0,22,3,3,100.0,6
DETKK002,DET,2008,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
INDKK003,BAL,2008,16,0,0,2,2,2,2,0,0,0,0,4,4,100.0,37,3,3,100.0,15
NORKK002,CAR,2008,16,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,4,4,100.0,4
MINKK002,MIN,2008,16,0,0,1,1,0,0,0,0,0,0,1,1,100.0,29,2,2,100.0,5
SFOKK003,CLE,2008,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
TAMKK001,BUF,2008,16,0,0,1,1,1,1,1,1,0,0,3,3,100.0,49,3,3,100.0,12
ARIKK001,NYJ,2008,16,0,0,1,1,0,0,0,0,0,0,1,1,100.0,20,0,0,N/A,3
HOUKK002,ARI,2008,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
OAKKK001,OAK,2008,16,0,0,0,0,2,2,0,0,0,0,2,2,100.0,33,3,3,100.0,9
DETKK001,PHI,2008,16,0,0,1,1,0,0,0,0,0,0,1,1,100.0,22,0,0,N/A,3
SDGKK001,HOU,2008,16,0,0,1,1,0,0,1,1,1,1,3,3,100.0,53,1,1,100.0,10
NYGKK002,NYG,2008,16,0,0,0,0,2,2,0,0,0,0,2,2,100.0,35,2,2,100.0,8
TENKK002,TEN,2008,17,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,N/A,0
CHIKK002,CHI,2008,17,0,0,0,0,1,1,0,0,0,0,1,1,100.0,37,3,3,100.0,6
PITKK001,WAS,2008,17,0,0,0,0,0,0,1,1,0,0,1,1,100.0,41,3,3,100.0,6
JACKK001,JAC,2008,17,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
MIAKK001,SDG,2008,17,0,0,1,1,0,0,0,0,0,0,1,1,100.0,28,7,7,100.0,10
SFOKK001,PIT,2008,17,0,0,1,1,0,0,0,0,0,0,1,1,100.0,22,4,4,100.0,7
NYGKK003,STL,2008,17,0,0,1,1,1,1,0,0,0,0,2,2,100.0,31,3,3,100.0,9
NWEKK001,NWE,2008,17,0,0,1,2,1,1,0,0,0,0,2,3,66.7,33,1,1,100.0,7
NYJKK001,DAL,2008,17,0,0,0,0,1,1,1,1,0,0,2,2,100.0,42,0,0,N/A,6
SEAKK001,BAL,2008,17,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
TAMKK004,KAN,2008,17,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
NORKK005,NOR,2008,17,0,0,1,1,0,0,0,0,0,0,1,1,100.0,21,4,4,100.0,7
BUFKK003,MIA,2008,17,0,0,0,0,0,0,1,1,0,0,1,1,100.0,48,3,3,100.0,6
DENKK001,DEN,2008,17,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,2,50.0,1
GNBKK001,GNB,2008,17,0,0,0,0,1,1,0,0,0,1,1,2,50.0,36,4,4,100.0,7
