STATS,,,,,,,,,,,,,,,,,,,,,
PID,TID,Season,Week,K_0_19_Att,K_0_19_made,K_20_29_Att,K_20_29_made,K_30_39_Att, K_30_39_made,K_40_49_Att,K_40_49_made, K_50_Att, K_50_made,K_FGM,K_FGA,K_FG_Pct,K_Lng,K_XPM,K_XPA,K_XP_Pct,K_Pts
BUFKK001,GNB,2006,3,0,0,1,1,0,0,0,0,0,0,1,1,100.0,24,4,4,100.0,7
CINKK003,NYJ,2006,3,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100.0,4
SDGKK001,HOU,2006,3,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
NORKK003,IND,2006,3,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100.0,3
DETKK002,DET,2006,3,0,0,0,0,0,0,1,1,0,0,1,1,100.0,40,3,3,100.0,6
ATLKK002,DEN,2006,3,0,0,1,1,0,0,0,0,0,0,1,1,100.0,23,2,2,100.0,5
NORKK002,CAR,2006,3,0,0,0,0,0,0,2,2,2,2,4,4,100.0,51,2,2,100.0,14
INDKK003,BAL,2006,3,0,0,0,0,1,1,1,1,1,1,3,3,100.0,52,0,0,N/A,9
NYGKK002,NOR,2006,3,0,0,1,1,1,1,0,0,1,1,3,3,100.0,51,2,2,100.0,11
STLKK001,STL,2006,3,0,0,2,2,0,0,1,1,0,0,3,3,100.0,47,1,1,100.0,10
SFOKK002,SFO,2006,3,0,0,0,0,0,0,1,1,0,0,1,1,100.0,48,3,3,100.0,6
SFOKK003,CLE,2006,3,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
DETKK001,PHI,2006,3,0,0,1,1,0,1,0,0,0,0,1,2,50.0,21,5,5,100.0,8
WASKK005,WAS,2006,3,0,0,0,0,0,0,1,1,0,0,1,1,100.0,46,4,4,100.0,7
MINKK002,MIN,2006,3,0,0,1,1,1,1,1,1,0,0,3,3,100.0,41,1,1,100.0,10
CHIKK001,MIA,2006,3,0,0,0,0,1,2,1,1,0,0,2,3,66.7,40,1,1,100.0,7
ATLKK004,ATL,2006,3,0,0,1,2,0,0,0,0,0,0,1,2,50.0,26,0,0,N/A,3
NYGKK003,SEA,2006,4,0,0,2,2,0,0,0,0,0,0,2,2,100.0,24,0,0,N/A,6
MIAKK001,SDG,2006,4,0,0,0,0,1,1,0,1,1,1,2,3,66.7,54,1,1,100.0,7
NORKK004,CIN,2006,4,0,0,0,0,0,0,2,2,0,0,2,2,100.0,45,1,1,100.0,7
TAMKK001,BUF,2006,4,0,0,1,1,0,0,0,1,0,0,1,2,50.0,28,2,2,100.0,5
OAKKK001,OAK,2006,4,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100.0,3
HOUKK002,ARI,2006,4,0,0,1,1,0,0,0,0,0,0,1,1,100.0,29,1,1,100.0,4
JACKK001,JAC,2006,4,0,0,0,0,0,0,3,3,0,0,3,3,100.0,46,3,3,100.0,12
NYGKK001,KAN,2006,4,0,0,1,1,0,0,1,1,0,0,2,2,100.0,49,5,5,100.0,11
CHIKK002,CHI,2006,4,0,0,1,1,1,1,1,1,0,0,3,3,100.0,41,4,4,100.0,13
NWEKK001,NWE,2006,4,0,0,1,1,0,0,0,1,0,0,1,2,50.0,24,5,5,100.0,8
TENKK002,TEN,2006,4,0,0,0,0,2,2,0,0,0,0,2,2,100.0,39,0,0,N/A,6
BUFKK001,GNB,2006,4,0,0,1,1,0,0,1,1,1,2,3,4,75.0,54,0,0,N/A,9
CINKK003,NYJ,2006,4,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100.0,4
SDGKK001,HOU,2006,4,0,0,0,0,1,1,0,0,0,0,1,1,100.0,32,2,2,100.0,5
NORKK003,IND,2006,4,0,0,1,1,0,0,0,0,0,0,1,1,100.0,20,4,4,100.0,7
DETKK002,DET,2006,4,0,0,2,2,0,0,0,0,0,0,2,2,100.0,29,4,4,100.0,10
STLKK001,STL,2006,4,1,1,0,0,0,0,3,4,0,0,4,5,80.0,47,3,3,100.0,15
NORKK002,CAR,2006,4,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100.0,3
INDKK003,BAL,2006,4,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
NYGKK002,NOR,2006,4,0,0,0,0,1,1,0,1,0,0,1,2,50.0,31,1,1,100.0,4
SFOKK002,SFO,2006,4,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,N/A,0
CHIKK001,MIA,2006,4,0,0,2,2,0,0,0,0,1,1,3,3,100.0,52,0,0,N/A,9
DALKK003,DAL,2006,4,0,0,0,1,0,0,1,1,0,0,1,2,50.0,43,6,6,100.0,9
DETKK001,PHI,2006,4,0,0,0,0,0,0,1,1,0,0,1,1,100.0,40,4,4,100.0,7
SFOKK003,CLE,2006,4,0,0,1,1,0,0,0,1,0,0,1,2,50.0,28,3,3,100.0,6
WASKK005,WAS,2006,4,0,0,0,0,2,2,1,1,0,0,3,3,100.0,44,3,3,100.0,12
MINKK002,MIN,2006,4,0,0,0,0,1,1,1,1,0,0,2,2,100.0,49,0,0,N/A,6
ATLKK004,ATL,2006,4,0,0,2,2,2,2,1,1,0,0,5,5,100.0,40,2,2,100.0,17
MIAKK001,SDG,2006,5,0,0,2,2,1,1,0,0,0,0,3,3,100.0,33,2,2,100.0,11
JACKK001,JAC,2006,5,0,0,0,0,0,0,2,2,0,0,2,2,100.0,43,5,5,100.0,11
SFOKK001,PIT,2006,5,0,0,0,0,1,1,1,1,0,0,2,2,100.0,44,1,1,100.0,7
ATLKK003,TAM,2006,5,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100.0,3
TAMKK001,BUF,2006,5,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
ARIKK001,NYG,2006,5,0,0,1,1,2,2,1,2,0,0,4,5,80.0,40,1,1,100.0,13
NYGKK001,KAN,2006,5,1,1,0,0,0,0,2,2,0,0,3,3,100.0,45,2,2,100.0,11
CINKK003,NYJ,2006,5,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
PITKK001,DAL,2006,5,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
NWEKK001,NWE,2006,5,0,0,0,0,2,2,0,0,0,0,2,2,100.0,35,2,2,100.0,8
CHIKK002,CHI,2006,5,0,0,0,0,1,1,3,3,0,0,4,4,100.0,43,4,4,100.0,16
TENKK002,TEN,2006,5,0,0,1,1,0,0,1,1,0,0,2,2,100.0,47,1,1,100.0,7
BUFKK001,GNB,2006,5,0,0,1,1,1,1,0,1,0,0,2,3,66.7,32,2,2,100.0,8
HOUKK002,ARI,2006,5,0,0,0,0,0,0,2,2,0,1,2,3,66.7,45,2,2,100.0,8
OAKKK001,OAK,2006,5,0,0,0,0,2,2,0,0,0,0,2,2,100.0,36,2,2,100.0,8
STLKK001,STL,2006,5,0,0,2,2,1,1,0,0,0,0,3,3,100.0,31,2,2,100.0,11
SFOKK002,SFO,2006,5,1,1,0,0,1,1,0,1,0,0,2,3,66.7,39,4,4,100.0,10
ATLKK002,DEN,2006,5,0,0,0,0,0,0,2,2,0,0,2,2,100.0,44,1,1,100.0,7
DETKK002,DET,2006,5,0,0,0,0,0,0,0,0,1,1,1,1,100.0,53,2,2,100.0,5
INDKK003,BAL,2006,5,0,0,1,1,0,0,0,0,0,0,1,1,100.0,24,0,0,N/A,3
NORKK002,CAR,2006,5,1,1,1,1,0,0,0,0,0,1,2,3,66.7,24,2,2,100.0,8
CHIKK001,MIA,2006,5,0,0,0,0,0,0,1,2,0,1,1,3,33.3,40,1,1,100.0,4
MINKK002,MIN,2006,5,0,0,2,2,0,0,0,0,0,0,2,2,100.0,26,2,3,66.7,8
DETKK001,PHI,2006,5,0,0,1,1,0,0,0,0,0,0,1,1,100.0,27,5,5,100.0,8
NORKK003,IND,2006,5,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
DALKK003,DAL,2006,5,0,0,0,0,1,1,0,0,0,0,1,1,100.0,39,3,3,100.0,6
SFOKK003,CLE,2006,5,0,0,1,1,1,1,2,2,0,0,4,4,100.0,47,0,0,N/A,12
WASKK005,WAS,2006,5,0,0,0,0,1,1,0,1,0,0,1,2,50.0,39,0,0,N/A,3
NYGKK002,NOR,2006,5,0,0,1,1,0,0,0,0,0,0,1,1,100.0,21,3,3,100.0,6
ATLKK003,TAM,2006,6,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,2,2,100.0,2
SFOKK001,PIT,2006,6,0,0,0,1,1,1,0,0,0,0,1,2,50.0,32,6,6,100.0,9
NORKK004,CIN,2006,6,0,0,0,0,1,1,1,1,0,1,2,3,66.7,47,1,1,100.0,7
ARIKK001,NYG,2006,6,0,0,1,1,1,1,0,0,0,0,2,2,100.0,39,3,3,100.0,9
TAMKK001,BUF,2006,6,0,0,0,0,0,0,0,0,1,1,1,1,100.0,53,2,2,100.0,5
NYGKK003,SEA,2006,6,0,0,0,0,0,1,2,2,1,1,3,4,75.0,54,3,3,100.0,12
MIAKK001,SDG,2006,6,0,0,1,1,0,0,1,1,0,0,2,2,100.0,44,6,6,100.0,12
SDGKK002,WAS,2006,6,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
CHIKK002,CHI,2006,6,0,0,1,1,0,0,0,0,0,0,1,1,100.0,23,3,3,100.0,6
TENKK002,TEN,2006,6,0,0,1,1,2,2,0,0,0,0,3,3,100.0,32,2,2,100.0,11
CINKK003,NYJ,2006,6,0,0,0,0,2,2,0,0,0,0,2,2,100.0,33,2,2,100.0,8
NYGKK001,KAN,2006,6,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
HOUKK002,ARI,2006,6,0,0,2,2,0,0,1,2,0,1,3,5,60.0,41,2,2,100.0,11
OAKKK001,OAK,2006,6,0,0,0,0,0,0,1,1,0,1,1,2,50.0,47,0,0,N/A,3
DETKK002,DET,2006,6,0,0,1,1,0,0,1,1,0,1,2,3,66.7,43,2,2,100.0,8
ATLKK002,DEN,2006,6,0,0,1,1,0,0,0,0,1,1,2,2,100.0,51,1,1,100.0,7
NORKK002,CAR,2006,6,0,0,2,2,1,1,0,0,0,0,3,3,100.0,31,2,2,100.0,11
INDKK003,BAL,2006,6,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100.0,3
NYGKK002,NOR,2006,6,0,0,0,0,2,2,0,0,0,0,2,2,100.0,39,3,3,100.0,9
STLKK001,STL,2006,6,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100.0,4
SFOKK002,SFO,2006,6,0,0,0,0,0,0,1,1,0,0,1,1,100.0,42,2,2,100.0,5
SDGKK001,HOU,2006,6,1,1,0,0,0,0,1,1,0,0,2,2,100.0,48,0,0,N/A,6
DETKK001,PHI,2006,6,0,0,0,0,0,0,1,1,0,0,1,1,100.0,47,3,3,100.0,6
DALKK003,DAL,2006,6,0,0,2,2,0,0,0,0,0,0,2,2,100.0,22,4,4,100.0,10
CHIKK001,MIA,2006,6,0,0,1,1,0,0,0,0,0,1,1,2,50.0,21,2,2,100.0,5
ATLKK004,ATL,2006,6,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
SFOKK001,PIT,2006,7,0,0,1,1,0,0,0,0,0,0,1,1,100.0,28,5,5,100.0,8
NYGKK003,SEA,2006,7,0,0,1,1,0,0,1,1,0,0,2,2,100.0,42,1,1,100.0,7
ATLKK003,TAM,2006,7,0,0,0,0,1,1,1,1,1,1,3,3,100.0,62,2,2,100.0,11
NORKK004,CIN,2006,7,0,0,1,1,0,0,0,0,0,0,1,1,100.0,23,2,2,100.0,5
ARIKK001,NYG,2006,7,0,0,0,0,2,2,0,0,0,0,2,2,100.0,32,4,4,100.0,10
MIAKK001,SDG,2006,7,0,0,0,0,2,2,0,1,0,0,2,3,66.7,39,3,3,100.0,9
JACKK001,JAC,2006,7,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
SDGKK002,WAS,2006,7,0,0,0,0,0,1,0,1,0,0,0,2,0.0,0,2,2,100.0,2
NWEKK001,NWE,2006,7,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100.0,4
BUFKK001,GNB,2006,7,0,0,0,0,1,1,1,1,0,0,2,2,100.0,42,4,4,100.0,10
CINKK003,NYJ,2006,7,0,0,0,0,1,1,0,0,0,0,1,1,100.0,33,4,4,100.0,7
NYGKK001,KAN,2006,7,0,0,0,0,0,0,0,1,1,1,1,2,50.0,53,3,4,75.0,6
TAMKK001,BUF,2006,7,0,0,0,0,0,0,2,2,0,0,2,2,100.0,46,0,0,N/A,6
HOUKK002,ARI,2006,7,0,0,1,1,1,1,1,2,0,0,3,4,75.0,45,0,0,N/A,9
INDKK002,IND,2006,7,1,1,0,0,1,1,1,1,0,0,3,3,100.0,47,3,3,100.0,12
CHIKK001,MIA,2006,7,0,0,0,0,1,1,2,2,0,1,3,4,75.0,45,1,1,100.0,10
ATLKK002,DEN,2006,7,0,0,0,0,1,1,0,1,0,0,1,2,50.0,32,2,2,100.0,5
DETKK002,DET,2006,7,0,0,1,1,0,0,0,0,0,0,1,1,100.0,25,3,3,100.0,6
NORKK002,CAR,2006,7,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
MINKK002,MIN,2006,7,0,0,0,0,1,1,0,1,0,0,1,2,50.0,33,4,4,100.0,7
SFOKK003,CLE,2006,7,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
OAKKK001,OAK,2006,7,0,0,0,0,2,2,0,0,0,0,2,2,100.0,35,2,2,100.0,8
SDGKK001,HOU,2006,7,0,0,1,1,0,1,1,1,0,0,2,3,66.7,43,3,3,100.0,9
DETKK001,PHI,2006,7,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100.0,3
DALKK003,DAL,2006,7,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
ATLKK004,ATL,2006,7,0,0,1,1,1,1,0,0,0,1,2,3,66.7,32,5,5,100.0,11
NYGKK003,SEA,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100.0,4
MIAKK001,SDG,2006,8,0,0,0,0,1,1,0,0,0,0,1,1,100.0,31,5,5,100.0,8
SFOKK001,PIT,2006,8,0,0,1,1,1,1,0,0,0,0,2,2,100.0,39,1,1,100.0,7
ATLKK003,TAM,2006,8,0,0,0,0,0,0,1,1,0,0,1,1,100.0,43,0,0,N/A,3
ARIKK001,NYG,2006,8,0,0,0,0,1,1,0,0,0,0,1,1,100.0,31,2,2,100.0,5
NORKK004,CIN,2006,8,0,0,1,1,0,0,0,0,1,1,2,2,100.0,51,3,3,100.0,9
JACKK001,JAC,2006,8,0,0,1,1,0,0,1,1,0,0,2,2,100.0,40,1,1,100.0,7
NYGKK001,KAN,2006,8,0,0,0,0,2,2,0,0,0,1,2,3,66.7,38,3,3,100.0,9
CHIKK002,CHI,2006,8,0,0,0,0,1,1,1,1,0,0,2,2,100.0,43,5,5,100.0,11
NWEKK001,NWE,2006,8,0,0,1,1,0,0,0,0,0,0,1,1,100.0,23,4,4,100.0,7
TENKK002,TEN,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100.0,4
BUFKK001,GNB,2006,8,0,0,0,0,0,0,1,1,0,0,1,1,100.0,42,4,4,100.0,7
CINKK003,NYJ,2006,8,0,0,1,1,0,0,1,1,0,1,2,3,66.7,47,1,1,100.0,7
HOUKK002,ARI,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
OAKKK001,OAK,2006,8,1,1,0,0,0,0,1,1,0,0,2,2,100.0,41,2,2,100.0,8
ATLKK002,DEN,2006,8,0,0,0,0,0,0,1,1,0,0,1,1,100.0,49,4,4,100.0,7
STLKK001,STL,2006,8,0,0,0,0,1,1,0,0,0,0,1,1,100.0,34,3,3,100.0,6
NORKK002,CAR,2006,8,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,2,2,100.0,2
INDKK003,BAL,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,5,5,100.0,5
NYGKK002,NOR,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
SFOKK002,SFO,2006,8,0,0,1,1,0,0,0,0,0,0,1,1,100.0,23,1,1,100.0,4
INDKK002,IND,2006,8,0,0,0,0,2,2,2,2,0,0,4,4,100.0,48,2,2,100.0,14
DETKK001,PHI,2006,8,0,0,2,2,0,0,0,0,0,0,2,2,100.0,28,0,0,N/A,6
SDGKK001,HOU,2006,8,0,0,1,1,0,0,0,0,0,0,1,1,100.0,27,1,2,50.0,4
DALKK003,DAL,2006,8,0,0,1,1,1,1,0,1,0,0,2,3,66.7,38,3,3,100.0,9
SFOKK003,CLE,2006,8,0,0,1,2,0,0,1,1,0,0,2,3,66.7,47,2,2,100.0,8
MINKK002,MIN,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
ATLKK004,ATL,2006,8,0,0,0,0,1,1,2,2,0,0,3,3,100.0,42,2,2,100.0,11
NYGKK003,SEA,2006,9,0,0,3,3,0,0,0,0,0,0,3,3,100.0,25,1,1,100.0,10
MIAKK001,SDG,2006,9,0,0,1,1,0,0,0,0,0,0,1,1,100.0,29,3,3,100.0,6
SFOKK001,PIT,2006,9,0,0,1,1,0,0,1,2,0,0,2,3,66.7,46,2,2,100.0,8
ATLKK003,TAM,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
ARIKK001,NYG,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
NORKK004,CIN,2006,9,0,0,0,0,1,1,0,0,1,1,2,2,100.0,51,2,2,100.0,8
JACKK001,JAC,2006,9,0,0,1,1,1,1,1,1,0,0,3,3,100.0,47,4,4,100.0,13
NYGKK001,KAN,2006,9,0,0,0,0,0,0,1,1,0,0,1,1,100.0,42,4,4,100.0,7
CHIKK002,CHI,2006,9,0,0,0,0,2,2,0,0,0,0,2,2,100.0,38,1,1,100.0,7
NWEKK001,NWE,2006,9,0,0,1,1,0,1,1,1,0,0,2,3,66.7,49,2,2,100.0,8
SDGKK002,WAS,2006,9,0,0,1,1,0,0,1,2,0,0,2,3,66.7,47,2,2,100.0,8
TENKK002,TEN,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100.0,1
BUFKK001,GNB,2006,9,0,0,0,0,0,0,1,1,0,0,1,1,100.0,49,1,1,100.0,4
TAMKK001,BUF,2006,9,0,0,1,1,0,0,0,0,0,0,1,1,100.0,28,3,3,100.0,6
OAKKK001,OAK,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK002,DEN,2006,9,0,0,0,0,1,1,0,0,0,0,1,1,100.0,32,4,4,100.0,7
STLKK001,STL,2006,9,0,0,0,0,0,0,1,1,0,0,1,1,100.0,41,2,2,100.0,5
DETKK002,DET,2006,9,1,1,1,1,1,1,0,0,0,0,3,3,100.0,36,3,3,100.0,12
INDKK003,BAL,2006,9,0,0,1,1,2,2,1,1,0,0,4,4,100.0,43,2,2,100.0,14
NYGKK002,NOR,2006,9,0,0,0,0,0,0,1,1,0,0,1,1,100.0,46,4,4,100.0,7
SFOKK002,SFO,2006,9,0,0,1,1,1,1,0,0,1,1,3,3,100.0,51,0,0,N/A,9
INDKK002,IND,2006,9,0,0,1,1,1,2,0,1,0,0,2,4,50.0,31,3,3,100.0,9
DALKK003,DAL,2006,9,0,0,0,0,2,3,0,0,0,0,2,3,66.7,33,1,1,100.0,7
SDGKK001,HOU,2006,9,0,0,0,0,0,0,1,2,0,0,1,2,50.0,41,1,1,100.0,4
SFOKK003,CLE,2006,9,0,0,1,1,4,4,1,1,0,0,6,6,100.0,42,1,1,100.0,19
MINKK002,MIN,2006,9,0,0,1,1,0,0,0,0,0,0,1,1,100.0,21,0,0,N/A,3
CHIKK001,MIA,2006,9,0,0,1,1,0,1,0,0,0,0,1,2,50.0,20,4,4,100.0,7
ATLKK004,ATL,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
SFOKK001,PIT,2006,10,0,0,0,0,1,2,0,0,0,0,1,2,50.0,32,5,5,100.0,8
NYGKK003,SEA,2006,10,0,0,0,0,1,1,0,0,0,0,1,1,100.0,38,3,3,100.0,6
MIAKK001,SDG,2006,10,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,7,7,100.0,7
ATLKK003,TAM,2006,10,0,0,1,1,0,0,0,0,0,0,1,1,100.0,28,1,1,100.0,4
NORKK004,CIN,2006,10,0,0,1,1,0,0,1,1,0,1,2,3,66.7,44,5,5,100.0,11
TAMKK001,BUF,2006,10,0,0,1,1,1,1,1,2,0,0,3,4,75.0,43,1,1,100.0,10
ARIKK001,NYG,2006,10,0,0,0,0,0,1,2,2,0,1,2,4,50.0,46,2,2,100.0,8
JACKK001,JAC,2006,10,0,0,0,0,0,0,1,1,0,0,1,1,100.0,44,1,1,100.0,4
NYGKK001,KAN,2006,10,0,0,1,1,0,0,0,1,0,0,1,2,50.0,27,1,1,100.0,4
CHIKK002,CHI,2006,10,0,0,0,0,0,0,1,1,0,0,1,1,100.0,49,5,5,100.0,8
NWEKK001,NWE,2006,10,0,0,1,1,1,1,0,0,0,0,2,2,100.0,31,0,0,N/A,6
SDGKK002,WAS,2006,10,0,0,0,0,1,1,0,1,0,0,1,2,50.0,32,0,0,N/A,3
TENKK002,TEN,2006,10,0,0,1,1,0,0,0,2,0,0,1,3,33.3,21,3,3,100.0,6
CINKK003,NYJ,2006,10,0,0,0,0,1,1,0,0,0,0,1,1,100.0,34,2,2,100.0,5
BUFKK001,GNB,2006,10,0,0,3,3,0,0,0,0,0,0,3,3,100.0,29,2,2,100.0,11
HOUKK002,ARI,2006,10,0,0,1,1,0,0,0,0,0,0,1,1,100.0,28,1,1,100.0,4
OAKKK001,OAK,2006,10,0,0,1,1,0,0,0,0,1,2,2,3,66.7,55,1,1,100.0,7
ATLKK002,DEN,2006,10,0,0,1,1,0,0,0,0,0,0,1,1,100.0,24,2,2,100.0,5
STLKK001,STL,2006,10,0,0,0,0,1,1,2,2,0,0,3,3,100.0,42,1,1,100.0,10
DETKK002,DET,2006,10,0,0,1,1,1,1,0,0,0,0,2,2,100.0,33,1,1,100.0,7
NORKK002,CAR,2006,10,0,0,1,1,0,0,0,0,0,0,1,1,100.0,28,3,3,100.0,6
NYGKK002,NOR,2006,10,0,0,1,1,0,1,0,0,0,0,1,2,50.0,20,4,4,100.0,7
INDKK003,BAL,2006,10,0,0,1,1,0,0,1,1,0,0,2,2,100.0,40,3,3,100.0,9
SFOKK002,SFO,2006,10,0,0,3,3,0,0,1,1,0,0,4,4,100.0,47,1,1,100.0,13
INDKK002,IND,2006,10,0,0,0,0,1,1,0,0,0,0,1,1,100.0,31,2,2,100.0,5
DETKK001,PHI,2006,10,0,0,1,1,1,1,0,0,0,0,2,2,100.0,37,3,3,100.0,9
SDGKK001,HOU,2006,10,0,0,2,2,0,1,0,0,0,1,2,4,50.0,28,1,1,100.0,7
DALKK003,DAL,2006,10,0,0,1,1,1,1,0,0,0,0,2,2,100.0,38,3,3,100.0,9
SFOKK003,CLE,2006,10,0,0,0,0,0,0,1,1,0,0,1,1,100.0,43,2,2,100.0,5
CHIKK001,MIA,2006,10,0,0,1,1,0,0,1,1,0,1,2,3,66.7,40,1,1,100.0,7
MINKK002,MIN,2006,10,0,0,0,0,1,1,0,0,0,0,1,1,100.0,34,2,2,100.0,5
ATLKK004,ATL,2006,10,0,0,0,0,0,0,2,2,0,0,2,2,100.0,44,1,1,100.0,7
SFOKK001,PIT,2006,11,0,0,0,0,0,0,1,1,0,0,1,1,100.0,43,3,3,100.0,6
NYGKK003,SEA,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
ATLKK003,TAM,2006,11,0,0,1,1,1,1,0,0,0,0,2,2,100.0,31,2,2,100.0,8
NORKK004,CIN,2006,11,0,0,1,1,0,0,0,0,0,0,1,1,100.0,21,4,4,100.0,7
TAMKK001,BUF,2006,11,0,0,0,0,0,0,1,1,0,0,1,1,100.0,40,3,3,100.0,6
ARIKK001,NYG,2006,11,0,0,0,0,0,0,1,1,0,0,1,1,100.0,40,1,1,100.0,4
MIAKK001,SDG,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,5,5,100.0,5
JACKK001,JAC,2006,11,0,0,2,2,1,1,1,1,0,0,4,4,100.0,48,2,2,100.0,14
CHIKK002,CHI,2006,11,0,0,1,1,0,0,0,0,0,0,1,1,100.0,20,1,1,100.0,4
NWEKK001,NWE,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,5,5,100.0,5
SDGKK002,WAS,2006,11,0,0,0,0,0,0,1,1,0,0,1,1,100.0,45,2,2,100.0,5
TENKK002,TEN,2006,11,0,0,0,0,1,1,0,0,0,0,1,1,100.0,36,4,4,100.0,7
NYGKK001,KAN,2006,11,0,0,0,0,1,2,0,0,0,0,1,2,50.0,37,2,2,100.0,5
BUFKK001,GNB,2006,11,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,N/A,0
HOUKK002,ARI,2006,11,0,0,0,0,1,1,0,0,0,0,1,1,100.0,36,2,2,100.0,5
OAKKK001,OAK,2006,11,0,0,0,0,1,1,1,1,0,0,2,2,100.0,41,1,1,100.0,7
ATLKK002,DEN,2006,11,0,0,0,0,1,1,1,1,0,0,2,2,100.0,42,3,3,100.0,9
STLKK001,STL,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
DETKK002,DET,2006,11,0,0,0,0,1,1,0,0,0,1,1,2,50.0,32,1,1,100.0,4
NORKK002,CAR,2006,11,0,0,0,0,1,1,1,1,0,0,2,2,100.0,40,1,1,100.0,7
NYGKK002,NOR,2006,11,0,0,1,1,0,0,0,0,0,0,1,1,100.0,24,1,2,50.0,4
INDKK003,BAL,2006,11,0,0,1,1,0,0,0,1,0,0,1,2,50.0,29,3,3,100.0,6
SFOKK002,SFO,2006,11,1,1,0,1,1,2,0,0,0,0,2,4,50.0,39,2,2,100.0,8
INDKK002,IND,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100.0,2
DETKK001,PHI,2006,11,0,0,0,0,1,1,1,1,0,0,2,2,100.0,42,1,1,100.0,7
SDGKK001,HOU,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100.0,3
DALKK003,DAL,2006,11,0,0,0,0,0,0,0,2,0,0,0,2,0.0,0,3,3,100.0,3
SFOKK003,CLE,2006,11,0,0,1,1,1,1,0,1,0,0,2,3,66.7,35,2,2,100.0,8
CHIKK001,MIA,2006,11,0,0,0,0,0,0,1,2,0,0,1,2,50.0,44,3,3,100.0,6
MINKK002,MIN,2006,11,1,1,0,0,1,1,0,0,0,0,2,2,100.0,35,2,2,100.0,8
ATLKK004,ATL,2006,11,0,0,1,1,0,0,0,0,0,0,1,1,100.0,21,1,1,100.0,4
SFOKK001,PIT,2006,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
NYGKK003,SEA,2006,12,0,0,1,1,1,1,2,2,0,0,4,4,100.0,45,2,2,100.0,14
MIAKK001,SDG,2006,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100.0,3
