# Punting
# PID,TID,Season,Week,Punt,Yds,Avg,Long,In20,FC,TB,Blk
HOUPP0193,OAK,2007,16,6,297,49.5,70,3,1,0,0
SDGPP0206,SDG,2007,16,5,220,44.0,59,4,4,0,0
GNBPP0124,WAS,2007,16,5,210,42.0,55,1,1,1,0
ARIPP0207,CLE,2007,16,2,66,33.0,40,1,0,0,0
CARPP0176,CAR,2007,16,6,258,43.0,55,0,0,1,0
DETPP0191,DET,2007,16,5,217,43.4,52,4,3,0,0
BUFPP0208,BUF,2007,16,7,267,38.1,52,2,0,0,0
NYGPP0143,NYG,2007,16,3,120,40.0,51,1,0,0,0
DETPP0178,NYJ,2007,17,8,361,45.1,56,3,0,1,0
MINPP0191,MIN,2007,17,4,186,46.5,51,2,0,0,0
BALPP0207,BAL,2007,17,4,188,47.0,56,2,1,0,0
TAMPP0208,ATL,2007,17,3,135,45.0,49,1,1,0,0
KANPP0208,KAN,2007,17,10,442,44.2,60,5,2,2,0
PITPP0206,DAL,2007,17,7,332,47.4,54,1,0,0,0
CINPP0126,CIN,2007,17,4,144,36.0,44,2,2,0,0
WASPP0128,SEA,2007,17,2,73,36.5,39,0,0,0,0
SEAPP0208,GNB,2007,17,4,196,49.0,72,2,2,0,0
MIAPP0208,MIA,2007,17,6,261,43.5,54,1,1,0,0
WASPP0159,DEN,2007,17,5,221,44.2,51,1,0,0,0
PITPP0165,PIT,2007,17,4,149,37.3,48,1,1,0,0
CHIPP0207,JAC,2007,17,4,199,49.8,54,1,0,0,0
NYGPP0207,NOR,2007,17,5,205,41.0,50,1,0,0,0
WASPP0208,PHI,2007,17,5,213,42.6,48,0,0,1,0
PHIPP0208,STL,2007,17,3,158,52.7,54,0,0,0,0
SFOPP0208,SFO,2007,17,9,356,39.6,61,4,3,0,0
WASPP0147,TAM,2007,17,4,189,47.3,60,2,2,0,0
WASPP0156,IND,2007,17,5,258,51.6,60,4,1,0,0
CLEPP0175,CHI,2007,17,6,266,44.3,52,4,0,0,0
HOUPP0160,HOU,2007,17,2,73,36.5,39,2,1,0,0
TENPP0129,TEN,2007,17,3,148,49.3,60,2,0,0,0
DENPP0142,ARI,2007,17,1,40,40.0,40,0,0,0,0
NWEPP0144,NWE,2007,17,2,81,40.5,42,0,0,0,0
HOUPP0193,OAK,2007,17,4,200,50.0,58,1,0,1,0
SDGPP0206,SDG,2007,17,7,305,43.6,54,3,3,0,0
GNBPP0124,WAS,2007,17,5,202,40.4,48,2,1,1,0
ARIPP0207,CLE,2007,17,5,222,44.4,51,0,0,0,0
CARPP0176,CAR,2007,17,4,184,46.0,53,2,2,0,0
DETPP0191,DET,2007,17,6,264,44.0,55,2,0,1,0
BUFPP0208,BUF,2007,17,5,212,42.4,56,2,2,0,0
NYGPP0143,NYG,2007,17,4,150,37.5,50,1,0,1,0
TAMPP0208,ATL,2008,1,3,115,38.3,51,0,2,0,0
DETPP0178,NYJ,2008,1,6,272,45.3,56,0,0,0,0
MINPP0191,MIN,2008,1,5,217,43.4,50,2,0,0,0
KANPP0208,KAN,2008,1,6,259,43.2,55,3,1,1,0
CINPP0126,CIN,2008,1,7,316,45.1,56,2,1,0,0
PHIPP0208,STL,2008,1,10,485,48.5,57,3,0,0,0
PITPP0206,DAL,2008,1,2,97,48.5,52,0,0,0,0
BALPP0207,BAL,2008,1,5,241,48.2,57,1,0,0,0
WASPP0128,SEA,2008,1,11,450,40.9,56,2,0,0,0
WASPP0118,WAS,2008,1,7,265,37.9,53,2,3,0,0
TENPP0208,DEN,2008,1,2,80,40.0,42,1,0,0,0
MIAPP0208,MIA,2008,1,7,278,39.7,54,1,1,0,0
CHIPP0207,JAC,2008,1,6,222,37.0,50,4,2,1,0
NYGPP0207,NOR,2008,1,7,310,44.3,61,0,0,1,0
WASPP0208,PHI,2008,1,4,186,46.5,59,3,0,1,0
SFOPP0208,SFO,2008,1,2,87,43.5,49,0,1,0,0
GNBPP0124,GNB,2008,1,5,226,45.2,50,1,0,0,0
WASPP0147,TAM,2008,1,8,353,44.1,61,4,2,1,0
WASPP0156,IND,2008,1,2,98,49.0,51,1,0,0,0
CLEPP0175,CHI,2008,1,5,178,35.6,55,3,3,0,0
HOUPP0160,HOU,2008,1,4,173,43.3,56,1,2,1,0
TENPP0129,TEN,2008,1,7,300,42.9,56,0,1,2,0
DENPP0142,PIT,2008,1,3,129,43.0,45,0,0,0,0
NWEPP0144,NWE,2008,1,4,202,50.5,70,1,0,2,0
HOUPP0193,OAK,2008,1,5,255,51.0,62,1,1,2,0
TAMPP0139,ARI,2008,1,4,180,45.0,59,2,1,0,0
SDGPP0206,SDG,2008,1,5,238,47.6,63,2,1,1,0
ARIPP0207,CLE,2008,1,5,203,40.6,55,1,0,1,0
CARPP0176,CAR,2008,1,3,144,48.0,49,2,2,0,0
DETPP0191,DET,2008,1,6,255,42.5,52,2,1,0,0
BUFPP0208,BUF,2008,1,9,419,46.6,59,3,4,0,0
NYGPP0143,NYG,2008,1,4,145,36.3,47,3,0,0,0
TAMPP0208,ATL,2008,2,5,181,36.2,55,2,2,0,0
DETPP0178,NYJ,2008,2,4,162,40.5,55,0,0,0,0
KANPP0208,KAN,2008,2,8,395,49.4,73,5,0,0,0
CINPP0126,CIN,2008,2,6,216,36.0,49,2,1,0,1
PHIPP0208,STL,2008,2,6,334,55.7,63,2,1,0,0
PITPP0206,DAL,2008,2,3,140,46.7,55,1,0,0,0
MINPP0191,MIN,2008,2,6,260,43.3,56,2,1,1,0
SEAPP0208,SEA,2008,2,3,117,39.0,40,0,0,1,1
WASPP0118,WAS,2008,2,2,66,33.0,38,0,0,0,0
TENPP0208,DEN,2008,2,3,161,53.7,64,1,0,1,0
MIAPP0208,MIA,2008,2,5,194,38.8,55,3,1,0,0
CHIPP0207,JAC,2008,2,4,202,50.5,52,0,0,1,0
NYGPP0207,NOR,2008,2,5,223,44.6,56,2,0,0,0
WASPP0208,PHI,2008,2,3,155,51.7,61,0,0,0,0
SFOPP0208,SFO,2008,2,4,185,46.3,59,0,0,1,0
GNBPP0124,GNB,2008,2,4,192,48.0,52,0,0,1,0
WASPP0156,IND,2008,2,7,306,43.7,55,2,1,0,0
NWEPP0144,NWE,2008,2,3,150,50.0,59,0,0,2,0
WASPP0147,TAM,2008,2,5,233,46.6,56,2,1,0,0
CLEPP0175,CHI,2008,2,7,281,40.1,47,1,3,0,0
TENPP0129,TEN,2008,2,6,288,48.0,70,2,0,1,0
DENPP0142,PIT,2008,2,6,273,45.5,55,4,0,0,0
HOUPP0193,OAK,2008,2,4,179,44.8,67,1,0,1,0
DETPP0191,DET,2008,2,6,208,34.7,42,3,1,0,0
TAMPP0139,ARI,2008,2,2,77,38.5,48,2,1,0,0
SDGPP0206,SDG,2008,2,1,52,52.0,52,0,0,0,0
ARIPP0207,CLE,2008,2,5,265,53.0,59,2,0,0,0
CARPP0176,CAR,2008,2,7,338,48.3,59,4,0,0,1
BUFPP0208,BUF,2008,2,3,143,47.7,51,1,1,0,0
NYGPP0143,NYG,2008,2,3,141,47.0,54,2,0,0,0
TAMPP0208,ATL,2008,3,6,259,43.2,51,3,3,0,0
DETPP0178,NYJ,2008,3,2,76,38.0,40,2,1,0,0
MINPP0191,MIN,2008,3,5,263,52.6,55,2,0,0,0
KANPP0208,KAN,2008,3,6,309,51.5,57,2,0,0,0
CINPP0126,CIN,2008,3,5,233,46.6,55,0,0,0,0
PHIPP0208,STL,2008,3,4,218,54.5,61,0,0,0,0
PITPP0206,DAL,2008,3,3,142,47.3,65,1,0,0,0
BALPP0207,BAL,2008,3,3,146,48.7,59,0,0,0,0
SEAPP0208,SEA,2008,3,3,126,42.0,46,1,0,0,0
WASPP0118,WAS,2008,3,4,171,42.8,56,2,2,0,0
TENPP0208,DEN,2008,3,2,105,52.5,56,0,0,0,0
MIAPP0208,MIA,2008,3,4,189,47.3,60,2,2,0,0
CHIPP0207,JAC,2008,3,1,60,60.0,60,1,0,0,0
NYGPP0207,NOR,2008,3,2,114,57.0,60,0,0,1,0
WASPP0208,PHI,2008,3,5,222,44.4,64,3,2,0,0
SFOPP0208,SFO,2008,3,4,148,37.0,47,3,2,0,0
GNBPP0124,GNB,2008,3,5,245,49.0,65,0,0,1,0
WASPP0147,TAM,2008,3,6,268,44.7,56,1,1,0,0
WASPP0156,IND,2008,3,3,135,45.0,60,2,1,0,0
CLEPP0175,CHI,2008,3,6,275,45.8,53,3,1,1,0
HOUPP0160,HOU,2008,3,4,170,42.5,57,2,0,0,0
TENPP0129,TEN,2008,3,6,268,44.7,52,3,2,0,0
DENPP0142,PIT,2008,3,5,207,41.4,53,3,3,0,0
NWEPP0144,NWE,2008,3,3,121,40.3,48,1,1,0,0
HOUPP0193,OAK,2008,3,6,305,50.8,57,4,2,1,0
TAMPP0139,ARI,2008,3,4,167,41.8,46,1,1,2,0
SDGPP0206,SDG,2008,3,1,48,48.0,48,1,0,0,0
ARIPP0207,CLE,2008,3,7,301,43.0,56,2,2,2,0
CARPP0176,CAR,2008,3,5,199,39.8,52,3,3,0,0
DETPP0191,DET,2008,3,5,239,47.8,57,2,1,0,0
BUFPP0208,BUF,2008,3,5,238,47.6,62,1,0,1,0
NYGPP0143,NYG,2008,3,4,175,43.8,54,0,1,1,0
TAMPP0208,ATL,2008,4,6,254,42.3,60,1,1,2,0
DETPP0178,NYJ,2008,4,2,96,48.0,51,0,0,0,0
KANPP0208,KAN,2008,4,3,133,44.3,54,2,1,0,0
CINPP0126,CIN,2008,4,4,173,43.3,49,1,0,1,0
PITPP0206,DAL,2008,4,6,295,49.2,59,1,0,1,0
MINPP0191,MIN,2008,4,6,324,54.0,57,0,1,1,0
BALPP0207,BAL,2008,4,8,379,47.4,61,2,0,0,0
WASPP0118,WAS,2008,4,4,185,46.3,60,2,1,0,0
TENPP0208,DEN,2008,4,2,77,38.5,51,0,0,0,0
CHIPP0207,JAC,2008,4,2,93,46.5,56,1,0,0,0
WASPP0208,PHI,2008,4,6,266,44.3,65,1,0,0,0
NYGPP0207,NOR,2008,4,3,92,30.7,40,1,1,0,0
PHIPP0208,STL,2008,4,5,281,56.2,60,2,0,0,0
SFOPP0208,SFO,2008,4,3,123,41.0,43,2,2,0,0
WASPP0147,TAM,2008,4,4,198,49.5,64,0,0,2,0
HOUPP0193,OAK,2008,4,6,302,50.3,70,2,0,0,0
CLEPP0175,CHI,2008,4,8,354,44.3,67,4,2,0,0
HOUPP0160,HOU,2008,4,2,87,43.5,46,0,0,0,0
DENPP0142,PIT,2008,4,7,281,40.1,44,2,1,0,0
BUFPP0208,BUF,2008,4,6,269,44.8,62,5,1,1,0
CARPP0176,CAR,2008,4,5,245,49.0,54,0,0,2,1
GNBPP0124,GNB,2008,4,5,190,38.0,47,0,1,1,0
SDGPP0206,SDG,2008,4,4,222,55.5,65,0,0,1,0
TAMPP0139,ARI,2008,4,1,39,39.0,39,1,0,0,0
ARIPP0207,CLE,2008,4,3,139,46.3,58,0,0,1,0
TENPP0129,TEN,2008,4,6,261,43.5,50,3,2,0,0
MINPP0191,MIN,2008,5,7,303,43.3,52,3,1,1,0
BALPP0207,BAL,2008,5,4,156,39.0,48,2,2,1,0
TAMPP0208,ATL,2008,5,3,125,41.7,53,3,1,0,0
KANPP0208,KAN,2008,5,7,343,49.0,57,1,2,0,0
PITPP0206,DAL,2008,5,3,166,55.3,66,1,0,1,0
CINPP0126,CIN,2008,5,4,185,46.3,57,0,0,1,0
SEAPP0208,SEA,2008,5,8,369,46.1,63,1,1,2,0
NYGPP0207,NOR,2008,5,2,86,43.0,45,0,2,0,0
WASPP0118,WAS,2008,5,4,138,34.5,49,1,2,0,0
TENPP0208,DEN,2008,5,5,248,49.6,63,2,0,0,0
MIAPP0208,MIA,2008,5,4,187,46.8,59,1,1,1,0
CHIPP0207,JAC,2008,5,5,233,46.6,55,1,1,1,0
WASPP0208,PHI,2008,5,5,251,50.2,56,2,1,0,0
SFOPP0208,SFO,2008,5,5,270,54.0,82,0,1,1,0
GNBPP0124,GNB,2008,5,3,123,41.0,44,1,1,0,0
CLEPP0175,CHI,2008,5,5,165,33.0,37,4,1,1,0
WASPP0147,TAM,2008,5,7,349,49.9,64,3,0,0,0
HOUPP0160,HOU,2008,5,2,87,43.5,44,0,0,1,0
DENPP0142,PIT,2008,5,4,199,49.8,61,1,1,1,0
TENPP0129,TEN,2008,5,4,156,39.0,47,1,2,1,0
WASPP0156,IND,2008,5,3,150,50.0,57,1,1,1,0
NWEPP0144,NWE,2008,5,4,142,35.5,50,1,1,1,0
TAMPP0139,ARI,2008,5,2,90,45.0,51,0,0,0,0
SDGPP0206,SDG,2008,5,6,335,55.8,67,3,1,0,0
CARPP0176,CAR,2008,5,3,136,45.3,51,2,1,0,0
BUFPP0208,BUF,2008,5,2,93,46.5,55,0,0,1,0
DETPP0191,DET,2008,5,8,366,45.8,51,2,3,1,0
NYGPP0143,NYG,2008,5,2,96,48.0,56,0,0,1,0
MINPP0191,MIN,2008,6,8,414,51.8,60,1,0,3,0
BALPP0207,BAL,2008,6,5,245,49.0,57,0,0,0,0
TAMPP0208,ATL,2008,6,2,82,41.0,45,0,1,1,0
CLEPP0191,NYJ,2008,6,2,74,37.0,41,1,1,0,0
CINPP0126,CIN,2008,6,7,292,41.7,52,0,2,0,0
SEAPP0208,SEA,2008,6,5,244,48.8,62,0,0,0,0
NYGPP0207,NOR,2008,6,2,92,46.0,46,0,0,1,0
WASPP0118,WAS,2008,6,5,205,41.0,51,2,0,0,0
TENPP0208,DEN,2008,6,4,192,48.0,52,0,0,1,0
MIAPP0208,MIA,2008,6,7,332,47.4,56,2,1,1,0
CHIPP0207,JAC,2008,6,4,160,40.0,46,0,0,0,0
WASPP0208,PHI,2008,6,2,77,38.5,41,1,1,0,0
PITPP0206,DAL,2008,6,7,335,47.9,61,1,0,1,1
PHIPP0208,STL,2008,6,6,283,47.2,56,2,1,1,0
WASPP0156,IND,2008,6,6,251,41.8,50,3,1,0,0
NWEPP0144,NWE,2008,6,5,212,42.4,53,2,0,0,0
WASPP0147,TAM,2008,6,5,223,44.6,60,3,1,1,0
CLEPP0175,CHI,2008,6,3,130,43.3,57,1,2,0,0
HOUPP0160,HOU,2008,6,3,140,46.7,58,1,1,1,0
HOUPP0193,OAK,2008,6,4,199,49.8,65,1,2,1,0
DETPP0191,DET,2008,6,9,412,45.8,58,4,3,1,0
GNBPP0124,GNB,2008,6,4,141,35.3,46,2,2,0,0
SFOPP0208,SFO,2008,6,3,128,42.7,47,0,0,0,0
SDGPP0206,SDG,2008,6,3,118,39.3,46,1,1,1,0
TAMPP0139,ARI,2008,6,5,215,43.0,56,1,1,0,0
CARPP0176,CAR,2008,6,4,197,49.3,63,1,0,0,1
NYGPP0143,NYG,2008,6,2,85,42.5,46,1,0,0,0
CLEPP0191,NYJ,2008,7,7,278,39.7,50,3,3,0,0
MINPP0191,MIN,2008,7,0,0,N/A,N/A,0,0,0,1
KANPP0208,KAN,2008,7,7,333,47.6,66,1,0,2,0
CINPP0126,CIN,2008,7,8,303,37.9,50,2,2,0,0
SFOPP0208,SFO,2008,7,5,218,43.6,59,0,0,1,0
PHIPP0208,STL,2008,7,3,152,50.7,58,0,1,0,0
BALPP0207,BAL,2008,7,3,177,59.0,67,3,0,0,0
WASPP0128,WAS,2008,7,8,298,37.3,48,2,0,1,0
WASPP0159,DAL,2008,7,5,210,42.0,54,1,0,2,0
TENPP0208,DEN,2008,7,5,243,48.6,62,1,1,1,0
MIAPP0208,MIA,2008,7,3,163,54.3,55,0,0,1,0
NYGPP0207,NOR,2008,7,5,177,35.4,39,2,3,0,0
SEAPP0208,SEA,2008,7,5,237,47.4,59,0,0,1,0
GNBPP0124,GNB,2008,7,2,111,55.5,59,0,0,2,0
SDGPP0206,SDG,2008,7,3,112,37.3,46,1,0,0,0
CLEPP0175,CHI,2008,7,4,191,47.8,54,2,2,0,0
WASPP0147,TAM,2008,7,4,154,38.5,58,2,0,0,0
HOUPP0160,HOU,2008,7,4,195,48.8,59,3,1,0,0
DENPP0142,PIT,2008,7,5,204,40.8,51,2,1,1,0
TENPP0129,TEN,2008,7,4,172,43.0,50,3,1,1,0
WASPP0156,IND,2008,7,4,186,46.5,64,0,0,0,0
NWEPP0144,NWE,2008,7,3,117,39.0,55,3,2,0,0
CARPP0176,CAR,2008,7,5,237,47.4,50,0,0,1,0
ARIPP0207,CLE,2008,7,8,353,44.1,50,3,2,1,0
BUFPP0208,BUF,2008,7,2,105,52.5,56,0,0,0,0
DETPP0191,DET,2008,7,4,189,47.3,51,0,1,0,0
HOUPP0193,OAK,2008,7,7,303,43.3,60,5,0,1,0
NYGPP0143,NYG,2008,7,6,293,48.8,61,3,1,1,0
DETPP0178,NOR,2008,8,3,126,42.0,44,1,1,0,0
BALPP0207,BAL,2008,8,6,242,40.3,50,3,0,1,0
TAMPP0208,ATL,2008,8,7,264,37.7,53,5,1,0,0
CLEPP0191,NYJ,2008,8,3,143,47.7,50,1,0,1,0
PHIPP0208,STL,2008,8,6,245,40.8,52,1,1,1,0
CINPP0126,CIN,2008,8,3,127,42.3,49,1,2,0,0
WASPP0128,WAS,2008,8,2,81,40.5,49,1,2,0,0
SEAPP0208,SEA,2008,8,5,267,53.4,63,1,0,1,0
MIAPP0208,MIA,2008,8,4,158,39.5,44,2,1,0,0
WASPP0159,DAL,2008,8,7,313,44.7,60,1,2,0,0
CHIPP0207,JAC,2008,8,3,140,46.7,59,0,1,1,0
WASPP0208,PHI,2008,8,7,286,40.9,54,2,1,0,0
NYGPP0207,KAN,2008,8,7,289,41.3,54,1,2,1,0
SFOPP0208,SFO,2008,8,4,196,49.0,57,1,0,0,0
SDGPP0206,SDG,2008,8,2,96,48.0,49,1,2,0,0
WASPP0147,TAM,2008,8,4,150,37.5,43,3,3,0,0
WASPP0156,IND,2008,8,3,111,37.0,41,3,1,0,0
HOUPP0160,HOU,2008,8,2,59,29.5,35,0,0,0,0
DENPP0142,PIT,2008,8,4,177,44.3,51,2,0,0,0
TENPP0129,TEN,2008,8,2,108,54.0,75,1,0,0,0
NWEPP0144,NWE,2008,8,3,149,49.7,57,0,0,3,0
HOUPP0193,OAK,2008,8,5,249,49.8,59,0,0,0,0
ARIPP0207,CLE,2008,8,5,207,41.4,54,2,0,0,0
TAMPP0139,ARI,2008,8,3,167,55.7,56,1,1,2,0
CARPP0176,CAR,2008,8,3,133,44.3,53,2,1,0,0
BUFPP0208,BUF,2008,8,3,142,47.3,59,0,0,1,0
DETPP0191,DET,2008,8,6,263,43.8,50,2,1,0,0
NYGPP0143,NYG,2008,8,5,205,41.0,49,1,3,0,0
BALPP0207,BAL,2008,9,6,250,41.7,57,2,1,1,0
WASPP0128,WAS,2008,9,6,262,43.7,55,1,1,1,1
MINPP0191,MIN,2008,9,6,264,44.0,57,4,1,0,0
TAMPP0208,ATL,2008,9,1,33,33.0,33,1,1,0,1
CINPP0126,CIN,2008,9,7,247,35.3,42,4,3,0,0
CLEPP0191,NYJ,2008,9,1,46,46.0,46,1,1,0,0
SEAPP0208,SEA,2008,9,11,508,46.2,61,2,1,3,0
NYGPP0207,KAN,2008,9,5,223,44.6,58,0,0,3,0
WASPP0159,DAL,2008,9,6,230,38.3,45,2,3,0,0
TENPP0208,DEN,2008,9,4,184,46.0,60,3,1,0,0
MIAPP0208,MIA,2008,9,5,229,45.8,71,2,1,1,0
CHIPP0207,JAC,2008,9,6,270,45.0,52,2,1,0,0
WASPP0208,PHI,2008,9,5,235,47.0,50,2,0,0,0
PHIPP0208,STL,2008,9,7,353,50.4,52,3,0,0,0
GNBPP0124,GNB,2008,9,3,133,44.3,55,1,1,0,0
CLEPP0175,CHI,2008,9,7,266,38.0,51,2,3,0,0
WASPP0147,TAM,2008,9,3,138,46.0,50,0,0,1,0
HOUPP0160,HOU,2008,9,4,161,40.3,55,1,1,1,0
DENPP0142,PIT,2008,9,8,290,36.3,48,0,5,0,0
TENPP0129,TEN,2008,9,6,259,43.2,60,2,1,0,0
WASPP0156,IND,2008,9,3,163,54.3,58,0,0,1,0
NWEPP0144,NWE,2008,9,1,64,64.0,64,1,0,0,0
ARIPP0207,CLE,2008,9,6,250,41.7,55,1,0,0,0
TAMPP0139,ARI,2008,9,5,211,42.2,47,2,0,0,0
BUFPP0208,BUF,2008,9,1,39,39.0,39,0,0,0,0
DETPP0191,DET,2008,9,6,254,42.3,50,1,2,1,0
HOUPP0193,OAK,2008,9,6,301,50.2,64,2,0,0,0
NYGPP0143,NYG,2008,9,4,161,40.3,44,3,1,0,0
TAMPP0208,ATL,2008,10,4,141,35.3,44,3,3,0,0
MINPP0191,MIN,2008,10,5,234,46.8,59,4,2,0,0
PITPP0120,PIT,2008,10,3,113,37.7,43,2,2,0,0
CLEPP0191,NYJ,2008,10,1,36,36.0,36,0,0,0,0
PHIPP0208,STL,2008,10,4,207,51.8,57,0,0,0,0
KANPP0208,KAN,2008,10,6,244,40.7,48,4,1,0,0
BALPP0207,BAL,2008,10,4,200,50.0,74,3,2,1,0
SEAPP0208,SEA,2008,10,5,198,39.6,51,2,1,1,0
WASPP0134,NOR,2008,10,3,145,48.3,56,0,0,0,0
TENPP0208,DEN,2008,10,1,29,29.0,29,0,0,0,0
MIAPP0208,MIA,2008,10,5,230,46.0,55,1,0,0,0
CHIPP0207,JAC,2008,10,2,77,38.5,50,2,1,0,0
WASPP0208,PHI,2008,10,5,228,45.6,62,2,2,1,0
SFOPP0208,SFO,2008,10,4,212,53.0,63,1,1,1,0
GNBPP0124,GNB,2008,10,7,281,40.1,42,2,1,0,0
WASPP0156,IND,2008,10,6,255,42.5,52,1,1,0,0
NWEPP0144,NWE,2008,10,2,83,41.5,46,2,2,0,0
CLEPP0175,CHI,2008,10,8,313,39.1,45,0,1,1,0
HOUPP0160,HOU,2008,10,3,139,46.3,50,0,1,0,0
TENPP0129,TEN,2008,10,8,302,37.8,55,5,2,0,0
HOUPP0193,OAK,2008,10,11,556,50.5,63,2,2,1,0
DETPP0191,DET,2008,10,4,181,45.3,53,0,1,0,0
TAMPP0139,ARI,2008,10,5,176,35.2,52,2,1,0,0
SDGPP0206,SDG,2008,10,3,132,44.0,54,2,0,0,0
ARIPP0207,CLE,2008,10,2,89,44.5,51,2,1,0,0
CARPP0176,CAR,2008,10,9,372,41.3,50,4,1,0,0
BUFPP0208,BUF,2008,10,5,208,41.6,60,4,3,0,0
NYGPP0143,NYG,2008,10,3,130,43.3,51,3,0,0,0
TAMPP0208,ATL,2008,11,2,62,31.0,34,1,2,0,0
MINPP0191,MIN,2008,11,2,90,45.0,51,0,0,1,0
BALPP0207,BAL,2008,11,3,94,31.3,45,1,1,0,0
PITPP0120,PIT,2008,11,4,124,31.0,42,1,2,0,0
CLEPP0191,NYJ,2008,11,5,213,42.6,49,0,2,0,0
CINPP0126,CIN,2008,11,11,397,36.1,44,4,2,0,0
KANPP0208,KAN,2008,11,4,133,33.3,38,2,2,0,0
WASPP0128,WAS,2008,11,4,188,47.0,52,0,0,1,0
SEAPP0208,SEA,2008,11,4,178,44.5,59,3,1,0,0
WASPP0159,DAL,2008,11,4,157,39.3,47,0,1,0,0
TENPP0208,DEN,2008,11,3,127,42.3,52,1,2,0,0
WASPP0134,NOR,2008,11,2,97,48.5,49,0,0,0,0
MIAPP0208,MIA,2008,11,5,235,47.0,57,1,1,0,0
WASPP0208,PHI,2008,11,10,362,36.2,53,0,1,1,0
CHIPP0207,JAC,2008,11,10,409,40.9,51,1,7,0,0
PHIPP0208,STL,2008,11,4,167,41.8,56,3,1,0,0
SFOPP0208,SFO,2008,11,6,311,51.8,58,0,0,1,0
WASPP0156,IND,2008,11,1,55,55.0,55,0,0,0,0
NWEPP0144,NWE,2008,11,4,176,44.0,51,2,2,0,0
WASPP0147,TAM,2008,11,1,37,37.0,37,0,0,0,0
CLEPP0175,CHI,2008,11,6,239,39.8,46,2,2,0,0
TENPP0129,TEN,2008,11,8,344,43.0,53,2,4,1,0
HOUPP0160,HOU,2008,11,2,95,47.5,53,0,0,0,0
HOUPP0193,OAK,2008,11,6,316,52.7,58,4,1,0,0
DETPP0191,DET,2008,11,3,116,38.7,49,1,2,0,0
SDGPP0206,SDG,2008,11,2,87,43.5,50,2,2,0,0
GNBPP0124,GNB,2008,11,2,70,35.0,40,1,1,0,0
TAMPP0139,ARI,2008,11,2,77,38.5,48,0,0,0,0
ARIPP0207,CLE,2008,11,5,230,46.0,65,2,1,0,0
BUFPP0208,BUF,2008,11,3,108,36.0,40,2,2,0,0
CARPP0176,CAR,2008,11,5,207,41.4,50,2,1,1,0
NYGPP0143,NYG,2008,11,3,138,46.0,49,0,0,1,0
TAMPP0208,ATL,2008,12,3,129,43.0,48,0,1,0,0
MINPP0191,MIN,2008,12,3,145,48.3,54,2,0,0,0
BALPP0207,BAL,2008,12,8,362,45.3,60,3,1,1,0
PITPP0120,PIT,2008,12,5,142,28.4,34,1,0,0,0
CLEPP0191,NYJ,2008,12,1,50,50.0,50,1,0,0,0
CINPP0126,CIN,2008,12,8,293,36.6,43,2,2,0,0
KANPP0208,KAN,2008,12,3,110,36.7,39,0,1,0,0
WASPP0128,WAS,2008,12,3,95,31.7,38,0,1,0,0
SEAPP0208,SEA,2008,12,4,191,47.8,59,2,1,0,0
WASPP0159,DAL,2008,12,4,193,48.3,70,1,0,2,0
TENPP0208,DEN,2008,12,2,112,56.0,60,0,0,0,0
WASPP0134,NOR,2008,12,3,132,44.0,47,0,0,0,0
MIAPP0208,MIA,2008,12,4,172,43.0,52,2,1,0,0
WASPP0208,PHI,2008,12,6,291,48.5,56,2,1,1,1
CHIPP0207,JAC,2008,12,3,123,41.0,50,0,0,1,0
PHIPP0208,STL,2008,12,5,249,49.8,60,0,0,0,0
SFOPP0208,SFO,2008,12,3,150,50.0,54,0,0,1,1
WASPP0156,IND,2008,12,3,121,40.3,54,3,2,0,0
NWEPP0144,NWE,2008,12,1,49,49.0,49,0,1,0,0
WASPP0147,TAM,2008,12,4,204,51.0,59,0,0,0,0
CLEPP0175,CHI,2008,12,5,221,44.2,52,1,1,1,0
TENPP0129,TEN,2008,12,5,211,42.2,52,0,0,2,0
HOUPP0160,HOU,2008,12,3,129,43.0,51,0,0,1,0
HOUPP0193,OAK,2008,12,3,176,58.7,59,1,0,2,0
DETPP0191,DET,2008,12,7,277,39.6,52,0,2,0,0
SDGPP0206,SDG,2008,12,3,123,41.0,45,1,2,0,0
GNBPP0124,GNB,2008,12,4,134,33.5,48,0,0,0,0
TAMPP0139,ARI,2008,12,3,126,42.0,50,1,1,0,0
ARIPP0207,CLE,2008,12,2,104,52.0,55,0,0,0,0
BUFPP0208,BUF,2008,12,2,83,41.5,48,1,0,0,0
CARPP0176,CAR,2008,12,6,277,46.2,59,0,0,1,0
NYGPP0143,NYG,2008,12,4,171,42.8,51,1,1,0,0
TAMPP0208,ATL,2008,13,2,106,53.0,55,1,1,0,0
MINPP0191,MIN,2008,13,9,427,47.4,62,1,2,3,0
BALPP0207,BAL,2008,13,7,331,47.3,56,4,1,1,0
CLEPP0191,NYJ,2008,13,4,164,41.0,44,2,0,0,0
KANPP0208,KAN,2008,13,5,202,40.4,62,1,3,1,0
PHIPP0208,STL,2008,13,3,156,52.0,62,1,1,1,0
CINPP0126,CIN,2008,13,11,480,43.6,55,3,5,1,0
WASPP0128,WAS,2008,13,6,274,45.7,54,0,1,3,0
SEAPP0208,SEA,2008,13,7,351,50.1,60,2,1,2,0
WASPP0159,DAL,2008,13,5,213,42.6,50,2,3,0,0
TENPP0208,DEN,2008,13,5,214,42.8,52,4,0,0,0
WASPP0134,NOR,2008,13,5,247,49.4,70,0,0,0,0
MIAPP0208,MIA,2008,13,5,208,41.6,53,0,1,0,0
