# Punting
# PID,TID,Season,Week,Punt,Yds,Avg,Long,In20,FC,TB,Blk
TENPP0098,NWE,2004,10,3,140,46.7,51,0,0,0,0
MINPP0076,MIN,2004,10,5,176,35.2,45,1,1,0,0
DENPP0109,CAR,2004,10,3,148,49.3,57,0,0,0,0
NYGPP0143,NYG,2004,10,5,234,46.8,55,1,0,0,0
DETPP0191,DET,2004,11,6,249,41.5,47,3,1,0,0
BUFPP0208,BUF,2004,11,4,165,41.3,51,0,0,0,0
TAMPP0139,PHI,2004,11,3,132,44.0,50,2,1,0,0
DENPP0059,DEN,2004,11,6,245,40.8,49,3,2,0,0
HOUPP0193,OAK,2004,11,6,270,45.0,57,0,0,3,0
HOUPP0080,HOU,2004,11,7,308,44.0,53,3,2,1,0
NWEPP0144,JAC,2004,11,6,245,40.8,45,2,1,1,0
SDGPP0206,SDG,2004,11,4,173,43.3,57,3,1,0,0
GNBPP0124,CLE,2004,11,9,366,40.7,50,2,1,2,0
CINPP0126,CIN,2004,11,7,327,46.7,54,1,0,0,0
PHIPP0075,BAL,2004,11,5,200,40.0,54,2,0,0,0
KANPP0062,KAN,2004,11,3,95,31.7,42,1,1,0,0
PITPP0206,DAL,2004,11,6,250,41.7,55,2,1,0,0
SFOPP0208,SFO,2004,11,7,338,48.3,81,1,1,0,0
PHIPP0208,SEA,2004,11,8,254,31.8,47,1,2,0,0
WASPP0156,IND,2004,11,2,70,35.0,43,1,2,0,0
WASPP0147,TAM,2004,11,5,243,48.6,60,3,2,1,0
PITPP0093,PIT,2004,11,7,281,40.1,52,5,2,0,0
TENPP0129,TEN,2004,11,5,216,43.2,50,1,2,2,0
STLPP0080,GNB,2004,11,3,120,40.0,43,1,0,0,0
PHIPP0080,STL,2004,11,4,159,39.8,54,0,1,0,0
WASPP0064,WAS,2004,11,5,269,53.8,61,1,0,2,0
ATLPP0064,ATL,2004,11,7,244,34.9,49,0,1,0,0
DENPP0142,NOR,2004,11,4,186,46.5,63,1,1,0,0
DENPP0109,CAR,2004,11,5,238,47.6,58,1,0,0,0
NYJPP0063,NYJ,2004,11,8,333,41.6,51,0,1,0,0
CLEPP0101,ARI,2004,11,3,119,39.7,52,2,1,0,0
CLEPP0175,CHI,2004,11,4,163,40.8,47,0,0,0,0
TENPP0098,NWE,2004,11,2,87,43.5,48,2,0,0,0
MINPP0076,MIN,2004,11,4,162,40.5,51,1,0,0,0
HOUPP0160,MIA,2004,11,8,334,41.8,49,3,1,0,0
NYGPP0143,NYG,2004,11,5,211,42.2,53,3,0,0,0
DETPP0191,DET,2004,12,3,123,41.0,47,0,0,0,0
BUFPP0208,BUF,2004,12,1,36,36.0,36,0,0,0,0
STLPP0064,STL,2004,12,2,60,30.0,39,2,2,0,0
DENPP0059,DEN,2004,12,7,252,36.0,42,2,0,0,0
HOUPP0193,OAK,2004,12,6,261,43.5,57,3,1,3,0
HOUPP0080,HOU,2004,12,3,136,45.3,46,0,1,0,0
NWEPP0144,JAC,2004,12,2,108,54.0,55,1,0,0,0
TAMPP0139,PHI,2004,12,5,197,39.4,54,1,1,1,0
SDGPP0206,SDG,2004,12,3,135,45.0,55,3,2,0,0
CINPP0126,CIN,2004,12,2,105,52.5,53,2,0,0,0
PHIPP0075,BAL,2004,12,10,444,44.4,52,4,2,1,0
KANPP0062,KAN,2004,12,3,99,33.0,38,0,1,0,0
PITPP0206,DAL,2004,12,9,388,43.1,54,1,0,1,0
GNBPP0124,CLE,2004,12,4,177,44.3,49,0,0,0,0
SFOPP0208,SFO,2004,12,9,335,37.2,45,3,2,0,0
WASPP0156,IND,2004,12,5,209,41.8,51,2,1,0,0
WASPP0147,TAM,2004,12,2,93,46.5,49,1,0,0,0
TENPP0129,TEN,2004,12,3,127,42.3,47,1,2,0,0
DENPP0142,NOR,2004,12,5,220,44.0,52,2,3,0,0
PITPP0093,PIT,2004,12,6,231,38.5,51,2,0,0,0
STLPP0080,GNB,2004,12,3,121,40.3,52,1,0,1,0
WASPP0064,WAS,2004,12,7,322,46.0,57,2,0,0,0
ATLPP0064,ATL,2004,12,5,212,42.4,45,0,1,0,0
DENPP0109,CAR,2004,12,4,191,47.8,62,0,0,1,0
MINPP0076,MIN,2004,12,2,98,49.0,58,0,0,0,0
NYJPP0063,NYJ,2004,12,7,219,31.3,38,2,0,1,0
CLEPP0101,ARI,2004,12,6,249,41.5,55,2,1,1,0
NWEPP0094,SEA,2004,12,4,146,36.5,45,1,2,0,0
CLEPP0175,CHI,2004,12,10,412,41.2,58,3,3,0,0
HOUPP0160,MIA,2004,12,7,302,43.1,59,4,2,1,0
TENPP0098,NWE,2004,12,8,257,32.1,42,1,0,1,0
NYGPP0143,NYG,2004,12,5,221,44.2,51,3,2,0,1
BUFPP0208,BUF,2004,13,9,393,43.7,63,2,0,0,0
STLPP0064,STL,2004,13,4,139,34.8,42,2,2,0,0
DETPP0191,DET,2004,13,5,193,38.6,48,2,1,0,0
DENPP0059,DEN,2004,13,5,202,40.4,47,0,3,1,0
NWEPP0144,JAC,2004,13,3,150,50.0,55,1,1,0,0
HOUPP0193,OAK,2004,13,3,130,43.3,66,1,1,1,0
TAMPP0139,PHI,2004,13,3,125,41.7,45,0,2,0,0
SDGPP0206,SDG,2004,13,8,372,46.5,60,3,1,1,0
CINPP0126,CIN,2004,13,4,153,38.3,44,2,0,1,0
PHIPP0075,BAL,2004,13,3,133,44.3,49,0,0,1,0
KANPP0062,KAN,2004,13,2,64,32.0,34,0,0,1,0
PITPP0206,DAL,2004,13,3,110,36.7,42,0,0,0,0
GNBPP0124,CLE,2004,13,4,147,36.8,42,0,1,0,0
SFOPP0208,SFO,2004,13,6,247,41.2,51,1,2,0,0
HOUPP0080,HOU,2004,13,3,117,39.0,47,0,1,0,0
WASPP0147,TAM,2004,13,5,212,42.4,57,1,1,0,0
TENPP0129,TEN,2004,13,4,189,47.3,58,0,1,0,0
DENPP0142,NOR,2004,13,5,239,47.8,51,0,1,0,0
PITPP0093,PIT,2004,13,5,232,46.4,61,1,0,2,0
STLPP0080,GNB,2004,13,8,361,45.1,51,2,2,0,0
WASPP0064,WAS,2004,13,4,173,43.3,48,2,0,1,0
ATLPP0064,ATL,2004,13,5,172,34.4,42,2,1,0,0
DENPP0109,CAR,2004,13,3,131,43.7,56,1,0,0,0
MINPP0076,MIN,2004,13,1,34,34.0,34,0,1,0,0
NYJPP0063,NYJ,2004,13,2,80,40.0,50,1,0,0,0
CLEPP0101,ARI,2004,13,5,239,47.8,55,0,1,1,0
NWEPP0094,SEA,2004,13,2,75,37.5,44,0,1,0,0
CLEPP0175,CHI,2004,13,3,148,49.3,55,3,0,0,0
HOUPP0160,MIA,2004,13,5,225,45.0,51,0,1,0,0
TENPP0098,NWE,2004,13,3,101,33.7,40,1,0,1,0
NYGPP0143,NYG,2004,13,4,156,39.0,47,2,2,0,1
BUFPP0208,BUF,2004,14,3,114,38.0,53,1,0,0,0
CARPP0176,DEN,2004,14,5,198,39.6,48,2,1,1,0
ARIPP0207,BAL,2004,14,8,293,36.6,50,2,1,2,0
DETPP0191,DET,2004,14,8,245,30.6,41,4,3,1,0
HOUPP0193,OAK,2004,14,4,197,49.3,67,2,1,0,0
HOUPP0080,HOU,2004,14,4,173,43.3,52,1,2,0,0
NWEPP0144,JAC,2004,14,8,341,42.6,53,3,0,1,0
STLPP0064,STL,2004,14,4,160,40.0,43,2,0,0,0
TAMPP0139,PHI,2004,14,7,302,43.1,56,1,1,0,0
KANPP0062,KAN,2004,14,5,190,38.0,44,0,1,1,0
CINPP0126,CIN,2004,14,2,61,30.5,36,1,1,0,0
PITPP0206,DAL,2004,14,5,245,49.0,55,1,0,0,0
SFOPP0208,SFO,2004,14,7,320,45.7,53,3,0,1,0
SDGPP0206,SDG,2004,14,4,187,46.8,50,3,0,0,0
GNBPP0124,CLE,2004,14,6,225,37.5,47,2,0,0,0
WASPP0156,IND,2004,14,3,113,37.7,38,1,1,1,0
WASPP0147,TAM,2004,14,5,202,40.4,51,1,1,0,0
TENPP0129,TEN,2004,14,4,147,36.8,55,2,0,1,0
DENPP0142,NOR,2004,14,5,230,46.0,52,4,2,0,0
PITPP0093,PIT,2004,14,5,212,42.4,51,2,1,0,0
STLPP0080,GNB,2004,14,7,281,40.1,64,1,0,0,0
WASPP0064,WAS,2004,14,9,368,40.9,53,3,1,1,0
ATLPP0064,ATL,2004,14,4,146,36.5,46,2,2,0,0
DENPP0109,CAR,2004,14,4,184,46.0,65,0,0,1,0
MINPP0076,MIN,2004,14,4,182,45.5,51,3,2,0,0
NYJPP0063,NYJ,2004,14,5,221,44.2,55,1,1,1,0
CLEPP0101,ARI,2004,14,5,253,50.6,54,1,0,0,0
NWEPP0094,SEA,2004,14,4,162,40.5,50,1,1,1,0
CLEPP0175,CHI,2004,14,6,308,51.3,55,1,0,1,0
HOUPP0160,MIA,2004,14,8,361,45.1,55,2,0,0,0
TENPP0098,NWE,2004,14,3,162,54.0,69,0,0,0,0
NYGPP0143,NYG,2004,14,7,288,41.1,54,1,2,0,0
CARPP0176,DEN,2004,15,4,154,38.5,42,2,1,0,0
ARIPP0207,BAL,2004,15,5,195,39.0,53,4,2,0,0
BUFPP0208,BUF,2004,15,5,225,45.0,60,1,0,1,0
DETPP0191,DET,2004,15,3,135,45.0,49,0,0,0,0
NWEPP0144,JAC,2004,15,7,256,36.6,54,2,0,0,0
HOUPP0193,OAK,2004,15,6,300,50.0,60,2,1,1,0
STLPP0064,STL,2004,15,9,404,44.9,49,2,1,2,0
TAMPP0139,PHI,2004,15,5,196,39.2,51,3,0,1,0
KANPP0062,KAN,2004,15,4,131,32.8,44,0,0,0,0
CINPP0126,CIN,2004,15,5,204,40.8,47,0,0,0,1
PITPP0206,DAL,2004,15,6,234,39.0,43,2,1,1,0
SFOPP0208,SFO,2004,15,7,271,38.7,44,1,1,0,0
SDGPP0206,SDG,2004,15,6,233,38.8,50,0,0,1,0
GNBPP0124,CLE,2004,15,5,177,35.4,47,2,1,0,0
HOUPP0080,HOU,2004,15,7,215,30.7,43,1,2,1,0
WASPP0156,IND,2004,15,6,292,48.7,59,2,3,0,0
DENPP0142,NOR,2004,15,7,291,41.6,57,2,0,2,0
DENPP0109,CAR,2004,15,3,145,48.3,58,0,0,0,0
TENPP0129,TEN,2004,15,4,165,41.3,48,1,1,0,0
STLPP0080,GNB,2004,15,3,114,38.0,43,0,0,1,0
WASPP0064,WAS,2004,15,4,184,46.0,61,0,1,1,1
ATLPP0064,ATL,2004,15,2,86,43.0,45,0,0,0,0
MINPP0076,MIN,2004,15,5,203,40.6,54,2,2,1,0
HOUPP0160,MIA,2004,15,6,274,45.7,52,2,3,0,0
CLEPP0101,ARI,2004,15,6,301,50.2,53,3,0,0,0
WASPP0147,TAM,2004,15,5,186,37.2,48,1,0,1,0
NWEPP0094,SEA,2004,15,3,108,36.0,44,0,0,0,0
CLEPP0175,CHI,2004,15,7,295,42.1,52,3,1,0,0
TENPP0098,NWE,2004,15,4,171,42.8,52,2,2,0,0
NYGPP0143,NYG,2004,15,3,102,34.0,45,1,1,0,0
CARPP0176,DEN,2004,16,2,87,43.5,46,2,0,0,0
ARIPP0207,BAL,2004,16,3,115,38.3,42,1,0,1,0
BUFPP0208,BUF,2004,16,1,36,36.0,36,1,0,0,0
DETPP0191,DET,2004,16,6,249,41.5,47,3,3,1,0
NWEPP0144,JAC,2004,16,7,317,45.3,56,3,0,0,0
HOUPP0193,OAK,2004,16,5,217,43.4,58,2,1,1,0
STLPP0064,STL,2004,16,2,72,36.0,42,2,2,0,0
TAMPP0139,PHI,2004,16,6,252,42.0,50,3,2,0,0
CINPP0126,CIN,2004,16,3,140,46.7,52,1,0,1,0
PHIPP0075,KAN,2004,16,2,111,55.5,58,0,0,1,0
PITPP0206,DAL,2004,16,5,233,46.6,51,0,0,1,0
SFOPP0208,SFO,2004,16,5,215,43.0,47,1,0,1,0
SDGPP0206,SDG,2004,16,4,199,49.8,60,1,1,2,0
GNBPP0124,CLE,2004,16,6,254,42.3,46,2,0,2,0
HOUPP0080,HOU,2004,16,5,221,44.2,54,1,1,1,0
WASPP0156,IND,2004,16,2,98,49.0,53,0,0,0,0
DENPP0142,NOR,2004,16,7,306,43.7,52,2,4,1,0
DENPP0109,CAR,2004,16,5,223,44.6,61,3,1,1,0
TENPP0129,TEN,2004,16,6,240,40.0,49,1,2,0,0
STLPP0080,GNB,2004,16,3,132,44.0,46,2,0,0,0
WASPP0064,WAS,2004,16,5,220,44.0,54,0,1,0,0
ATLPP0064,ATL,2004,16,6,259,43.2,52,1,0,0,0
MINPP0076,MIN,2004,16,4,157,39.3,44,3,1,1,0
HOUPP0160,MIA,2004,16,8,316,39.5,53,2,2,2,0
CLEPP0101,ARI,2004,16,7,276,39.4,48,3,3,0,0
WASPP0147,TAM,2004,16,3,132,44.0,45,1,0,0,1
NYJPP0063,NYJ,2004,16,5,157,31.4,41,3,1,0,0
NWEPP0094,SEA,2004,16,8,295,36.9,47,1,3,0,0
TENPP0098,NWE,2004,16,4,147,36.8,41,2,0,0,0
CLEPP0175,CHI,2004,16,8,347,43.4,53,1,1,1,0
NYGPP0143,NYG,2004,16,4,152,38.0,43,0,1,0,0
BUFPP0208,BUF,2004,17,6,268,44.7,62,1,0,1,0
CARPP0176,DEN,2004,17,4,152,38.0,39,1,1,0,0
ARIPP0207,BAL,2004,17,6,232,38.7,46,2,2,1,0
DETPP0191,DET,2004,17,5,215,43.0,60,2,0,0,0
HOUPP0193,OAK,2004,17,6,238,39.7,50,1,1,0,0
HOUPP0080,HOU,2004,17,7,302,43.1,53,0,1,2,0
NWEPP0144,JAC,2004,17,7,305,43.6,53,3,1,2,0
STLPP0064,STL,2004,17,7,280,40.0,56,2,1,1,0
TAMPP0139,PHI,2004,17,5,195,39.0,44,1,2,0,0
CINPP0126,CIN,2004,17,7,292,41.7,55,0,1,1,0
PHIPP0075,KAN,2004,17,2,78,39.0,44,1,1,0,0
PITPP0206,DAL,2004,17,2,95,47.5,58,0,0,0,0
SFOPP0208,SFO,2004,17,5,214,42.8,44,1,1,0,0
SDGPP0206,SDG,2004,17,4,156,39.0,41,1,1,0,0
GNBPP0124,CLE,2004,17,3,98,32.7,42,2,1,0,0
WASPP0156,IND,2004,17,8,393,49.1,59,4,1,0,0
WASPP0147,TAM,2004,17,8,293,36.6,51,2,2,1,0
TENPP0129,TEN,2004,17,6,239,39.8,52,2,5,0,0
DENPP0142,NOR,2004,17,10,402,40.2,53,4,2,0,0
PITPP0093,PIT,2004,17,3,138,46.0,51,1,0,0,0
STLPP0080,GNB,2004,17,5,186,37.2,43,0,0,1,0
WASPP0064,WAS,2004,17,4,150,37.5,44,1,1,1,0
ATLPP0064,ATL,2004,17,2,62,31.0,37,0,1,0,0
DENPP0109,CAR,2004,17,8,321,40.1,52,2,1,0,0
MINPP0076,MIN,2004,17,6,249,41.5,44,1,1,0,0
NYJPP0063,NYJ,2004,17,7,261,37.3,45,1,4,1,0
CLEPP0101,ARI,2004,17,7,301,43.0,49,4,1,0,0
NWEPP0094,SEA,2004,17,3,134,44.7,47,1,0,0,1
CLEPP0175,CHI,2004,17,6,225,37.5,43,3,2,0,0
HOUPP0160,MIA,2004,17,5,173,34.6,41,2,2,0,0
TENPP0098,NWE,2004,17,4,153,38.3,45,2,0,0,0
NYGPP0143,NYG,2004,17,5,218,43.6,54,0,1,1,0
GNBPP0078,GNB,2005,1,6,248,41.3,49,0,0,0,0
SFOPP0208,SFO,2005,1,5,207,41.4,47,1,1,0,0
PHIPP0208,MIA,2005,1,3,142,47.3,49,0,1,1,0
SDGPP0206,SDG,2005,1,2,63,31.5,45,0,0,0,0
TAMPP0139,PHI,2005,1,5,213,42.6,47,3,2,0,0
CARPP0176,CAR,2005,1,1,35,35.0,35,0,0,0,0
ARIPP0207,BAL,2005,1,4,159,39.8,45,0,3,0,0
PITPP0206,DAL,2005,1,3,124,41.3,42,0,0,0,0
CINPP0126,CIN,2005,1,3,142,47.3,57,0,0,1,0
MINPP0191,MIN,2005,1,4,217,54.3,62,0,0,1,0
WASPP0066,WAS,2005,1,3,113,37.7,39,0,0,1,0
DETPP0178,NYJ,2005,1,3,133,44.3,51,1,2,0,0
TAMPP0208,ATL,2005,1,7,281,40.1,59,1,1,1,0
KANPP0208,KAN,2005,1,2,97,48.5,50,0,0,0,0
CLEPP0191,STL,2005,1,4,132,33.0,44,1,0,0,0
BUFPP0208,BUF,2005,1,5,203,40.6,58,1,1,2,0
DETPP0191,DET,2005,1,7,293,41.9,48,4,4,0,0
TENPP0098,NWE,2005,1,6,269,44.8,49,3,0,0,1
SEAPP0068,SEA,2005,1,5,230,46.0,53,0,1,1,0
DENPP0109,DEN,2005,1,7,318,45.4,56,0,0,2,0
DENPP0142,NOR,2005,1,2,87,43.5,54,2,1,0,0
PITPP0093,PIT,2005,1,3,137,45.7,49,1,1,1,0
TENPP0129,TEN,2005,1,2,92,46.0,53,1,0,1,0
CLEPP0175,CHI,2005,1,7,292,41.7,49,3,2,0,0
CLEPP0080,CLE,2005,1,2,91,45.5,56,0,0,0,0
NWEPP0144,JAC,2005,1,4,176,44.0,58,4,0,0,0
HOUPP0193,OAK,2005,1,8,356,44.5,58,3,2,0,0
HOUPP0080,HOU,2005,1,5,213,42.6,51,1,2,0,0
WASPP0156,IND,2005,1,7,275,39.3,50,4,2,0,0
CLEPP0101,ARI,2005,1,7,312,44.6,53,1,0,1,0
WASPP0147,TAM,2005,1,6,281,46.8,52,1,0,0,0
NYGPP0143,NYG,2005,1,6,252,42.0,56,4,2,0,0
GNBPP0078,GNB,2005,2,3,103,34.3,50,2,2,0,0
SFOPP0208,SFO,2005,2,7,302,43.1,51,3,2,0,0
PHIPP0208,MIA,2005,2,7,284,40.6,56,3,1,0,0
SDGPP0206,SDG,2005,2,6,275,45.8,54,0,2,0,0
TAMPP0139,PHI,2005,2,2,65,32.5,46,0,1,0,0
CARPP0176,CAR,2005,2,7,295,42.1,53,4,2,1,0
ARIPP0207,BAL,2005,2,9,379,42.1,53,1,1,0,1
PITPP0206,DAL,2005,2,6,289,48.2,58,3,0,2,0
CINPP0126,CIN,2005,2,3,125,41.7,55,1,2,0,0
MINPP0191,MIN,2005,2,3,140,46.7,52,2,1,0,0
WASPP0066,WAS,2005,2,8,316,39.5,57,2,1,0,0
DETPP0178,NYJ,2005,2,7,309,44.1,54,1,2,0,0
TAMPP0208,ATL,2005,2,7,347,49.6,67,2,1,2,0
KANPP0208,KAN,2005,2,3,120,40.0,49,1,0,1,0
CLEPP0191,STL,2005,2,7,300,42.9,55,1,4,0,0
BUFPP0208,BUF,2005,2,7,305,43.6,60,0,1,2,0
DETPP0191,DET,2005,2,4,173,43.3,48,1,0,0,0
TENPP0098,NWE,2005,2,7,336,48.0,56,0,0,0,0
SEAPP0068,SEA,2005,2,6,249,41.5,50,1,2,0,0
DENPP0109,DEN,2005,2,3,132,44.0,52,3,0,0,0
DENPP0142,NOR,2005,2,3,120,40.0,49,1,0,0,0
PITPP0093,PIT,2005,2,1,39,39.0,39,0,0,0,0
TENPP0129,TEN,2005,2,8,359,44.9,56,4,1,3,0
CLEPP0175,CHI,2005,2,4,167,41.8,48,1,1,1,0
CLEPP0080,CLE,2005,2,4,178,44.5,48,3,1,0,0
NWEPP0144,JAC,2005,2,7,319,45.6,58,3,3,1,0
HOUPP0193,OAK,2005,2,4,204,51.0,56,1,0,0,0
HOUPP0080,HOU,2005,2,4,161,40.3,51,2,2,0,0
WASPP0156,IND,2005,2,7,323,46.1,55,3,0,0,0
CLEPP0101,ARI,2005,2,5,233,46.6,55,0,2,0,0
WASPP0147,TAM,2005,2,6,277,46.2,61,1,0,2,0
NYGPP0143,NYG,2005,2,5,229,45.8,51,2,0,0,0
SFOPP0208,SFO,2005,3,5,199,39.8,48,1,1,0,0
PHIPP0208,MIA,2005,3,6,268,44.7,55,3,1,0,0
GNBPP0078,GNB,2005,3,2,98,49.0,50,0,0,0,0
SDGPP0206,SDG,2005,3,2,85,42.5,50,0,0,0,0
CARPP0176,CAR,2005,3,5,227,45.4,52,2,2,1,0
TAMPP0139,PHI,2005,3,7,261,37.3,58,3,0,0,0
PITPP0206,DAL,2005,3,3,126,42.0,52,0,0,1,0
CINPP0126,CIN,2005,3,9,360,40.0,55,2,1,1,0
DETPP0178,NYJ,2005,3,7,340,48.6,58,3,2,0,0
MINPP0191,MIN,2005,3,5,242,48.4,59,2,1,1,0
TAMPP0208,ATL,2005,3,4,144,36.0,48,2,1,0,0
CLEPP0191,STL,2005,3,4,170,42.5,48,0,1,1,0
KANPP0208,KAN,2005,3,6,227,37.8,52,2,1,1,0
BUFPP0208,BUF,2005,3,3,141,47.0,60,1,0,0,0
HOUPP0193,OAK,2005,3,6,268,44.7,50,1,2,1,0
DENPP0109,DEN,2005,3,1,55,55.0,55,0,0,0,0
TENPP0098,NWE,2005,3,4,180,45.0,49,1,0,0,0
DENPP0142,NOR,2005,3,6,250,41.7,50,3,3,0,0
TENPP0129,TEN,2005,3,5,216,43.2,51,3,3,0,0
PITPP0093,PIT,2005,3,5,226,45.2,56,0,1,0,0
SEAPP0068,SEA,2005,3,4,145,36.3,39,2,1,0,0
CLEPP0175,CHI,2005,3,6,253,42.2,51,0,2,0,0
WASPP0156,IND,2005,3,3,120,40.0,47,2,2,0,0
NWEPP0144,JAC,2005,3,6,300,50.0,58,4,0,1,0
WASPP0147,TAM,2005,3,6,284,47.3,57,1,1,1,0
CLEPP0101,ARI,2005,3,5,243,48.6,56,1,0,1,0
CLEPP0080,CLE,2005,3,5,209,41.8,54,1,1,0,0
NYGPP0143,NYG,2005,3,4,176,44.0,54,1,0,0,0
GNBPP0078,GNB,2005,4,5,227,45.4,53,2,1,0,0
SFOPP0208,SFO,2005,4,7,327,46.7,58,1,1,0,0
GNBPP0124,WAS,2005,4,2,82,41.0,42,1,0,1,0
SDGPP0206,SDG,2005,4,3,151,50.3,53,0,0,2,0
ARIPP0207,BAL,2005,4,5,231,46.2,51,1,1,0,0
TAMPP0139,PHI,2005,4,3,114,38.0,43,1,0,0,0
PITPP0206,DAL,2005,4,5,224,44.8,56,1,0,0,0
CINPP0126,CIN,2005,4,2,95,47.5,53,1,1,0,0
DETPP0178,NYJ,2005,4,9,380,42.2,57,2,1,2,0
MINPP0191,MIN,2005,4,5,230,46.0,51,1,1,0,0
TAMPP0208,ATL,2005,4,3,105,35.0,39,2,0,0,0
CLEPP0191,STL,2005,4,2,68,34.0,39,0,0,0,0
KANPP0208,KAN,2005,4,4,192,48.0,62,1,1,1,0
CARPP0176,CAR,2005,4,5,216,43.2,53,1,0,0,0
BUFPP0208,BUF,2005,4,5,267,53.4,59,2,0,0,0
TENPP0098,NWE,2005,4,4,184,46.0,57,0,0,1,0
SEAPP0068,SEA,2005,4,3,99,33.0,46,1,2,0,0
DENPP0109,DEN,2005,4,4,194,48.5,56,2,1,0,0
DENPP0142,NOR,2005,4,4,160,40.0,54,3,3,0,0
TENPP0129,TEN,2005,4,3,113,37.7,44,0,3,0,0
CLEPP0101,ARI,2005,4,3,135,45.0,51,0,0,1,0
WASPP0147,TAM,2005,4,3,140,46.7,50,1,0,0,0
HOUPP0193,OAK,2005,4,4,181,45.3,59,1,0,1,0
DETPP0191,DET,2005,4,6,257,42.8,49,3,2,0,0
NWEPP0144,JAC,2005,4,6,251,41.8,51,3,1,0,0
HOUPP0080,HOU,2005,4,4,145,36.3,45,2,2,0,0
WASPP0156,IND,2005,4,2,111,55.5,56,0,0,1,0
NYGPP0143,NYG,2005,4,2,89,44.5,47,0,0,1,0
GNBPP0124,WAS,2005,5,5,184,36.8,49,3,3,0,0
GNBPP0078,GNB,2005,5,6,227,37.8,49,1,1,0,0
SDGPP0206,SDG,2005,5,4,193,48.3,52,2,2,0,0
TAMPP0139,PHI,2005,5,8,378,47.3,54,1,1,0,0
CARPP0176,CAR,2005,5,5,214,42.8,52,2,1,0,0
ARIPP0207,BAL,2005,5,4,164,41.0,53,0,0,0,0
SFOPP0208,SFO,2005,5,5,208,41.6,50,1,1,0,0
PHIPP0208,MIA,2005,5,3,122,40.7,51,1,1,0,0
TAMPP0208,ATL,2005,5,7,319,45.6,53,2,4,1,0
DETPP0178,NYJ,2005,5,4,173,43.3,50,1,0,0,0
CLEPP0191,STL,2005,5,5,166,33.2,42,1,3,0,0
CINPP0126,CIN,2005,5,5,216,43.2,75,2,1,0,1
PITPP0206,DAL,2005,5,2,82,41.0,43,0,1,0,0
BUFPP0208,BUF,2005,5,6,301,50.2,63,3,1,0,0
DETPP0191,DET,2005,5,4,185,46.3,52,1,0,0,0
DENPP0109,DEN,2005,5,7,331,47.3,65,2,2,0,1
TENPP0098,NWE,2005,5,6,261,43.5,53,3,3,0,0
DENPP0142,NOR,2005,5,6,285,47.5,56,2,1,0,0
TENPP0129,TEN,2005,5,4,186,46.5,54,0,1,0,0
SEAPP0080,SEA,2005,5,6,242,40.3,54,4,0,0,0
CLEPP0175,CHI,2005,5,4,179,44.8,56,1,0,1,0
CLEPP0080,CLE,2005,5,6,248,41.3,47,2,2,1,0
HOUPP0080,HOU,2005,5,5,227,45.4,61,1,2,0,0
NWEPP0144,JAC,2005,5,5,199,39.8,44,1,2,1,0
WASPP0156,IND,2005,5,2,83,41.5,45,1,0,0,0
WASPP0147,TAM,2005,5,5,259,51.8,59,0,0,1,0
CLEPP0101,ARI,2005,5,3,127,42.3,44,1,1,0,0
PITPP0093,PIT,2005,5,6,256,42.7,65,2,2,1,0
SDGPP0206,SDG,2005,6,7,298,42.6,51,4,0,0,0
GNBPP0124,WAS,2005,6,4,187,46.8,54,0,1,1,0
ARIPP0207,BAL,2005,6,5,238,47.6,60,1,0,0,0
CARPP0176,CAR,2005,6,5,189,37.8,51,1,1,0,0
DETPP0191,DET,2005,6,5,213,42.6,50,2,1,0,0
BUFPP0208,BUF,2005,6,4,171,42.8,49,1,1,1,0
PHIPP0208,MIA,2005,6,5,225,45.0,51,1,2,0,0
PITPP0206,DAL,2005,6,3,121,40.3,51,2,1,0,0
DETPP0178,NYJ,2005,6,5,197,39.4,56,0,1,1,0
MINPP0191,MIN,2005,6,6,265,44.2,55,0,0,0,0
TAMPP0208,ATL,2005,6,4,189,47.3,54,0,0,0,0
KANPP0208,KAN,2005,6,5,168,33.6,42,2,3,0,0
CINPP0126,CIN,2005,6,4,190,47.5,57,0,0,2,0
HOUPP0193,OAK,2005,6,6,282,47.0,55,3,2,0,0
NWEPP0144,JAC,2005,6,9,422,46.9,49,2,1,2,0
TENPP0129,TEN,2005,6,3,125,41.7,52,2,1,0,0
DENPP0142,NOR,2005,6,2,73,36.5,41,1,2,0,0
SEAPP0080,SEA,2005,6,1,41,41.0,41,1,1,0,0
PITPP0093,PIT,2005,6,6,190,31.7,43,1,0,1,0
STLPP0080,STL,2005,6,2,86,43.0,55,1,1,0,0
DENPP0109,DEN,2005,6,7,366,52.3,66,2,1,0,0
TENPP0098,NWE,2005,6,7,361,51.6,58,3,1,1,0
WASPP0156,IND,2005,6,1,36,36.0,36,0,1,0,0
HOUPP0080,HOU,2005,6,6,225,37.5,43,2,1,0,0
WASPP0147,TAM,2005,6,7,342,48.9,61,5,2,0,0
CLEPP0080,CLE,2005,6,6,302,50.3,61,2,0,2,0
CLEPP0175,CHI,2005,6,5,194,38.8,45,0,0,0,0
NYGPP0143,NYG,2005,6,5,212,42.4,47,4,1,0,0
GNBPP0078,GNB,2005,7,3,136,45.3,50,2,0,0,0
SFOPP0208,SFO,2005,7,7,297,42.4,54,0,1,0,0
GNBPP0124,WAS,2005,7,4,158,39.5,51,2,0,0,0
SDGPP0206,SDG,2005,7,7,312,44.6,50,2,4,1,0
