STATS,,,,,,,,,,,,,,,,,,,,,
PID,TID,Season,Week,K_0_19_Att,K_0_19_made,K_20_29_Att,K_20_29_made,K_30_39_Att, K_30_39_made,K_40_49_Att,K_40_49_made, K_50_Att, K_50_made,K_FGM,K_FGA,K_Pct,K_Lng,K_XPM,K_XPA,K_Pct,K_Pts
ATLKK0158,TAM,2006,8,0,0,0,0,0,0,1,1,0,0,1,1,100,43,0,0,N/A,3
ARIKK0164,NYG,2006,8,0,0,0,0,1,1,0,0,0,0,1,1,100,31,2,2,100,5
NORKK0165,CIN,2006,8,0,0,1,1,0,0,0,0,1,1,2,2,100,51,3,3,100,9
JACKK0160,JAC,2006,8,0,0,1,1,0,0,1,1,0,0,2,2,100,40,1,1,100,7
NYGKK0145,KAN,2006,8,0,0,0,0,2,2,0,0,0,1,2,3,66.7,38,3,3,100,9
CHIKK0160,CHI,2006,8,0,0,0,0,1,1,1,1,0,0,2,2,100,43,5,5,100,11
NWEKK0160,NWE,2006,8,0,0,1,1,0,0,0,0,0,0,1,1,100,23,4,4,100,7
TENKK0160,TEN,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100,4
BUFKK0127,GNB,2006,8,0,0,0,0,0,0,1,1,0,0,1,1,100,42,4,4,100,7
CINKK0160,NYJ,2006,8,0,0,1,1,0,0,1,1,0,1,2,3,66.7,47,1,1,100,7
HOUKK0128,ARI,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
OAKKK0160,OAK,2006,8,1,1,0,0,0,0,1,1,0,0,2,2,100,41,2,2,100,8
ATLKK0089,DEN,2006,8,0,0,0,0,0,0,1,1,0,0,1,1,100,49,4,4,100,7
STLKK0064,STL,2006,8,0,0,0,0,1,1,0,0,0,0,1,1,100,34,3,3,100,6
NORKK0133,CAR,2006,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,100,2
INDKK0117,BAL,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,5,5,100,5
NORKK0106,NOR,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
SFOKK0104,SFO,2006,8,0,0,1,1,0,0,0,0,0,0,1,1,100,23,1,1,100,4
INDKK0180,IND,2006,8,0,0,0,0,2,2,2,2,0,0,4,4,100,48,2,2,100,14
DETKK0160,PHI,2006,8,0,0,2,2,0,0,0,0,0,0,2,2,100,28,0,0,N/A,6
SDGKK0106,HOU,2006,8,0,0,1,1,0,0,0,0,0,0,1,1,100,27,1,2,50,4
DALKK0045,DAL,2006,8,0,0,1,1,1,1,0,1,0,0,2,3,66.7,38,3,3,100,9
SFOKK0159,CLE,2006,8,0,0,1,2,0,0,1,1,0,0,2,3,66.7,47,2,2,100,8
MINKK0143,MIN,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
ATLKK0062,ATL,2006,8,0,0,0,0,1,1,2,2,0,0,3,3,100,42,2,2,100,11
NYGKK0161,SEA,2006,9,0,0,3,3,0,0,0,0,0,0,3,3,100,25,1,1,100,10
MIAKK0143,SDG,2006,9,0,0,1,1,0,0,0,0,0,0,1,1,100,29,3,3,100,6
SFOKK0111,PIT,2006,9,0,0,1,1,0,0,1,2,0,0,2,3,66.7,46,2,2,100,8
ATLKK0158,TAM,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
ARIKK0164,NYG,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
NORKK0165,CIN,2006,9,0,0,0,0,1,1,0,0,1,1,2,2,100,51,2,2,100,8
JACKK0160,JAC,2006,9,0,0,1,1,1,1,1,1,0,0,3,3,100,47,4,4,100,13
NYGKK0145,KAN,2006,9,0,0,0,0,0,0,1,1,0,0,1,1,100,42,4,4,100,7
CHIKK0160,CHI,2006,9,0,0,0,0,2,2,0,0,0,0,2,2,100,38,1,1,100,7
NWEKK0160,NWE,2006,9,0,0,1,1,0,1,1,1,0,0,2,3,66.7,49,2,2,100,8
SDGKK0161,WAS,2006,9,0,0,1,1,0,0,1,2,0,0,2,3,66.7,47,2,2,100,8
TENKK0160,TEN,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
BUFKK0127,GNB,2006,9,0,0,0,0,0,0,1,1,0,0,1,1,100,49,1,1,100,4
TAMKK0159,BUF,2006,9,0,0,1,1,0,0,0,0,0,0,1,1,100,28,3,3,100,6
OAKKK0160,OAK,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK0089,DEN,2006,9,0,0,0,0,1,1,0,0,0,0,1,1,100,32,4,4,100,7
STLKK0064,STL,2006,9,0,0,0,0,0,0,1,1,0,0,1,1,100,41,2,2,100,5
DETKK0144,DET,2006,9,1,1,1,1,1,1,0,0,0,0,3,3,100,36,3,3,100,12
INDKK0117,BAL,2006,9,0,0,1,1,2,2,1,1,0,0,4,4,100,43,2,2,100,14
NORKK0106,NOR,2006,9,0,0,0,0,0,0,1,1,0,0,1,1,100,46,4,4,100,7
SFOKK0104,SFO,2006,9,0,0,1,1,1,1,0,0,1,1,3,3,100,51,0,0,N/A,9
INDKK0180,IND,2006,9,0,0,1,1,1,2,0,1,0,0,2,4,50,31,3,3,100,9
DALKK0045,DAL,2006,9,0,0,0,0,2,3,0,0,0,0,2,3,66.7,33,1,1,100,7
SDGKK0106,HOU,2006,9,0,0,0,0,0,0,1,2,0,0,1,2,50,41,1,1,100,4
SFOKK0159,CLE,2006,9,0,0,1,1,4,4,1,1,0,0,6,6,100,42,1,1,100,19
MINKK0143,MIN,2006,9,0,0,1,1,0,0,0,0,0,0,1,1,100,21,0,0,N/A,3
CHIKK0144,MIA,2006,9,0,0,1,1,0,1,0,0,0,0,1,2,50,20,4,4,100,7
ATLKK0062,ATL,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
SFOKK0111,PIT,2006,10,0,0,0,0,1,2,0,0,0,0,1,2,50,32,5,5,100,8
NYGKK0161,SEA,2006,10,0,0,0,0,1,1,0,0,0,0,1,1,100,38,3,3,100,6
MIAKK0143,SDG,2006,10,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,7,7,100,7
ATLKK0158,TAM,2006,10,0,0,1,1,0,0,0,0,0,0,1,1,100,28,1,1,100,4
NORKK0165,CIN,2006,10,0,0,1,1,0,0,1,1,0,1,2,3,66.7,44,5,5,100,11
TAMKK0159,BUF,2006,10,0,0,1,1,1,1,1,2,0,0,3,4,75,43,1,1,100,10
ARIKK0164,NYG,2006,10,0,0,0,0,0,1,2,2,0,1,2,4,50,46,2,2,100,8
JACKK0160,JAC,2006,10,0,0,0,0,0,0,1,1,0,0,1,1,100,44,1,1,100,4
NYGKK0145,KAN,2006,10,0,0,1,1,0,0,0,1,0,0,1,2,50,27,1,1,100,4
CHIKK0160,CHI,2006,10,0,0,0,0,0,0,1,1,0,0,1,1,100,49,5,5,100,8
NWEKK0160,NWE,2006,10,0,0,1,1,1,1,0,0,0,0,2,2,100,31,0,0,N/A,6
SDGKK0161,WAS,2006,10,0,0,0,0,1,1,0,1,0,0,1,2,50,32,0,0,N/A,3
TENKK0160,TEN,2006,10,0,0,1,1,0,0,0,2,0,0,1,3,33.3,21,3,3,100,6
CINKK0160,NYJ,2006,10,0,0,0,0,1,1,0,0,0,0,1,1,100,34,2,2,100,5
BUFKK0127,GNB,2006,10,0,0,3,3,0,0,0,0,0,0,3,3,100,29,2,2,100,11
HOUKK0128,ARI,2006,10,0,0,1,1,0,0,0,0,0,0,1,1,100,28,1,1,100,4
OAKKK0160,OAK,2006,10,0,0,1,1,0,0,0,0,1,2,2,3,66.7,55,1,1,100,7
ATLKK0089,DEN,2006,10,0,0,1,1,0,0,0,0,0,0,1,1,100,24,2,2,100,5
STLKK0064,STL,2006,10,0,0,0,0,1,1,2,2,0,0,3,3,100,42,1,1,100,10
DETKK0144,DET,2006,10,0,0,1,1,1,1,0,0,0,0,2,2,100,33,1,1,100,7
NORKK0133,CAR,2006,10,0,0,1,1,0,0,0,0,0,0,1,1,100,28,3,3,100,6
NORKK0106,NOR,2006,10,0,0,1,1,0,1,0,0,0,0,1,2,50,20,4,4,100,7
INDKK0117,BAL,2006,10,0,0,1,1,0,0,1,1,0,0,2,2,100,40,3,3,100,9
SFOKK0104,SFO,2006,10,0,0,3,3,0,0,1,1,0,0,4,4,100,47,1,1,100,13
INDKK0180,IND,2006,10,0,0,0,0,1,1,0,0,0,0,1,1,100,31,2,2,100,5
DETKK0160,PHI,2006,10,0,0,1,1,1,1,0,0,0,0,2,2,100,37,3,3,100,9
SDGKK0106,HOU,2006,10,0,0,2,2,0,1,0,0,0,1,2,4,50,28,1,1,100,7
DALKK0045,DAL,2006,10,0,0,1,1,1,1,0,0,0,0,2,2,100,38,3,3,100,9
SFOKK0159,CLE,2006,10,0,0,0,0,0,0,1,1,0,0,1,1,100,43,2,2,100,5
CHIKK0144,MIA,2006,10,0,0,1,1,0,0,1,1,0,1,2,3,66.7,40,1,1,100,7
MINKK0143,MIN,2006,10,0,0,0,0,1,1,0,0,0,0,1,1,100,34,2,2,100,5
ATLKK0062,ATL,2006,10,0,0,0,0,0,0,2,2,0,0,2,2,100,44,1,1,100,7
SFOKK0111,PIT,2006,11,0,0,0,0,0,0,1,1,0,0,1,1,100,43,3,3,100,6
NYGKK0161,SEA,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
ATLKK0158,TAM,2006,11,0,0,1,1,1,1,0,0,0,0,2,2,100,31,2,2,100,8
NORKK0165,CIN,2006,11,0,0,1,1,0,0,0,0,0,0,1,1,100,21,4,4,100,7
TAMKK0159,BUF,2006,11,0,0,0,0,0,0,1,1,0,0,1,1,100,40,3,3,100,6
ARIKK0164,NYG,2006,11,0,0,0,0,0,0,1,1,0,0,1,1,100,40,1,1,100,4
MIAKK0143,SDG,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,5,5,100,5
JACKK0160,JAC,2006,11,0,0,2,2,1,1,1,1,0,0,4,4,100,48,2,2,100,14
CHIKK0160,CHI,2006,11,0,0,1,1,0,0,0,0,0,0,1,1,100,20,1,1,100,4
NWEKK0160,NWE,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,5,5,100,5
SDGKK0161,WAS,2006,11,0,0,0,0,0,0,1,1,0,0,1,1,100,45,2,2,100,5
TENKK0160,TEN,2006,11,0,0,0,0,1,1,0,0,0,0,1,1,100,36,4,4,100,7
NYGKK0145,KAN,2006,11,0,0,0,0,1,2,0,0,0,0,1,2,50,37,2,2,100,5
BUFKK0127,GNB,2006,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,N/A,0
HOUKK0128,ARI,2006,11,0,0,0,0,1,1,0,0,0,0,1,1,100,36,2,2,100,5
OAKKK0160,OAK,2006,11,0,0,0,0,1,1,1,1,0,0,2,2,100,41,1,1,100,7
ATLKK0089,DEN,2006,11,0,0,0,0,1,1,1,1,0,0,2,2,100,42,3,3,100,9
STLKK0064,STL,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
DETKK0144,DET,2006,11,0,0,0,0,1,1,0,0,0,1,1,2,50,32,1,1,100,4
NORKK0133,CAR,2006,11,0,0,0,0,1,1,1,1,0,0,2,2,100,40,1,1,100,7
NORKK0106,NOR,2006,11,0,0,1,1,0,0,0,0,0,0,1,1,100,24,1,2,50,4
INDKK0117,BAL,2006,11,0,0,1,1,0,0,0,1,0,0,1,2,50,29,3,3,100,6
SFOKK0104,SFO,2006,11,1,1,0,1,1,2,0,0,0,0,2,4,50,39,2,2,100,8
INDKK0180,IND,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
DETKK0160,PHI,2006,11,0,0,0,0,1,1,1,1,0,0,2,2,100,42,1,1,100,7
SDGKK0106,HOU,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100,3
DALKK0045,DAL,2006,11,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,3,100,3
SFOKK0159,CLE,2006,11,0,0,1,1,1,1,0,1,0,0,2,3,66.7,35,2,2,100,8
CHIKK0144,MIA,2006,11,0,0,0,0,0,0,1,2,0,0,1,2,50,44,3,3,100,6
MINKK0143,MIN,2006,11,1,1,0,0,1,1,0,0,0,0,2,2,100,35,2,2,100,8
ATLKK0062,ATL,2006,11,0,0,1,1,0,0,0,0,0,0,1,1,100,21,1,1,100,4
SFOKK0111,PIT,2006,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
NYGKK0161,SEA,2006,12,0,0,1,1,1,1,2,2,0,0,4,4,100,45,2,2,100,14
MIAKK0143,SDG,2006,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100,3
ATLKK0158,TAM,2006,12,0,0,0,0,0,0,1,1,0,0,1,1,100,46,1,1,100,4
CLEKK0160,NOR,2006,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ARIKK0164,NYG,2006,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100,3
NORKK0165,CIN,2006,12,0,0,1,1,0,0,0,0,0,0,1,1,100,24,3,4,75,6
JACKK0160,JAC,2006,12,0,0,1,1,0,0,0,1,0,0,1,2,50,27,3,3,100,6
NYGKK0145,KAN,2006,12,0,0,3,3,1,1,0,0,0,0,4,4,100,34,1,1,100,13
CHIKK0160,CHI,2006,12,0,0,0,0,1,1,1,2,0,0,2,3,66.7,46,1,1,100,7
NWEKK0160,NWE,2006,12,0,0,0,0,0,0,0,0,1,1,1,1,100,52,2,2,100,5
SDGKK0161,WAS,2006,12,0,0,0,0,0,1,1,1,0,0,1,2,50,42,2,2,100,5
TENKK0160,TEN,2006,12,0,0,0,0,0,0,1,2,0,0,1,2,50,49,3,3,100,6
CINKK0160,NYJ,2006,12,0,0,1,1,1,1,1,1,1,1,4,4,100,54,2,2,100,14
BUFKK0127,GNB,2006,12,0,0,0,1,1,1,0,0,0,0,1,2,50,34,3,3,100,6
TAMKK0159,BUF,2006,12,0,0,1,1,0,0,1,1,0,0,2,2,100,42,3,3,100,9
HOUKK0128,ARI,2006,12,0,0,1,1,0,0,0,1,1,1,2,3,66.7,50,2,2,100,8
ATLKK0089,DEN,2006,12,0,0,0,0,1,1,0,0,0,0,1,1,100,31,1,1,100,4
STLKK0064,STL,2006,12,0,0,1,1,0,0,0,0,1,1,2,2,100,51,2,2,100,8
SFOKK0104,SFO,2006,12,0,0,1,1,0,0,0,0,0,0,1,1,100,24,2,2,100,5
DETKK0144,DET,2006,12,0,0,0,0,0,0,0,0,1,1,1,1,100,52,1,1,100,4
NORKK0133,CAR,2006,12,0,0,0,0,0,0,1,1,1,1,2,2,100,51,1,1,100,7
NORKK0106,NOR,2006,12,0,0,1,1,0,0,0,0,0,0,1,1,100,25,4,4,100,7
INDKK0117,BAL,2006,12,0,0,0,0,1,1,1,1,0,0,2,2,100,40,3,3,100,9
INDKK0180,IND,2006,12,0,0,0,0,0,0,1,1,0,0,1,1,100,44,6,6,100,9
CHIKK0144,MIA,2006,12,0,0,1,1,0,0,1,1,0,0,2,2,100,42,3,3,100,9
SDGKK0106,HOU,2006,12,0,0,0,0,0,0,1,1,0,1,1,2,50,47,0,0,N/A,3
OAKKK0160,OAK,2006,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,100,2
DETKK0160,PHI,2006,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,100,3
DALKK0045,DAL,2006,12,0,0,1,1,0,0,0,0,0,0,1,1,100,22,5,5,100,8
MINKK0143,MIN,2006,12,0,0,0,0,0,0,1,1,0,0,1,1,100,40,4,4,100,7
SFOKK0159,CLE,2006,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,N/A,0
ATLKK0062,ATL,2006,12,0,0,1,1,1,1,0,1,0,0,2,3,66.7,30,1,1,100,7
SFOKK0111,PIT,2006,13,0,0,0,0,1,2,0,0,1,1,2,3,66.7,50,2,2,100,8
NYGKK0161,SEA,2006,13,0,0,1,1,0,0,1,2,1,2,3,5,60,50,2,2,100,11
MIAKK0143,SDG,2006,13,0,0,0,0,0,1,1,1,0,0,1,2,50,42,3,3,100,6
ATLKK0158,TAM,2006,13,0,0,1,1,0,0,0,0,0,0,1,1,100,27,0,0,N/A,3
CLEKK0160,NOR,2006,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ARIKK0164,NYG,2006,13,0,0,2,2,0,0,0,0,0,0,2,2,100,23,2,2,100,8
NORKK0165,CIN,2006,13,0,0,2,2,0,0,0,1,0,0,2,3,66.7,27,1,1,100,7
JACKK0160,JAC,2006,13,0,0,0,0,0,0,1,1,0,0,1,1,100,48,3,3,100,6
NYGKK0145,KAN,2006,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100,4
PITKK0160,WAS,2006,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,100,2
NWEKK0160,NWE,2006,13,0,0,2,2,0,0,0,0,0,0,2,2,100,27,2,2,100,8
CHIKK0160,CHI,2006,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100,3
TENKK0160,TEN,2006,13,0,0,1,1,0,0,0,0,1,1,2,2,100,60,2,2,100,8
CINKK0160,NYJ,2006,13,0,0,1,1,0,0,0,0,0,0,1,1,100,24,5,5,100,8
BUFKK0127,GNB,2006,13,0,0,0,0,1,1,0,1,0,0,1,2,50,34,1,1,100,4
TAMKK0159,BUF,2006,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100,3
HOUKK0128,ARI,2006,13,0,0,2,2,0,0,0,0,0,0,2,2,100,23,4,4,100,10
ATLKK0089,DEN,2006,13,0,0,0,0,1,1,1,1,0,0,2,2,100,41,2,2,100,8
STLKK0064,STL,2006,13,0,0,1,1,1,1,0,0,0,0,2,2,100,37,2,2,100,8
SFOKK0104,SFO,2006,13,0,0,1,1,0,0,0,0,0,0,1,1,100,29,1,1,100,4
DETKK0144,DET,2006,13,0,0,2,2,1,1,1,1,0,0,4,4,100,49,1,1,100,13
NORKK0133,CAR,2006,13,0,0,0,0,0,0,1,1,0,0,1,1,100,45,3,3,100,6
NORKK0106,NOR,2006,13,1,1,0,0,1,1,0,0,0,0,2,2,100,33,4,4,100,10
INDKK0117,BAL,2006,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,100,1
INDKK0180,IND,2006,13,0,0,1,1,0,0,0,0,0,1,1,2,50,20,2,2,100,5
CHIKK0144,MIA,2006,13,0,0,0,0,0,0,1,2,0,0,1,2,50,42,1,1,100,4
SDGKK0106,HOU,2006,13,0,0,0,0,1,1,2,3,0,0,3,4,75,47,2,2,100,11
OAKKK0160,OAK,2006,13,0,0,0,1,0,1,0,0,0,1,0,3,0,0,2,2,100,2
NORKK0074,DAL,2006,13,0,0,0,0,1,1,2,3,0,0,3,4,75,46,2,2,100,11
DETKK0160,PHI,2006,13,0,0,2,2,0,0,0,0,0,0,2,2,100,28,3,3,100,9
MINKK0143,MIN,2006,13,0,0,1,1,1,1,0,0,0,0,2,2,100,30,1,1,100,7
SFOKK0159,CLE,2006,13,0,0,0,0,1,1,0,0,0,0,1,1,100,33,4,4,100,7
ATLKK0062,ATL,2006,13,0,0,0,0,1,1,0,0,0,0,1,1,100,34,3,3,100,6
SFOKK0111,PIT,2006,14,0,0,2,2,0,1,0,0,0,0,2,3,66.7,28,3,3,100,9
NYGKK0161,SEA,2006,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100,3
MIAKK0143,SDG,2006,14,0,0,0,0,2,2,0,0,0,0,2,2,100,35,6,6,100,12
ATLKK0158,TAM,2006,14,0,0,1,1,0,0,1,1,0,1,2,3,66.7,42,0,0,N/A,6
CLEKK0160,NOR,2006,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ARIKK0164,NYG,2006,14,0,0,1,1,1,1,0,0,0,0,2,2,100,32,3,3,100,9
NORKK0165,CIN,2006,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,4,75,3
JACKK0160,JAC,2006,14,0,0,0,0,1,1,2,3,0,0,3,4,75,48,5,5,100,14
NYGKK0145,KAN,2006,14,0,0,0,0,0,1,1,1,0,0,1,2,50,49,1,1,100,4
PITKK0160,WAS,2006,14,0,0,0,0,3,3,1,1,0,0,4,4,100,45,1,1,100,13
NWEKK0160,NWE,2006,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
CHIKK0160,CHI,2006,14,0,0,0,0,0,1,0,1,0,0,0,2,0,0,6,6,100,6
TENKK0160,TEN,2006,14,0,0,0,0,1,1,1,1,0,0,2,2,100,41,2,2,100,8
CINKK0160,NYJ,2006,14,0,0,0,0,2,2,0,0,0,0,2,2,100,38,1,1,100,7
BUFKK0127,GNB,2006,14,0,0,2,2,0,0,1,1,0,0,3,3,100,44,3,3,100,12
TAMKK0159,BUF,2006,14,0,0,0,0,1,1,0,0,0,0,1,1,100,34,4,4,100,7
HOUKK0128,ARI,2006,14,0,0,0,0,1,1,1,1,0,1,2,3,66.7,40,3,3,100,9
ATLKK0089,DEN,2006,14,0,0,0,0,2,2,0,0,0,0,2,2,100,34,2,2,100,8
STLKK0064,STL,2006,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,100,3
SFOKK0104,SFO,2006,14,0,0,1,1,1,1,0,0,0,0,2,2,100,36,1,1,100,7
DETKK0144,DET,2006,14,0,0,0,0,0,0,1,1,1,1,2,2,100,53,2,2,100,8
NORKK0133,CAR,2006,14,0,0,0,0,1,1,1,1,0,0,2,2,100,45,1,1,100,7
NORKK0106,NOR,2006,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,6,6,100,6
INDKK0117,BAL,2006,14,0,0,1,1,0,0,1,1,0,0,2,2,100,41,2,2,100,8
INDKK0180,IND,2006,14,0,0,0,0,0,0,1,1,0,0,1,1,100,41,2,2,100,5
CHIKK0144,MIA,2006,14,0,0,0,0,2,2,0,0,0,0,2,2,100,35,1,1,100,7
SDGKK0106,HOU,2006,14,0,0,0,0,0,0,2,2,0,0,2,2,100,49,2,2,100,8
OAKKK0160,OAK,2006,14,0,0,0,0,1,1,0,0,0,1,1,2,50,33,1,1,100,4
NORKK0074,DAL,2006,14,0,0,1,1,0,0,0,1,0,0,1,2,50,24,2,2,100,5
DETKK0160,PHI,2006,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100,3
MINKK0143,MIN,2006,14,0,0,0,0,1,1,0,0,0,0,1,1,100,30,3,3,100,6
SFOKK0159,CLE,2006,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,100,1
ATLKK0062,ATL,2006,14,0,0,1,1,0,0,0,0,0,0,1,1,100,23,2,2,100,5
SFOKK0111,PIT,2006,15,1,1,1,1,0,0,1,1,0,0,3,3,100,45,4,4,100,13
NYGKK0161,SEA,2006,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
MIAKK0143,SDG,2006,15,0,0,1,1,1,1,0,0,0,0,2,2,100,30,2,2,100,8
ATLKK0158,TAM,2006,15,0,0,0,0,0,0,1,1,0,0,1,1,100,45,4,4,100,7
CLEKK0160,NOR,2006,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ARIKK0164,NYG,2006,15,0,0,2,2,0,0,1,1,0,0,3,3,100,47,1,1,100,10
NORKK0165,CIN,2006,15,0,0,2,2,1,1,0,0,0,0,3,3,100,30,1,1,100,10
JACKK0160,JAC,2006,15,0,0,0,0,0,0,1,1,0,0,1,1,100,43,2,2,100,5
NYGKK0145,KAN,2006,15,0,0,1,1,0,0,1,1,1,1,3,3,100,52,0,0,N/A,9
PITKK0160,WAS,2006,15,0,0,1,1,2,2,0,0,0,0,3,3,100,37,1,1,100,10
NWEKK0160,NWE,2006,15,0,0,1,1,3,3,0,0,0,0,4,4,100,36,4,4,100,16
CHIKK0160,CHI,2006,15,0,0,1,1,1,2,0,0,0,0,2,3,66.7,38,4,4,100,10
TENKK0160,TEN,2006,15,0,0,1,1,0,0,0,1,0,0,1,2,50,27,3,3,100,6
CINKK0160,NYJ,2006,15,0,0,2,2,0,0,1,1,1,1,4,4,100,52,2,2,100,14
BUFKK0127,GNB,2006,15,0,0,1,1,0,0,0,0,0,0,1,1,100,24,2,2,100,5
TAMKK0159,BUF,2006,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100,3
HOUKK0128,ARI,2006,15,0,0,0,0,1,1,1,1,0,1,2,3,66.7,49,2,2,100,8
ATLKK0089,DEN,2006,15,0,0,1,1,2,2,0,0,0,0,3,3,100,30,4,4,100,13
STLKK0064,STL,2006,15,0,0,1,1,1,1,0,0,0,0,2,2,100,34,2,2,100,8
SFOKK0104,SFO,2006,15,0,0,0,0,1,1,0,0,0,0,1,1,100,39,3,3,100,6
DETKK0144,DET,2006,15,0,0,1,1,0,0,2,2,0,0,3,3,100,42,0,0,N/A,9
NORKK0133,CAR,2006,15,0,0,0,0,1,1,0,0,0,1,1,2,50,37,0,0,N/A,3
NORKK0106,NOR,2006,15,0,0,0,0,0,0,1,1,0,0,1,1,100,41,1,1,100,4
INDKK0117,BAL,2006,15,0,0,1,1,1,1,0,0,0,0,2,2,100,38,3,3,100,9
INDKK0180,IND,2006,15,0,0,0,0,1,1,1,1,0,0,2,2,100,44,4,4,100,10
CHIKK0144,MIA,2006,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
SDGKK0106,HOU,2006,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
OAKKK0160,OAK,2006,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
NORKK0074,DAL,2006,15,0,0,0,0,0,0,1,1,0,0,1,1,100,48,5,5,100,8
DETKK0160,PHI,2006,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,4,100,4
MINKK0143,MIN,2006,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,100,1
SFOKK0159,CLE,2006,15,0,0,0,0,0,0,0,1,1,1,1,2,50,51,2,2,100,5
ATLKK0062,ATL,2006,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100,4
SFOKK0111,PIT,2006,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
NYGKK0161,SEA,2006,16,0,0,0,0,1,1,0,0,0,0,1,1,100,33,2,2,100,5
MIAKK0143,SDG,2006,16,0,0,0,0,0,0,2,2,0,0,2,2,100,46,2,2,100,8
ATLKK0158,TAM,2006,16,0,0,2,2,1,1,0,0,0,0,3,3,100,37,1,2,50,10
CLEKK0160,NOR,2006,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,N/A,0
ARIKK0164,NYG,2006,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
NORKK0165,CIN,2006,16,0,0,0,0,0,0,1,1,0,0,1,1,100,46,2,2,100,5
JACKK0160,JAC,2006,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,100,3
NYGKK0145,KAN,2006,16,0,0,2,2,0,0,0,1,0,0,2,3,66.7,29,2,2,100,8
PITKK0160,WAS,2006,16,0,0,0,0,0,0,0,0,1,1,1,1,100,52,4,4,100,7
NWEKK0160,NWE,2006,16,0,0,0,0,0,0,1,2,0,0,1,2,50,48,3,3,100,6
