STATS,,,,,,,,,,,,,,,,,,,,,
PID,TID,Season,Week,K_0_19_Att,K_0_19_made,K_20_29_Att,K_20_29_made,K_30_39_Att, K_30_39_made,K_40_49_Att,K_40_49_made, K_50_Att, K_50_made,K_FGM,K_FGA,K_Pct,K_Lng,K_XPM,K_XPA,K_Pct,K_Pts
INDKK0180,IND,2008,12,0,0,1,1,1,1,0,0,1,1,3,3,100,51,2,2,100,11
CHIKK0144,SEA,2008,12,0,0,0,0,0,0,1,1,0,1,1,2,50,45,2,2,100,5
ATLKK0089,ATL,2008,12,0,0,1,1,0,0,0,0,0,0,1,1,100,23,6,6,100,9
DETKK0144,DET,2008,12,0,0,0,0,1,1,1,1,0,0,2,2,100,40,2,2,100,8
INDKK0117,BAL,2008,12,0,0,0,0,0,0,2,2,0,0,2,2,100,44,4,4,100,10
NORKK0133,CAR,2008,12,0,0,2,2,0,0,0,0,0,0,2,2,100,23,2,2,100,8
MINKK0143,MIN,2008,12,0,0,1,1,1,1,0,0,1,1,3,3,100,54,3,3,100,12
SFOKK0159,CLE,2008,12,0,0,0,0,2,3,0,0,0,0,2,3,66.7,32,0,0,N/A,6
TAMKK0159,BUF,2008,12,0,0,1,1,3,3,0,0,0,0,4,4,100,39,6,6,100,18
ARIKK0164,NYJ,2008,12,0,0,1,1,1,1,0,0,0,0,2,2,100,30,4,4,100,10
HOUKK0128,ARI,2008,12,0,0,1,1,1,1,1,1,0,1,3,4,75,44,2,2,100,11
OAKKK0160,OAK,2008,12,0,0,1,1,0,0,0,0,0,0,1,1,100,26,4,4,100,7
DETKK0160,PHI,2008,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
SDGKK0106,HOU,2008,12,0,0,0,0,3,3,0,1,0,1,3,5,60,36,1,1,100,10
NORKK0106,NYG,2008,12,0,0,1,1,2,2,0,0,0,0,3,3,100,33,4,4,100,13
TENKK0160,TEN,2008,13,0,0,0,0,0,0,4,4,0,0,4,4,100,49,5,5,100,17
CHIKK0160,CHI,2008,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
PITKK0160,WAS,2008,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,100,1
JACKK0160,JAC,2008,13,0,0,1,1,0,0,0,1,0,0,1,2,50,29,2,2,100,5
MIAKK0143,SDG,2008,13,0,0,1,1,0,0,0,1,0,0,1,2,50,28,1,1,100,4
SFOKK0111,PIT,2008,13,0,0,3,3,0,0,1,2,0,0,4,5,80,45,3,3,100,15
NYGKK0161,STL,2008,13,0,0,1,1,2,2,0,0,1,1,4,4,100,51,0,0,N/A,12
NWEKK0160,NWE,2008,13,0,0,1,2,0,0,0,0,0,0,1,2,50,29,1,1,100,4
NYJKK0159,DAL,2008,13,0,0,0,0,0,0,2,2,0,0,2,2,100,42,4,4,100,10
SEAKK0160,BAL,2008,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
TAMKK0143,KAN,2008,13,0,0,1,1,1,1,0,0,0,0,2,2,100,38,2,2,100,8
NORKK0163,NOR,2008,13,0,0,0,0,0,0,2,2,0,0,2,2,100,47,2,2,100,8
BUFKK0166,MIA,2008,13,0,0,0,0,1,1,2,2,0,0,3,3,100,47,1,1,100,10
DENKK0162,DEN,2008,13,0,0,1,1,1,1,0,0,0,0,2,2,100,35,4,4,100,10
GNBKK0160,GNB,2008,13,1,1,0,0,1,1,1,1,0,0,3,3,100,44,2,2,100,11
CARKK0160,CAR,2008,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK0158,TAM,2008,13,0,0,1,1,2,2,0,0,0,0,3,3,100,38,2,2,100,11
NORKK0165,CIN,2008,13,0,0,1,1,0,0,0,0,0,0,1,1,100,21,0,0,N/A,3
SFOKK0104,SFO,2008,13,0,0,0,0,0,0,0,0,1,1,1,1,100,50,1,1,100,4
INDKK0180,IND,2008,13,0,0,0,0,1,1,0,1,0,0,1,2,50,30,1,1,100,4
CHIKK0144,SEA,2008,13,0,0,1,1,1,1,1,1,0,0,3,3,100,44,0,0,N/A,9
ATLKK0089,ATL,2008,13,0,0,0,0,1,1,1,1,0,0,2,2,100,40,2,2,100,8
DETKK0144,DET,2008,13,0,0,0,0,0,0,0,0,1,1,1,1,100,53,1,1,100,4
INDKK0117,BAL,2008,13,0,0,2,2,0,0,0,0,0,0,2,2,100,27,4,4,100,10
NORKK0133,CAR,2008,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,5,5,100,5
MINKK0143,MIN,2008,13,0,0,2,2,0,0,0,0,0,0,2,2,100,27,4,4,100,10
SFOKK0159,CLE,2008,13,0,0,1,1,1,2,0,0,0,0,2,3,66.7,34,0,0,N/A,6
TAMKK0159,BUF,2008,13,0,0,1,2,0,0,0,1,0,0,1,3,33.3,22,0,0,N/A,3
ARIKK0164,NYJ,2008,13,0,0,0,0,1,1,0,0,0,0,1,1,100,30,2,2,100,5
HOUKK0128,ARI,2008,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
OAKKK0160,OAK,2008,13,0,0,1,1,0,0,0,0,1,1,2,2,100,51,1,1,100,7
DETKK0160,PHI,2008,13,0,0,0,0,0,0,2,2,0,0,2,2,100,42,6,6,100,12
SDGKK0106,HOU,2008,13,0,0,1,1,1,1,0,0,1,1,3,3,100,50,3,3,100,12
NORKK0106,NYG,2008,13,0,0,0,0,3,3,0,0,0,0,3,3,100,39,2,2,100,11
TENKK0160,TEN,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100,4
CHIKK0160,CHI,2008,14,0,0,1,1,2,2,0,0,0,0,3,3,100,36,2,2,100,11
PITKK0160,WAS,2008,14,0,0,0,0,0,0,1,2,0,0,1,2,50,43,1,1,100,4
JACKK0160,JAC,2008,14,0,0,0,0,0,0,1,1,0,0,1,1,100,42,1,1,100,4
MIAKK0143,SDG,2008,14,0,0,1,1,1,1,0,0,0,0,2,2,100,39,4,4,100,10
SFOKK0111,PIT,2008,14,0,0,1,1,0,0,1,2,0,0,2,3,66.7,41,2,2,100,8
NYGKK0161,STL,2008,14,0,0,0,0,0,0,0,1,1,1,1,2,50,51,1,1,100,4
NWEKK0160,NWE,2008,14,0,0,1,1,0,0,1,1,1,1,3,3,100,50,1,1,100,10
NYJKK0159,DAL,2008,14,0,0,0,0,1,1,1,1,0,0,2,2,100,44,1,1,100,7
SEAKK0160,BAL,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
TAMKK0143,KAN,2008,14,0,0,1,1,0,0,0,0,0,0,1,1,100,26,2,2,100,5
NORKK0163,NOR,2008,14,0,0,2,2,0,0,1,1,0,0,3,3,100,46,2,2,100,11
BUFKK0166,MIA,2008,14,0,0,1,1,1,1,0,1,1,1,3,4,75,50,1,1,100,10
DENKK0162,DEN,2008,14,0,0,0,0,1,1,0,1,0,0,1,2,50,33,3,3,100,6
GNBKK0160,GNB,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100,3
CARKK0160,CAR,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK0158,TAM,2008,14,0,0,1,1,0,0,0,1,0,0,1,2,50,20,2,3,66.7,5
NORKK0165,CIN,2008,14,1,1,0,0,0,0,0,0,0,0,1,1,100,19,0,0,N/A,3
SFOKK0104,SFO,2008,14,0,0,0,0,1,1,0,0,0,0,1,1,100,32,3,3,100,6
INDKK0180,IND,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,5,5,100,5
CHIKK0144,SEA,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100,3
ATLKK0089,ATL,2008,14,0,0,1,1,0,0,0,0,0,0,1,1,100,23,2,2,100,5
DETKK0144,DET,2008,14,0,0,2,2,1,1,0,0,0,0,3,3,100,39,1,1,100,10
INDKK0117,BAL,2008,14,0,0,0,0,1,1,0,0,0,0,1,1,100,32,3,3,100,6
NORKK0133,CAR,2008,14,0,0,0,0,1,1,0,0,0,0,1,1,100,33,5,5,100,8
MINKK0143,MIN,2008,14,0,0,0,0,1,1,0,0,1,1,2,2,100,50,2,2,100,8
SFOKK0159,CLE,2008,14,0,0,0,0,1,1,2,3,0,0,3,4,75,47,0,0,N/A,9
TAMKK0159,BUF,2008,14,0,0,0,0,0,0,1,1,0,0,1,1,100,40,0,0,N/A,3
ARIKK0164,NYJ,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
HOUKK0128,ARI,2008,14,0,0,1,1,0,0,1,1,0,0,2,2,100,44,4,4,100,10
OAKKK0160,OAK,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
DETKK0160,PHI,2008,14,0,0,0,0,1,3,0,0,1,1,2,4,50,51,2,2,100,8
SDGKK0106,HOU,2008,14,0,0,0,0,1,1,2,3,0,0,3,4,75,41,1,1,100,10
NORKK0106,NYG,2008,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,100,2
TENKK0160,TEN,2008,15,0,0,2,2,1,1,0,0,1,1,4,4,100,51,0,0,N/A,12
CHIKK0160,CHI,2008,15,0,0,1,1,1,1,0,0,0,0,2,2,100,35,3,3,100,9
PITKK0160,WAS,2008,15,0,0,1,1,1,1,0,0,0,0,2,2,100,36,1,1,100,7
JACKK0160,JAC,2008,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,100,2
MIAKK0143,SDG,2008,15,0,0,0,0,1,1,0,0,0,0,1,1,100,32,1,1,100,4
SFOKK0111,PIT,2008,15,0,0,0,0,2,2,0,0,0,0,2,2,100,31,1,1,100,7
NYGKK0161,STL,2008,15,0,0,0,0,1,1,1,1,0,0,2,2,100,48,2,2,100,8
NWEKK0160,NWE,2008,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,7,7,100,7
NYJKK0159,DAL,2008,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
SEAKK0160,BAL,2008,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
TAMKK0143,KAN,2008,15,0,0,0,0,0,1,0,0,0,1,0,2,0,0,3,3,100,3
NORKK0163,NOR,2008,15,0,0,0,0,1,1,0,0,0,0,1,1,100,30,3,3,100,6
BUFKK0166,MIA,2008,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,100,2
DENKK0162,DEN,2008,15,0,0,0,0,0,0,1,2,0,0,1,2,50,43,1,1,100,4
GNBKK0160,GNB,2008,15,0,0,2,2,1,1,0,0,0,0,3,3,100,38,1,1,100,10
CARKK0160,CAR,2008,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK0158,TAM,2008,15,0,0,0,0,1,1,0,0,0,1,1,2,50,38,1,1,100,4
NORKK0165,CIN,2008,15,0,0,0,0,1,1,1,1,0,0,2,2,100,45,2,2,100,8
SFOKK0104,SFO,2008,15,0,0,2,2,1,1,0,0,0,0,3,3,100,38,0,0,N/A,9
INDKK0180,IND,2008,15,0,0,0,0,1,1,0,0,0,0,1,1,100,31,4,4,100,7
CHIKK0144,SEA,2008,15,0,0,2,2,0,0,0,0,1,1,3,3,100,50,2,2,100,11
ATLKK0089,ATL,2008,15,0,0,1,1,1,1,0,0,0,0,2,2,100,34,1,1,100,7
DETKK0144,DET,2008,15,0,0,0,0,1,1,0,0,1,1,2,2,100,51,1,1,100,7
INDKK0117,BAL,2008,15,0,0,3,3,0,0,0,0,0,0,3,3,100,28,0,0,N/A,9
NORKK0133,CAR,2008,15,0,0,0,0,1,1,2,2,0,0,3,3,100,44,3,3,100,12
MINKK0143,MIN,2008,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,5,100,5
SFOKK0159,CLE,2008,15,0,0,1,1,0,0,0,0,0,0,1,1,100,27,1,1,100,4
TAMKK0159,BUF,2008,15,0,0,0,0,1,1,1,1,0,0,2,2,100,48,3,3,100,9
ARIKK0164,NYJ,2008,15,0,0,0,0,1,1,0,0,0,0,1,1,100,31,4,4,100,7
HOUKK0128,ARI,2008,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
OAKKK0160,OAK,2008,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,3,66.7,2
DETKK0160,PHI,2008,15,0,0,1,1,2,2,0,0,0,0,3,3,100,34,3,3,100,12
SDGKK0106,HOU,2008,15,0,0,1,2,1,1,0,0,0,0,2,3,66.7,32,1,1,100,7
NORKK0106,NYG,2008,15,0,0,0,0,1,1,1,1,0,0,2,2,100,47,0,0,N/A,6
TENKK0160,TEN,2008,16,0,0,0,0,0,0,1,1,0,0,1,1,100,42,4,4,100,7
CHIKK0160,CHI,2008,16,0,0,0,0,2,2,0,0,0,0,2,2,100,38,2,2,100,8
PITKK0160,WAS,2008,16,0,0,0,0,1,1,0,0,0,1,1,2,50,33,1,1,100,4
JACKK0160,JAC,2008,16,0,0,0,0,0,0,1,1,0,0,1,1,100,44,3,3,100,6
MIAKK0143,SDG,2008,16,0,0,1,1,0,0,0,0,1,1,2,2,100,57,5,5,100,11
SFOKK0111,PIT,2008,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,100,2
NYGKK0161,STL,2008,16,0,0,1,1,1,1,1,1,0,0,3,3,100,43,1,1,100,10
NWEKK0160,NWE,2008,16,0,0,1,1,3,3,0,0,0,0,4,4,100,38,5,5,100,17
NYJKK0159,DAL,2008,16,0,0,0,0,1,1,0,0,0,0,1,1,100,35,3,3,100,6
TAMKK0143,KAN,2008,16,0,0,1,1,0,0,0,0,0,0,1,1,100,27,4,4,100,7
NORKK0163,NOR,2008,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,6,6,100,6
BUFKK0166,MIA,2008,16,0,0,0,0,1,1,0,0,0,0,1,1,100,34,5,5,100,8
DENKK0162,DEN,2008,16,0,0,1,1,1,1,1,1,0,1,3,4,75,43,2,2,100,11
GNBKK0160,GNB,2008,16,0,0,1,1,0,1,0,1,0,0,1,3,33.3,28,2,2,100,5
CARKK0160,CAR,2008,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK0158,TAM,2008,16,0,0,0,0,0,0,1,1,0,0,1,1,100,49,3,3,100,6
NORKK0165,CIN,2008,16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,100,2
SFOKK0104,SFO,2008,16,0,0,0,0,0,0,1,1,0,0,1,1,100,48,2,2,100,5
INDKK0180,IND,2008,16,0,0,0,0,0,1,1,1,0,0,1,2,50,45,4,4,100,7
CHIKK0144,SEA,2008,16,0,0,0,0,2,2,0,0,0,0,2,2,100,38,1,1,100,7
ATLKK0089,ATL,2008,16,0,0,1,1,0,0,0,0,0,0,1,1,100,22,3,3,100,6
DETKK0144,DET,2008,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
INDKK0117,BAL,2008,16,0,0,2,2,2,2,0,0,0,0,4,4,100,37,3,3,100,15
NORKK0133,CAR,2008,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,4,100,4
MINKK0143,MIN,2008,16,0,0,1,1,0,0,0,0,0,0,1,1,100,29,2,2,100,5
SFOKK0159,CLE,2008,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
TAMKK0159,BUF,2008,16,0,0,1,1,1,1,1,1,0,0,3,3,100,49,3,3,100,12
ARIKK0164,NYJ,2008,16,0,0,1,1,0,0,0,0,0,0,1,1,100,20,0,0,N/A,3
HOUKK0128,ARI,2008,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
OAKKK0160,OAK,2008,16,0,0,0,0,2,2,0,0,0,0,2,2,100,33,3,3,100,9
DETKK0160,PHI,2008,16,0,0,1,1,0,0,0,0,0,0,1,1,100,22,0,0,N/A,3
SDGKK0106,HOU,2008,16,0,0,1,1,0,0,1,1,1,1,3,3,100,53,1,1,100,10
NORKK0106,NYG,2008,16,0,0,0,0,2,2,0,0,0,0,2,2,100,35,2,2,100,8
TENKK0160,TEN,2008,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,N/A,0
CHIKK0160,CHI,2008,17,0,0,0,0,1,1,0,0,0,0,1,1,100,37,3,3,100,6
PITKK0160,WAS,2008,17,0,0,0,0,0,0,1,1,0,0,1,1,100,41,3,3,100,6
JACKK0160,JAC,2008,17,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
MIAKK0143,SDG,2008,17,0,0,1,1,0,0,0,0,0,0,1,1,100,28,7,7,100,10
SFOKK0111,PIT,2008,17,0,0,1,1,0,0,0,0,0,0,1,1,100,22,4,4,100,7
NYGKK0161,STL,2008,17,0,0,1,1,1,1,0,0,0,0,2,2,100,31,3,3,100,9
NWEKK0160,NWE,2008,17,0,0,1,2,1,1,0,0,0,0,2,3,66.7,33,1,1,100,7
NYJKK0159,DAL,2008,17,0,0,0,0,1,1,1,1,0,0,2,2,100,42,0,0,N/A,6
SEAKK0160,BAL,2008,17,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
TAMKK0143,KAN,2008,17,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
NORKK0163,NOR,2008,17,0,0,1,1,0,0,0,0,0,0,1,1,100,21,4,4,100,7
BUFKK0166,MIA,2008,17,0,0,0,0,0,0,1,1,0,0,1,1,100,48,3,3,100,6
DENKK0162,DEN,2008,17,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,2,50,1
GNBKK0160,GNB,2008,17,0,0,0,0,1,1,0,0,0,1,1,2,50,36,4,4,100,7
CARKK0160,CAR,2008,17,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK0158,TAM,2008,17,0,0,1,1,0,0,0,0,0,0,1,1,100,29,3,3,100,6
NORKK0165,CIN,2008,17,0,0,0,0,2,2,1,1,0,0,3,3,100,43,1,1,100,10
SFOKK0104,SFO,2008,17,0,0,0,0,2,2,0,1,0,0,2,3,66.7,39,3,3,100,9
INDKK0180,IND,2008,17,0,0,2,2,1,1,0,0,0,0,3,3,100,38,2,2,100,11
CHIKK0144,SEA,2008,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,100,3
ATLKK0089,ATL,2008,17,0,0,0,0,1,1,0,0,0,0,1,1,100,39,4,4,100,7
DETKK0144,DET,2008,17,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,3,3,100,3
INDKK0117,BAL,2008,17,0,0,0,0,1,1,1,2,0,0,2,3,66.7,41,3,3,100,9
NORKK0133,CAR,2008,17,0,0,1,1,1,1,2,3,0,0,4,5,80,45,3,3,100,15
MINKK0143,MIN,2008,17,0,0,0,0,0,0,1,1,1,1,2,2,100,50,2,2,100,8
SFOKK0159,CLE,2008,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,N/A,0
TAMKK0159,BUF,2008,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,N/A,0
ARIKK0164,NYJ,2008,17,0,0,1,1,0,0,0,0,0,0,1,1,100,28,0,0,N/A,3
HOUKK0128,ARI,2008,17,0,0,1,1,1,1,0,0,0,0,2,2,100,32,4,4,100,10
OAKKK0160,OAK,2008,17,0,0,1,1,0,0,0,0,0,0,1,1,100,25,4,4,100,7
DETKK0160,PHI,2008,17,0,0,0,0,0,0,2,3,1,1,3,4,75,50,5,5,100,14
SDGKK0106,HOU,2008,17,0,0,1,1,0,0,0,0,0,0,1,1,100,22,4,4,100,7
NORKK0106,NYG,2008,17,0,0,1,1,1,1,1,2,1,1,4,5,80,51,1,1,100,13
CHIKK0160,CHI,2009,1,0,0,1,1,0,0,1,1,0,0,2,2,100,47,1,1,100,7
PITKK0160,WAS,2009,1,0,0,1,1,0,0,0,0,0,0,1,1,100,27,2,2,100,5
NWEKK0160,NWE,2009,1,0,0,2,2,0,0,0,1,0,0,2,3,66.7,28,1,1,100,7
TENKK0160,TEN,2009,1,0,0,0,0,0,2,1,1,0,0,1,3,33.3,45,1,1,100,4
CINKK0160,TAM,2009,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,3,3,100,3
JACKK0160,JAC,2009,1,0,0,1,1,0,0,1,1,0,1,2,3,66.7,46,0,0,N/A,6
NYGKK0145,NYG,2009,1,0,0,2,2,0,0,1,1,0,0,3,3,100,45,2,2,100,11
NYJKK0159,DAL,2009,1,0,0,1,1,0,0,0,0,1,1,2,2,100,51,4,4,100,10
GNBKK0160,GNB,2009,1,0,0,0,0,1,1,0,1,1,1,2,3,66.7,52,1,1,100,7
DALKK0142,DAL,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
KANKK0160,KAN,2009,1,0,0,0,0,0,0,0,0,1,1,1,1,100,53,3,3,100,6
SFOKK0106,IND,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
SEAKK0160,BAL,2009,1,0,0,0,0,0,0,1,2,0,0,1,2,50,44,5,5,100,8
BUFKK0166,MIA,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
CARKK0160,CAR,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
DENKK0162,DEN,2009,1,0,0,0,0,0,0,1,1,1,1,2,2,100,50,0,0,N/A,6
MIAKK0143,SDG,2009,1,0,0,0,0,0,0,1,1,0,0,1,1,100,47,3,3,100,6
NYGKK0161,STL,2009,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,N/A,0
INDKK0180,IND,2009,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,100,2
CHIKK0144,SEA,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100,4
MINKK0143,MIN,2009,1,0,0,1,1,1,1,0,0,0,0,2,2,100,37,4,4,100,10
SFOKK0104,SFO,2009,1,0,0,0,0,1,1,0,0,1,1,2,2,100,50,2,2,100,8
ATLKK0089,ATL,2009,1,0,0,0,0,1,2,0,1,1,1,2,4,50,50,1,2,50,7
NORKK0133,CAR,2009,1,0,0,1,1,0,0,0,0,0,0,1,1,100,22,1,1,100,4
DETKK0144,DET,2009,1,0,0,1,1,0,0,1,1,0,0,2,2,100,47,3,3,100,9
SFOKK0159,CLE,2009,1,0,0,1,1,1,1,0,0,0,0,2,2,100,37,2,2,100,8
DETKK0160,PHI,2009,1,0,0,0,0,0,0,1,1,0,1,1,2,50,49,5,5,100,8
ARIKK0164,NYJ,2009,1,0,0,1,1,0,0,0,0,0,0,1,1,100,24,3,3,100,6
NORKK0165,CIN,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
SFOKK0111,PIT,2009,1,0,0,0,0,2,2,0,0,0,0,2,2,100,33,1,1,100,7
TAMKK0159,BUF,2009,1,0,0,0,0,0,0,1,1,0,0,1,1,100,40,3,3,100,6
HOUKK0128,ARI,2009,1,0,0,1,1,0,0,2,2,0,0,3,3,100,44,1,1,100,10
SDGKK0106,HOU,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
OAKKK0160,OAK,2009,1,0,0,0,0,2,2,0,0,0,0,2,2,100,37,2,2,100,8
NORKK0106,NOR,2009,1,0,0,0,0,1,2,0,0,0,0,1,2,50,39,6,6,100,9
TENKK0160,TEN,2009,2,0,0,0,0,0,0,1,1,0,0,1,1,100,40,4,4,100,7
CHIKK0160,CHI,2009,2,0,0,0,0,0,0,1,1,0,0,1,1,100,44,2,2,100,5
PITKK0160,WAS,2009,2,0,0,3,3,0,0,0,0,0,0,3,3,100,28,0,0,N/A,9
CINKK0160,TAM,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
NYGKK0145,NYG,2009,2,0,0,1,2,3,3,0,0,0,0,4,5,80,37,3,3,100,15
MIAKK0143,SDG,2009,2,0,0,4,4,0,0,0,0,0,0,4,4,100,29,2,2,100,14
JACKK0160,JAC,2009,2,0,0,0,0,1,1,0,1,0,0,1,2,50,30,2,2,100,5
NWEKK0160,NWE,2009,2,0,0,2,2,0,0,1,1,0,0,3,3,100,45,0,0,N/A,9
NYJKK0159,DAL,2009,2,0,0,0,0,0,0,1,1,0,0,1,1,100,47,4,4,100,7
SEAKK0160,BAL,2009,2,0,0,0,0,1,1,0,0,0,0,1,1,100,33,4,4,100,7
DALKK0142,DAL,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
KANKK0160,KAN,2009,2,0,0,1,1,0,0,0,0,0,0,1,1,100,23,1,1,100,4
BUFKK0166,MIA,2009,2,0,0,0,0,0,0,3,4,0,0,3,4,75,45,2,2,100,11
DENKK0162,DEN,2009,2,0,0,1,1,1,3,0,0,0,0,2,4,50,38,3,3,100,9
GNBKK0160,GNB,2009,2,0,0,0,0,0,0,1,1,0,1,1,2,50,45,3,3,100,6
CARKK0160,CAR,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
NYGKK0161,STL,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,1,1,100,1
SFOKK0111,PIT,2009,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,2,100,2
INDKK0180,IND,2009,2,0,0,0,0,0,0,2,2,0,0,2,2,100,48,3,3,100,9
CHIKK0144,SEA,2009,2,0,0,0,0,1,1,0,0,0,0,1,1,100,36,1,1,100,4
MINKK0143,MIN,2009,2,0,0,1,1,0,0,1,1,0,0,2,2,100,46,3,3,100,9
SFOKK0104,SFO,2009,2,0,0,0,0,2,2,1,1,0,0,3,3,100,42,2,2,100,11
ATLKK0089,ATL,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,4,4,100,4
NORKK0133,CAR,2009,2,0,0,0,0,1,1,0,0,1,1,2,2,100,50,2,2,100,8
DETKK0144,DET,2009,2,0,0,0,0,1,1,1,1,0,0,2,2,100,48,1,1,100,7
SFOKK0159,CLE,2009,2,0,0,1,1,0,0,1,1,0,0,2,2,100,47,0,0,N/A,6
DETKK0160,PHI,2009,2,0,0,1,1,1,1,0,0,0,0,2,2,100,32,2,2,100,8
ARIKK0164,NYJ,2009,2,0,0,1,1,2,2,0,0,0,0,3,3,100,39,1,1,100,10
NORKK0165,CIN,2009,2,0,0,0,0,0,0,1,1,0,0,1,1,100,40,4,4,100,7
TAMKK0159,BUF,2009,2,0,0,2,2,1,1,1,1,0,0,4,4,100,43,3,3,100,15
HOUKK0128,ARI,2009,2,0,0,0,0,0,0,1,2,0,0,1,2,50,45,4,4,100,7
SDGKK0106,HOU,2009,2,0,0,1,1,1,1,0,0,0,0,2,2,100,38,4,4,100,10
OAKKK0160,OAK,2009,2,0,0,0,0,0,0,1,1,1,1,2,2,100,54,1,1,100,7
NORKK0106,NOR,2009,2,0,0,2,2,0,0,0,0,0,0,2,2,100,25,6,6,100,12
TENKK0160,TEN,2009,3,0,0,0,0,1,1,0,0,0,0,1,1,100,38,2,2,100,5
CHIKK0160,CHI,2009,3,0,0,0,0,1,1,0,0,0,1,1,2,50,37,2,2,100,5
PITKK0160,WAS,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,2,2,100,2
CINKK0160,TAM,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
NYGKK0145,NYG,2009,3,0,0,1,2,0,0,0,0,0,0,1,2,50,26,3,3,100,6
