STATS,,,,,,,,,,,,,,,,,,,,,
PID,TID,Season,Week,Rec,rec_Tgt,rec_Yds,rec_YPR,rec_Lng,rec_TD,KR,KR_Yds,KR_Avg,KR_Long,KR_TD,PR,PR_Yds,PR_Avg,PR_Long,PR_TD,Fum,FumLOST
KANWR0498,CHI,2006,2,1,N/A,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0495,PHI,2006,2,1,N/A,23,23,23,1,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0735,HOU,2006,2,4,N/A,56,14,19,1,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0480,CIN,2006,2,5,N/A,77,15.4,22,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0699,OAK,2006,2,2,N/A,32,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0650,PIT,2006,2,2,N/A,29,14.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0588,BAL,2006,2,5,N/A,46,9.2,15,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0462,TAM,2006,2,6,N/A,53,8.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0642,DAL,2006,2,3,N/A,19,6.3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0322,OAK,2006,2,3,N/A,45,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0455,STL,2006,2,5,N/A,30,6,16,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR0746,GNB,2006,2,8,N/A,153,19.1,48,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0715,NYG,2006,2,6,N/A,114,19,31,1,0,0,0,0,0,0,0,0,0,0,1,0
SDGWR0290,SDG,2006,2,1,N/A,25,25,25,0,0,0,N/A,0,0,3,34,11.3,25,0,0,0
ATLWR0486,MIA,2006,2,3,N/A,33,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR0375,BUF,2006,2,2,N/A,12,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0356,NOR,2006,2,5,N/A,88,17.6,57,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0384,KAN,2006,2,2,N/A,39,19.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0341,DEN,2006,2,2,N/A,16,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0307,CAR,2006,2,5,N/A,106,21.2,40,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0534,TAM,2006,2,9,N/A,161,17.9,55,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0504,STL,2006,2,5,N/A,77,15.4,24,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0426,NWE,2006,2,4,N/A,51,12.8,15,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
TENWR0410,HOU,2006,2,4,N/A,59,14.8,29,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0473,CHI,2006,2,4,N/A,59,14.8,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR0442,NYG,2006,2,12,N/A,137,11.4,37,2,0,0,0,0,0,0,0,0,0,0,0,0
DALWR0339,DAL,2006,2,6,N/A,94,15.7,40,1,0,0,0,0,0,0,0,0,0,0,0,0
INDWR0453,IND,2006,2,7,N/A,127,18.1,26,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0460,SEA,2006,2,4,N/A,51,12.8,25,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0450,MIN,2006,2,3,N/A,65,21.7,36,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR0652,IND,2006,2,1,N/A,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR0514,BUF,2006,2,4,N/A,39,9.8,19,1,0,0,0,0,0,0,0,0,0,0,0,0
NORCB0028,NYG,2006,2,1,N/A,22,22,22,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
DETWR0575,CLE,2006,2,3,N/A,18,6,7,0,0,0,N/A,0,0,2,8,4,9,0,0,0
OAKWR0423,ATL,2006,2,3,N/A,22,7.3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0704,PHI,2006,2,5,N/A,81,16.2,33,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0386,NWE,2006,2,2,N/A,14,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0588,WAS,2006,2,2,N/A,8,4,5,0,0,0,N/A,0,0,5,47,9.4,14,0,0,0
TENWR0306,TEN,2006,2,2,N/A,27,13.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0393,DET,2006,2,1,N/A,8,8,8,0,4,66,16.5,24,0,1,5,5,5,0,0,0
OAKWR0432,OAK,2006,2,2,N/A,31,15.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0411,MIA,2006,2,1,N/A,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0503,SFO,2006,2,4,N/A,131,32.8,72,1,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0497,TEN,2006,2,3,N/A,45,15,18,1,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0442,DEN,2006,2,5,N/A,79,15.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0447,ARI,2006,2,2,N/A,10,5,5,0,0,0,N/A,0,0,4,29,7.3,16,0,0,0
SFOWR0391,SFO,2006,2,1,N/A,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0426,PIT,2006,2,1,N/A,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0456,SEA,2006,2,5,N/A,127,25.4,49,1,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0586,NYJ,2006,2,6,N/A,100,16.7,46,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0787,WAS,2006,2,4,N/A,69,17.3,24,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0524,KAN,2006,2,1,N/A,6,6,6,0,2,59,29.5,32,0,5,72,14.4,21,0,0,0
INDWR0704,IND,2006,2,6,N/A,135,22.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0557,MIA,2006,2,4,N/A,55,13.8,26,1,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0457,NYJ,2006,2,4,N/A,51,12.8,23,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0659,CIN,2006,2,6,N/A,78,13,18,1,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0475,GNB,2006,2,1,N/A,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0342,JAC,2006,2,0,0,0,0,0,0,0,0,N/A,0,0,2,8,4,4,0,0,0
NORWR0821,NOR,2006,2,0,0,0,0,0,0,0,0,N/A,0,0,2,28,14,25,0,0,0
CHIWR0793,CHI,2006,2,0,0,0,0,0,0,0,0,N/A,0,0,4,12,3,12,0,0,0
TENWR0477,TAM,2006,2,0,0,0,0,0,0,0,0,N/A,0,0,1,10,10,10,0,0,0
SEAWR0450,GNB,2006,2,0,0,0,0,0,0,4,73,18.3,21,0,0,0,N/A,0,0,0,0
INDWR0352,IND,2006,2,0,0,0,0,0,0,4,84,21,25,0,3,18,6,11,0,0,0
KANWR0503,TEN,2006,2,0,0,0,0,0,0,5,123,24.6,27,0,0,0,N/A,0,0,0,0
STLWR0421,SEA,2006,2,0,0,0,0,0,0,1,17,17,17,0,0,0,N/A,0,0,0,0
CLEWR0531,DET,2006,3,3,N/A,38,12.7,25,0,1,23,23,23,0,0,0,N/A,0,0,0,0
BALWR0430,NYG,2006,3,5,N/A,72,14.4,33,1,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0612,SFO,2006,3,3,N/A,28,9.3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0339,DEN,2006,3,2,N/A,36,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0629,PHI,2006,3,2,N/A,31,15.5,18,0,1,28,28,28,0,0,0,N/A,0,0,1,1
ARIWR0807,ARI,2006,3,6,N/A,65,10.8,16,1,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR0559,TAM,2006,3,1,N/A,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR0527,BUF,2006,3,8,N/A,107,13.4,27,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0402,JAC,2006,3,2,N/A,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
CINSS0700,DET,2006,3,7,N/A,138,19.7,42,1,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0333,NWE,2006,3,6,N/A,65,10.8,18,1,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0503,TEN,2006,3,2,N/A,17,8.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0749,ARI,2006,3,10,N/A,129,12.9,34,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0426,NWE,2006,3,4,N/A,41,10.3,23,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
HOUWR0735,HOU,2006,3,11,N/A,152,13.8,53,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0393,DET,2006,3,0,N/A,0,N/A,0,0,5,117,23.4,44,0,4,26,6.5,13,0,1,0
DETWR0793,SEA,2006,3,4,N/A,42,10.5,15,1,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR0567,STL,2006,3,1,N/A,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0716,WAS,2006,3,2,N/A,20,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0506,STL,2006,3,2,N/A,16,8,9,0,0,0,N/A,0,0,2,14,7,14,0,1,1
SEAWR0411,MIN,2006,3,2,N/A,21,10.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0752,ATL,2006,3,2,N/A,23,11.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0756,NOR,2006,3,2,N/A,15,7.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0769,PIT,2006,3,1,N/A,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0721,CLE,2006,3,1,N/A,6,6,6,0,2,48,24,27,0,0,0,N/A,0,0,1,1
DETWR0654,CHI,2006,3,3,N/A,48,16,24,1,4,116,29,35,0,0,0,N/A,0,0,0,0
WASWR0555,TEN,2006,3,1,N/A,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR0300,NYG,2006,3,2,N/A,22,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0742,PIT,2006,3,3,N/A,30,10,14,0,1,26,26,26,0,1,14,14,14,0,0,0
MINWR0575,PHI,2006,3,1,N/A,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0820,NOR,2006,3,7,N/A,97,13.9,29,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0822,GNB,2006,3,3,N/A,101,33.7,75,1,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0557,CIN,2006,3,5,N/A,69,13.8,21,2,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0716,BUF,2006,3,4,N/A,104,26,51,1,0,0,N/A,0,0,2,8,4,7,0,0,0
CARWR0367,CAR,2006,3,1,N/A,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0771,NYJ,2006,3,3,N/A,33,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0651,CHI,2006,3,6,N/A,70,11.7,21,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0590,CAR,2006,3,1,N/A,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0769,MIA,2006,3,5,N/A,59,11.8,19,0,2,42,21,23,0,2,2,1,10,0,1,1
NYJWR0676,CLE,2006,3,5,N/A,116,23.2,58,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0495,PHI,2006,3,5,N/A,106,21.2,50,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0717,BAL,2006,3,8,N/A,74,9.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0409,MIN,2006,3,4,N/A,39,9.8,19,0,2,43,21.5,31,0,0,0,N/A,0,0,0,0
TENWR0306,TEN,2006,3,2,N/A,47,23.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0604,ARI,2006,3,1,N/A,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0650,PIT,2006,3,2,N/A,17,8.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0345,DET,2006,3,2,N/A,14,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0471,WAS,2006,3,1,N/A,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0588,BAL,2006,3,7,N/A,132,18.9,38,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0377,NYJ,2006,3,1,N/A,5,5,5,0,0,0,N/A,0,0,2,19,9.5,17,0,0,0
JACWR0455,STL,2006,3,8,N/A,120,15,42,1,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0715,NYG,2006,3,1,N/A,23,23,23,0,0,0,0,0,0,0,0,0,0,0,1,1
GNBWR0746,GNB,2006,3,3,N/A,20,6.7,8,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0486,MIA,2006,3,2,N/A,36,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0715,SEA,2006,3,2,N/A,23,11.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0462,TAM,2006,3,1,N/A,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0356,NOR,2006,3,3,N/A,47,15.7,19,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0307,CAR,2006,3,7,N/A,97,13.9,31,1,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0341,DEN,2006,3,6,N/A,44,7.3,11,0,0,0,N/A,0,0,1,2,2,2,0,0,0
WASWR0534,TAM,2006,3,1,N/A,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0504,STL,2006,3,3,N/A,79,26.3,45,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0410,HOU,2006,3,4,N/A,27,6.8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0473,CHI,2006,3,9,N/A,118,13.1,24,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR0442,NYG,2006,3,3,N/A,29,9.7,13,1,0,0,0,0,0,0,0,0,0,0,0,0
INDWR0453,IND,2006,3,6,N/A,94,15.7,38,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0460,SEA,2006,3,5,N/A,62,12.4,22,1,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0450,MIN,2006,3,6,N/A,82,13.7,36,0,0,0,0,0,0,0,0,0,0,0,1,1
BUFWR0375,BUF,2006,3,3,N/A,49,16.3,20,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0442,DEN,2006,3,3,N/A,130,43.3,83,2,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0575,CLE,2006,3,3,N/A,32,10.7,27,0,0,0,N/A,0,0,2,14,7,9,0,0,0
STLWR0497,TEN,2006,3,5,N/A,84,16.8,36,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0612,CIN,2006,3,9,N/A,94,10.4,30,2,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR0514,BUF,2006,3,4,N/A,45,11.3,31,0,0,0,0,0,0,0,0,0,0,0,0,0
NORCB0028,NYG,2006,3,3,N/A,43,14.3,25,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0503,SFO,2006,3,4,N/A,36,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0588,WAS,2006,3,3,N/A,34,11.3,23,1,0,0,N/A,0,0,1,4,4,4,0,0,0
WASWR0386,NWE,2006,3,3,N/A,46,15.3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0426,PIT,2006,3,3,N/A,73,24.3,36,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0423,ATL,2006,3,1,N/A,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0450,GNB,2006,3,1,N/A,24,24,24,0,3,84,28,31,0,0,0,N/A,0,0,0,0
SFOWR0391,SFO,2006,3,1,N/A,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0456,SEA,2006,3,7,N/A,57,8.1,13,2,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0713,CAR,2006,3,7,N/A,112,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0787,WAS,2006,3,6,N/A,50,8.3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0586,NYJ,2006,3,10,N/A,78,7.8,16,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR0704,IND,2006,3,4,N/A,82,20.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0475,GNB,2006,3,2,N/A,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0557,MIA,2006,3,4,N/A,39,9.8,16,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0659,CIN,2006,3,1,N/A,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0821,NOR,2006,3,0,0,0,0,0,0,0,0,N/A,0,0,1,11,11,11,0,0,0
CHIWR0793,CHI,2006,3,0,0,0,0,0,0,1,13,13,13,0,3,12,4,6,0,0,0
DALLB0770,SFO,2006,3,0,0,0,0,0,0,4,85,21.3,29,0,3,12,4,6,0,0,0
TENWR0477,TAM,2006,3,0,0,0,0,0,0,0,0,N/A,0,0,1,1,1,1,0,0,0
DETWR0447,ARI,2006,3,0,0,0,0,0,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
CARWR0302,CAR,2006,3,0,0,0,0,0,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
INDWR0352,IND,2006,3,0,0,0,0,0,0,2,30,15,18,0,3,82,27.3,82,1,0,0
DENWR0343,DEN,2006,3,0,0,0,0,0,0,1,12,12,12,0,0,0,N/A,0,0,0,0
STLWR0421,SEA,2006,3,0,0,0,0,0,0,4,108,27,31,0,0,0,N/A,0,0,0,0
OAKWR0432,OAK,2006,4,3,N/A,27,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR0807,ARI,2006,4,4,N/A,71,17.8,46,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0278,HOU,2006,4,1,N/A,7,7,7,0,2,71,35.5,41,0,0,0,N/A,0,0,0,0
CLEWR0531,DET,2006,4,8,N/A,82,10.3,22,2,0,0,0,0,0,0,0,0,0,0,0,0
CINSS0700,DET,2006,4,9,N/A,139,15.4,28,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0629,PHI,2006,4,2,N/A,75,37.5,45,2,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0402,JAC,2006,4,4,N/A,94,23.5,35,2,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0651,CHI,2006,4,3,N/A,108,36,46,1,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0752,ATL,2006,4,3,N/A,28,9.3,19,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR0527,BUF,2006,4,7,N/A,92,13.1,23,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0671,HOU,2006,4,3,N/A,25,8.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0333,NWE,2006,4,4,N/A,57,14.3,25,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0793,SEA,2006,4,1,N/A,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0504,STL,2006,4,7,N/A,100,14.3,33,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0749,ARI,2006,4,4,N/A,42,10.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0735,HOU,2006,4,9,N/A,101,11.2,30,1,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR0567,STL,2006,4,2,N/A,25,12.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0411,MIN,2006,4,1,N/A,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0392,KAN,2006,4,2,N/A,9,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0503,TEN,2006,4,3,N/A,45,15,24,0,4,87,21.8,32,0,0,0,N/A,0,0,1,0
NWEWR0716,WAS,2006,4,3,N/A,49,16.3,33,0,0,0,0,0,0,0,0,0,0,0,1,1
PITWR0612,SFO,2006,4,3,N/A,34,11.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0771,NYJ,2006,4,3,N/A,65,21.7,33,1,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0454,NWE,2006,4,2,N/A,9,4.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0821,NOR,2006,4,1,N/A,10,10,10,0,0,0,N/A,0,0,2,3,1.5,4,0,0,0
SFOWR0514,TEN,2006,4,2,N/A,18,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0780,SDG,2006,4,1,N/A,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0822,GNB,2006,4,5,N/A,86,17.2,30,0,0,0,0,0,0,0,0,0,0,0,1,0
CHIWR0793,CHI,2006,4,0,N/A,0,N/A,0,0,0,0,N/A,0,0,5,45,9,26,0,3,0
MINWR0575,PHI,2006,4,2,N/A,27,13.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0820,NOR,2006,4,5,N/A,132,26.4,86,1,0,0,0,0,0,0,0,0,0,0,0,0
BALWR0433,BAL,2006,4,1,N/A,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0748,NYJ,2006,4,1,N/A,-4,-4,-1,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
TAMWR0716,BUF,2006,4,3,N/A,25,8.3,16,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
PHIWR0495,PHI,2006,4,3,N/A,63,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0612,SDG,2006,4,1,N/A,31,31,31,1,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0687,NOR,2006,4,2,N/A,30,15,15,0,1,17,17,17,0,0,0,N/A,0,0,0,0
DENWR0769,MIA,2006,4,4,N/A,55,13.8,29,0,2,53,26.5,28,0,1,11,11,11,0,0,0
CARWR0367,CAR,2006,4,1,N/A,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0676,CLE,2006,4,6,N/A,75,12.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0409,MIN,2006,4,2,N/A,27,13.5,16,0,1,24,24,24,0,0,0,N/A,0,0,0,0
ATLWR0718,ATL,2006,4,4,N/A,26,6.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0717,BAL,2006,4,4,N/A,37,9.3,17,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0390,JAC,2006,4,2,N/A,13,6.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0290,SDG,2006,4,4,N/A,37,9.3,11,0,0,0,N/A,0,0,4,49,12.3,25,0,0,0
SDGWR0480,CIN,2006,4,3,N/A,28,9.3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0377,NYJ,2006,4,3,N/A,31,10.3,15,0,0,0,N/A,0,0,1,12,12,12,0,0,0
DETWR0345,DET,2006,4,3,N/A,21,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR0437,CLE,2006,4,3,N/A,22,7.3,12,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0699,OAK,2006,4,1,N/A,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0322,OAK,2006,4,1,N/A,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0455,STL,2006,4,6,N/A,102,17,33,1,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0450,MIN,2006,4,4,N/A,28,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR0746,GNB,2006,4,5,N/A,50,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0486,MIA,2006,4,3,N/A,43,14.3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0306,TEN,2006,4,1,N/A,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0387,MIN,2006,4,5,N/A,78,15.6,29,1,0,0,0,0,0,0,0,0,0,0,1,0
HOUWR0588,BAL,2006,4,4,N/A,37,9.3,20,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0460,SEA,2006,4,4,N/A,33,8.3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0473,CHI,2006,4,5,N/A,45,9,14,1,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0410,HOU,2006,4,4,N/A,76,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0307,CAR,2006,4,6,N/A,63,10.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR0453,IND,2006,4,7,N/A,79,11.3,19,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR0339,DAL,2006,4,5,N/A,54,10.8,13,2,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0642,DAL,2006,4,5,N/A,88,17.6,46,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0356,NOR,2006,4,5,N/A,63,12.6,17,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0384,KAN,2006,4,6,N/A,86,14.3,34,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0575,CLE,2006,4,2,N/A,10,5,6,0,0,0,N/A,0,0,3,73,24.3,58,0,0,0
BUFWR0375,BUF,2006,4,5,N/A,40,8,17,1,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0586,NYJ,2006,4,6,N/A,81,13.5,19,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NWEWR0704,PHI,2006,4,1,N/A,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0497,TEN,2006,4,2,N/A,10,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0612,CIN,2006,4,4,N/A,95,23.8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR0514,BUF,2006,4,4,N/A,43,10.8,23,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0386,NWE,2006,4,2,N/A,20,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0715,SEA,2006,4,3,N/A,57,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0503,SFO,2006,4,2,N/A,29,14.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0588,WAS,2006,4,2,N/A,23,11.5,19,0,0,0,N/A,0,0,4,14,3.5,15,0,0,0
TENWR0457,NYJ,2006,4,0,N/A,2,N/A,2,0,0,0,0,0,0,0,0,0,0,0,1,0
OAKWR0423,ATL,2006,4,2,N/A,61,30.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0391,SFO,2006,4,1,N/A,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0447,ARI,2006,4,1,N/A,2,2,2,0,0,0,N/A,0,0,1,22,22,22,0,0,0
STLWR0524,KAN,2006,4,1,N/A,13,13,13,1,1,22,22,22,0,3,82,27.3,60,1,0,0
CARWR0713,CAR,2006,4,10,N/A,87,8.7,17,1,0,0,0,0,0,0,0,0,0,0,0,0
