STATS,,,,,,,,,,,,,,,,,,,,,
PID,TID,Season,Week,Rec,rec_Tgt,rec_Yds,rec_YPR,rec_Lng,rec_TD,KR,KR_Yds,KR_Avg,KR_Long,KR_TD,PR,PR_Yds,PR_Avg,PR_Long,PR_TD,Fum,FumLOST
NORWR0471,NWE,2003,3,1,N/A,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0231,NOR,2003,3,4,N/A,89,22.3,38,1,0,0,0,0,0,0,0,0,0,0,0,0
BALWR0213,WAS,2003,3,2,N/A,34,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0699,MIN,2003,3,3,N/A,85,28.3,72,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0772,BUF,2003,3,0,0,0,0,0,0,1,12,12,12,0,2,18,9,11,0,0,0
MINWR0291,MIN,2003,3,0,0,0,0,0,0,1,18,18,18,0,2,11,5.5,8,0,0,0
CINWR0497,GNB,2003,3,0,0,0,0,0,0,4,85,21.3,24,0,4,60,15,33,0,0,0
INDWR0233,IND,2003,3,0,0,0,0,0,0,3,73,24.3,30,0,3,35,11.7,13,0,0,0
PITWR0612,SFO,2003,3,0,0,0,0,0,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
MINWR0152,MIN,2003,3,0,0,0,0,0,0,2,33,16.5,21,0,0,0,N/A,N/A,0,0,0
DENWR0156,DEN,2003,3,0,0,0,0,0,0,1,24,24,24,0,0,0,N/A,N/A,0,0,0
STLSS0529,NOR,2003,3,0,0,0,0,0,0,5,111,22.2,26,0,0,0,N/A,N/A,0,0,0
TENWR0166,TEN,2003,3,0,0,0,0,0,0,3,67,22.3,26,0,0,0,N/A,N/A,0,0,0
ARIWR0275,HOU,2003,3,0,0,0,0,0,0,7,164,23.4,33,0,3,9,3,7,0,0,0
MINWR0398,NWE,2003,3,0,0,0,0,0,0,2,47,23.5,28,0,0,0,N/A,N/A,0,0,0
TENWR0285,TEN,2003,3,0,0,0,0,0,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
ATLWR0129,ATL,2003,4,2,N/A,10,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0426,SFO,2003,4,4,N/A,41,10.3,19,0,5,96,19.2,28,0,0,0,N/A,N/A,0,0,0
DETWR0167,DET,2003,4,1,N/A,43,43,43,1,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0457,TEN,2003,4,5,N/A,81,16.2,29,1,3,57,19,22,0,0,0,N/A,N/A,0,0,0
STLWR0497,TEN,2003,4,2,N/A,52,26,42,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0276,ATL,2003,4,1,N/A,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0442,GNB,2003,4,5,N/A,41,8.2,12,1,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0423,DEN,2003,4,4,N/A,76,19,29,1,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0704,NOR,2003,4,1,N/A,17,17,17,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
CARWR0713,CAR,2003,4,5,N/A,47,9.4,12,0,0,0,N/A,N/A,0,1,6,6,6,0,0,0
NWEWR0659,CIN,2003,4,3,N/A,67,22.3,55,2,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0209,OAK,2003,4,7,N/A,126,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0562,STL,2003,4,4,N/A,27,6.8,11,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0447,IND,2003,4,1,N/A,13,13,13,0,2,40,20,23,0,1,5,5,5,0,0,0
STLWR0524,KAN,2003,4,0,N/A,0,N/A,N/A,0,3,121,40.3,97,1,1,-4,-4,-4,0,0,0
KANWR0294,WAS,2003,4,2,N/A,19,9.5,14,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
WASWR0787,NYJ,2003,4,5,N/A,65,13,38,0,0,0,N/A,N/A,0,3,31,10.3,17,0,2,1
DENWR0343,CLE,2003,4,3,N/A,92,30.7,71,1,0,0,0,0,0,0,0,0,0,0,0,0
INDWR0704,IND,2003,4,3,N/A,26,8.7,14,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0215,PHI,2003,4,2,N/A,24,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR0661,HOU,2003,4,3,N/A,38,12.7,24,1,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR0514,BUF,2003,4,1,N/A,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0480,CIN,2003,4,2,N/A,28,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0749,ARI,2003,4,7,N/A,86,12.3,31,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,1
HOUWR0604,ARI,2003,4,3,N/A,40,13.3,24,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0735,HOU,2003,4,8,N/A,97,12.1,24,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0793,MIN,2003,4,3,N/A,54,18,24,1,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR0531,STL,2003,4,1,N/A,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0289,JAC,2003,4,2,N/A,15,7.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0745,SDG,2003,4,1,N/A,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR0233,IND,2003,4,0,N/A,0,N/A,N/A,0,1,50,50,50,0,2,12,6,8,0,1,0
DETWR0308,DET,2003,4,4,N/A,62,15.5,33,1,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0141,SDG,2003,4,4,N/A,67,16.8,37,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0715,NWE,2003,4,3,N/A,38,12.7,17,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0503,DAL,2003,4,1,N/A,13,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0588,PIT,2003,4,5,N/A,47,9.4,20,0,1,23,23,23,0,3,17,5.7,9,0,0,0
HOUWR0510,CLE,2003,4,3,N/A,29,9.7,16,0,4,60,15,16,0,0,0,N/A,N/A,0,0,0
TENWR0306,NWE,2003,4,4,N/A,57,14.3,29,1,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0244,PIT,2003,4,1,N/A,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0290,SDG,2003,4,1,N/A,10,10,10,0,0,0,N/A,N/A,0,2,5,2.5,5,0,0,0
JACWR0124,JAC,2003,4,1,N/A,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0267,MIN,2003,4,1,N/A,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0586,WAS,2003,4,5,N/A,62,12.4,24,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKSS0256,CHI,2003,4,7,N/A,48,6.9,10,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0384,KAN,2003,4,2,N/A,27,13.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR0453,IND,2003,4,6,N/A,158,26.3,79,3,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0473,CAR,2003,4,2,N/A,27,13.5,16,0,1,2,2,2,0,0,0,N/A,N/A,0,1,0
TENWR0410,BUF,2003,4,8,N/A,114,14.3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0356,NOR,2003,4,6,N/A,45,7.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0156,DEN,2003,4,1,N/A,12,12,12,0,1,24,24,24,0,0,0,N/A,N/A,0,0,0
WASWR0436,PHI,2003,4,3,N/A,47,15.7,17,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0588,TEN,2003,4,1,N/A,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0191,PIT,2003,4,3,N/A,44,14.7,26,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0341,DEN,2003,4,5,N/A,61,12.2,22,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR0239,NYJ,2003,4,4,N/A,37,9.3,22,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0235,NYJ,2003,4,2,N/A,24,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0169,DEN,2003,4,2,N/A,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR0340,CAR,2003,4,2,N/A,10,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0226,OAK,2003,4,6,N/A,110,18.3,36,1,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0426,NWE,2003,4,7,N/A,60,8.6,20,0,0,0,N/A,N/A,0,2,20,10,17,0,0,0
SFOWR0290,KAN,2003,4,5,N/A,73,14.6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0534,DAL,2003,4,5,N/A,100,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0154,JAC,2003,4,2,N/A,22,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0504,STL,2003,4,4,N/A,58,14.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0387,BAL,2003,4,1,N/A,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0642,SFO,2003,4,5,N/A,55,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0133,JAC,2003,4,2,N/A,25,12.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR0746,GNB,2003,4,4,N/A,50,12.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0252,SFO,2003,4,4,N/A,81,20.3,37,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0486,CHI,2003,4,3,N/A,34,11.3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0715,PIT,2003,4,4,N/A,64,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0450,BAL,2003,4,4,N/A,30,7.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0206,CHI,2003,4,2,N/A,26,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0209,PHI,2003,4,6,N/A,60,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0575,CLE,2003,4,3,N/A,23,7.7,9,0,0,0,N/A,N/A,0,5,57,11.4,19,0,0,0
BUFWR0375,ATL,2003,4,5,N/A,30,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0272,CIN,2003,4,6,N/A,41,6.8,12,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
PITWR0650,PIT,2003,4,9,N/A,76,8.4,24,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0231,NOR,2003,4,2,N/A,41,20.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0699,MIN,2003,4,8,N/A,172,21.5,59,3,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0278,CLE,2003,4,5,N/A,89,17.8,41,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0382,HOU,2003,4,1,N/A,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0345,DET,2003,4,2,N/A,9,4.5,5,0,0,0,N/A,N/A,0,3,23,7.7,14,0,1,0
SDGWR0193,BUF,2003,4,8,N/A,92,11.5,17,1,0,0,0,0,0,0,0,0,0,0,1,1
JACWR0455,STL,2003,4,12,N/A,133,11.1,20,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0291,JAC,2003,4,3,N/A,111,37,84,1,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0322,OAK,2003,4,3,N/A,44,14.7,36,1,0,0,0,0,0,0,0,0,0,0,0,0
DALWR0167,DAL,2003,4,0,0,0,0,0,0,3,31,10.3,17,0,0,0,N/A,N/A,0,0,0
MINWR0291,MIN,2003,4,0,0,0,0,0,0,0,0,N/A,N/A,0,1,5,5,5,0,0,0
CINWR0497,GNB,2003,4,0,0,0,0,0,0,4,105,26.3,32,0,1,5,5,5,0,0,0
NWEWR0716,SFO,2003,4,0,0,0,0,0,0,1,21,21,21,0,0,0,N/A,N/A,0,0,0
PITWR0772,BUF,2003,4,0,0,0,0,0,0,5,130,26,41,0,2,8,4,4,0,0,0
STLSS0529,NOR,2003,4,0,0,0,0,0,0,6,131,21.8,29,0,1,11,11,11,0,0,0
CHIWR0173,CHI,2003,4,0,0,0,0,0,0,6,110,18.3,26,0,0,0,N/A,N/A,0,0,0
TENWR0166,TEN,2003,4,0,0,0,0,0,0,2,32,16,17,0,0,0,N/A,N/A,0,0,0
KANWR0256,KAN,2003,4,0,0,0,0,0,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
ARIWR0275,HOU,2003,4,0,0,0,0,0,0,4,124,31,46,0,2,49,24.5,40,0,0,0
MINWR0398,NWE,2003,4,0,0,0,0,0,0,2,37,18.5,20,0,0,0,N/A,N/A,0,0,0
DETWR0345,DET,2003,5,3,N/A,26,8.7,18,0,0,0,N/A,N/A,0,3,18,6,10,0,0,0
DENWR0341,DEN,2003,5,8,N/A,130,16.3,20,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0557,MIA,2003,5,3,N/A,19,6.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0457,TEN,2003,5,2,N/A,72,36,43,0,0,0,N/A,N/A,0,1,14,14,14,0,0,0
CARWR0713,CAR,2003,5,1,N/A,13,13,13,0,0,0,N/A,N/A,0,2,16,8,12,0,0,0
PHIWR0262,WAS,2003,5,4,N/A,79,19.8,32,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0129,ATL,2003,5,2,N/A,42,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0704,NOR,2003,5,1,N/A,15,15,15,0,5,110,22,28,0,3,34,11.3,18,0,0,0
WASWR0276,ATL,2003,5,1,N/A,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0497,TEN,2003,5,3,N/A,41,13.7,15,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR0258,CLE,2003,5,1,N/A,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR0475,GNB,2003,5,1,N/A,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0343,CLE,2003,5,4,N/A,51,12.8,32,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0447,IND,2003,5,4,N/A,42,10.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0209,OAK,2003,5,3,N/A,51,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0456,SEA,2003,5,4,N/A,58,14.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0586,WAS,2003,5,5,N/A,60,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0391,ARI,2003,5,2,N/A,30,15,24,1,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0450,SEA,2003,5,8,N/A,76,9.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0423,DEN,2003,5,3,N/A,36,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR0704,IND,2003,5,4,N/A,59,14.8,16,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0215,PHI,2003,5,1,N/A,39,39,39,0,1,-8,-8,-8,0,0,0,N/A,N/A,0,0,0
KANWR0294,WAS,2003,5,3,N/A,25,8.3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0659,CIN,2003,5,6,N/A,59,9.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0442,GNB,2003,5,2,N/A,14,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0285,TEN,2003,5,3,N/A,92,30.7,45,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0749,ARI,2003,5,3,N/A,33,11,13,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
DENWR0386,WAS,2003,5,1,N/A,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0604,ARI,2003,5,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
SDGWR0480,CIN,2003,5,2,N/A,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0793,MIN,2003,5,3,N/A,71,23.7,52,0,0,0,N/A,N/A,0,1,0,0,0,0,0,0
MINWR0291,MIN,2003,5,0,N/A,0,N/A,N/A,0,1,30,30,30,0,1,8,8,8,0,1,0
PITWR0612,SFO,2003,5,0,N/A,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0716,SFO,2003,5,1,N/A,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0411,PHI,2003,5,1,N/A,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0308,DET,2003,5,4,N/A,51,12.8,21,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR0278,ARI,2003,5,1,N/A,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0588,PIT,2003,5,3,N/A,25,8.3,11,0,2,32,16,19,0,4,39,9.8,30,0,1,0
HOUWR0510,CLE,2003,5,3,N/A,32,10.7,23,1,4,123,30.8,69,0,0,0,N/A,N/A,0,0,0
NORCB0028,NYG,2003,5,1,N/A,8,8,8,0,1,9,9,9,0,0,0,N/A,N/A,0,0,0
BUFWR0514,BUF,2003,5,1,N/A,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0503,DAL,2003,5,2,N/A,16,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0715,NWE,2003,5,5,N/A,68,13.6,23,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0290,SDG,2003,5,2,N/A,44,22,33,1,0,0,N/A,N/A,0,2,11,5.5,7,0,0,0
MINWR0267,MIN,2003,5,2,N/A,49,24.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0432,OAK,2003,5,2,N/A,10,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0206,CHI,2003,5,4,N/A,48,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0524,KAN,2003,5,3,N/A,17,5.7,9,0,4,101,25.3,41,0,3,105,35,93,1,0,0
INDWR0453,IND,2003,5,11,N/A,176,16,52,2,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0460,SEA,2003,5,3,N/A,45,15,24,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
CARWR0473,CAR,2003,5,5,N/A,42,8.4,16,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
TENWR0410,BUF,2003,5,9,N/A,99,11,28,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
DALWR0339,DAL,2003,5,4,N/A,104,26,51,1,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR0442,NYG,2003,5,3,N/A,38,12.7,21,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR0642,SFO,2003,5,5,N/A,79,15.8,30,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0356,NOR,2003,5,4,N/A,56,14,21,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0171,TAM,2003,5,2,N/A,14,7,11,1,1,30,30,30,0,0,0,N/A,N/A,0,0,0
PHIWR0209,PHI,2003,5,2,N/A,22,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0307,TAM,2003,5,4,N/A,62,15.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR0185,GNB,2003,5,1,N/A,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
BALCB0771,JAC,2003,5,8,N/A,137,17.1,36,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0375,TAM,2003,5,4,N/A,106,26.5,74,2,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
INDWR0340,CAR,2003,5,4,N/A,22,5.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0226,OAK,2003,5,3,N/A,43,14.3,21,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR0426,NWE,2003,5,2,N/A,64,32,58,1,0,0,N/A,N/A,0,2,23,11.5,18,0,0,0
SFOWR0290,KAN,2003,5,1,N/A,28,28,28,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0534,DAL,2003,5,2,N/A,46,23,24,0,2,38,19,22,0,0,0,N/A,N/A,0,0,0
MIAWR0182,MIA,2003,5,2,N/A,17,8.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0188,DET,2003,5,1,N/A,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR0462,NYG,2003,5,8,N/A,73,9.1,22,0,0,0,0,0,0,0,0,0,0,0,1,1
KANWR0384,KAN,2003,5,2,N/A,14,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR0588,TEN,2003,5,8,N/A,99,12.4,24,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0486,CHI,2003,5,4,N/A,94,23.5,48,1,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR0375,ATL,2003,5,12,N/A,168,14,47,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0278,CLE,2003,5,3,N/A,20,6.7,9,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR0746,GNB,2003,5,7,N/A,72,10.3,34,1,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR0251,MIA,2003,5,2,N/A,22,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0575,CLE,2003,5,5,N/A,58,11.6,19,0,0,0,N/A,N/A,0,3,18,6,13,0,1,1
PITWR0715,PIT,2003,5,1,N/A,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0272,CIN,2003,5,7,N/A,78,11.1,20,0,0,0,N/A,N/A,0,4,30,7.5,30,0,1,0
DETWR0291,JAC,2003,5,3,N/A,39,13,18,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR0252,SFO,2003,5,4,N/A,21,5.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0699,MIN,2003,5,5,N/A,81,16.2,32,2,1,22,22,22,0,0,0,N/A,N/A,0,0,0
NORWR0471,NWE,2003,5,1,N/A,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR0133,JAC,2003,5,1,N/A,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR0277,SDG,2003,5,14,N/A,181,12.9,46,2,0,0,0,0,0,0,0,0,0,0,1,1
ATLWR0231,NOR,2003,5,1,N/A,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0436,PHI,2003,5,2,N/A,26,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR0193,BUF,2003,5,3,N/A,26,8.7,14,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR0213,WAS,2003,5,1,N/A,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR0377,SDG,2003,5,2,N/A,31,15.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0650,PIT,2003,5,2,N/A,55,27.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0772,BUF,2003,5,0,0,0,0,0,0,2,44,22,25,0,3,6,2,5,0,0,0
DALWR0167,DAL,2003,5,0,0,0,0,0,0,2,51,25.5,26,0,3,27,9,13,0,0,0
INDWR0233,IND,2003,5,0,0,0,0,0,0,5,177,35.4,90,0,1,9,9,9,0,0,0
MINWR0398,NWE,2003,5,0,0,0,0,0,0,5,188,37.6,71,0,0,0,N/A,N/A,0,0,0
CINWR0497,GNB,2003,5,0,0,0,0,0,0,3,73,24.3,31,0,0,0,N/A,N/A,0,0,0
DENWR0156,DEN,2003,5,0,0,0,0,0,0,5,135,27,33,0,0,0,N/A,N/A,0,0,0
ARIWR0233,TAM,2003,5,0,0,0,0,0,0,1,15,15,15,0,3,28,9.3,19,0,0,0
ARIWR0500,PHI,2003,5,0,0,0,0,0,0,1,14,14,14,0,0,0,N/A,N/A,0,0,0
TENWR0166,TEN,2003,5,0,0,0,0,0,0,7,135,19.3,24,0,0,0,N/A,N/A,0,0,0
KANWR0256,KAN,2003,5,0,0,0,0,0,0,1,44,44,44,0,0,0,N/A,N/A,0,0,0
SFOWR0504,STL,2003,6,4,N/A,87,21.8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0588,PIT,2003,6,1,N/A,7,7,7,0,1,23,23,23,0,5,36,7.2,12,0,1,0
MINWR0475,GNB,2003,6,2,N/A,36,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR0704,IND,2003,6,4,N/A,71,17.8,33,1,0,0,0,0,0,0,0,0,0,0,0,0
DENWR0343,CLE,2003,6,3,N/A,14,4.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0557,MIA,2003,6,2,N/A,17,8.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR0713,CAR,2003,6,6,N/A,103,17.2,52,1,0,0,N/A,N/A,0,3,61,20.3,36,0,0,0
NWEWR0229,ARI,2003,6,0,N/A,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR0426,SFO,2003,6,4,N/A,35,8.8,16,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR0262,WAS,2003,6,4,N/A,52,13,29,1,0,0,0,0,0,0,0,0,0,0,0,0
TENWR0457,TEN,2003,6,2,N/A,68,34,44,0,0,0,N/A,N/A,0,1,0,0,0,0,0,0
PHIWR0215,PHI,2003,6,1,N/A,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR0294,WAS,2003,6,9,N/A,88,9.8,22,0,0,0,0,0,0,0,0,0,0,0,1,0
STLWR0524,KAN,2003,6,5,N/A,38,7.6,16,0,4,54,13.5,24,0,2,62,31,32,0,0,0
DENWR0456,SEA,2003,6,5,N/A,55,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0209,OAK,2003,6,2,N/A,19,9.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR0206,CHI,2003,6,5,N/A,91,18.2,36,1,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
DETWR0447,IND,2003,6,3,N/A,42,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0
STLWR0562,STL,2003,6,4,N/A,43,10.8,13,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,1
ATLWR0129,ATL,2003,6,1,N/A,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR0450,SEA,2003,6,3,N/A,32,10.7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKSS0256,CHI,2003,6,1,N/A,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0391,ARI,2003,6,1,N/A,14,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR0787,NYJ,2003,6,3,N/A,16,5.3,9,1,0,0,N/A,N/A,0,3,102,34,47,0,0,0
CHIWR0173,CHI,2003,6,1,N/A,22,22,22,0,1,33,33,33,0,0,0,N/A,N/A,0,0,0
TENWR0285,TEN,2003,6,4,N/A,92,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR0749,ARI,2003,6,6,N/A,95,15.8,31,0,0,0,N/A,N/A,0,2,12,6,10,0,0,0
MINWR0398,NWE,2003,6,1,N/A,15,15,15,0,2,35,17.5,20,0,0,0,N/A,N/A,0,0,0
