STATS,,,,,,,,,,,,,,,,
PID,TID,Season,Week,Rec,REC_Tgt,REC_Yds,REC_YPR,REC_Lng,REC_TD,RUN_Att,RUN_Yds,RUN_YPA,RUN_Lng,RUN_TD,Fum,FumLost
BALTE0327,IND,2003,10,2,N/A,43,21.5,37,0,0,0,N/A,N/A,0,0,0
CINTE0244,MIA,2003,10,2,N/A,27,13.5,21,1,0,0,N/A,N/A,0,0,0
DETTE0208,DET,2003,10,5,N/A,33,6.6,17,0,0,0,N/A,N/A,0,0,0
SDGTE0328,SDG,2003,10,3,N/A,55,18.3,26,1,0,0,N/A,N/A,0,0,0
JACTE0264,JAC,2003,10,1,N/A,28,28,28,0,0,0,N/A,N/A,0,0,0
TENTE0375,NYG,2003,10,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
ARITE0074,OAK,2003,10,3,N/A,30,10,14,0,0,0,N/A,N/A,0,0,0
DALTE0355,DAL,2003,10,3,N/A,24,8,13,0,0,0,N/A,N/A,0,0,0
CARTE0097,CAR,2003,10,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
ARITE0213,BAL,2003,10,6,N/A,49,8.2,14,0,1,5,5,5,0,0,0
WASTE0045,WAS,2003,10,1,N/A,8,8,8,0,0,0,N/A,N/A,0,0,0
ARITE0069,ARI,2003,10,4,N/A,66,16.5,34,0,0,0,N/A,N/A,0,0,0
ATLTE0305,KAN,2003,10,7,N/A,70,10,14,1,0,0,N/A,N/A,0,0,0
CARTE0130,CAR,2003,10,1,N/A,10,10,10,0,0,0,N/A,N/A,0,0,0
PHITE0119,PHI,2003,10,2,N/A,33,16.5,20,0,0,0,N/A,N/A,0,0,0
PITTE0054,PIT,2003,10,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
SEATE0155,IND,2003,10,3,N/A,92,30.7,70,1,0,0,N/A,N/A,0,0,0
TAMTE0152,BUF,2003,10,2,N/A,13,6.5,7,0,0,0,N/A,N/A,0,0,0
TENTE0085,TEN,2003,10,2,N/A,16,8,10,0,0,0,N/A,N/A,0,0,0
NWETE0171,JAC,2003,10,2,N/A,25,12.5,21,0,0,0,N/A,N/A,0,0,0
SEATE0126,SEA,2003,10,2,N/A,19,9.5,16,0,0,0,N/A,N/A,0,0,0
MINTE0282,MIN,2003,10,5,N/A,61,12.2,19,0,0,0,N/A,N/A,0,0,0
KANTE0271,NYJ,2003,10,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
TENTE0151,TEN,2003,10,1,N/A,11,11,11,0,0,0,N/A,N/A,0,0,0
CHITE0082,CHI,2003,10,1,N/A,8,8,8,0,0,0,N/A,N/A,0,0,0
NYJTE0151,GNB,2003,10,1,N/A,4,4,4,0,0,0,N/A,N/A,0,0,0
NORTE0183,BUF,2003,10,1,N/A,9,9,9,0,0,0,N/A,N/A,0,0,0
DETTE0158,DAL,2003,10,3,N/A,7,2.3,6,1,0,0,N/A,N/A,0,0,0
CHITE0210,CHI,2003,10,4,N/A,39,9.8,12,1,0,0,N/A,N/A,0,0,0
NORTE0194,HOU,2003,10,1,N/A,11,11,11,0,0,0,N/A,N/A,0,0,0
GNBTE0082,GNB,2003,10,2,N/A,15,7.5,14,0,0,0,N/A,N/A,0,0,0
TAMTE0129,OAK,2003,11,1,N/A,25,25,25,0,0,0,N/A,N/A,0,0,0
PHITE0185,CIN,2003,11,1,N/A,5,5,5,0,0,0,N/A,N/A,0,0,0
WASNT0088,NYJ,2003,11,1,N/A,5,5,5,0,0,0,N/A,N/A,0,0,0
SDGTE0286,MIA,2003,11,1,N/A,9,9,9,0,0,0,N/A,N/A,0,0,0
TENTE0310,NWE,2003,11,1,N/A,5,5,5,0,0,0,N/A,N/A,0,0,0
INDTE0073,IND,2003,11,1,N/A,9,9,9,0,0,0,N/A,N/A,0,0,0
NWETE0246,ATL,2003,11,1,N/A,10,10,10,0,0,0,N/A,N/A,0,0,0
HOUTE0036,HOU,2003,11,1,N/A,9,9,9,0,0,0,N/A,N/A,0,0,0
CHITE0221,STL,2003,11,2,N/A,7,3.5,4,1,0,0,N/A,N/A,0,0,0
HOUTE0068,NYG,2003,11,3,N/A,16,5.3,7,0,0,0,N/A,N/A,0,0,0
CLETE0097,CLE,2003,11,5,N/A,45,9,17,0,0,0,N/A,N/A,0,0,0
BALTE0327,IND,2003,11,5,N/A,100,20,27,0,0,0,N/A,N/A,0,0,0
STLTE0060,STL,2003,11,0,N/A,0,N/A,N/A,0,0,0,N/A,N/A,0,1,1
DETTE0208,DET,2003,11,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
SFOTE0079,WAS,2003,11,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
DENTE0165,CLE,2003,11,2,N/A,17,8.5,12,0,0,0,N/A,N/A,0,0,0
STLTE0126,SFO,2003,11,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
JACTE0264,JAC,2003,11,2,N/A,20,10,12,0,0,0,N/A,N/A,0,0,0
BALTE0220,PHI,2003,11,2,N/A,29,14.5,24,0,0,0,N/A,N/A,0,0,0
DALTE0355,DAL,2003,11,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
CARTE0097,CAR,2003,11,1,N/A,4,4,4,0,0,0,N/A,N/A,0,0,0
ARITE0213,BAL,2003,11,8,N/A,64,8,18,0,0,0,N/A,N/A,0,0,0
WASTE0045,WAS,2003,11,1,N/A,5,5,5,0,0,0,N/A,N/A,0,0,0
OAKTE0072,OAK,2003,11,2,N/A,53,26.5,36,0,0,0,N/A,N/A,0,0,0
CARTE0130,CAR,2003,11,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
PHITE0119,PHI,2003,11,2,N/A,16,8,12,0,0,0,N/A,N/A,0,0,0
STLTE0099,STL,2003,11,0,N/A,0,N/A,N/A,0,1,-5,-5,-5,0,1,0
ATLTE0305,KAN,2003,11,7,N/A,86,12.3,15,1,0,0,N/A,N/A,0,0,0
ARITE0069,ARI,2003,11,3,N/A,7,2.3,6,0,0,0,N/A,N/A,0,0,0
TAMTE0097,TAM,2003,11,1,N/A,18,18,18,0,0,0,N/A,N/A,0,0,0
NWETE0171,JAC,2003,11,3,N/A,35,11.7,12,0,0,0,N/A,N/A,0,0,0
CARTE0157,NWE,2003,11,3,N/A,24,8,11,0,0,0,N/A,N/A,0,0,0
KANTE0181,KAN,2003,11,1,N/A,3,3,3,1,0,0,N/A,N/A,0,0,0
DETTE0060,DET,2003,11,4,N/A,45,11.3,28,0,0,0,N/A,N/A,0,0,0
SEATE0126,SEA,2003,11,4,N/A,29,7.3,11,0,0,0,N/A,N/A,0,0,0
NORTE0183,BUF,2003,11,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
KANTE0271,NYJ,2003,11,1,N/A,-1,-1,-1,0,0,0,N/A,N/A,0,0,0
TENTE0151,TEN,2003,11,1,N/A,9,9,9,0,0,0,N/A,N/A,0,0,0
MINTE0163,CAR,2003,11,1,N/A,2,2,2,0,0,0,N/A,N/A,0,0,0
NWETE0097,SFO,2003,11,4,N/A,28,7,12,0,0,0,N/A,N/A,0,0,0
CHITE0210,CHI,2003,11,4,N/A,44,11,27,0,0,0,N/A,N/A,0,0,0
MINTE0282,MIN,2003,11,7,N/A,67,9.6,14,0,0,0,N/A,N/A,0,0,0
DETTE0158,DAL,2003,11,1,N/A,12,12,12,0,0,0,N/A,N/A,0,0,0
ARITE0141,PIT,2003,11,1,N/A,10,10,10,0,0,0,N/A,N/A,0,0,0
DENTE0059,DEN,2003,11,7,N/A,101,14.4,26,3,0,0,N/A,N/A,0,0,0
BUFTE0208,GNB,2003,12,1,N/A,8,8,8,0,0,0,N/A,N/A,0,0,0
HOUTE0068,NYG,2003,12,2,N/A,26,13,18,0,0,0,N/A,N/A,0,0,0
NORTE0089,NOR,2003,12,9,N/A,110,12.2,23,1,0,0,N/A,N/A,0,0,0
TENTE0310,NWE,2003,12,4,N/A,53,13.3,33,1,0,0,N/A,N/A,0,0,0
CHITE0221,STL,2003,12,2,N/A,26,13,16,0,0,0,N/A,N/A,0,0,0
HOUTE0036,HOU,2003,12,1,N/A,5,5,5,0,0,0,N/A,N/A,0,0,0
TENTE0151,TEN,2003,12,2,N/A,37,18.5,27,0,0,0,N/A,N/A,0,0,0
ARITE0213,BAL,2003,12,1,N/A,22,22,22,0,1,7,7,7,0,0,0
NWETE0246,ATL,2003,12,2,N/A,18,9,12,0,0,0,N/A,N/A,0,0,0
TAMTE0129,OAK,2003,12,1,N/A,11,11,11,0,0,0,N/A,N/A,0,0,0
WASNT0088,NYJ,2003,12,1,N/A,8,8,8,0,0,0,N/A,N/A,0,0,0
JACTE0264,JAC,2003,12,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
DETTE0208,DET,2003,12,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
SDGTE0328,SDG,2003,12,1,N/A,12,12,12,0,0,0,N/A,N/A,0,0,0
DENTE0165,CLE,2003,12,2,N/A,12,6,7,0,0,0,N/A,N/A,0,0,0
DALTE0355,DAL,2003,12,6,N/A,49,8.2,13,0,0,0,N/A,N/A,0,0,0
BALTE0220,PHI,2003,12,1,N/A,28,28,28,0,0,0,N/A,N/A,0,0,0
SDGTE0286,MIA,2003,12,3,N/A,15,5,7,0,0,0,N/A,N/A,0,0,0
CLETE0074,CLE,2003,12,2,N/A,16,8,9,0,0,0,N/A,N/A,0,0,0
BALTE0327,IND,2003,12,3,N/A,17,5.7,13,0,0,0,N/A,N/A,0,0,0
KANTE0271,NYJ,2003,12,5,N/A,63,12.6,29,0,0,0,N/A,N/A,0,0,0
NYJTE0151,GNB,2003,12,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
CARTE0157,NWE,2003,12,1,N/A,10,10,10,0,0,0,N/A,N/A,0,0,0
TAMTE0070,TAM,2003,12,1,N/A,5,5,5,0,0,0,N/A,N/A,0,0,0
KANTE0181,KAN,2003,12,2,N/A,14,7,12,1,0,0,N/A,N/A,0,0,0
ARITE0069,ARI,2003,12,2,N/A,11,5.5,6,0,0,0,N/A,N/A,0,0,0
HOUTE0096,PIT,2003,12,1,N/A,1,1,1,1,0,0,N/A,N/A,0,0,0
WASTE0146,ATL,2003,12,1,N/A,19,19,19,0,0,0,N/A,N/A,0,0,0
DENTE0059,DEN,2003,12,3,N/A,50,16.7,28,0,0,0,N/A,N/A,0,0,0
STLTE0092,DAL,2003,12,1,N/A,5,5,5,1,0,0,N/A,N/A,0,0,0
TENTE0085,TEN,2003,12,5,N/A,39,7.8,12,2,0,0,N/A,N/A,0,0,0
ATLTE0305,KAN,2003,12,4,N/A,36,9,16,0,0,0,N/A,N/A,0,0,0
PHITE0119,PHI,2003,12,2,N/A,37,18.5,23,0,0,0,N/A,N/A,0,0,0
ARITE0141,PIT,2003,12,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
CHITE0210,CHI,2003,12,4,N/A,33,8.3,16,0,0,0,N/A,N/A,0,0,0
NWETE0097,SFO,2003,12,1,N/A,14,14,14,0,0,0,N/A,N/A,0,0,0
NORTE0194,HOU,2003,12,1,N/A,16,16,16,1,0,0,N/A,N/A,0,0,0
DETTE0158,DAL,2003,12,3,N/A,22,7.3,17,0,0,0,N/A,N/A,0,0,0
MINTE0282,MIN,2003,12,2,N/A,17,8.5,10,0,0,0,N/A,N/A,0,0,0
DENTE0086,DEN,2003,12,1,N/A,9,9,9,0,0,0,N/A,N/A,0,0,0
DETTE0060,DET,2003,12,5,N/A,46,9.2,14,0,0,0,N/A,N/A,0,0,0
SEATE0126,SEA,2003,12,4,N/A,54,13.5,20,0,0,0,N/A,N/A,0,0,0
GNBTE0082,GNB,2003,12,1,N/A,5,5,5,0,0,0,N/A,N/A,0,0,0
NORTE0089,NOR,2003,13,3,N/A,43,14.3,17,1,0,0,N/A,N/A,0,0,0
TAMTE0264,SEA,2003,13,2,N/A,20,10,15,0,0,0,N/A,N/A,0,0,0
PHITE0185,CIN,2003,13,1,N/A,18,18,18,1,0,0,N/A,N/A,0,0,0
WASNT0088,NYJ,2003,13,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
HOUTE0068,NYG,2003,13,2,N/A,22,11,13,0,0,0,N/A,N/A,0,0,0
OAKTE0218,CIN,2003,13,1,N/A,10,10,10,0,0,0,N/A,N/A,0,0,0
MINTE0163,CAR,2003,13,1,N/A,8,8,8,0,0,0,N/A,N/A,0,0,0
WASTE0045,WAS,2003,13,2,N/A,14,7,7,0,0,0,N/A,N/A,0,0,0
ARITE0213,BAL,2003,13,4,N/A,38,9.5,11,0,0,0,N/A,N/A,0,0,0
NWETE0246,ATL,2003,13,4,N/A,48,12,24,0,0,0,N/A,N/A,0,0,0
SDGTE0286,MIA,2003,13,2,N/A,24,12,12,0,0,0,N/A,N/A,0,0,0
CLETE0074,CLE,2003,13,3,N/A,18,6,12,0,0,0,N/A,N/A,0,1,1
CARTE0097,CAR,2003,13,1,N/A,1,1,1,0,0,0,N/A,N/A,0,0,0
STLTE0126,SFO,2003,13,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
DETTE0208,DET,2003,13,3,N/A,13,4.3,6,0,0,0,N/A,N/A,0,0,0
SDGTE0328,SDG,2003,13,3,N/A,49,16.3,18,1,0,0,N/A,N/A,0,0,0
DALTE0355,DAL,2003,13,8,N/A,58,7.3,17,0,0,0,N/A,N/A,0,0,0
ARITE0074,OAK,2003,13,2,N/A,28,14,21,0,0,0,N/A,N/A,0,0,0
SFOTE0102,BAL,2003,13,2,N/A,12,6,6,1,0,0,N/A,N/A,0,0,0
BALTE0327,IND,2003,13,2,N/A,18,9,10,0,0,0,N/A,N/A,0,0,0
BALTE0220,PHI,2003,13,1,N/A,15,15,15,0,0,0,N/A,N/A,0,0,0
TENTE0151,TEN,2003,13,2,N/A,28,14,18,0,0,0,N/A,N/A,0,0,0
NYJTE0151,GNB,2003,13,4,N/A,32,8,9,1,0,0,N/A,N/A,0,0,0
HOUTE0096,PIT,2003,13,1,N/A,0,0,0,0,0,0,N/A,N/A,0,0,0
CARTE0157,NWE,2003,13,5,N/A,45,9,16,0,0,0,N/A,N/A,0,0,0
SEATE0155,IND,2003,13,4,N/A,36,9,15,1,0,0,N/A,N/A,0,0,0
ARITE0069,ARI,2003,13,6,N/A,62,10.3,28,0,0,0,N/A,N/A,0,0,0
NWETE0171,JAC,2003,13,3,N/A,32,10.7,16,1,0,0,N/A,N/A,0,1,1
TAMTE0097,TAM,2003,13,1,N/A,0,0,0,0,0,0,N/A,N/A,0,0,0
DENTE0059,DEN,2003,13,2,N/A,24,12,20,1,0,0,N/A,N/A,0,0,0
TAMTE0152,BUF,2003,13,2,N/A,27,13.5,24,1,0,0,N/A,N/A,0,0,0
TENTE0085,TEN,2003,13,1,N/A,10,10,10,0,0,0,N/A,N/A,0,0,0
ATLTE0305,KAN,2003,13,4,N/A,28,7,16,2,0,0,N/A,N/A,0,0,0
PHITE0119,PHI,2003,13,1,N/A,29,29,29,0,0,0,N/A,N/A,0,0,0
CHITE0210,CHI,2003,13,3,N/A,19,6.3,10,0,0,0,N/A,N/A,0,0,0
NWETE0097,SFO,2003,13,4,N/A,27,6.8,9,0,0,0,N/A,N/A,0,0,0
NORTE0194,HOU,2003,13,4,N/A,40,10,23,0,0,0,N/A,N/A,0,0,0
BUFTE0119,BUF,2003,13,1,N/A,9,9,9,0,1,14,14,14,0,0,0
ARITE0141,PIT,2003,13,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
MINTE0282,MIN,2003,13,10,N/A,79,7.9,12,0,0,0,N/A,N/A,0,0,0
DETTE0060,DET,2003,13,3,N/A,56,18.7,38,0,0,0,N/A,N/A,0,0,0
SEATE0126,SEA,2003,13,1,N/A,2,2,2,1,0,0,N/A,N/A,0,0,0
ATLTE0235,CIN,2003,13,1,N/A,9,9,9,0,0,0,N/A,N/A,0,0,0
GNBTE0082,GNB,2003,13,5,N/A,67,13.4,30,0,0,0,N/A,N/A,0,0,0
TENTE0111,TEN,2003,14,3,N/A,28,9.3,16,0,0,0,N/A,N/A,0,1,1
CHITE0221,STL,2003,14,1,N/A,13,13,13,0,0,0,N/A,N/A,0,0,0
NORTE0089,NOR,2003,14,4,N/A,59,14.8,31,1,0,0,N/A,N/A,0,0,0
TENTE0310,NWE,2003,14,6,N/A,24,4,13,0,0,0,N/A,N/A,0,0,0
NWETE0246,ATL,2003,14,5,N/A,57,11.4,19,0,0,0,N/A,N/A,0,0,0
ARITE0213,BAL,2003,14,1,N/A,14,14,14,0,0,0,N/A,N/A,0,0,0
NYJTE0151,GNB,2003,14,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
KANTE0271,NYJ,2003,14,1,N/A,14,14,14,0,0,0,N/A,N/A,0,0,0
TENTE0151,TEN,2003,14,4,N/A,41,10.3,19,0,0,0,N/A,N/A,0,0,0
MINTE0163,CAR,2003,14,1,N/A,16,16,16,1,0,0,N/A,N/A,0,0,0
PHITE0185,CIN,2003,14,2,N/A,22,11,13,0,0,0,N/A,N/A,0,0,0
CLETE0074,CLE,2003,14,2,N/A,15,7.5,8,0,0,0,N/A,N/A,0,0,0
JACTE0264,JAC,2003,14,1,N/A,11,11,11,0,0,0,N/A,N/A,0,0,0
STLTE0126,SFO,2003,14,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
DETTE0208,DET,2003,14,3,N/A,9,3,4,1,0,0,N/A,N/A,0,0,0
SDGTE0328,SDG,2003,14,2,N/A,18,9,10,0,0,0,N/A,N/A,0,0,0
DALTE0355,DAL,2003,14,3,N/A,35,11.7,18,0,0,0,N/A,N/A,0,0,0
ARITE0074,OAK,2003,14,1,N/A,1,1,1,0,0,0,N/A,N/A,0,0,0
CLETE0097,CLE,2003,14,1,N/A,2,2,2,1,0,0,N/A,N/A,0,0,0
CARCB0742,SDG,2003,14,1,N/A,4,4,4,0,0,0,N/A,N/A,0,0,0
BALTE0220,PHI,2003,14,1,N/A,6,6,6,1,0,0,N/A,N/A,0,0,0
NORTE0194,HOU,2003,14,4,N/A,29,7.3,10,0,0,0,N/A,N/A,0,0,0
NWETE0097,SFO,2003,14,4,N/A,76,19,26,0,0,0,N/A,N/A,0,0,0
HOUTE0096,PIT,2003,14,0,N/A,11,N/A,11,0,0,0,N/A,N/A,0,0,0
SEATE0155,IND,2003,14,2,N/A,30,15,24,0,0,0,N/A,N/A,0,0,0
TAMTE0070,TAM,2003,14,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
MINTE0073,MIN,2003,14,1,N/A,12,12,12,0,0,0,N/A,N/A,0,0,0
NWETE0171,JAC,2003,14,1,N/A,4,4,4,0,0,0,N/A,N/A,0,0,0
TAMTE0097,TAM,2003,14,2,N/A,26,13,14,1,0,0,N/A,N/A,0,0,0
DENTE0059,DEN,2003,14,6,N/A,73,12.2,14,0,0,0,N/A,N/A,0,0,0
STLTE0092,DAL,2003,14,1,N/A,3,3,3,1,0,0,N/A,N/A,0,0,0
TENTE0085,TEN,2003,14,3,N/A,20,6.7,9,0,0,0,N/A,N/A,0,0,0
WASTE0057,NOR,2003,14,2,N/A,31,15.5,17,0,0,0,N/A,N/A,0,0,0
PITTE0054,PIT,2003,14,1,N/A,24,24,24,0,0,0,N/A,N/A,0,0,0
ARITE0069,ARI,2003,14,3,N/A,14,4.7,14,0,0,0,N/A,N/A,0,0,0
SEATE0126,SEA,2003,14,1,N/A,3,3,3,0,0,0,N/A,N/A,0,0,0
MINTE0282,MIN,2003,14,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
DETTE0158,DAL,2003,14,1,N/A,1,1,1,0,0,0,N/A,N/A,0,0,0
CHITE0210,CHI,2003,14,3,N/A,33,11,19,0,0,0,N/A,N/A,0,1,1
DETTE0060,DET,2003,14,2,N/A,25,12.5,21,0,0,0,N/A,N/A,0,0,0
STLTE0099,STL,2003,14,1,N/A,9,9,9,0,0,0,N/A,N/A,0,0,0
ATLTE0305,KAN,2003,14,6,N/A,73,12.2,31,0,0,0,N/A,N/A,0,0,0
OAKTE0072,OAK,2003,14,1,N/A,4,4,4,0,0,0,N/A,N/A,0,0,0
PHITE0119,PHI,2003,14,1,N/A,28,28,28,0,0,0,N/A,N/A,0,0,0
GNBTE0082,GNB,2003,14,2,N/A,13,6.5,9,0,0,0,N/A,N/A,0,0,0
BUFTE0208,GNB,2003,15,2,N/A,6,3,9,0,0,0,N/A,N/A,0,0,0
NORTE0089,NOR,2003,15,5,N/A,47,9.4,25,0,0,0,N/A,N/A,0,0,0
TENTE0310,NWE,2003,15,5,N/A,69,13.8,30,1,0,0,N/A,N/A,0,0,0
TAMTE0264,SEA,2003,15,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
CHITE0221,STL,2003,15,1,N/A,-5,-5,-5,0,0,0,N/A,N/A,0,0,0
NWETE0246,ATL,2003,15,2,N/A,2,1,2,0,0,0,N/A,N/A,0,0,0
KANTE0271,NYJ,2003,15,2,N/A,11,5.5,9,0,0,0,N/A,N/A,0,0,0
TENTE0151,TEN,2003,15,4,N/A,44,11,14,1,0,0,N/A,N/A,0,0,0
WASTE0045,WAS,2003,15,2,N/A,27,13.5,17,0,0,0,N/A,N/A,0,1,1
ARITE0213,BAL,2003,15,6,N/A,93,15.5,31,1,0,0,N/A,N/A,0,0,0
TAMTE0129,OAK,2003,15,1,N/A,26,26,26,0,0,0,N/A,N/A,0,0,0
PHITE0185,CIN,2003,15,2,N/A,15,7.5,9,0,0,0,N/A,N/A,0,0,0
CLETE0097,CLE,2003,15,1,N/A,1,1,1,1,0,0,N/A,N/A,0,0,0
BALTE0220,PHI,2003,15,3,N/A,16,5.3,9,0,0,0,N/A,N/A,0,1,0
TENTE0375,NYG,2003,15,3,N/A,19,6.3,10,1,0,0,N/A,N/A,0,0,0
SDGTE0328,SDG,2003,15,5,N/A,117,23.4,48,0,0,0,N/A,N/A,0,0,0
SFOTE0102,BAL,2003,15,1,N/A,25,25,25,0,0,0,N/A,N/A,0,0,0
CLETE0074,CLE,2003,15,1,N/A,8,8,8,0,0,0,N/A,N/A,0,0,0
SFOTE0244,SDG,2003,15,1,N/A,1,1,1,0,0,0,N/A,N/A,0,0,0
SDGTE0286,MIA,2003,15,7,N/A,95,13.6,35,0,0,0,N/A,N/A,0,0,0
JACTE0068,JAC,2003,15,1,N/A,21,21,21,0,0,0,N/A,N/A,0,0,0
NORTE0183,BUF,2003,15,4,N/A,28,7,10,1,0,0,N/A,N/A,0,0,0
NORTE0194,HOU,2003,15,2,N/A,10,5,11,0,0,0,N/A,N/A,0,0,0
TAMTE0070,TAM,2003,15,2,N/A,14,7,9,0,0,0,N/A,N/A,0,0,0
ARITE0069,ARI,2003,15,2,N/A,35,17.5,22,0,0,0,N/A,N/A,0,0,0
ATLTE0305,KAN,2003,15,6,N/A,93,15.5,32,2,0,0,N/A,N/A,0,0,0
OAKTE0072,OAK,2003,15,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
SEATE0155,IND,2003,15,3,N/A,24,8,9,0,0,0,N/A,N/A,0,0,0
NWETE0171,JAC,2003,15,2,N/A,8,4,6,0,0,0,N/A,N/A,0,0,0
DENTE0059,DEN,2003,15,8,N/A,97,12.1,16,0,0,0,N/A,N/A,0,0,0
TENTE0085,TEN,2003,15,1,N/A,4,4,4,0,0,0,N/A,N/A,0,0,0
WASTE0146,ATL,2003,15,1,N/A,0,0,0,0,0,0,N/A,N/A,0,0,0
CARTE0130,CAR,2003,15,2,N/A,30,15,19,0,0,0,N/A,N/A,0,0,0
PHITE0119,PHI,2003,15,2,N/A,31,15.5,16,0,0,0,N/A,N/A,0,0,0
MINTE0282,MIN,2003,15,5,N/A,30,6,9,0,0,0,N/A,N/A,0,0,0
DETTE0158,DAL,2003,15,1,N/A,23,23,23,0,0,0,N/A,N/A,0,0,0
CHITE0210,CHI,2003,15,3,N/A,30,10,11,0,0,0,N/A,N/A,0,0,0
NWETE0097,SFO,2003,15,2,N/A,27,13.5,18,0,0,0,N/A,N/A,0,0,0
ATLTE0235,CIN,2003,15,1,N/A,2,2,2,0,0,0,N/A,N/A,0,0,0
SEATE0126,SEA,2003,15,5,N/A,69,13.8,22,0,0,0,N/A,N/A,0,0,0
DENTE0086,DEN,2003,15,2,N/A,21,10.5,12,0,0,0,N/A,N/A,0,0,0
STLTE0099,STL,2003,15,1,N/A,10,10,10,0,0,0,N/A,N/A,0,0,0
DETTE0060,DET,2003,15,4,N/A,27,6.8,12,0,0,0,N/A,N/A,0,0,0
GNBTE0082,GNB,2003,15,1,N/A,4,4,4,0,0,0,N/A,N/A,0,0,0
OAKTE0218,CIN,2003,16,1,N/A,21,21,21,0,0,0,N/A,N/A,0,0,0
BUFTE0208,GNB,2003,16,2,N/A,4,2,6,1,0,0,N/A,N/A,0,0,0
NORTE0089,NOR,2003,16,5,N/A,54,10.8,18,1,0,0,N/A,N/A,0,0,0
TENTE0310,NWE,2003,16,1,N/A,4,4,4,0,0,0,N/A,N/A,0,0,0
CHITE0221,STL,2003,16,2,N/A,10,5,7,0,1,8,8,8,0,0,0
NWETE0246,ATL,2003,16,1,N/A,6,6,6,1,0,0,N/A,N/A,0,0,0
MINTE0163,CAR,2003,16,2,N/A,6,3,5,0,0,0,N/A,N/A,0,0,0
WASTE0045,WAS,2003,16,2,N/A,29,14.5,18,0,0,0,N/A,N/A,0,0,0
ARITE0213,BAL,2003,16,1,N/A,14,14,14,0,0,0,N/A,N/A,0,0,0
TAMTE0264,SEA,2003,16,1,N/A,26,26,26,0,0,0,N/A,N/A,0,0,0
WASNT0088,NYJ,2003,16,3,N/A,31,10.3,16,0,0,0,N/A,N/A,0,0,0
DALTE0355,DAL,2003,16,1,N/A,36,36,36,1,0,0,N/A,N/A,0,0,0
TENTE0375,NYG,2003,16,3,N/A,20,6.7,8,0,0,0,N/A,N/A,0,0,0
JACTE0264,JAC,2003,16,1,N/A,30,30,30,0,0,0,N/A,N/A,0,0,0
SDGTE0328,SDG,2003,16,5,N/A,64,12.8,20,0,0,0,N/A,N/A,0,0,0
ARITE0074,OAK,2003,16,1,N/A,0,0,0,0,0,0,N/A,N/A,0,0,0
CLETE0097,CLE,2003,16,1,N/A,16,16,16,0,0,0,N/A,N/A,0,0,0
SFOTE0244,SDG,2003,16,2,N/A,29,14.5,24,0,0,0,N/A,N/A,0,0,0
SDGTE0286,MIA,2003,16,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
SFOTE0102,BAL,2003,16,2,N/A,11,5.5,10,1,0,0,N/A,N/A,0,0,0
TENTE0151,TEN,2003,16,1,N/A,2,2,2,1,0,0,N/A,N/A,0,0,0
KANTE0271,NYJ,2003,16,4,N/A,29,7.3,15,0,0,0,N/A,N/A,0,0,0
NWETE0171,JAC,2003,16,1,N/A,4,4,4,0,0,0,N/A,N/A,0,0,0
CARTE0157,NWE,2003,16,1,N/A,10,10,10,0,0,0,N/A,N/A,0,0,0
SEATE0155,IND,2003,16,4,N/A,55,13.8,27,0,0,0,N/A,N/A,0,0,0
TAMTE0070,TAM,2003,16,1,N/A,3,3,3,1,0,0,N/A,N/A,0,0,0
TAMTE0097,TAM,2003,16,1,N/A,9,9,9,0,0,0,N/A,N/A,0,1,0
WASTE0057,NOR,2003,16,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
DENTE0059,DEN,2003,16,2,N/A,30,15,26,0,0,0,N/A,N/A,0,0,0
TENTE0085,TEN,2003,16,1,N/A,25,25,25,0,0,0,N/A,N/A,0,0,0
WASTE0146,ATL,2003,16,1,N/A,8,8,8,0,0,0,N/A,N/A,0,0,0
ARITE0069,ARI,2003,16,2,N/A,11,5.5,9,0,0,0,N/A,N/A,0,0,0
