STATS,,,,,,,,,,,,,,,,
PID,TID,Season,Week,Rec,REC_Tgt,REC_Yds,REC_YPR,REC_Lng,REC_TD,RUN_Att,RUN_Yds,RUN_YPA,RUN_Lng,RUN_TD,Fum,FumLost
CINTE0294,PHI,2009,8,1,N/A,11,11,11,0,0,0,N/A,0,0,0,0
TENTE0288,TEN,2009,8,4,N/A,27,6.8,18,0,0,0,N/A,0,0,0,0
BALTE0315,STL,2009,8,2,N/A,43,21.5,27,0,0,0,N/A,0,0,0,0
SFOTE0320,SFO,2009,8,3,N/A,20,6.7,10,1,0,0,N/A,0,0,0,0
MINTE0262,MIN,2009,8,1,N/A,2,2,2,1,0,0,N/A,0,0,0,0
JACTE0304,JAC,2009,8,2,N/A,18,9,13,0,0,0,N/A,0,0,0,0
DETTE0208,DET,2009,8,2,N/A,17,8.5,9,0,0,0,N/A,0,0,0,0
SDGTE0328,SDG,2009,8,3,N/A,49,16.3,30,0,0,0,N/A,0,0,0,0
DETTE0323,DET,2009,8,1,N/A,10,10,10,0,0,0,N/A,0,0,0,0
ATLTE0305,ATL,2009,8,6,N/A,89,14.8,27,0,0,0,N/A,0,0,0,0
DETTE0252,TAM,2009,9,3,N/A,46,15.3,21,0,0,0,N/A,0,0,0,0
TENTE0378,SFO,2009,9,1,N/A,13,13,13,0,0,0,N/A,0,0,0,0
NYGTE0187,NYG,2009,9,1,N/A,14,14,14,0,0,0,N/A,0,0,0,0
PITTE0236,KAN,2009,9,1,N/A,5,5,5,0,0,0,N/A,0,0,0,0
DETTE0334,DEN,2009,9,1,N/A,3,3,3,0,0,0,N/A,0,0,0,0
SFOTE0320,SFO,2009,9,10,N/A,102,10.2,40,0,0,0,N/A,0,0,0,0
JACTE0402,JAC,2009,9,1,N/A,3,3,3,0,0,0,N/A,0,0,0,0
KANTE0320,MIA,2009,9,1,N/A,20,20,20,0,0,0,N/A,0,0,0,0
CARTE0309,CHI,2009,9,5,N/A,71,14.2,33,3,0,0,N/A,0,0,0,0
KANTE0277,NYG,2009,9,2,N/A,17,8.5,9,1,0,0,N/A,0,0,0,0
MIATE0213,MIA,2009,9,3,N/A,29,9.7,21,1,0,0,N/A,0,0,1,0
DETTE0353,DET,2009,9,7,N/A,70,10,18,1,0,0,N/A,0,0,0,0
INDTE0303,HOU,2009,9,1,N/A,9,9,9,0,0,0,N/A,0,0,0,0
CLETE0371,CAR,2009,9,3,N/A,46,15.3,19,0,0,0,N/A,0,0,1,0
WASTE0318,WAS,2009,9,2,N/A,26,13,16,0,0,0,N/A,0,0,0,0
PHITE0325,PHI,2009,9,3,N/A,39,13,20,1,0,0,N/A,0,0,0,0
ARITE0179,ARI,2009,9,2,N/A,15,7.5,9,1,0,0,N/A,0,0,0,0
MINTE0361,SEA,2009,9,6,N/A,42,7,15,0,0,0,N/A,0,0,0,0
CINTE0198,CIN,2009,9,2,N/A,32,16,20,0,0,0,N/A,0,0,0,0
DENTE0334,HOU,2009,9,2,N/A,15,7.5,9,0,0,0,N/A,0,0,0,0
TENTE0310,DEN,2009,9,1,N/A,18,18,18,0,0,0,N/A,0,0,0,0
BALTE0327,IND,2009,9,14,N/A,119,8.5,17,0,1,4,4,4,0,0,0
DALTE0355,DAL,2009,9,7,N/A,43,6.1,10,0,0,0,N/A,0,0,0,0
CARTE0265,NOR,2009,9,3,N/A,26,8.7,14,0,0,0,N/A,0,0,0,0
ARITE0213,BAL,2009,9,3,N/A,28,9.3,15,0,0,0,N/A,0,0,0,0
CHITE0210,CHI,2009,9,1,N/A,7,7,7,0,0,0,N/A,0,0,0,0
KANTE0271,ARI,2009,9,1,N/A,15,15,15,1,0,0,N/A,0,0,0,0
WASTE0197,WAS,2009,9,1,N/A,3,3,3,1,0,0,N/A,0,0,0,0
CINTE0244,GNB,2009,9,1,N/A,5,5,5,0,0,0,N/A,0,0,0,0
DETTE0208,DET,2009,9,6,N/A,41,6.8,9,0,0,0,N/A,0,0,0,0
PITTE0262,PIT,2009,9,3,N/A,18,6,14,0,0,0,N/A,0,0,0,0
CINTE0294,PHI,2009,9,1,N/A,11,11,11,0,0,0,N/A,0,0,0,0
TENTE0288,TEN,2009,9,2,N/A,20,10,15,0,0,0,N/A,0,0,0,0
SDGTE0233,SDG,2009,9,1,N/A,2,2,2,1,0,0,N/A,0,0,0,0
NORTE0339,NWE,2009,9,4,N/A,49,12.3,23,0,0,0,N/A,0,0,0,0
SDGTE0328,SDG,2009,9,5,N/A,67,13.4,29,0,0,0,N/A,0,0,0,0
NYJTE0292,TAM,2009,9,4,N/A,57,14.3,22,1,0,0,N/A,0,0,0,0
ATLTE0305,ATL,2009,9,5,N/A,41,8.2,13,1,0,0,N/A,0,0,0,0
SEATE0308,OAK,2009,10,1,N/A,9,9,9,0,0,0,N/A,0,0,0,0
CARTE0309,CHI,2009,10,7,N/A,75,10.7,20,0,0,0,N/A,0,0,0,0
PITTE0260,PIT,2009,10,1,N/A,1,1,1,0,0,0,N/A,0,0,1,0
JACTE0370,NWE,2009,10,2,N/A,17,8.5,9,0,0,0,N/A,0,0,0,0
CHITE0284,CAR,2009,10,1,N/A,11,11,11,0,0,0,N/A,0,0,0,0
GNBTE0230,GNB,2009,10,1,N/A,2,2,2,1,0,0,N/A,0,0,0,0
NWETE0308,STL,2009,10,3,N/A,51,17,23,0,0,0,N/A,0,0,0,0
PITTE0236,KAN,2009,10,3,N/A,11,3.7,5,0,0,0,N/A,0,0,0,0
NORTE0303,NOR,2009,10,5,N/A,45,9,18,0,0,0,N/A,0,0,0,0
DETTE0252,TAM,2009,10,4,N/A,47,11.8,33,1,0,0,N/A,0,0,0,0
ARITE0237,CAR,2009,10,2,N/A,22,11,13,0,0,0,N/A,0,0,0,0
PHITE0325,PHI,2009,10,6,N/A,47,7.8,17,1,0,0,N/A,0,0,0,0
INDTE0280,IND,2009,10,2,N/A,6,3,6,0,0,0,N/A,0,0,0,0
STLTE0323,TEN,2009,10,1,N/A,4,4,4,0,0,0,N/A,0,0,0,0
DETTE0353,DET,2009,10,2,N/A,23,11.5,15,0,0,0,N/A,0,0,0,0
BUFTE0200,BUF,2009,10,3,N/A,13,4.3,6,0,0,0,N/A,0,0,0,0
SEATE0308,JAC,2009,10,1,N/A,11,11,11,0,0,0,N/A,0,0,0,0
ARITE0239,MIA,2009,10,3,N/A,31,10.3,13,1,0,0,N/A,0,0,0,0
MIATE0213,MIA,2009,10,3,N/A,17,5.7,14,0,0,0,N/A,0,0,0,0
BUFTE0182,BUF,2009,10,1,N/A,8,8,8,0,0,0,N/A,0,0,0,0
NYJTE0256,NYJ,2009,10,6,N/A,58,9.7,23,0,1,7,7,7,0,0,0
MINTE0361,SEA,2009,10,1,N/A,31,31,31,1,0,0,N/A,0,0,0,0
WASTE0318,WAS,2009,10,4,N/A,50,12.5,24,0,0,0,N/A,0,0,0,0
CHITE0288,DAL,2009,10,1,N/A,6,6,6,0,0,0,N/A,0,0,0,0
DETTE0334,DEN,2009,10,4,N/A,29,7.3,12,0,0,0,N/A,0,0,0,0
JACTE0402,JAC,2009,10,2,N/A,58,29,33,0,0,0,N/A,0,0,0,0
SFOTE0244,ATL,2009,10,2,N/A,12,6,9,1,0,0,N/A,0,0,0,0
WASNT0088,NWE,2009,10,2,N/A,13,6.5,7,0,0,0,N/A,0,0,0,0
SDGTE0286,STL,2009,10,2,N/A,30,15,19,0,0,0,N/A,0,0,0,0
CLETE0255,CLE,2009,10,1,N/A,7,7,4,0,0,0,N/A,0,0,0,0
BALTE0327,IND,2009,10,4,N/A,65,16.3,25,0,0,0,N/A,0,0,0,0
TAMTE0264,TAM,2009,10,1,N/A,15,15,15,0,0,0,N/A,0,0,0,0
CARTE0265,NOR,2009,10,3,N/A,42,14,25,0,0,0,N/A,0,0,0,0
CLETE0221,CLE,2009,10,1,N/A,9,9,9,0,0,0,N/A,0,0,0,0
CHITE0210,CHI,2009,10,1,N/A,7,7,7,0,0,0,N/A,0,0,0,0
WASTE0197,WAS,2009,10,1,N/A,2,2,2,1,0,0,N/A,0,0,0,0
ARITE0213,BAL,2009,10,4,N/A,43,10.8,18,0,0,0,N/A,0,0,0,0
DALTE0355,DAL,2009,10,5,N/A,47,9.4,14,0,0,0,N/A,0,0,0,0
TENTE0375,MIN,2009,10,3,N/A,43,14.3,21,0,0,0,N/A,0,0,0,0
TENTE0288,TEN,2009,10,2,N/A,16,8,10,0,0,0,N/A,0,0,0,0
PITTE0262,PIT,2009,10,4,N/A,26,6.5,11,0,0,0,N/A,0,0,0,0
BALTE0315,STL,2009,10,1,N/A,12,12,12,0,0,0,N/A,0,0,0,0
CINTE0198,CIN,2009,10,3,N/A,14,4.7,6,0,0,0,N/A,0,0,0,0
SFOTE0320,SFO,2009,10,3,N/A,16,5.3,6,0,0,0,N/A,0,0,0,0
MINTE0262,MIN,2009,10,1,N/A,8,8,8,1,1,0,0,0,0,0,0
NORTE0339,NWE,2009,10,1,N/A,36,36,36,0,0,0,N/A,0,0,0,0
CINTE0244,GNB,2009,10,2,N/A,21,10.5,17,0,0,0,N/A,0,0,0,0
SDGTE0328,SDG,2009,10,7,N/A,78,11.1,20,0,0,0,N/A,0,0,0,0
DETTE0323,DET,2009,10,4,N/A,33,8.3,12,1,0,0,N/A,0,0,0,0
NYJTE0292,TAM,2009,10,7,N/A,102,14.6,37,0,0,0,N/A,0,0,0,0
ATLTE0305,ATL,2009,10,6,N/A,67,11.2,14,0,0,0,N/A,0,0,0,0
JACTE0370,NWE,2009,11,1,N/A,5,5,5,0,0,0,N/A,0,0,0,0
KANTE0277,NYG,2009,11,5,N/A,76,15.2,28,2,0,0,N/A,0,0,0,0
CHITE0284,CAR,2009,11,4,N/A,40,10,21,0,0,0,N/A,0,0,0,0
PHITE0325,PHI,2009,11,4,N/A,35,8.8,21,0,0,0,N/A,0,0,0,0
PITTE0260,PIT,2009,11,1,N/A,7,7,7,0,0,0,N/A,0,0,0,0
SEATE0308,OAK,2009,11,5,N/A,65,13,19,1,0,0,N/A,0,0,0,0
PITTE0236,KAN,2009,11,2,N/A,26,13,21,1,0,0,N/A,0,0,0,0
NORTE0303,NOR,2009,11,4,N/A,66,16.5,37,1,0,0,N/A,0,0,0,0
CLETE0224,CLE,2009,11,1,N/A,18,18,18,0,0,0,N/A,0,0,0,0
CARTE0309,CHI,2009,11,6,N/A,42,7,11,0,0,0,N/A,0,0,0,0
ARITE0179,ARI,2009,11,1,N/A,27,27,27,0,0,0,N/A,0,0,0,0
NYJTE0256,NYJ,2009,11,3,N/A,38,12.7,21,0,0,0,N/A,0,0,0,0
DETTE0353,DET,2009,11,6,N/A,72,12,30,1,0,0,N/A,0,0,0,0
BUFTE0200,BUF,2009,11,1,N/A,25,25,25,0,0,0,N/A,0,0,0,0
PHITE0313,HOU,2009,11,2,N/A,33,16.5,32,0,0,0,N/A,0,0,0,0
PITTE0244,PIT,2009,11,1,N/A,5,5,5,0,0,0,N/A,0,0,0,0
INDTE0254,IND,2009,11,6,N/A,80,13.3,31,0,0,0,N/A,0,0,1,1
SEATE0293,CHI,2009,11,2,N/A,17,8.5,15,1,0,0,N/A,0,0,0,0
WASTE0318,WAS,2009,11,2,N/A,24,12,17,0,0,0,N/A,0,0,0,0
CHITE0288,DAL,2009,11,3,N/A,43,14.3,21,0,0,0,N/A,0,0,0,0
GNBTE0338,GNB,2009,11,7,N/A,54,7.7,20,0,0,0,N/A,0,0,0,0
CLETE0371,CAR,2009,11,2,N/A,46,23,29,0,0,0,N/A,0,0,0,0
DETTE0334,DEN,2009,11,1,N/A,12,12,12,0,0,0,N/A,0,0,0,0
JACTE0402,JAC,2009,11,3,N/A,70,23.3,35,0,0,0,N/A,0,0,0,0
SFOTE0244,ATL,2009,11,3,N/A,41,13.7,23,0,0,0,N/A,0,0,0,0
SDGTE0286,STL,2009,11,2,N/A,17,8.5,9,0,0,0,N/A,0,0,0,0
BALTE0327,IND,2009,11,1,N/A,3,3,3,1,0,0,N/A,0,0,0,0
BALTE0220,BAL,2009,11,1,N/A,5,5,5,0,0,0,N/A,0,0,0,0
TAMTE0264,TAM,2009,11,1,N/A,5,5,5,0,0,0,N/A,0,0,0,0
TENTE0310,DEN,2009,11,1,N/A,4,4,4,0,0,0,N/A,0,0,0,0
KANTE0271,ARI,2009,11,1,N/A,-1,-1,-1,0,0,0,N/A,0,0,1,1
ARITE0213,BAL,2009,11,2,N/A,15,7.5,11,0,0,0,N/A,0,0,0,0
NWETE0246,TEN,2009,11,2,N/A,18,9,11,0,0,0,N/A,0,0,0,0
CARTE0265,NOR,2009,11,2,N/A,17,8.5,12,0,0,0,N/A,0,0,0,0
DALTE0355,DAL,2009,11,5,N/A,43,8.6,13,0,0,0,N/A,0,0,0,0
TENTE0375,MIN,2009,11,8,N/A,78,9.8,14,1,0,0,N/A,0,0,0,0
DENTE0334,HOU,2009,11,1,N/A,23,23,23,0,0,0,N/A,0,0,0,0
BALTE0315,STL,2009,11,1,N/A,6,6,6,0,0,0,N/A,0,0,0,0
CINTE0198,CIN,2009,11,2,N/A,12,6,8,0,0,0,N/A,0,0,0,0
SFOTE0320,SFO,2009,11,6,N/A,108,18,32,1,0,0,N/A,0,0,0,0
TENTE0288,TEN,2009,11,4,N/A,38,9.5,27,0,0,0,N/A,0,0,0,0
PITTE0262,PIT,2009,11,7,N/A,95,13.6,41,1,0,0,N/A,0,0,0,0
SDGTE0328,SDG,2009,11,3,N/A,41,13.7,24,0,0,0,N/A,0,0,0,0
DETTE0323,DET,2009,11,2,N/A,12,6,11,1,0,0,N/A,0,0,0,0
NYJTE0292,TAM,2009,11,5,N/A,29,5.8,8,0,0,0,N/A,0,0,0,0
CLETE0229,CLE,2009,11,2,N/A,5,2.5,3,1,0,0,N/A,0,0,0,0
ATLTE0305,ATL,2009,11,8,N/A,82,10.3,18,1,0,0,N/A,0,0,0,0
CARTE0309,CHI,2009,12,7,N/A,45,6.4,9,0,0,0,N/A,0,0,0,0
NYGTE0187,NYG,2009,12,1,N/A,-8,-8,-8,0,0,0,N/A,0,0,1,0
SEATE0308,OAK,2009,12,5,N/A,73,14.6,28,0,0,0,N/A,0,0,0,0
KANTE0277,NYG,2009,12,2,N/A,22,11,12,0,0,0,N/A,0,0,0,0
CHITE0284,CAR,2009,12,4,N/A,62,15.5,26,0,0,0,N/A,0,0,0,0
CLETE0224,CLE,2009,12,1,N/A,17,17,17,0,0,0,N/A,0,0,0,0
NWETE0308,STL,2009,12,1,N/A,25,25,25,0,0,0,N/A,0,0,0,0
PITTE0236,KAN,2009,12,1,N/A,-3,-3,-3,0,0,0,N/A,0,0,0,0
DETTE0334,DEN,2009,12,4,N/A,53,13.3,22,0,0,0,N/A,0,0,0,0
NORTE0303,NOR,2009,12,1,N/A,25,25,25,0,0,0,N/A,0,0,0,0
DETTE0252,TAM,2009,12,3,N/A,26,8.7,10,0,0,0,N/A,0,0,0,0
TENTE0378,SFO,2009,12,4,N/A,52,13,22,0,1,11,11,11,0,0,0
PHITE0325,PHI,2009,12,4,N/A,33,8.3,15,0,0,0,N/A,0,0,0,0
ARITE0179,ARI,2009,12,1,N/A,23,23,23,0,0,0,N/A,0,0,0,0
STLTE0323,TEN,2009,12,2,N/A,29,14.5,17,0,0,0,N/A,0,0,0,0
DETTE0353,DET,2009,12,1,N/A,12,12,12,0,0,0,N/A,0,0,0,0
BUFTE0200,BUF,2009,12,1,N/A,22,22,22,0,0,0,N/A,0,0,0,0
PHITE0313,HOU,2009,12,2,N/A,17,8.5,12,0,0,0,N/A,0,0,0,0
SEATE0308,JAC,2009,12,1,N/A,10,10,10,0,0,0,N/A,0,0,0,0
BUFTE0207,BUF,2009,12,1,N/A,17,17,17,0,0,0,N/A,0,0,0,0
INDTE0254,IND,2009,12,1,N/A,5,5,5,0,0,0,N/A,0,0,0,0
MINTE0361,SEA,2009,12,2,N/A,14,7,14,0,0,0,N/A,0,0,0,0
NYJTE0256,NYJ,2009,12,4,N/A,68,17,22,0,0,0,N/A,0,0,1,1
WASTE0318,WAS,2009,12,4,N/A,43,10.8,29,1,0,0,N/A,0,0,0,0
GNBTE0338,GNB,2009,12,3,N/A,25,8.3,9,0,0,0,N/A,0,0,0,0
CLETE0371,CAR,2009,12,1,N/A,4,4,4,0,0,0,N/A,0,0,0,0
KANTE0320,MIA,2009,12,5,N/A,74,14.8,18,0,0,0,N/A,0,0,0,0
JACTE0402,JAC,2009,12,3,N/A,40,13.3,22,0,0,0,N/A,0,0,0,0
NORTE0222,NOR,2009,12,1,N/A,2,2,2,1,0,0,N/A,0,0,0,0
SDGTE0286,STL,2009,12,1,N/A,12,12,12,0,0,0,N/A,0,0,0,0
BALTE0327,IND,2009,12,9,N/A,63,7,11,1,0,0,N/A,0,0,0,0
DALTE0355,DAL,2009,12,5,N/A,107,21.4,44,0,0,0,N/A,0,0,0,0
TENTE0375,MIN,2009,12,5,N/A,51,10.2,21,1,0,0,N/A,0,0,0,0
TAMTE0264,TAM,2009,12,1,N/A,6,6,6,0,0,0,N/A,0,0,0,0
TENTE0310,DEN,2009,12,1,N/A,17,17,17,0,0,0,N/A,0,0,0,0
NWETE0246,TEN,2009,12,1,N/A,8,8,8,0,0,0,N/A,0,0,0,0
ARITE0213,BAL,2009,12,1,N/A,6,6,6,0,0,0,N/A,0,0,0,0
CHITE0221,SDG,2009,12,1,N/A,11,11,11,0,0,0,N/A,0,0,0,0
OAKTE0218,OAK,2009,12,1,N/A,4,4,4,0,0,0,N/A,0,0,0,0
CARTE0265,NOR,2009,12,1,N/A,15,15,15,0,0,0,N/A,0,0,0,0
CINTE0244,GNB,2009,12,4,N/A,22,5.5,10,1,0,0,N/A,0,0,0,0
DETTE0208,DET,2009,12,5,N/A,38,7.6,12,0,0,0,N/A,0,0,1,1
DENTE0334,HOU,2009,12,1,N/A,14,14,14,0,0,0,N/A,0,0,0,0
TENTE0288,TEN,2009,12,5,N/A,68,13.6,22,0,0,0,N/A,0,0,0,0
BALTE0315,STL,2009,12,1,N/A,6,6,6,0,0,0,N/A,0,0,0,0
CINTE0198,CIN,2009,12,2,N/A,11,5.5,7,1,0,0,N/A,0,0,0,0
SFOTE0320,SFO,2009,12,6,N/A,69,11.5,30,1,0,0,N/A,0,0,0,0
PITTE0262,PIT,2009,12,1,N/A,2,2,2,0,0,0,N/A,0,0,0,0
JACTE0304,JAC,2009,12,2,N/A,39,19.5,30,0,0,0,N/A,0,0,0,0
SDGTE0328,SDG,2009,12,7,N/A,118,16.9,22,2,0,0,N/A,0,0,0,0
DETTE0323,DET,2009,12,3,N/A,23,7.7,13,0,0,0,N/A,0,0,0,0
NYJTE0292,TAM,2009,12,7,N/A,81,11.6,21,0,0,0,N/A,0,0,0,0
NORTE0339,NWE,2009,12,2,N/A,14,7,11,0,0,0,N/A,0,0,0,0
ATLTE0305,ATL,2009,12,9,N/A,83,9.2,17,0,0,0,N/A,0,0,0,0
CARTE0309,CHI,2009,13,2,N/A,1,0.5,1,0,0,0,N/A,0,0,0,0
SEATE0308,OAK,2009,13,4,N/A,43,10.8,16,0,0,0,N/A,0,0,0,0
KANTE0277,NYG,2009,13,1,N/A,10,10,10,0,1,16,16,16,0,0,0
CHITE0284,CAR,2009,13,2,N/A,11,5.5,6,0,0,0,N/A,0,0,0,0
TENTE0378,SFO,2009,13,3,N/A,28,9.3,18,0,1,7,7,7,0,0,0
ARITE0237,CAR,2009,13,3,N/A,17,5.7,15,0,0,0,N/A,0,0,0,0
DETTE0334,DEN,2009,13,1,N/A,19,19,19,0,0,0,N/A,0,0,0,0
PITTE0236,KAN,2009,13,2,N/A,18,9,11,0,0,0,N/A,0,0,0,0
NORTE0303,NOR,2009,13,3,N/A,31,10.3,21,0,0,0,N/A,0,0,0,0
DETTE0252,TAM,2009,13,4,N/A,68,17,26,0,0,0,N/A,0,0,0,0
PHITE0325,PHI,2009,13,2,N/A,16,8,11,1,0,0,N/A,0,0,0,0
ARITE0179,ARI,2009,13,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
BUFTE0207,BUF,2009,13,1,N/A,1,1,1,0,0,0,N/A,0,0,0,0
SEATE0308,JAC,2009,13,3,N/A,74,24.7,62,0,0,0,N/A,0,0,0,0
SDGTE0326,DAL,2009,13,1,N/A,8,8,8,0,0,0,N/A,N/A,0,0,0
PHITE0287,CLE,2009,13,6,N/A,80,13.3,18,0,0,0,N/A,0,0,0,0
GNBTE0338,GNB,2009,13,7,N/A,79,11.3,29,2,0,0,N/A,N/A,0,0,0
KANTE0222,KAN,2009,13,3,N/A,21,7,13,0,0,0,N/A,0,0,0,0
NYJTE0256,NYJ,2009,13,1,N/A,5,5,5,0,0,0,N/A,0,0,0,0
MINTE0361,SEA,2009,13,1,N/A,9,9,9,0,0,0,N/A,N/A,0,0,0
WASTE0318,WAS,2009,13,5,N/A,53,10.6,15,1,0,0,N/A,0,0,0,0
CHITE0288,DAL,2009,13,2,N/A,20,10,18,0,0,0,N/A,N/A,0,0,0
KANTE0320,MIA,2009,13,5,N/A,67,13.4,19,0,0,0,N/A,0,0,0,0
JACTE0402,JAC,2009,13,1,N/A,47,47,47,0,0,0,N/A,0,0,0,0
WASNT0088,NWE,2009,13,1,N/A,6,6,6,0,0,0,N/A,0,0,0,0
SDGTE0286,STL,2009,13,3,N/A,18,6,9,0,0,0,N/A,0,0,0,0
BALTE0327,IND,2009,13,3,N/A,25,8.3,11,0,0,0,N/A,0,0,0,0
DALTE0355,DAL,2009,13,14,N/A,156,11.1,32,0,0,0,N/A,N/A,0,0,0
TAMTE0264,TAM,2009,13,1,N/A,9,9,9,0,0,0,N/A,0,0,0,0
TENTE0310,DEN,2009,13,2,N/A,20,10,13,1,0,0,N/A,0,0,0,0
ARITE0213,BAL,2009,13,5,N/A,52,10.4,23,0,0,0,N/A,N/A,0,0,0
NWETE0246,TEN,2009,13,2,N/A,14,7,9,0,0,0,N/A,0,0,0,0
OAKTE0218,OAK,2009,13,2,N/A,4,2,3,0,0,0,N/A,0,0,0,0
CARTE0265,NOR,2009,13,4,N/A,47,11.8,15,0,0,0,N/A,0,0,0,0
TENTE0375,MIN,2009,13,2,N/A,14,7,11,1,0,0,N/A,N/A,0,0,0
CINTE0244,GNB,2009,13,1,N/A,3,3,3,0,0,0,N/A,N/A,0,0,0
TENTE0288,TEN,2009,13,5,N/A,56,11.2,17,1,0,0,N/A,0,0,0,0
DENTE0334,HOU,2009,13,1,N/A,8,8,8,0,0,0,N/A,0,0,0,0
CINTE0198,CIN,2009,13,1,N/A,16,16,16,0,0,0,N/A,0,0,0,0
SFOTE0320,SFO,2009,13,6,N/A,111,18.5,42,1,0,0,N/A,N/A,0,0,0
PITTE0262,PIT,2009,13,1,N/A,27,27,27,0,0,0,N/A,0,0,0,0
JACTE0304,JAC,2009,13,2,N/A,11,5.5,7,1,0,0,N/A,0,0,0,0
DETTE0208,DET,2009,13,1,N/A,9,9,9,0,0,0,N/A,0,0,0,0
SDGTE0328,SDG,2009,13,8,N/A,167,20.9,56,0,0,0,N/A,N/A,0,0,0
DETTE0323,DET,2009,13,1,N/A,11,11,11,0,0,0,N/A,0,0,0,0
NYJTE0292,TAM,2009,13,4,N/A,69,17.3,25,0,0,0,N/A,0,0,0,0
ATLTE0305,ATL,2009,13,8,N/A,72,9,24,0,0,0,N/A,0,0,0,0
CHITE0284,CAR,2009,14,3,N/A,26,8.7,21,0,0,0,N/A,N/A,0,0,0
KANTE0277,NYG,2009,14,7,N/A,70,10,23,1,0,0,N/A,N/A,0,0,0
PHITE0325,PHI,2009,14,5,N/A,64,12.8,23,1,0,0,N/A,N/A,0,0,0
CINTE0200,CIN,2009,14,2,N/A,13,6.5,7,0,0,0,N/A,N/A,0,0,0
INDTE0280,IND,2009,14,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
SEATE0308,OAK,2009,14,7,N/A,46,6.6,11,0,0,0,N/A,N/A,0,0,0
CARTE0309,CHI,2009,14,2,N/A,14,7,12,0,0,0,N/A,N/A,0,0,0
DETTE0252,TAM,2009,14,2,N/A,9,4.5,5,0,0,0,N/A,N/A,0,0,0
ARITE0237,CAR,2009,14,2,N/A,16,8,12,0,0,0,N/A,N/A,0,0,0
TENTE0378,SFO,2009,14,1,N/A,2,2,2,0,0,0,N/A,N/A,0,0,0
NWETE0308,STL,2009,14,3,N/A,32,10.7,13,0,0,0,N/A,N/A,0,0,0
NYJTE0256,NYJ,2009,14,1,N/A,3,3,3,0,0,0,N/A,N/A,0,0,0
MINTE0361,SEA,2009,14,3,N/A,24,8,12,1,0,0,N/A,N/A,0,0,0
BUFTE0200,BUF,2009,14,2,N/A,19,9.5,17,0,0,0,N/A,N/A,0,1,1
BUFTE0207,BUF,2009,14,1,N/A,8,8,8,0,0,0,N/A,N/A,0,0,0
NYGTE0306,OAK,2009,14,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
DENTE0240,DET,2009,14,1,N/A,4,4,4,0,0,0,N/A,N/A,0,0,0
PHITE0287,CLE,2009,14,2,N/A,34,17,24,0,0,0,N/A,N/A,0,0,0
NWETE0330,NYJ,2009,14,1,N/A,2,2,2,0,0,0,N/A,N/A,0,0,0
MIATE0213,MIA,2009,14,2,N/A,15,7.5,8,0,0,0,N/A,N/A,0,0,0
WASTE0318,WAS,2009,14,3,N/A,50,16.7,27,2,0,0,N/A,N/A,0,0,0
KANTE0222,KAN,2009,14,1,N/A,26,26,26,0,0,0,N/A,N/A,0,0,0
GNBTE0338,GNB,2009,14,5,N/A,70,14,25,0,0,0,N/A,N/A,0,1,1
CLETE0371,CAR,2009,14,1,N/A,7,7,7,0,0,0,N/A,N/A,0,0,0
NORTE0303,NOR,2009,14,2,N/A,9,4.5,5,0,0,0,N/A,N/A,0,0,0
PITTE0236,KAN,2009,14,4,N/A,45,11.3,16,0,0,0,N/A,N/A,0,0,0
BALTE0327,IND,2009,14,5,N/A,43,8.6,22,3,0,0,N/A,N/A,0,0,0
NORTE0278,TAM,2009,14,1,N/A,5,5,5,0,0,0,N/A,N/A,0,0,0
DALTE0355,DAL,2009,14,4,N/A,49,12.3,26,0,0,0,N/A,N/A,0,0,0
TENTE0375,MIN,2009,14,2,N/A,19,9.5,13,0,0,0,N/A,N/A,0,0,0
CINTE0244,GNB,2009,14,2,N/A,16,8,13,0,0,0,N/A,N/A,0,0,0
SDGTE0286,STL,2009,14,2,N/A,15,7.5,11,1,0,0,N/A,N/A,0,0,0
TENTE0310,DEN,2009,14,1,N/A,6,6,6,0,0,0,N/A,N/A,0,0,0
CHITE0210,CHI,2009,14,1,N/A,8,8,8,0,0,0,N/A,N/A,0,0,0
ARITE0213,BAL,2009,14,2,N/A,38,19,31,0,0,0,N/A,N/A,0,0,0
NWETE0246,TEN,2009,14,4,N/A,41,10.3,20,1,0,0,N/A,N/A,0,0,0
CARTE0265,NOR,2009,14,4,N/A,46,11.5,18,0,0,0,N/A,N/A,0,0,0
SDGTE0328,SDG,2009,14,4,N/A,44,11,14,1,0,0,N/A,N/A,0,0,0
DETTE0323,DET,2009,14,2,N/A,16,8,10,0,0,0,N/A,N/A,0,0,0
BALTE0315,STL,2009,14,1,N/A,8,8,8,0,0,0,N/A,N/A,0,0,0
DENTE0334,HOU,2009,14,3,N/A,22,7.3,10,0,0,0,N/A,N/A,0,0,0
CINTE0198,CIN,2009,14,2,N/A,19,9.5,10,0,0,0,N/A,N/A,0,0,0
SFOTE0320,SFO,2009,14,3,N/A,34,11.3,16,1,0,0,N/A,N/A,0,0,0
JACTE0402,JAC,2009,14,2,N/A,30,15,16,0,0,0,N/A,N/A,0,0,0
TENTE0288,TEN,2009,14,4,N/A,43,10.8,16,0,0,0,N/A,N/A,0,0,0
