26671,Le'Veon Bell,RB,PIT
24318,LeGarrette Blount,RB,PIT
26389,Brandon Bolden,RB,NWE
8504,Ahmad Bradshaw,RB,IND
9291,Donald Brown,RB,SDG
7751,Reggie Bush,RB,DET
24906,Delone Carter,RB,JAC
25007,Shaun Chapas,RB,JAC
25826,Orson Charles,RB,CIN
26299,Derrick Coleman,RB,SEA
24115,John Conner,RB,NYG
26876,Michael Cox,RB,NYG
26719,Knile Davis,RB,KAN
26591,Jeff Demps,RB,TAM
25158,Patrick DiMarco,RB,ATL
26064,Lance Dunbar,RB,DAL
26810,Andre Ellington,RB,ARI
8912,Jerome Felton,RB,MIN
26937,Michael Ford,RB,CHI
9527,Arian Foster,RB,HOU
27002,Kendall Gaskins,RB,NYG
26787,Mike Gillislee,RB,MIA
7241,Frank Gore,RB,SFO
25892,Cyrus Gray,RB,KAN
24883,Alex Green,RB,NYJ
9329,Shonn Greene,RB,TEN
26255,Jewel Hampton,RB,SFO
25027,Stanley Havili,RB,IND
25901,Daniel Herron,RB,IND
9004,Peyton Hillis,RB,NYG
25077,Robert Hughes,RB,ARI
25505,Henry Hynoski,RB,NYG
27504,Carlin Isles,RB,DET
8063,Fred Jackson,RB,BUF
25771,LaMichael James,RB,SFO
9514,Rashad Jennings,RB,NYG
8801,Chris Johnson,RB,TEN
9409,Quinn Johnson,RB,TEN
7809,Maurice Jones-Drew,RB,OAK
25303,Eric Kettani,RB,KAN
26754,Marcus Lattimore,RB,SFO
24936,Dion Lewis,RB,CLE
27135,Zach Line,RB,MIN
8266,Marshawn Lynch,RB,SEA
25741,Doug Martin,RB,TAM
27052,Miguel Maysonet,RB,PIT
8781,Darren McFadden,RB,OAK
26685,Christine Michael,RB,SEA
25807,Lamar Miller,RB,MIA
26233,Collin Mooney,RB,TEN
25883,Alfred Morris,RB,WAS
26804,Latavius Murray,RB,OAK
26535,Jamize Olawale,RB,OAK
8040,Montell Owens,RB,DET
9449,Cedric Peerman,RB,CIN
25794,Bernard Pierce,RB,BAL
26103,Tauren Poole,RB,PIT
26973,Lonnie Pryor,RB,TAM
25869,Chris Rainey,RB,IND
26774,Joseph Randle,RB,DAL
25650,Chase Reynolds,RB,STL
25962,Daryl Richardson,RB,STL
26822,Theo Riddick,RB,DET
27378,Khiry Robinson,RB,NOR
25821,Evan Rodriguez,RB,BUF
27423,Jason Schepler,RB,TEN
24923,Anthony Sherman,RB,KAN
25922,Michael Smith,RB,TAM
25175,Chad Spann,RB,HOU
7306,Darren Sproles,RB,PHI
24169,James Starks,RB,GNB
8790,Jonathan Stewart,RB,CAR
9563,Will Ta'ufo'ou,RB,JAC
26763,Stepfan Taylor,RB,ARI
24849,Daniel Thomas,RB,MIA
26777,Chris Thompson,RB,WAS
9043,Mike Tolbert,RB,CAR
24735,Will Tukuafu,RB,SFO
9639,Josh Vaughan,RB,ATL
26817,Spencer Ware,RB,SEA
26596,Fozzy Whittaker,RB,CLE
27133,Jerodis Williams,RB,DEN
24825,Ryan Williams,RB,ARI
27039,Ronnie Wingo,RB,BUF
9560,Danny Woodhead,RB,SDG
27102,Michael Zordich,RB,CAR
25774,Dwayne Allen,TE,IND
25028,David Ausberry,TE,OAK
26013,Brandon Barden,TE,JAC
9364,Travis Beckum,TE,SEA
26538,Brandon Bostick,TE,GNB
26016,Beau Brinkley,TE,TEN
24431,Richie Brockel,TE,CAR
24889,Jordan Cameron,TE,CLE
26416,Derek Carrier,TE,SFO
24473,Mike Caussin,TE,BUF
26253,Garrett Celek,TE,SFO
24961,Charles Clay,TE,MIA
9613,Tom Crabtree,TE,TAM
26877,Justice Cunningham,TE,STL
