PLAYERS
PID,Name,Position,TID,Other_Teams
DALTE009,Jeff Robinson,TE,DAL,<STL>
DALTE010,Jackie Harris,TE,DAL,<>
DALTE011,Gavin Escobar,TE,DAL,<>
DALWR001,Dez Bryant,WR,DAL,<>
DALWR002,Dedric Ward,WR,DAL,<MIA|BAL|NWE>
DALWR003,Ken-Yon Rambo,WR,DAL,<>
DALWR004,Raghib Ismail,WR,DAL,<>
DALWR005,Micheal Spurlock,WR,DAL,<ARI|TAM|SFO|SDG|JAC|DET>
DALWR006,Terry Glenn,WR,DAL,<NWE|GNB>
DALWR007,Peerless Price,WR,DAL,<BUF|ATL>
DALWR008,Zuriel Smith,WR,DAL,<>
DALWR009,Miles Austin,WR,DAL,<>
DALWR010,Terrance Williams,WR,DAL,<>
DALWR011,Cole Beasley,WR,DAL,<>
DALWR012,Manuel Johnson,WR,DAL,<>
DALWR013,Darrin Chiaverini,WR,DAL,<>
DALWR014,Dwayne Harris,WR,DAL,<>
DALWR015,Jamaica Rector,WR,DAL,<>
DALWR016,Jesse Holley,WR,DAL,<>
DALWR017,Darnay Scott,WR,DAL,<CIN>
DENKK001,Matt Prater,K,DEN,<ATL>
DENQB001,Chris Simms,QB,DEN,<TAM|TEN>
DENQB002,Bradlee Van Pelt,QB,DEN,<>
DENQB003,Peyton Manning,QB,DEN,<IND>
DENQB004,Jake Plummer,QB,DEN,<ARI>
DENQB005,Brock Osweiler,QB,DEN,<>
DENQB006,Steve Beuerlein,QB,DEN,<>
DENQB007,Jarious Jackson,QB,DEN,<>
DENQB008,Danny Kanell,QB,DEN,<>
DENQB009,Patrick Ramsey,QB,DEN,<WAS|NYJ>
DENRB001,Travis Henry,RB,DEN,<BUF|TEN>
DENRB002,Quentin Griffin,RB,DEN,<>
DENRB003,Cedric Cobbs,RB,DEN,<NWE>
DENRB004,C.J. Anderson,RB,DEN,<>
DENRB005,Kyle Johnson,RB,DEN,<>
DENRB006,Spencer Larsen,RB,DEN,<>
DENRB007,Jacob Hester,RB,DEN,<SDG>
DENRB008,Damien Nash,RB,DEN,<TEN>
DENRB009,Garrison Hearst,RB,DEN,<SFO>
DENRB010,Knowshon Moreno,RB,DEN,<>
DENRB011,Correll Buckhalter,RB,DEN,<PHI>
DENRB012,Michael Pittman,RB,DEN,<ARI|TAM>
DENRB013,Ronnie Hillman,RB,DEN,<>
DENRB014,Terrell Davis,RB,DEN,<>
DENRB015,Tony Carter,RB,DEN,<>
DENRB016,LaMont Jordan,RB,DEN,<NYJ|OAK|NWE>
DENRB017,Andre Hall,RB,DEN,<>
DENRB018,Montee Ball,RB,DEN,<>
DENRB019,Selvin Young,RB,DEN,<>
DENRB020,P.J. Pope,RB,DEN,<>
DENRB021,Laurence Maroney,RB,DEN,<NWE>
DENRB022,Jeremiah Johnson,RB,DEN,<>
DENRB023,Chris Gronkowski,RB,DEN,<DAL>
DENRB024,KaRon Coleman,RB,DEN,<>
DENRB025,Lance Ball,RB,DEN,<IND>
DENTE001,Mike Leach,TE,DEN,<>
DENTE002,Joel Dreessen,TE,DEN,<NYJ|HOU>
DENTE003,Virgil Green,TE,DEN,<>
DENTE004,Chad Mustard,TE,DEN,<CLE>
DENTE005,Dan Gronkowski,TE,DEN,<DET>
DENTE006,Stephen Alexander,TE,DEN,<WAS|SDG|DET>
DENTE007,Nate Jackson,TE,DEN,<>
DENTE008,Richard Quinn,TE,DEN,<>
DENTE009,Patrick Hape,TE,DEN,<>
DENTE010,Shannon Sharpe,TE,DEN,<BAL>
DENTE011,Julius Thomas,TE,DEN,<>
DENTE012,Jacob Tamme,TE,DEN,<IND>
DENTE013,Wesley Duke,TE,DEN,<>
DENWR001,Darius Watts,WR,DEN,<>
DENWR002,Eric Decker,WR,DEN,<>
DENWR003,David Kircus,WR,DEN,<DET>
DENWR004,Ed McCaffrey,WR,DEN,<>
DENWR005,Kenny McKinley,WR,DEN,<>
DENWR006,Chad Jackson,WR,DEN,<NWE>
DENWR007,Triandos Luke,WR,DEN,<>
DENWR008,Matt Willis,WR,DEN,<BAL>
DENWR009,Todd Devoe,WR,DEN,<>
DENWR010,Taylor Jacobs,WR,DEN,<WAS|SFO>
DENWR011,Rod Smith,WR,DEN,<>
DENWR012,Trindon Holliday,WR,DEN,<HOU>
DENWR013,Wes Welker,WR,DEN,<SDG|MIA|NWE>
DENWR014,Adrian Madise,WR,DEN,<>
DENWR015,Charlie Adams,WR,DEN,<>
DENWR016,Clifford Russell,WR,DEN,<WAS|CIN|MIA>
DENWR017,Chris Cole,WR,DEN,<>
DENWR018,Andre Caldwell,WR,DEN,<CIN>
DENWR019,Scottie Montgomery,WR,DEN,<>
DENWR020,Darrell Jackson,WR,DEN,<SEA|SFO>
DENWR021,Matt Dominguez,WR,DEN,<>
DENWR022,Keith Poole,WR,DEN,<>
DENWR023,Quincy Morgan,WR,DEN,<CLE|DAL|PIT>
DENWR024,Demaryius Thomas,WR,DEN,<>
DETKK001,David Akers,K,DET,<PHI|SFO>
DETKK002,Jason Hanson,K,DET,<>
DETKK003,Remy Hamilton,K,DET,<>
DETQB001,Drew Stanton,QB,DET,<>
DETQB002,Ty Detmer,QB,DET,<>
DETQB003,Daunte Culpepper,QB,DET,<MIN|MIA|OAK>
DETQB004,Shaun Hill,QB,DET,<MIN|SFO>
DETQB005,Drew Henson,QB,DET,<DAL>
DETQB006,Matthew Stafford,QB,DET,<>
DETRB001,Cory Schlesinger,RB,DET,<>
DETRB002,Shawn Bryson,RB,DET,<BUF>
DETRB003,Brock Olivo,RB,DET,<>
DETRB004,Avon Cobourne,RB,DET,<>
DETRB005,Aaron Brown,RB,DET,<>
DETRB006,Brian Calhoun,RB,DET,<>
DETRB007,Maurice Morris,RB,DET,<SEA>
DETRB008,Stephen Trejo,RB,DET,<>
DETRB009,Lamar Gordon,RB,DET,<STL|MIA|PHI>
DETRB010,Joique Bell,RB,DET,<>
DETRB011,Terrelle Smith,RB,DET,<NOR|CLE|ARI>
DETRB012,Lamont Warren,RB,DET,<>
DETRB013,Rudi Johnson,RB,DET,<CIN>
DETRB014,Reggie Bush,RB,DET,<NOR|MIA>
DETRB015,Richard Huntley,RB,DET,<CAR>
DETRB016,Kevin Smith,RB,DET,<>
DETRB017,Arlen Harris,RB,DET,<STL>
DETRB018,Keiland Williams,RB,DET,<WAS>
DETRB019,Mikel Leshoure,RB,DET,<>
DETRB020,Paul Smith,RB,DET,<SFO>
DETRB021,Jon Bradley,RB,DET,<>
DETRB022,Jahvid Best,RB,DET,<>
DETRB023,Jerome Harrison,RB,DET,<CLE|PHI>
DETRB024,Tatum Bell,RB,DET,<DEN>
DETRB025,Shaun Chapas,RB,DET,<DAL>
DETRB026,James Stewart,RB,DET,<>
DETRB027,Moran Norris,RB,DET,<HOU|SFO>
DETRB028,Olandis Gary,RB,DET,<DEN>
DETRB029,Theo Riddick,RB,DET,<>
DETRB030,Rafael Cooper,RB,DET,<>
DETRB031,Stefan Logan,RB,DET,<PIT>
DETTE001,John Waerig,TE,DET,<>
DETTE002,Jake Nordin,TE,DET,<>
DETTE003,Will Heller,TE,DET,<TAM|MIA|SEA>
DETTE004,Brandon Pettigrew,TE,DET,<>
DETTE005,Bradford Banta,TE,DET,<>
DETTE006,Casey FitzSimmons,TE,DET,<>
DETTE007,Maurice Stovall,TE,DET,<TAM>
DETTE008,Mikhael Ricks,TE,DET,<KAN>
DETTE009,Dan Campbell,TE,DET,<NYG|DAL>
DETTE010,Tony Scheffler,TE,DET,<DEN>
DETTE011,Dorin Dickerson,TE,DET,<BUF>
DETTE012,Joseph Fauria,TE,DET,<>
DETWR001,Ryan Broyles,WR,DET,<>
DETWR002,Mike Thomas,WR,DET,<JAC>
DETWR003,Shaun McDonald,WR,DET,<STL>
DETWR004,Adam Jennings,WR,DET,<ATL>
DETWR005,Calvin Johnson,WR,DET,<>
DETWR006,Devale Ellis,WR,DET,<>
DETWR007,Bert Emanuel,WR,DET,<NWE>
DETWR008,Nate Burleson,WR,DET,<MIN|SEA>
DETWR009,Scottie Vines,WR,DET,<>
DETWR010,Titus Young,WR,DET,<>
DETWR011,Corey Bradford,WR,DET,<GNB|HOU>
DETWR012,John Standeford,WR,DET,<>
DETWR013,Shawn Jefferson,WR,DET,<ATL>
DETWR014,Dennis Northcutt,WR,DET,<CLE|JAC>
DETWR015,Germane Crowell,WR,DET,<>
DETWR016,Kevin Johnson,WR,DET,<CLE|JAC|BAL>
DETWR017,Patrick Edwards,WR,DET,<>
DETWR018,Kris Durham,WR,DET,<SEA>
DETWR019,Derrick Williams,WR,DET,<>
DETWR020,Tai Streets,WR,DET,<SFO>
DETWR021,Rashied Davis,WR,DET,<CHI>
DETWR022,Charles Rogers,WR,DET,<>
DETWR023,Desmond Howard,WR,DET,<>
DETWR024,Herman Moore,WR,DET,<>
DETWR025,Troy Walters,WR,DET,<MIN|IND|ARI>
DETWR026,Troy Edwards,WR,DET,<PIT|STL|JAC>
DETWR027,Brandon Middleton,WR,DET,<>
DETWR028,Jeremy Ross,WR,DET,<GNB>
DETWR029,Kevin Ogletree,WR,DET,<DAL|TAM>
DETWR030,Scotty Anderson,WR,DET,<>
GNBKK001,Mason Crosby,K,GNB,<>
GNBQB001,Scott Tolzien,QB,GNB,<>
GNBQB002,Seneca Wallace,QB,GNB,<SEA|CLE>
GNBQB003,Aaron Rodgers,QB,GNB,<>
GNBQB004,Graham Harrell,QB,GNB,<>
GNBQB005,Doug Pederson,QB,GNB,<>
GNBQB006,Craig Nall,QB,GNB,<>
GNBQB007,Ingle Martin,QB,GNB,<>
GNBRB001,William Henderson,RB,GNB,<>
GNBRB002,Johnathan Franklin,RB,GNB,<>
GNBRB003,Nick Luchey,RB,GNB,<CIN>
GNBRB004,DuJuan Harris,RB,GNB,<JAC>
GNBRB005,Eddie Lacy,RB,GNB,<>
GNBRB006,Walter Williams,RB,GNB,<>
GNBRB007,James Starks,RB,GNB,<>
GNBRB008,Rondell Mealey,RB,GNB,<>
GNBRB009,Jay Graham,RB,GNB,<SEA>
GNBRB010,Brandon Miree,RB,GNB,<>
GNBRB011,Cedric Benson,RB,GNB,<CHI|CIN>
GNBRB012,Dimitri Nance,RB,GNB,<>
GNBRB013,Herbert Goodman,RB,GNB,<>
GNBRB014,Brandon Saine,RB,GNB,<>
GNBRB015,Korey Hall,RB,GNB,<>
GNBRB016,Vernand Morency,RB,GNB,<HOU>
GNBRB017,Noah Herron,RB,GNB,<PIT>
GNBRB018,DeShawn Wynn,RB,GNB,<>
GNBRB019,John Kuhn,RB,GNB,<PIT>
GNBTE001,Tyrone Davis,TE,GNB,<>
GNBTE002,Spencer Havner,TE,GNB,<>
GNBTE003,Bobby Collins,TE,GNB,<>
GNBTE004,Jermichael Finley,TE,GNB,<>
GNBTE005,Ryan Taylor,TE,GNB,<>
GNBTE006,Brandon Bostick,TE,GNB,<>
GNBTE007,Ben Steele,TE,GNB,<>
GNBTE008,Andrew Quarless,TE,GNB,<>
GNBTE009,Wesley Walls,TE,GNB,<CAR>
GNBTE010,Ryan Krause,TE,GNB,<SDG>
GNBWR001,James Jones,WR,GNB,<>
GNBWR002,Randall Cobb,WR,GNB,<>
GNBWR003,Donald Driver,WR,GNB,<>
GNBWR004,Carlyle Holiday,WR,GNB,<>
GNBWR005,Chris Francies,WR,GNB,<>
GNBWR006,Shaun Bodiford,WR,GNB,<>
GNBWR007,Jarrett Boykin,WR,GNB,<>
GNBWR008,Myles White,WR,GNB,<>
GNBWR009,Terrence Murphy,WR,GNB,<>
GNBWR010,Eric Metcalf,WR,GNB,<WAS>
GNBWR011,Jordy Nelson,WR,GNB,<>
GNBWR012,Karsten Bailey,WR,GNB,<>
GNBWR013,Koren Robinson,WR,GNB,<SEA|MIN>
HOUKK001,Randy Bullock,K,HOU,<>
HOUKK002,Neil Rackers,K,HOU,<ARI>
HOUQB001,Tony Banks,QB,HOU,<WAS>
HOUQB002,Dave Ragone,QB,HOU,<>
HOUQB003,Jake Delhomme,QB,HOU,<NOR|CAR|CLE>
HOUQB004,Case Keenum,QB,HOU,<>
HOUQB005,Matt Schaub,QB,HOU,<ATL>
HOUQB006,T.J. Yates,QB,HOU,<>
HOURB001,Stacey Mack,RB,HOU,<JAC>
HOURB002,Arian Foster,RB,HOU,<>
HOURB003,Ahman Green,RB,HOU,<GNB>
HOURB004,Ben Tate,RB,HOU,<>
HOURB005,James Allen,RB,HOU,<CHI>
HOURB006,Dennis Johnson,RB,HOU,<>
HOURB007,Cecil Sapp,RB,HOU,<DEN>
HOURB008,Domanick Williams,RB,HOU,<>
HOURB009,Ryan Moats,RB,HOU,<PHI>
HOURB010,Jonathan Grimes,RB,HOU,<NYJ>
HOURB011,Deji Karim,RB,HOU,<JAC>
HOURB012,Jonathan Wells,RB,HOU,<>
HOURB013,Chris Taylor,RB,HOU,<>
HOURB014,Ray Graham,RB,HOU,<>
HOURB015,Wali Lundy,RB,HOU,<>
HOURB016,Adimchinobi Echemandu,RB,HOU,<CLE>
HOURB017,Chris Brown,RB,HOU,<TEN>
HOURB018,Derrick Ward,RB,HOU,<NYG|TAM>
HOURB019,Greg Jones,RB,HOU,<JAC>
HOURB020,Cierre Wood,RB,HOU,<>
HOURB021,Darius Walker,RB,HOU,<>
HOURB022,Tony Hollings,RB,HOU,<>
HOURB023,Ron Dayne,RB,HOU,<NYG|DEN>
HOURB024,Jameel Cook,RB,HOU,<TAM>
HOUTE001,Ryan Griffin,TE,HOU,<>
HOUTE002,Mark Bruener,TE,HOU,<PIT>
HOUTE003,Jabari Holloway,TE,HOU,<>
HOUTE004,Sean McDermott,TE,HOU,<>
HOUTE005,Owen Daniels,TE,HOU,<>
HOUTE006,Jeb Putzier,TE,HOU,<DEN>
HOUTE007,Marcellus Rivers,TE,HOU,<NYG>
HOUTE008,Garrett Graham,TE,HOU,<>
HOUWR001,Andre\' Davis,WR,HOU,<CLE|NWE|BUF>
HOUWR002,Derrick Lewis,WR,HOU,<NOR>
HOUWR003,Avion Black,WR,HOU,<BUF>
HOUWR004,Kendrick Starling,WR,HOU,<>
HOUWR005,JaJuan Dawson,WR,HOU,<CLE>
HOUWR006,Andre Johnson,WR,HOU,<>
HOUWR007,Frank Murphy,WR,HOU,<TAM>
HOUWR008,Atnaf Harris,WR,HOU,<>
HOUWR009,Edell Shepherd,WR,HOU,<TAM>
HOUWR010,Glenn Martinez,WR,HOU,<DET|DEN>
HOUWR011,Jerome Mathis,WR,HOU,<>
HOUWR012,DeAndre Hopkins,WR,HOU,<>
HOUWR013,Keshawn Martin,WR,HOU,<>
HOUWR014,DeVier Posey,WR,HOU,<>
HOUWR015,Bryant Johnson,WR,HOU,<ARI|SFO|DET>
HOUWR016,Kevin Walter,WR,HOU,<CIN>
HOUWR017,Lestar Jean,WR,HOU,<>
HOUWR018,Derick Armstrong,WR,HOU,<>
HOUWR019,Donovan Morgan,WR,HOU,<>
HOUWR020,Derrick Mason,WR,HOU,<TEN|BAL|NYJ>
INDKK001,Jose Cortez,K,IND,<MIN|DAL|PHI|SFO>
INDKK002,Adam Vinatieri,K,IND,<NWE>
INDKK003,Matt Stover,K,IND,<BAL>
INDQB001,Brock Huard,QB,IND,<SEA>
INDQB002,Mark Rypien,QB,IND,<>
INDQB003,Kerry Collins,QB,IND,<NYG|OAK|TEN>
INDQB004,Matt Hasselbeck,QB,IND,<SEA|TEN>
INDQB005,Jim Sorgi,QB,IND,<>
INDQB006,Andrew Luck,QB,IND,<>
INDRB001,Tashard Choice,RB,IND,<DAL|WAS|BUF>
INDRB002,Clifton Dawson,RB,IND,<>
INDRB003,Kenton Keith,RB,IND,<>
INDRB004,Devin Moore,RB,IND,<>
INDRB005,Joseph Addai,RB,IND,<>
INDRB006,Chris Rainey,RB,IND,<PIT>
INDRB007,Robert Hughes,RB,IND,<>
INDRB008,Trent Richardson,RB,IND,<CLE>
INDRB009,James Mungro,RB,IND,<>
INDRB010,Ryan Mahaffey,RB,IND,<>
INDRB011,Ahmad Bradshaw,RB,IND,<NYG>
INDRB012,Mike Hart,RB,IND,<>
INDRB013,Mewelde Moore,RB,IND,<MIN|PIT>
INDRB014,Vick Ballard,RB,IND,<>
INDRB015,Delone Carter,RB,IND,<>
INDRB016,Chad Simpson,RB,IND,<>
INDRB017,Ran Carthon,RB,IND,<>
INDRB018,Stanley Havili,RB,IND,<PHI>
INDRB019,Daniel Herron,RB,IND,<CIN>
INDRB020,Detron Smith,RB,IND,<>
INDRB021,Autry Denson,RB,IND,<CHI>
INDRB022,Najeh Davenport,RB,IND,<GNB|PIT>
INDRB023,Kevin McDougal,RB,IND,<>
INDRB024,Javarris James,RB,IND,<>
INDRB025,Donald Brown,RB,IND,<>
INDTE001,Anthony Hill,TE,IND,<HOU>
INDTE002,Joe Dean Davenport,TE,IND,<>
INDTE003,Mike Roberg,TE,IND,<>
INDTE004,Brody Eldridge,TE,IND,<>
INDTE005,Bryan Fletcher,TE,IND,<>
INDTE006,Justin Snow,TE,IND,<>
INDTE007,Dominique Jones,TE,IND,<>
INDTE008,Justice Cunningham,TE,IND,<>
INDTE009,Coby Fleener,TE,IND,<>
INDTE010,Weslye Saunders,TE,IND,<PIT>
INDTE011,Gijon Robinson,TE,IND,<>
INDTE012,Dwayne Allen,TE,IND,<>
INDTE013,Tom Santi,TE,IND,<>
INDTE014,Jack Doyle,TE,IND,<>
INDWR001,Ricky Proehl,WR,IND,<STL|CAR>
INDWR002,T.Y. Hilton,WR,IND,<>
INDWR003,Blair White,WR,IND,<>
INDWR004,Kenneth Moore,WR,IND,<CAR>
INDWR005,Da\'Rick Rogers,WR,IND,<>
INDWR006,Drew Haddad,WR,IND,<>
INDWR007,LaVon Brazill,WR,IND,<>
INDWR008,Aaron Moorehead,WR,IND,<>
INDWR009,Nathan Palmer,WR,IND,<>
INDWR010,Craphonso Thorpe,WR,IND,<>
INDWR011,Trevor Insley,WR,IND,<>
INDWR012,Brad Pyatt,WR,IND,<>
INDWR013,Reggie Wayne,WR,IND,<>
INDWR014,Tony Simmons,WR,IND,<>
INDWR015,Qadry Ismail,WR,IND,<BAL>
INDWR016,Brandon James,WR,IND,<>
INDWR017,Darrius Heyward-Bey,WR,IND,<OAK>
INDWR018,Anthony Gonzalez,WR,IND,<>
INDWR019,Taj Smith,WR,IND,<>
INDWR020,Roy Hall,WR,IND,<>
INDWR021,Samuel Giguere,WR,IND,<>
INDWR022,Kris Adams,WR,IND,<>
INDWR023,Griff Whalen,WR,IND,<>
INDWR024,Marvin Harrison,WR,IND,<>
INDWR025,David Reed,WR,IND,<BAL>
JACKK001,Josh Scobee,K,JAC,<>
JACQB001,Cleo Lemon,QB,JAC,<MIA>
JACQB002,David Garrard,QB,JAC,<>
JACQB003,Todd Bouman,QB,JAC,<MIN|NOR>
JACQB004,Blaine Gabbert,QB,JAC,<>
JACQB005,Chad Henne,QB,JAC,<MIA>
JACRB001,Patrick Washington,RB,JAC,<>
JACRB002,Maurice Jones-Drew,RB,JAC,<>
JACRB003,LaBrandon Toefield,RB,JAC,<>
JACRB004,Richard Murphy,RB,JAC,<>
JACRB005,Derrick Wimbush,RB,JAC,<>
JACRB006,Keith Toston,RB,JAC,<STL>
JACRB007,Frank Moreau,RB,JAC,<>
JACRB008,Will Ta\'ufo\'ou,RB,JAC,<>
JACRB009,Rich Alexis,RB,JAC,<>
JACRB010,Elvis Joseph,RB,JAC,<>
JACRB011,Montell Owens,RB,JAC,<>
JACRB012,Jalen Parmele,RB,JAC,<BAL>
JACRB013,Jordan Todman,RB,JAC,<>
JACRB014,Justin Forsett,RB,JAC,<SEA|HOU>
JACRB015,Brock Bolen,RB,JAC,<>
JACRB016,Chris Fuamatu-Ma\'afala,RB,JAC,<PIT>
JACTE001,Richard Angulo,TE,JAC,<MIN>
JACTE002,Clay Harbor,TE,JAC,<PHI>
JACTE003,Pete Mitchell,TE,JAC,<DET>
JACTE004,Danny Noble,TE,JAC,<>
JACTE005,Colin Cloherty,TE,JAC,<IND>
JACTE006,Brian Jones,TE,JAC,<>
JACTE007,Damon Jones,TE,JAC,<>
JACTE008,George Wrighster,TE,JAC,<>
JACTE009,Chris Luzar,TE,JAC,<>
JACTE010,Marcedes Lewis,TE,JAC,<>
JACTE011,Isaac Smolko,TE,JAC,<>
JACTE012,Allen Reisner,TE,JAC,<MIN>
JACTE013,Isaiah Stanback,TE,JAC,<DAL|NWE>
JACTE014,Joe Zelenka,TE,JAC,<>
JACTE015,Zach Potter,TE,JAC,<>
JACTE016,Zach Miller,TE,JAC,<>
JACWR001,Jerry Porter,WR,JAC,<OAK>
JACWR002,Quan Cosby,WR,JAC,<CIN|DEN>
JACWR003,Matthew Hatchette,WR,JAC,<NYJ>
JACWR004,Cortez Hankton,WR,JAC,<>
JACWR005,Kerry Taylor,WR,JAC,<ARI>
JACWR006,Jordan Shipley,WR,JAC,<CIN|TAM>
JACWR007,Troy Williamson,WR,JAC,<MIN>
JACWR008,Jermaine Lewis,WR,JAC,<BAL|HOU>
JACWR009,John Broussard,WR,JAC,<>
JACWR010,Sean Dawkins,WR,JAC,<>
JACWR011,Taylor Price,WR,JAC,<NWE>
JACWR012,Toney Clemons,WR,JAC,<>
JACWR013,Mike Brown,WR,JAC,<>
JACWR014,Jimmy Smith,WR,JAC,<>
JACWR015,Chad Owens,WR,JAC,<>
JACWR016,Laurent Robinson,WR,JAC,<ATL|STL|DAL>
JACWR017,Stephen Williams,WR,JAC,<ARI|SEA>
JACWR018,Justin Blackmon,WR,JAC,<>
JACWR019,Cecil Shorts III,WR,JAC,<>
JACWR020,Micah Ross,WR,JAC,<>
JACWR021,Kevin Elliott,WR,JAC,<>
JACWR022,Lamaar Thomas,WR,JAC,<>
JACWR023,Stephen Burton,WR,JAC,<MIN>
JACWR024,Nate Hughes,WR,JAC,<>
JACWR025,Denard Robinson,WR,JAC,<>
JACWR026,Matt Jones,WR,JAC,<>
JACWR027,Jimmy Redmond,WR,JAC,<>
JACWR028,Jeremy Ebert,WR,JAC,<>
JACWR029,Torry Holt,WR,JAC,<STL>
JACWR030,Jarett Dillard,WR,JAC,<>
JACWR031,Chastin West,WR,JAC,<>
JACWR032,Reggie Williams,WR,JAC,<>
JACWR033,Ace Sanders,WR,JAC,<>
KANKK001,Ryan Succop,K,KAN,<>
KANQB001,Tyler Palko,QB,KAN,<>
KANQB002,Matt Gutierrez,QB,KAN,<NWE>
KANQB003,Brodie Croyle,QB,KAN,<>
KANQB004,Quinn Gray,QB,KAN,<JAC>
KANQB005,Alex Smith,QB,KAN,<SFO>
KANQB006,Chase Daniel,QB,KAN,<NOR>
KANQB007,Brady Quinn,QB,KAN,<CLE>
KANQB008,Damon Huard,QB,KAN,<NWE>
KANRB001,Nate Eachus,RB,KAN,<>
KANRB002,Omar Easy,RB,KAN,<>
KANRB003,Javarris Williams,RB,KAN,<>
KANRB004,Knile Davis,RB,KAN,<>
KANRB005,Dee Brown,RB,KAN,<CAR>
KANRB006,Cyrus Gray,RB,KAN,<>
KANRB007,Derrick Ross,RB,KAN,<>
KANRB008,Ronnie Cruz,RB,KAN,<>
KANRB009,Anthony Sherman,RB,KAN,<ARI>
KANRB010,Jermaine Williams,RB,KAN,<>
KANRB011,Thomas Jones,RB,KAN,<ARI|TAM|CHI|NYJ>
KANRB012,Tim Castille,RB,KAN,<ARI>
KANRB013,Priest Holmes,RB,KAN,<>
KANRB014,Gilbert Harris,RB,KAN,<>
KANRB015,Boomer Grigsby,RB,KAN,<>
KANRB016,Dantrell Savage,RB,KAN,<>
KANRB017,Jamaal Charles,RB,KAN,<>
KANRB018,Kolby Smith,RB,KAN,<>
KANTE001,Tony Moeaki,TE,KAN,<>
KANTE002,Kevin Boss,TE,KAN,<NYG|OAK>
KANTE003,Anthony Fasano,TE,KAN,<DAL|MIA>
KANTE004,Kevin Brock,TE,KAN,<BUF>
KANTE005,Jason Dunn,TE,KAN,<>
KANTE006,Sean Ryan,TE,KAN,<NYJ|NOR|SFO>
KANTE007,Sean McGrath,TE,KAN,<>
KANTE008,Anthony Becht,TE,KAN,<NYJ|TAM|STL|ARI>
KANTE009,Brad Cottam,TE,KAN,<>
KANTE010,Richard Gordon,TE,KAN,<OAK>
KANTE011,Jake O\'Connell,TE,KAN,<>
KANTE012,Kendall Gammon,TE,KAN,<>
KANWR001,LaShaun Ward,WR,KAN,<>
KANWR002,Eddie Drummond,WR,KAN,<DET>
KANWR003,A.J. Jenkins,WR,KAN,<SFO>
KANWR004,Devard Darling,WR,KAN,<BAL>
KANWR005,Richard Smith,WR,KAN,<>
KANWR006,Samie Parker,WR,KAN,<>
KANWR007,Verran Tucker,WR,KAN,<>
KANWR008,Chris Horn,WR,KAN,<>
KANWR009,Jeremy Horne,WR,KAN,<>
KANWR010,Eddie Kennison,WR,KAN,<DEN>
KANWR011,Terrance Copper,WR,KAN,<DAL|NOR>
KANWR012,Marvin Minnis,WR,KAN,<>
KANWR013,Marc Boerigter,WR,KAN,<>
KANWR014,Larry Parker,WR,KAN,<>
KANWR015,Chris Chambers,WR,KAN,<MIA|SDG>
KANWR016,Donnie Avery,WR,KAN,<STL|TEN|IND>
KANWR017,Dexter McCluster,WR,KAN,<>
KANWR018,Bobby Wade,WR,KAN,<CHI|TEN|MIN>
KANWR019,Lance Long,WR,KAN,<>
KANWR020,Kevin Robinson,WR,KAN,<>
KANWR021,Marques Hagans,WR,KAN,<STL>
KANWR022,Will Franklin,WR,KAN,<>
KANWR023,Rod Gardner,WR,KAN,<WAS|CAR|GNB>
KANWR024,Mark Bradley,WR,KAN,<CHI>
KANWR025,Junior Hemingway,WR,KAN,<>
KANWR026,Bobby Engram,WR,KAN,<SEA>
KANWR027,Bobby Sippio,WR,KAN,<>
KANWR028,Chad Hall,WR,KAN,<PHI>
KANWR029,Jeff Webb,WR,KAN,<>
KANWR030,Chris Thomas,WR,KAN,<>
KANWR031,Steve Breaston,WR,KAN,<ARI>
KANWR032,Dwayne Bowe,WR,KAN,<>
KANWR033,Jerheme Urban,WR,KAN,<SEA|ARI>
KANWR034,Josh Bellamy,WR,KAN,<>
KANWR035,Jamar Newsome,WR,KAN,<>
KANWR036,Keary Colbert,WR,KAN,<CAR|SEA|DET>
MIAKK001,Nate Kaeding,K,MIA,<SDG>
MIAKK002,Bill Gramatica,K,MIA,<>
MIAKK003,Caleb Sturgis,K,MIA,<>
MIAQB001,Matt Moore,QB,MIA,<CAR>
MIAQB002,J.P. Losman,QB,MIA,<BUF|OAK>
MIAQB003,Ray Lucas,QB,MIA,<>
MIAQB004,Ryan Tannehill,QB,MIA,<>
MIAQB005,Chad Pennington,QB,MIA,<NYJ>
MIAQB006,Pat White,QB,MIA,<>
MIARB001,Leonard Henry,RB,MIA,<>
MIARB002,Larry Johnson,RB,MIA,<KAN|CIN|WAS>
MIARB003,Marcus Thigpen,RB,MIA,<>
MIARB004,Kory Sheets,RB,MIA,<>
MIARB005,Brock Forsey,RB,MIA,<CHI>
MIARB006,Charlie Rogers,RB,MIA,<SEA|BUF>
MIARB007,Mike Gillislee,RB,MIA,<>
MIARB008,Vick King,RB,MIA,<>
MIARB009,Steve Slaton,RB,MIA,<HOU>
MIARB010,Casey Cramer,RB,MIA,<TEN>
MIARB011,Doug Easlick,RB,MIA,<>
MIARB012,Jorvorskie Lane,RB,MIA,<>
MIARB013,Patrick Cobbs,RB,MIA,<>
MIARB014,Rob Konrad,RB,MIA,<>
MIARB015,J.J. Johnson,RB,MIA,<>
MIARB016,Robert Edwards,RB,MIA,<>
MIARB017,Lee Suggs,RB,MIA,<CLE>
MIARB018,Lamar Miller,RB,MIA,<>
MIARB019,Jamar Martin,RB,MIA,<DAL>
MIARB020,Daniel Thomas,RB,MIA,<>
MIATE001,Lorenzo Diamond,TE,MIA,<ARI>
