PLAYERS
PID,Name,Position,TID,Other_Teams
SDGTE005,Randy McMichael,TE,SDG,<MIA|STL>
SDGTE006,Josh Norman,TE,SDG,<>
SDGWR001,Gary Banks,WR,SDG,<>
SDGWR002,Bryan Walters,WR,SDG,<>
SDGWR003,Jeff Graham,WR,SDG,<>
SDGWR004,Kelley Washington,WR,SDG,<CIN|NWE|BAL>
SDGWR005,Tamarick Vanover,WR,SDG,<>
SDGWR006,Reggie Jones,WR,SDG,<>
SDGWR007,Patrick Crayton,WR,SDG,<DAL>
SDGWR008,Danario Alexander,WR,SDG,<STL>
SDGWR009,Robert Meachem,WR,SDG,<NOR>
SDGWR010,Buster Davis,WR,SDG,<>
SDGWR011,Richard Goodman,WR,SDG,<>
SDGWR012,Patrick Batteaux,WR,SDG,<>
SDGWR013,Dondre Gilliam,WR,SDG,<>
SDGWR014,Lavelle Hawkins,WR,SDG,<TEN>
SDGWR015,Bobby Shaw,WR,SDG,<PIT|JAC|BUF>
SDGWR016,Eric Parker,WR,SDG,<>
SDGWR017,Eddie Royal,WR,SDG,<DEN>
SDGWR018,Keenan Allen,WR,SDG,<>
SDGWR019,Malcom Floyd,WR,SDG,<>
SDGWR020,Vincent Brown,WR,SDG,<>
SEAKK001,Steven Hauschka,K,SEA,<BAL|DEN>
SEAQB001,Tarvaris Jackson,QB,SEA,<MIN>
SEAQB002,Charlie Whitehurst,QB,SEA,<SDG>
SEAQB003,Russell Wilson,QB,SEA,<>
SEARB001,Josh Scobey,RB,SEA,<ARI>
SEARB002,Louis Rankin,RB,SEA,<>
SEARB003,T.J. Duckett,RB,SEA,<ATL|WAS|DET>
SEARB004,Edgerrin James,RB,SEA,<IND|ARI>
SEARB005,Christine Michael,RB,SEA,<>
SEARB006,Kerry Carter,RB,SEA,<>
SEARB007,Eddie Williams,RB,SEA,<>
SEARB008,Spencer Ware,RB,SEA,<>
SEARB009,Ricky Watters,RB,SEA,<>
SEARB010,Justin Griffith,RB,SEA,<ATL|OAK>
SEARB011,Michael Robinson,RB,SEA,<SFO>
SEARB012,Mack Strong,RB,SEA,<>
SEARB013,Marquis Weeks,RB,SEA,<>
SEARB014,Robert Turbin,RB,SEA,<>
SEARB015,Marshawn Lynch,RB,SEA,<BUF>
SEARB016,Josh Parry,RB,SEA,<PHI>
SEARB017,Derrick Coleman,RB,SEA,<>
SEATE001,Cameron Morrah,TE,SEA,<>
SEATE002,John Owens,TE,SEA,<DET|NOR>
SEATE003,Ryan Hannam,TE,SEA,<>
SEATE004,Boone Stutz,TE,SEA,<>
SEATE005,Chris Baker,TE,SEA,<NYJ|NWE>
SEATE006,Zach Miller,TE,SEA,<OAK>
SEATE007,Marcus Pollard,TE,SEA,<IND|DET>
SEATE008,Luke Willson,TE,SEA,<>
SEATE009,Anthony McCoy,TE,SEA,<>
SEATE010,Kellen Davis,TE,SEA,<CHI>
SEATE011,Itula Mili,TE,SEA,<>
SEAWR001,Alex Bannister,WR,SEA,<>
SEAWR002,Logan Payne,WR,SEA,<>
SEAWR003,Golden Tate,WR,SEA,<>
SEAWR004,Peter Warrick,WR,SEA,<CIN>
SEAWR005,Courtney Taylor,WR,SEA,<>
SEAWR006,Ricardo Lockette,WR,SEA,<>
SEAWR007,Deion Branch,WR,SEA,<NWE>
SEAWR008,Deon Butler,WR,SEA,<>
SEAWR009,Jerry Rice,WR,SEA,<OAK>
SEAWR010,Mike Williams,WR,SEA,<DET|OAK|TAM>
SEAWR011,Sidney Rice,WR,SEA,<MIN>
SEAWR012,Jermaine Kearse,WR,SEA,<>
SEAWR013,Billy McMullen,WR,SEA,<PHI|MIN>
SEAWR014,Braylon Edwards,WR,SEA,<CLE|NYJ|SFO>
SEAWR015,Percy Harvin,WR,SEA,<MIN>
SEAWR016,Michael Bumpus,WR,SEA,<>
SEAWR017,James Williams,WR,SEA,<>
SEAWR018,Charly Martin,WR,SEA,<CAR>
SEAWR019,Doug Baldwin,WR,SEA,<>
SFOKK001,Jeff Reed,K,SFO,<PIT>
SFOKK002,Joe Nedney,K,SFO,<>
SFOKK003,Phil Dawson,K,SFO,<CLE>
SFOKK004,Shane Andrus,K,SFO,<IND|TAM>
SFOQB001,Troy Smith,QB,SFO,<BAL>
SFOQB002,Cody Pickett,QB,SFO,<>
SFOQB003,Colt McCoy,QB,SFO,<CLE>
SFOQB004,Trent Dilfer,QB,SFO,<SEA|CLE>
SFOQB005,Colin Kaepernick,QB,SFO,<>
SFOQB006,David Carr,QB,SFO,<HOU|CAR|NYG>
SFOQB007,Chris Weinke,QB,SFO,<CAR>
SFORB001,Anthony Dixon,RB,SFO,<>
SFORB002,Kendall Hunter,RB,SFO,<>
SFORB003,DeShaun Foster,RB,SFO,<CAR>
SFORB004,Glen Coffee,RB,SFO,<>
SFORB005,Frank Gore,RB,SFO,<>
SFORB006,Chris Hetherington,RB,SFO,<CAR|STL|OAK>
SFORB007,Jasen Isom,RB,SFO,<>
SFORB008,Fred Beasley,RB,SFO,<>
SFORB009,Brian Westbrook,RB,SFO,<PHI>
SFORB010,Bruce Miller,RB,SFO,<>
SFORB011,Brandon Jacobs,RB,SFO,<NYG>
SFORB012,Steve Bush,RB,SFO,<ARI>
SFORB013,Zak Keasey,RB,SFO,<>
SFORB014,Terry Jackson,RB,SFO,<>
SFORB015,LaMichael James,RB,SFO,<>
SFOTE001,Terry Jones,TE,SFO,<BAL>
SFOTE002,Trent Smith,TE,SFO,<>
SFOTE003,Vernon Davis,TE,SFO,<>
SFOTE004,Garrett Celek,TE,SFO,<>
SFOTE005,Brian Jennings,TE,SFO,<>
SFOTE006,Vance McDonald,TE,SFO,<>
SFOTE007,Justin Peelle,TE,SFO,<SDG|MIA|ATL>
SFOTE008,Justin Swift,TE,SFO,<>
SFOTE009,Kevin Ware,TE,SFO,<WAS>
SFOWR001,Curtis Conway,WR,SFO,<SDG|NYJ>
SFOWR002,Quinton Patton,WR,SFO,<>
SFOWR003,Randy Moss,WR,SFO,<MIN|OAK|NWE|TEN>
SFOWR004,Michael Lewis,WR,SFO,<NOR>
SFOWR005,Bryan Gilmore,WR,SFO,<ARI|MIA>
SFOWR006,Isaac Bruce,WR,SFO,<STL>
SFOWR007,Michael Crabtree,WR,SFO,<>
SFOWR008,Arland Bruce,WR,SFO,<>
SFOWR009,P.J. Fleck,WR,SFO,<>
SFOWR010,Jason McAddley,WR,SFO,<ARI|TEN>
SFOWR011,Rasheed Marshall,WR,SFO,<>
SFOWR012,Brandon Jones,WR,SFO,<TEN>
SFOWR013,Kassim Osgood,WR,SFO,<SDG|JAC|DET>
SFOWR014,Jon Baldwin,WR,SFO,<KAN>
SFOWR015,Brett Swain,WR,SFO,<GNB>
SFOWR016,Anquan Boldin,WR,SFO,<ARI|BAL>
SFOWR017,Kyle Williams,WR,SFO,<>
SFOWR018,Marlon Moore,WR,SFO,<MIA>
SFOWR019,Rashaun Woods,WR,SFO,<>
SFOWR020,Dominique Zeigler,WR,SFO,<>
SFOWR021,Johnnie Morton,WR,SFO,<DET|KAN>
SFOWR022,Otis Amey,WR,SFO,<>
SFOWR023,Mario Manningham,WR,SFO,<NYG>
STLKK001,Jeff Wilkins,K,STL,<>
STLKK002,Greg Zuerlein,K,STL,<>
STLQB001,A.J. Feeley,QB,STL,<PHI|MIA>
STLQB002,Brock Berlin,QB,STL,<>
STLQB003,Gus Frerotte,QB,STL,<DEN|CIN|MIN|MIA>
STLQB004,Scott Covington,QB,STL,<>
STLQB005,Keith Null,QB,STL,<>
STLQB006,Kellen Clemens,QB,STL,<NYJ>
STLQB007,Tom Brandstater,QB,STL,<>
STLQB008,Trent Green,QB,STL,<KAN|MIA>
STLQB009,Chris Chandler,QB,STL,<ATL|CHI>
STLQB010,Sam Bradford,QB,STL,<>
STLQB011,Marc Bulger,QB,STL,<>
STLRB001,Kay-Jay Harris,RB,STL,<>
STLRB002,Travis Minor,RB,STL,<MIA>
STLRB003,Benny Cunningham,RB,STL,<>
STLRB004,Chris Massey,RB,STL,<>
STLRB005,Antonio Pittman,RB,STL,<>
STLRB006,David Allen,RB,STL,<JAC>
STLRB007,Kenneth Darby,RB,STL,<TAM>
STLRB008,Isaiah Pead,RB,STL,<>
STLRB009,Joey Goodspeed,RB,STL,<>
STLRB010,Stephen Davis,RB,STL,<WAS|CAR>
STLRB011,Marshall Faulk,RB,STL,<>
STLRB012,Carnell Williams,RB,STL,<TAM>
STLRB013,Zac Stacy,RB,STL,<>
STLRB014,Jerious Norwood,RB,STL,<ATL>
STLRB015,Mike Karney,RB,STL,<NOR>
STLRB016,Justin Watson,RB,STL,<>
STLRB017,Daryl Richardson,RB,STL,<>
STLRB018,Brit Miller,RB,STL,<>
STLRB019,Tony Fisher,RB,STL,<GNB>
STLRB020,Samkon Gado,RB,STL,<GNB|HOU|MIA>
STLTE001,Aaron Walker,TE,STL,<SFO>
STLTE002,Richard Owens,TE,STL,<MIN>
STLTE003,Cory Harkey,TE,STL,<>
STLTE004,Fendi Onobun,TE,STL,<>
STLTE005,Lance Kendricks,TE,STL,<>
STLTE006,Stephen Spach,TE,STL,<PHI|ARI>
STLTE007,Cam Cleeland,TE,STL,<NOR|NWE>
STLTE008,Jared Cook,TE,STL,<TEN>
STLTE009,Mike McNeill,TE,STL,<>
STLTE010,Spencer Nead,TE,STL,<>
STLTE011,Dominique Byrd,TE,STL,<>
STLTE012,Roland Williams,TE,STL,<OAK>
STLWR001,Chris Givens,WR,STL,<>
STLWR002,Brian Quick,WR,STL,<>
STLWR003,Dane Looker,WR,STL,<>
STLWR004,Willie Ponder,WR,STL,<NYG|SEA>
STLWR005,Brandon Williams,WR,STL,<SFO>
STLWR006,Jordan Kent,WR,STL,<>
STLWR007,Mark Clayton,WR,STL,<BAL>
STLWR008,Nick Miller,WR,STL,<OAK>
STLWR009,Steve Smith,WR,STL,<NYG|PHI>
STLWR010,Dominique Thompson,WR,STL,<>
STLWR011,Yo Murphy,WR,STL,<>
STLWR012,Derek Stanley,WR,STL,<>
STLWR013,Terrence Wilkins,WR,STL,<IND>
STLWR014,Austin Pettis,WR,STL,<>
STLWR015,Travis Taylor,WR,STL,<BAL|MIN>
STLWR016,Dante Hall,WR,STL,<KAN>
STLWR017,Justin Veltung,WR,STL,<>
STLWR018,Tavon Austin,WR,STL,<>
STLWR019,Drew Bennett,WR,STL,<TEN>
STLWR020,Stedman Bailey,WR,STL,<>
STLWR021,Tim Carter,WR,STL,<NYG|CLE>
STLWR022,Keenan Burton,WR,STL,<>
STLWR023,Mike Sims-Walker,WR,STL,<JAC>
TAMKK001,Rian Lindell,K,TAM,<BUF>
TAMKK002,Jay Taylor,K,TAM,<>
TAMKK003,Todd France,K,TAM,<PHI>
TAMKK004,Connor Barth,K,TAM,<KAN>
TAMQB001,Byron Leftwich,QB,TAM,<JAC|ATL|PIT>
TAMQB002,Dan Orlovsky,QB,TAM,<DET|IND>
TAMQB003,Jeff Garcia,QB,TAM,<SFO|CLE|DET|PHI>
TAMQB004,Mike Glennon,QB,TAM,<>
TAMRB001,B.J. Askew,RB,TAM,<NYJ>
TAMRB002,Charlie Garner,RB,TAM,<OAK>
TAMRB003,Jerald Sowell,RB,TAM,<NYJ>
TAMRB004,D.J. Ware,RB,TAM,<NYG>
TAMRB005,Bobby Rainey,RB,TAM,<CLE>
TAMRB006,Mossis Madu,RB,TAM,<>
TAMRB007,Greg Comella,RB,TAM,<NYG|TEN>
TAMRB008,Travis Stephens,RB,TAM,<>
TAMRB009,Zack Crockett,RB,TAM,<OAK>
TAMRB010,Mike Alstott,RB,TAM,<>
TAMRB011,Ian Smart,RB,TAM,<>
TAMRB012,Kareem Huggins,RB,TAM,<>
TAMRB013,Doug Martin,RB,TAM,<>
TAMRB014,Michael Hill,RB,TAM,<>
TAMRB015,Clifton Smith,RB,TAM,<>
TAMRB016,Erik Lorig,RB,TAM,<>
TAMRB017,Brian Leonard,RB,TAM,<STL|CIN>
TAMRB018,Byron Storer,RB,TAM,<>
TAMRB019,Mike James,RB,TAM,<>
TAMRB020,Jeff Demps,RB,TAM,<>
TAMRB021,Earnest Graham,RB,TAM,<>
TAMTE001,Billy Baber,TE,TAM,<KAN>
TAMTE002,Doug Jolley,TE,TAM,<OAK|NYJ>
TAMTE003,Ryan Purvis,TE,TAM,<>
TAMTE004,Rickey Dudley,TE,TAM,<CLE>
TAMTE005,Nate Byham,TE,TAM,<SFO>
TAMTE006,Jerramy Stevens,TE,TAM,<SEA>
TAMTE007,Ken Dilger,TE,TAM,<IND>
TAMTE008,Luke Stocker,TE,TAM,<>
TAMTE009,Tim Wright,TE,TAM,<>
TAMTE010,Tom Crabtree,TE,TAM,<GNB>
TAMTE011,Zack Pianalto,TE,TAM,<>
TAMWR001,Reidel Anthony,WR,TAM,<>
TAMWR002,Antonio Bryant,WR,TAM,<DAL|CLE|SFO>
TAMWR003,Tim Brown,WR,TAM,<OAK>
TAMWR004,Paris Warren,WR,TAM,<>
TAMWR005,Chad Lucas,WR,TAM,<>
TAMWR006,Skye Dawson,WR,TAM,<>
TAMWR007,Milton Wynn,WR,TAM,<>
TAMWR008,Reggie Barlow,WR,TAM,<>
TAMWR009,Dexter Jackson,WR,TAM,<>
TAMWR010,Ike Hilliard,WR,TAM,<NYG>
TAMWR011,Preston Parker,WR,TAM,<>
TAMWR012,Brian Clark,WR,TAM,<DEN>
TAMWR013,Sammie Stroughter,WR,TAM,<>
TAMWR014,Chris Owusu,WR,TAM,<>
TAMWR015,Arrelious Benn,WR,TAM,<>
TAMWR016,Vincent Jackson,WR,TAM,<SDG>
TAMWR017,Bill Schroeder,WR,TAM,<GNB|DET>
TAMWR018,Eric Page,WR,TAM,<>
TAMWR019,Roscoe Parrish,WR,TAM,<BUF>
TAMWR020,Tiquan Underwood,WR,TAM,<JAC|NWE>
TENKK001,Gary Anderson,K,TEN,<>
TENKK002,Rob Bironas,K,TEN,<>
TENQB001,Ryan Fitzpatrick,QB,TEN,<STL|CIN|BUF>
TENQB002,Neil O\'Donnell,QB,TEN,<>
TENQB003,Matt Mauck,QB,TEN,<>
TENQB004,Jake Locker,QB,TEN,<>
TENQB005,Rusty Smith,QB,TEN,<>
TENQB006,Doug Johnson,QB,TEN,<ATL>
TENRB001,Darius Reynaud,RB,TEN,<MIN>
TENRB002,Collin Mooney,RB,TEN,<>
TENRB003,Chris Barclay,RB,TEN,<>
TENRB004,Troy Fleming,RB,TEN,<>
TENRB005,Ahmard Hall,RB,TEN,<>
TENRB006,Jarrett Payton,RB,TEN,<>
TENRB007,Mike Green,RB,TEN,<>
TENRB008,Quinn Johnson,RB,TEN,<GNB>
TENRB009,LenDale White,RB,TEN,<>
TENRB010,Wes Ours,RB,TEN,<>
TENRB011,Chris Henry,RB,TEN,<>
TENRB012,Shonn Greene,RB,TEN,<NYJ>
TENRB013,Jamie Harper,RB,TEN,<>
TENRB014,Alvin Pearman,RB,TEN,<JAC|SEA>
TENRB015,Leon Washington,RB,TEN,<NYJ|SEA|NWE>
TENRB016,Robert Holcombe,RB,TEN,<STL>
TENRB017,Skip Hicks,RB,TEN,<>
TENRB018,Javon Ringer,RB,TEN,<>
TENRB019,Jackie Battle,RB,TEN,<KAN|SDG>
TENRB020,Chris Johnson,RB,TEN,<>
TENTE001,Craig Stevens,TE,TEN,<>
TENTE002,Bo Scaife,TE,TEN,<>
TENTE003,Brian Natkin,TE,TEN,<>
TENTE004,Delanie Walker,TE,TEN,<SFO>
TENTE005,Shad Meier,TE,TEN,<>
TENTE006,Cooper Wallace,TE,TEN,<>
TENTE007,Visanthe Shiancoe,TE,TEN,<NYG|MIN|NWE>
TENTE008,Daniel Graham,TE,TEN,<NWE|DEN>
TENTE009,Frank Wycheck,TE,TEN,<>
TENTE010,Ben Troupe,TE,TEN,<>
TENTE011,Erron Kinney,TE,TEN,<>
TENTE012,Taylor Thompson,TE,TEN,<>
TENTE013,Gregg Guenther,TE,TEN,<>
TENWR001,Justin Gage,WR,TEN,<CHI>
TENWR002,Paul Williams,WR,TEN,<>
TENWR003,Devon Wylie,WR,TEN,<KAN>
TENWR004,Kenny Britt,WR,TEN,<>
TENWR005,Darrell Hill,WR,TEN,<>
TENWR006,Marc Mariani,WR,TEN,<>
TENWR007,Jake Schifino,WR,TEN,<>
TENWR008,Eric Moulds,WR,TEN,<BUF|HOU>
TENWR009,Damian Williams,WR,TEN,<>
TENWR010,Nate Washington,WR,TEN,<PIT>
TENWR011,Biren Ealy,WR,TEN,<>
TENWR012,Mark Jones,WR,TEN,<NYG|TAM|CAR>
TENWR013,David Givens,WR,TEN,<NWE>
TENWR014,Michael Preston,WR,TEN,<>
TENWR015,Chris Sanders,WR,TEN,<>
TENWR016,Chris Coleman,WR,TEN,<>
TENWR017,Tyrone Calico,WR,TEN,<>
TENWR018,Kendall Wright,WR,TEN,<>
TENWR019,Andrae Thurman,WR,TEN,<GNB>
TENWR020,Justin Hunter,WR,TEN,<>
TENWR021,O.J. Small,WR,TEN,<>
WASKK001,Kai Forbath,K,WAS,<>
WASKK002,Jeff Chandler,K,WAS,<CAR>
WASKK003,John Potter,K,WAS,<BUF>
WASKK004,Billy Cundiff,K,WAS,<DAL|NOR|CLE|BAL>
WASKK005,John Hall,K,WAS,<>
WASKK006,Ola Kimrin,K,WAS,<>
WASQB001,John Beck,QB,WAS,<MIA>
WASQB002,Kent Graham,QB,WAS,<>
WASQB003,Danny Wuerffel,QB,WAS,<>
WASQB004,Robert Griffin III,QB,WAS,<>
WASQB005,Rex Grossman,QB,WAS,<CHI|HOU>
WASQB006,Jeff George,QB,WAS,<>
WASQB007,Gibran Hamdan,QB,WAS,<>
WASQB008,Kirk Cousins,QB,WAS,<>
WASRB001,Roy Helu Jr.,RB,WAS,<>
WASRB002,Alfred Morris,RB,WAS,<>
WASRB003,Darrel Young,RB,WAS,<>
WASRB004,Ryan Torain,RB,WAS,<DEN>
WASRB005,Marcus Mason,RB,WAS,<>
WASRB006,Clinton Portis,RB,WAS,<DEN>
WASRB007,Tim Hightower,RB,WAS,<ARI>
WASRB008,Mike Sellers,RB,WAS,<CLE>
WASRB009,Evan Royster,RB,WAS,<>
WASRB010,Trung Canidate,RB,WAS,<STL>
WASRB011,Nehemiah Broughton,RB,WAS,<>
WASRB012,James Davis,RB,WAS,<CLE>
WASRB013,Ryan Grant,RB,WAS,<GNB>
WASRB014,Sultan McCullough,RB,WAS,<>
WASRB015,Michael Bates,RB,WAS,<>
WASRB016,Shaun Alexander,RB,WAS,<SEA>
WASRB017,Donnell Bennett,RB,WAS,<>
WASRB018,John Simon,RB,WAS,<TEN>
WASTE001,Todd Yoder,TE,WAS,<TAM|JAC>
WASTE002,Jordan Reed,TE,WAS,<>
WASTE003,Fred Davis,TE,WAS,<>
WASTE004,Leonard Stephens,TE,WAS,<>
WASTE005,Marco Battaglia,TE,WAS,<CIN>
WASTE006,Kyle Nelson,TE,WAS,<>
WASTE007,Zeron Flemister,TE,WAS,<>
WASTE008,Robert Johnson,TE,WAS,<>
WASTE009,Logan Paulsen,TE,WAS,<>
WASTE010,Byron Chamberlain,TE,WAS,<MIN>
WASTE011,Chris Cooley,TE,WAS,<>
WASTE012,Niles Paul,TE,WAS,<>
WASTE013,Brian Kozlowski,TE,WAS,<ATL>
WASWR001,Patrick Johnson,WR,WAS,<BAL|JAC>
WASWR002,Marko Mitchell,WR,WAS,<>
WASWR003,Pierre Garcon,WR,WAS,<IND>
WASWR004,Willie Jackson,WR,WAS,<NOR|ATL>
WASWR005,Reche Caldwell,WR,WAS,<SDG|NWE>
WASWR006,Antwaan Randle El,WR,WAS,<PIT>
WASWR007,Dezmon Briscoe,WR,WAS,<TAM>
WASWR008,Brandon Banks,WR,WAS,<>
WASWR009,Terrence Austin,WR,WAS,<>
WASWR010,James Thrash,WR,WAS,<PHI>
WASWR011,Jacquez Green,WR,WAS,<TAM>
WASWR012,Keenan McCardell,WR,WAS,<JAC|TAM|SDG>
WASWR013,Leonard Hankerson,WR,WAS,<>
WASWR014,Joshua Morgan,WR,WAS,<SFO>
WASWR015,Aldrick Robinson,WR,WAS,<>
WASWR016,Joey Galloway,WR,WAS,<DAL|TAM|NWE>
WASWR017,Jimmy Farris,WR,WAS,<ATL>
WASWR018,Malcolm Kelly,WR,WAS,<>
WASWR019,Donte\' Stallworth,WR,WAS,<NOR|PHI|NWE|CLE|BAL>
WASWR020,Roydell Williams,WR,WAS,<TEN>
WASWR021,Rich Parson,WR,WAS,<>
WASWR022,Nick Williams,WR,WAS,<>
WASWR023,David Anderson,WR,WAS,<HOU>
WASWR024,Santana Moss,WR,WAS,<NYJ>
